Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
2,2,2,2,0,0,0,0,0,0,MILAN,home,0,0,3,7,0,0,0,0,0,0,17,14,1,4,6,0,1,0,0,0,0,16,19,12,10,4,3,0,0,CAGLIARI,2004-05,7,8,4,3,3,5,0,0
2,2,2,2,0,0,0,0,0,0,CAGLIARI,away,0,0,7,3,0,0,0,0,0,0,14,17,4,1,6,1,0,0,0,0,0,19,16,10,12,3,4,0,0,MILAN,2004-05,8,7,3,4,5,3,0,0
2,4,2,1,0,0,0,0,0,0,SIENA,home,0,0,3,7,0,0,0,0,0,0,25,18,2,2,6,0,0,0,0,0,0,9,5,3,4,2,3,0,0,FIORENTINA,2004-05,8,4,5,2,3,2,0,0
4,2,1,2,0,0,0,0,0,0,FIORENTINA,away,0,0,7,3,0,0,0,0,0,0,18,25,2,2,6,0,0,0,0,0,0,5,9,4,3,3,2,0,0,SIENA,2004-05,4,8,2,5,2,3,0,0
3,1,2,2,0,0,0,0,0,0,UDINESE,home,0,0,8,1,0,0,0,0,0,0,9,14,2,0,6,3,1,0,0,0,0,17,14,17,6,4,2,0,0,INTER,2004-05,11,11,6,6,5,5,0,0
1,3,2,2,0,0,0,0,0,0,INTER,away,0,0,1,8,0,0,0,0,0,0,14,9,0,2,6,1,3,0,0,0,0,14,17,6,17,2,4,0,0,UDINESE,2004-05,11,11,6,6,5,5,0,0
1,1,5,4,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,8,5,0,0,0,1,0,0,11,17,0,1,6,0,1,0,0,0,0,18,13,24,16,2,6,0,0,LAZIO,2004-05,10,6,4,3,6,3,0,0
1,1,4,5,0,0,0,0,0,0,LAZIO,away,0,0,5,8,0,0,1,0,0,0,17,11,1,0,6,1,0,0,0,0,0,13,18,16,24,6,2,0,0,CHIEVOVERONA,2004-05,6,10,3,4,3,6,0,0
1,2,3,2,0,0,0,0,0,0,PALERMO,home,0,0,10,11,0,0,0,0,0,0,12,14,3,1,6,2,0,0,0,0,1,37,15,14,26,12,3,0,0,LECCE,2004-05,11,27,6,14,5,13,0,0
2,1,2,3,0,0,0,0,0,0,LECCE,away,0,0,11,10,0,0,0,0,0,0,14,12,1,3,6,0,2,0,0,1,0,15,37,26,14,3,12,0,0,PALERMO,2004-05,27,11,14,6,13,5,0,0
3,3,5,7,9,11,5,7,17,7,SAMPDORIA,home,0,0,6,6,20,20,0,1,0,0,21,19,1,3,6,0,1,12,22,0,0,14,11,10,9,2,6,0,0,REGGINA,2004-05,10,9,4,6,6,3,0,0
3,3,7,5,11,9,7,5,7,17,REGGINA,away,0,0,6,6,20,20,1,0,0,0,19,21,3,1,6,1,0,22,12,0,0,11,14,9,10,6,2,0,0,SAMPDORIA,2004-05,9,10,6,4,3,6,0,0
3,3,2,1,0,0,0,0,0,0,CAGLIARI,home,0,0,11,2,0,0,0,1,0,0,22,21,1,3,7,2,2,0,0,0,0,3,1,1,2,0,6,0,0,ATALANTA,2004-05,13,4,5,2,8,2,0,0
3,3,1,2,0,0,0,0,0,0,ATALANTA,away,0,0,2,11,0,0,1,0,0,0,21,22,3,1,7,2,2,0,0,0,0,1,3,2,1,6,0,0,0,CAGLIARI,2004-05,4,13,2,5,2,8,0,0
1,1,4,8,4,9,2,5,11,6,JUVENTUS,home,1,4,4,7,17,16,0,0,0,0,24,12,4,1,7,0,3,14,13,0,1,15,19,9,18,2,1,0,0,SIENA,2004-05,4,12,3,6,1,6,0,0
1,1,8,4,9,4,5,2,6,11,SIENA,away,4,1,7,4,16,17,0,0,0,0,12,24,1,4,7,3,0,13,14,1,0,19,15,18,9,1,2,0,0,JUVENTUS,2004-05,12,4,6,3,6,1,0,0
0,1,2,2,0,0,0,0,0,0,REGGINA,home,0,0,2,1,0,0,1,0,0,0,31,21,3,1,7,0,0,0,0,0,0,8,6,2,3,7,2,0,0,CHIEVOVERONA,2004-05,8,11,6,4,2,7,0,0
1,0,2,2,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,1,2,0,0,0,1,0,0,21,31,1,3,7,0,0,0,0,0,0,6,8,3,2,2,7,0,0,REGGINA,2004-05,11,8,4,6,7,2,0,0
1,4,19,2,0,0,0,0,0,0,BOLOGNA,home,0,0,11,1,0,0,0,0,0,0,20,22,1,2,7,1,0,0,0,0,0,4,8,8,4,2,2,0,0,LIVORNO,2004-05,9,3,6,1,3,2,0,0
4,1,2,19,0,0,0,0,0,0,LIVORNO,away,0,0,1,11,0,0,0,0,0,0,22,20,2,1,7,0,1,0,0,0,0,8,4,4,8,2,2,0,0,BOLOGNA,2004-05,3,9,1,6,2,3,0,0
3,1,2,2,0,0,0,0,0,0,LECCE,home,0,0,11,4,0,0,0,0,0,0,19,13,12,0,7,1,4,0,0,0,1,18,25,17,15,7,4,0,0,MESSINA,2004-05,13,15,8,3,5,12,0,0
1,3,2,2,0,0,0,0,0,0,MESSINA,away,0,0,4,11,0,0,0,0,0,0,13,19,0,12,7,4,1,0,0,1,0,25,18,15,17,4,7,0,0,LECCE,2004-05,15,13,3,8,12,5,0,0
2,1,3,2,0,0,0,0,0,0,LAZIO,home,0,0,4,5,0,0,0,0,0,0,26,28,8,1,7,3,1,0,0,0,0,4,5,3,2,2,2,1,0,PARMA,2004-05,10,7,5,4,5,3,0,0
1,2,2,3,0,0,0,0,0,0,PARMA,away,0,0,5,4,0,0,0,0,0,0,28,26,1,8,7,1,3,0,0,0,0,5,4,2,3,2,2,0,1,LAZIO,2004-05,7,10,4,5,3,5,0,0
2,4,7,3,0,0,0,0,0,0,PALERMO,home,0,0,8,5,0,0,0,0,0,0,14,15,5,3,7,1,1,0,0,1,0,32,12,30,17,6,7,1,0,ROMA,2004-05,12,12,3,5,9,7,0,0
4,2,3,7,0,0,0,0,0,0,ROMA,away,0,0,5,8,0,0,0,0,0,0,15,14,3,5,7,1,1,0,0,0,1,12,32,17,30,7,6,0,1,PALERMO,2004-05,12,12,5,3,7,9,0,0
5,3,4,0,0,0,0,0,0,0,BRESCIA,home,0,0,10,3,0,0,0,1,0,0,22,22,0,4,7,0,1,0,0,1,0,6,9,8,2,2,7,0,1,SAMPDORIA,2004-05,19,7,11,3,8,4,0,0
3,5,0,4,0,0,0,0,0,0,SAMPDORIA,away,0,0,3,10,0,0,1,0,0,0,22,22,4,0,7,1,0,0,0,0,1,9,6,2,8,7,2,1,0,BRESCIA,2004-05,7,19,3,11,4,8,0,0
3,0,1,4,0,0,0,0,0,0,FIORENTINA,home,0,0,4,2,0,0,0,0,0,0,12,25,1,6,7,2,2,0,0,0,0,11,11,10,8,1,2,0,0,UDINESE,2004-05,9,6,5,3,4,3,0,0
0,3,4,1,0,0,0,0,0,0,UDINESE,away,0,0,2,4,0,0,0,0,0,0,25,12,6,1,7,2,2,0,0,0,0,11,11,8,10,2,1,0,0,FIORENTINA,2004-05,6,9,3,5,3,4,0,0
1,4,5,4,6,3,4,9,12,10,INTER,home,4,2,5,4,13,11,0,0,0,0,21,22,6,1,7,0,0,21,16,0,0,27,29,24,27,1,2,0,0,MILAN,2004-05,6,4,4,3,2,1,0,0
4,1,4,5,3,6,9,4,10,12,MILAN,away,2,4,4,5,11,13,0,0,0,0,22,21,1,6,7,0,0,16,21,0,0,29,27,27,24,2,1,0,0,INTER,2004-05,4,6,3,4,1,2,0,0
2,1,3,8,0,0,0,0,0,0,UDINESE,home,0,0,1,8,0,0,0,0,0,0,15,17,1,3,8,0,1,0,0,0,1,6,9,8,5,7,2,1,0,BOLOGNA,2004-05,6,18,4,9,2,9,0,0
1,2,8,3,0,0,0,0,0,0,BOLOGNA,away,0,0,8,1,0,0,0,0,0,0,17,15,3,1,8,1,0,0,0,1,0,9,6,5,8,2,7,0,1,UDINESE,2004-05,18,6,9,4,9,2,0,0
2,1,3,3,0,0,0,0,0,0,SIENA,home,0,0,5,3,0,0,0,0,0,0,20,11,1,3,8,0,1,0,0,0,0,9,2,3,3,2,3,0,0,BRESCIA,2004-05,11,9,8,6,3,3,0,0
1,2,3,3,0,0,0,0,0,0,BRESCIA,away,0,0,3,5,0,0,0,0,0,0,11,20,3,1,8,1,0,0,0,0,0,2,9,3,3,3,2,0,0,SIENA,2004-05,9,11,6,8,3,3,0,0
3,3,1,1,0,0,0,0,0,0,PARMA,home,0,0,1,3,0,0,0,1,0,0,26,25,3,2,8,2,1,0,0,0,0,19,18,8,7,2,3,0,0,CAGLIARI,2004-05,8,8,3,5,5,3,0,0
3,3,1,1,0,0,0,0,0,0,CAGLIARI,away,0,0,3,1,0,0,1,0,0,0,25,26,2,3,8,1,2,0,0,0,0,18,19,7,8,3,2,0,0,PARMA,2004-05,8,8,5,3,3,5,0,0
2,1,8,1,0,0,0,0,0,0,SAMPDORIA,home,0,0,10,5,0,0,0,0,0,0,17,13,0,3,8,0,2,0,0,0,1,11,9,3,7,2,8,0,0,CHIEVOVERONA,2004-05,17,7,9,2,8,5,0,0
1,2,1,8,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,5,10,0,0,0,0,0,0,13,17,3,0,8,2,0,0,0,1,0,9,11,7,3,8,2,0,0,SAMPDORIA,2004-05,7,17,2,9,5,8,0,0
3,3,2,0,0,0,0,0,0,0,MESSINA,home,0,0,8,5,0,0,0,0,0,0,24,25,1,3,8,2,0,0,0,1,0,8,9,9,8,4,2,0,0,LAZIO,2004-05,8,6,3,2,5,4,0,0
3,3,0,2,0,0,0,0,0,0,LAZIO,away,0,0,5,8,0,0,0,0,0,0,25,24,3,1,8,0,2,0,0,0,1,9,8,8,9,2,4,0,0,MESSINA,2004-05,6,8,2,3,4,5,0,0
3,1,1,5,0,0,0,0,0,0,INTER,home,0,0,2,7,0,0,0,0,0,0,12,15,2,5,8,2,2,0,0,0,0,29,23,17,24,5,9,0,0,LECCE,2004-05,18,16,7,9,11,7,0,0
1,3,5,1,0,0,0,0,0,0,LECCE,away,0,0,7,2,0,0,0,0,0,0,15,12,5,2,8,2,2,0,0,0,0,23,29,24,17,9,5,0,0,INTER,2004-05,16,18,9,7,7,11,0,0
2,0,4,1,0,0,0,0,0,0,ATALANTA,home,0,0,5,5,0,0,0,0,0,0,16,12,1,1,8,3,0,0,0,1,0,11,11,15,11,5,6,0,0,MILAN,2004-05,20,12,10,7,10,5,0,0
0,2,1,4,0,0,0,0,0,0,MILAN,away,0,0,5,5,0,0,0,0,0,0,12,16,1,1,8,0,3,0,0,0,1,11,11,11,15,6,5,0,0,ATALANTA,2004-05,12,20,7,10,5,10,0,0
3,1,2,0,0,0,0,0,0,0,LIVORNO,home,0,0,9,3,0,0,0,0,0,0,22,10,1,1,8,1,2,0,0,0,0,13,7,14,9,1,3,0,0,PALERMO,2004-05,12,6,8,3,4,3,0,0
1,3,0,2,0,0,0,0,0,0,PALERMO,away,0,0,3,9,0,0,0,0,0,0,10,22,1,1,8,2,1,0,0,0,0,7,13,9,14,3,1,0,0,LIVORNO,2004-05,6,12,3,8,3,4,0,0
3,3,1,4,0,0,0,0,0,0,FIORENTINA,home,0,0,2,5,0,0,0,0,0,0,22,16,7,4,8,1,2,0,0,0,0,10,7,6,10,3,2,0,0,REGGINA,2004-05,5,13,2,7,3,6,0,0
3,3,4,1,0,0,0,0,0,0,REGGINA,away,0,0,5,2,0,0,0,0,0,0,16,22,4,7,8,2,1,0,0,0,0,7,10,10,6,2,3,0,0,FIORENTINA,2004-05,13,5,7,2,6,3,0,0
3,4,3,3,4,3,5,4,10,11,ROMA,home,0,1,8,2,8,2,1,0,0,0,19,26,3,9,8,2,0,13,13,0,0,16,20,15,9,3,1,0,0,JUVENTUS,2004-05,6,3,4,0,2,3,0,0
4,3,3,3,3,4,4,5,11,10,JUVENTUS,away,1,0,2,8,2,8,0,1,0,0,26,19,9,3,8,0,2,13,13,0,0,20,16,9,15,1,3,0,0,ROMA,2004-05,3,6,0,4,3,2,0,0
1,1,0,3,0,0,0,0,0,0,MILAN,home,0,0,2,4,0,0,,,0,0,16,14,3,0,9,0,1,0,0,0,0,1,11,12,7,7,3,0,0,SAMPDORIA,2004-05,8,10,5,2,3,8,0,0
1,1,3,0,0,0,0,0,0,0,SAMPDORIA,away,0,0,4,2,0,0,,,0,0,14,16,0,3,9,1,0,0,0,0,0,11,1,7,12,3,7,0,0,MILAN,2004-05,10,8,2,5,8,3,0,0
3,4,2,1,9,6,13,3,7,7,LAZIO,home,1,5,10,2,19,11,,,0,0,13,11,2,4,9,1,1,16,10,0,0,22,18,14,15,0,3,0,0,INTER,2004-05,6,3,2,2,4,1,0,0
4,3,1,2,6,9,3,13,7,7,INTER,away,5,1,2,10,11,19,,,0,0,11,13,4,2,9,1,1,10,16,0,0,18,22,15,14,3,0,0,0,LAZIO,2004-05,3,6,2,2,1,4,0,0
1,2,3,0,0,0,0,0,0,0,LECCE,home,0,0,7,6,0,0,,,0,0,15,9,6,0,9,4,0,0,0,0,1,5,4,4,5,7,4,0,0,FIORENTINA,2004-05,15,9,8,1,7,8,0,0
2,1,0,3,0,0,0,0,0,0,FIORENTINA,away,0,0,6,7,0,0,,,0,0,9,15,0,6,9,0,4,0,0,1,0,4,5,5,4,4,7,0,0,LECCE,2004-05,9,15,1,8,8,7,0,0
0,1,3,2,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,2,6,0,0,,,0,0,10,21,2,4,9,3,0,0,0,0,0,12,9,7,5,1,2,0,0,JUVENTUS,2004-05,10,12,5,11,5,1,0,0
1,0,2,3,0,0,0,0,0,0,JUVENTUS,away,0,0,6,2,0,0,,,0,0,21,10,4,2,9,0,3,0,0,0,0,9,12,5,7,2,1,0,0,CHIEVOVERONA,2004-05,12,10,11,5,1,5,0,0
3,4,3,1,0,0,0,0,0,0,BRESCIA,home,0,0,7,3,0,0,,,0,1,13,19,4,1,9,2,1,0,0,0,0,13,5,4,6,7,4,0,0,LIVORNO,2004-05,10,14,4,6,6,8,0,0
4,3,1,3,0,0,0,0,0,0,LIVORNO,away,0,0,3,7,0,0,,,1,0,19,13,1,4,9,1,2,0,0,0,0,5,13,6,4,4,7,0,0,BRESCIA,2004-05,14,10,6,4,8,6,0,0
2,2,4,1,0,0,0,0,0,0,REGGINA,home,0,0,8,1,0,0,,,0,0,22,28,8,4,9,2,1,0,0,0,0,27,28,25,24,1,8,0,0,MESSINA,2004-05,15,9,5,7,10,2,0,0
2,2,1,4,0,0,0,0,0,0,MESSINA,away,0,0,1,8,0,0,,,0,0,28,22,4,8,9,1,2,0,0,0,0,28,27,24,25,8,1,0,0,REGGINA,2004-05,9,15,7,5,2,10,0,0
2,0,3,1,0,0,0,0,0,0,ATALANTA,home,0,0,3,4,0,0,,,0,0,23,23,0,0,9,2,2,0,0,0,0,8,4,6,8,3,4,1,0,PARMA,2004-05,8,11,2,6,6,5,0,0
0,2,1,3,0,0,0,0,0,0,PARMA,away,0,0,4,3,0,0,,,0,0,23,23,0,0,9,2,2,0,0,0,0,4,8,8,6,4,3,0,1,ATALANTA,2004-05,11,8,6,2,5,6,0,0
2,2,0,1,0,0,0,0,0,0,BOLOGNA,home,0,0,10,2,0,0,,,0,0,23,17,1,2,9,1,1,0,0,0,0,4,5,10,17,1,5,0,0,SIENA,2004-05,17,7,11,5,6,2,0,0
2,2,1,0,0,0,0,0,0,0,SIENA,away,0,0,2,10,0,0,,,0,0,17,23,2,1,9,1,1,0,0,0,0,5,4,17,10,5,1,0,0,BOLOGNA,2004-05,7,17,5,11,2,6,0,0
2,2,2,1,0,0,0,0,0,0,CAGLIARI,home,0,0,6,5,0,0,,,0,0,19,19,0,3,9,5,1,0,0,0,0,7,6,11,10,1,9,2,0,ROMA,2004-05,17,3,3,1,14,2,0,0
2,2,1,2,0,0,0,0,0,0,ROMA,away,0,0,5,6,0,0,,,0,0,19,19,3,0,9,1,5,0,0,0,0,6,7,10,11,9,1,0,2,CAGLIARI,2004-05,3,17,1,3,2,14,0,0
1,3,0,0,0,0,0,0,0,0,PALERMO,home,0,0,0,0,0,0,,,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UDINESE,2004-05,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,UDINESE,away,0,0,0,0,0,0,,,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PALERMO,2004-05,0,0,0,0,0,0,0,0
3,3,2,0,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,5,5,0,0,0,0,0,0,20,23,4,0,10,1,0,0,0,0,0,9,2,3,6,2,3,0,0,BRESCIA,2004-05,7,4,3,2,4,2,0,0
3,3,0,2,0,0,0,0,0,0,BRESCIA,away,0,0,5,5,0,0,0,0,0,0,23,20,0,4,10,0,1,0,0,0,0,2,9,6,3,3,2,0,0,CHIEVOVERONA,2004-05,4,7,2,3,2,4,0,0
3,2,2,4,4,6,3,8,8,15,JUVENTUS,home,2,0,2,3,7,28,1,0,0,0,18,24,2,0,10,2,1,13,14,0,1,15,14,13,11,3,2,0,0,REGGINA,2004-05,3,7,0,1,3,6,0,0
2,3,4,2,6,4,8,3,15,8,REGGINA,away,0,2,3,2,28,7,0,1,0,0,24,18,0,2,10,1,2,14,13,1,0,14,15,11,13,2,3,0,0,JUVENTUS,2004-05,7,3,1,0,6,3,0,0
3,1,0,0,0,0,0,0,0,0,SAMPDORIA,home,0,0,1,7,0,0,0,0,0,0,26,24,3,3,10,0,0,0,0,0,0,5,10,8,16,4,2,0,0,ATALANTA,2004-05,3,9,1,5,2,4,0,0
1,3,0,0,0,0,0,0,0,0,ATALANTA,away,0,0,7,1,0,0,0,0,0,0,24,26,3,3,10,0,0,0,0,0,0,10,5,16,8,2,4,0,0,SAMPDORIA,2004-05,9,3,5,1,4,2,0,0
3,3,9,4,0,0,0,0,0,0,MESSINA,home,0,0,12,2,0,0,0,1,0,0,18,18,2,0,10,2,2,0,0,0,1,10,11,8,9,2,9,0,0,BOLOGNA,2004-05,19,10,8,5,11,5,0,0
3,3,4,9,0,0,0,0,0,0,BOLOGNA,away,0,0,2,12,0,0,1,0,0,0,18,18,0,2,10,2,2,0,0,1,0,11,10,9,8,9,2,0,0,MESSINA,2004-05,10,19,5,8,5,11,0,0
2,2,1,0,0,0,0,0,0,0,LIVORNO,home,0,0,4,2,0,0,0,1,0,0,21,20,1,1,10,0,0,0,0,0,1,15,11,13,13,1,3,0,0,CAGLIARI,2004-05,5,4,2,2,3,2,0,0
2,2,0,1,0,0,0,0,0,0,CAGLIARI,away,0,0,2,4,0,0,1,0,0,0,20,21,1,1,10,0,0,0,0,1,0,11,15,13,13,3,1,0,0,LIVORNO,2004-05,4,5,2,2,2,3,0,0
2,4,3,1,0,0,0,0,0,0,INTER,home,0,0,4,8,0,0,0,1,0,0,25,14,3,0,10,1,1,0,0,0,0,11,10,12,4,7,6,0,0,FIORENTINA,2004-05,10,13,3,5,7,8,0,0
4,2,1,3,0,0,0,0,0,0,FIORENTINA,away,0,0,8,4,0,0,1,0,0,0,14,25,0,3,10,1,1,0,0,0,0,10,11,4,12,6,7,0,0,INTER,2004-05,13,10,5,3,8,7,0,0
3,1,5,3,0,0,0,0,0,0,SIENA,home,0,0,9,4,0,0,0,0,0,0,15,19,3,2,10,1,1,0,0,0,0,21,16,19,18,3,4,0,0,LAZIO,2004-05,12,9,7,5,5,4,0,0
1,3,3,5,0,0,0,0,0,0,LAZIO,away,0,0,4,9,0,0,0,0,0,0,19,15,2,3,10,1,1,0,0,0,0,16,21,18,19,4,3,0,0,SIENA,2004-05,9,12,5,7,4,5,0,0
4,4,2,3,0,0,0,0,0,0,UDINESE,home,0,0,4,3,0,0,0,0,0,0,11,22,4,1,10,3,4,0,0,2,0,31,16,14,18,3,6,0,1,LECCE,2004-05,24,16,13,9,11,7,0,0
4,4,3,2,0,0,0,0,0,0,LECCE,away,0,0,3,4,0,0,0,0,0,0,22,11,1,4,10,4,3,0,0,0,2,16,31,18,14,6,3,1,0,UDINESE,2004-05,16,24,9,13,7,11,0,0
3,4,2,0,0,0,0,0,0,0,PARMA,home,0,0,7,4,0,0,0,0,0,0,28,21,9,4,10,1,1,0,0,0,0,6,8,10,4,3,7,0,0,PALERMO,2004-05,15,7,7,3,8,4,0,0
4,3,0,2,0,0,0,0,0,0,PALERMO,away,0,0,4,7,0,0,0,0,0,0,21,28,4,9,10,1,1,0,0,0,0,8,6,4,10,7,3,0,0,PARMA,2004-05,7,15,3,7,4,8,0,0
1,2,6,0,7,2,6,6,15,13,ROMA,home,2,2,8,5,18,7,0,0,0,0,20,22,2,1,10,1,1,13,15,1,1,24,23,19,23,1,0,0,0,MILAN,2004-05,11,5,9,2,2,3,0,0
2,1,0,6,2,7,6,6,13,15,MILAN,away,2,2,5,8,7,18,0,0,0,0,22,20,1,2,10,1,1,15,13,1,1,23,24,23,19,0,1,0,0,ROMA,2004-05,5,11,2,9,3,2,0,0
1,1,1,3,0,0,0,0,0,0,MILAN,home,0,0,0,14,0,0,1,0,0,0,16,25,0,0,11,0,0,0,0,1,0,4,4,17,7,4,2,0,0,BRESCIA,2004-05,9,9,6,5,3,4,0,0
1,1,3,1,0,0,0,0,0,0,BRESCIA,away,0,0,14,0,0,0,0,1,0,0,25,16,0,0,11,0,0,0,0,0,1,4,4,7,17,2,4,0,0,MILAN,2004-05,9,9,5,6,4,3,0,0
2,2,3,3,0,0,0,0,0,0,ATALANTA,home,0,0,4,6,0,0,0,0,0,0,22,17,1,2,11,1,0,0,0,1,0,13,6,11,7,7,0,0,0,CHIEVOVERONA,2004-05,6,12,4,5,2,7,0,0
2,2,3,3,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,6,4,0,0,0,0,0,0,17,22,2,1,11,0,1,0,0,0,1,6,13,7,11,0,7,0,0,ATALANTA,2004-05,12,6,5,4,7,2,0,0
3,4,1,0,0,0,0,0,0,0,BOLOGNA,home,0,0,10,4,0,0,0,0,0,0,16,21,1,2,11,2,2,0,0,1,0,22,11,19,16,4,7,0,0,INTER,2004-05,13,9,3,3,10,6,0,0
4,3,0,1,0,0,0,0,0,0,INTER,away,0,0,4,10,0,0,0,0,0,0,21,16,2,1,11,2,2,0,0,0,1,11,22,16,19,7,4,0,0,BOLOGNA,2004-05,9,13,3,3,6,10,0,0
3,4,1,1,0,0,0,0,0,0,FIORENTINA,home,0,0,7,5,0,0,0,0,0,0,10,20,1,2,11,1,0,0,0,0,0,10,8,14,15,4,1,0,0,JUVENTUS,2004-05,6,8,4,4,2,4,0,0
4,3,1,1,0,0,0,0,0,0,JUVENTUS,away,0,0,5,7,0,0,0,0,0,0,20,10,2,1,11,0,1,0,0,0,0,8,10,15,14,1,4,0,0,FIORENTINA,2004-05,8,6,4,4,4,2,0,0
1,2,5,8,0,0,0,0,0,0,LAZIO,home,0,0,6,3,0,0,0,0,0,1,14,14,1,2,11,1,0,0,0,2,0,5,8,8,5,5,4,0,0,LIVORNO,2004-05,14,11,7,6,7,5,0,0
2,1,8,5,0,0,0,0,0,0,LIVORNO,away,0,0,3,6,0,0,0,0,1,0,14,14,2,1,11,0,1,0,0,0,2,8,5,5,8,4,5,0,0,LAZIO,2004-05,11,14,6,7,5,7,0,0
1,4,1,1,0,0,0,0,0,0,REGGINA,home,0,0,3,3,0,0,0,0,0,0,19,21,3,8,11,1,0,0,0,0,0,7,4,3,5,1,3,0,0,PARMA,2004-05,10,7,6,6,4,1,0,0
4,1,1,1,0,0,0,0,0,0,PARMA,away,0,0,3,3,0,0,0,0,0,0,21,19,8,3,11,0,1,0,0,0,0,4,7,5,3,3,1,0,0,REGGINA,2004-05,7,10,6,6,1,4,0,0
2,1,6,1,0,0,0,0,0,0,LECCE,home,0,0,11,1,0,0,0,0,0,0,20,15,5,3,11,1,1,0,0,0,0,17,19,10,14,4,4,0,0,SIENA,2004-05,9,7,4,2,5,5,0,0
1,2,1,6,0,0,0,0,0,0,SIENA,away,0,0,1,11,0,0,0,0,0,0,15,20,3,5,11,1,1,0,0,0,0,19,17,14,10,4,4,0,0,LECCE,2004-05,7,9,2,4,5,5,0,0
2,2,0,2,0,0,0,0,0,0,UDINESE,home,0,0,8,3,0,0,0,0,1,0,15,13,3,0,11,0,3,0,0,1,1,17,9,10,18,5,4,0,1,ROMA,2004-05,9,13,4,4,5,9,0,0
2,2,2,0,0,0,0,0,0,0,ROMA,away,0,0,3,8,0,0,0,0,0,1,13,15,0,3,11,3,0,0,0,1,1,9,17,18,10,4,5,1,0,UDINESE,2004-05,13,9,4,4,9,5,0,0
3,3,2,0,0,0,0,0,0,0,CAGLIARI,home,0,0,10,3,0,0,0,0,0,0,19,19,0,1,11,0,0,0,0,0,0,19,17,12,11,4,4,0,0,SAMPDORIA,2004-05,13,8,9,4,4,4,0,0
3,3,0,2,0,0,0,0,0,0,SAMPDORIA,away,0,0,3,10,0,0,0,0,0,0,19,19,1,0,11,0,0,0,0,0,0,17,19,11,12,4,4,0,0,CAGLIARI,2004-05,8,13,4,9,4,4,0,0
2,1,3,2,4,4,9,3,10,7,PALERMO,home,0,1,9,11,19,15,0,0,0,0,29,24,3,1,11,0,0,23,17,1,1,19,20,17,13,1,0,0,0,MESSINA,2004-05,1,3,0,1,1,2,0,0
1,2,2,3,4,4,3,9,7,10,MESSINA,away,1,0,11,9,15,19,0,0,0,0,24,29,1,3,11,0,0,17,23,1,1,20,19,13,17,0,1,0,0,PALERMO,2004-05,3,1,1,0,2,1,0,0
2,2,2,1,,,,,,,BRESCIA,home,,,2,3,,,0,0,0,0,22,32,1,2,12,0,0,,,0,0,5,2,7,7,2,4,0,0,ATALANTA,2004-05,11,2,7,0,4,2,0,0
2,2,1,2,,,,,,,ATALANTA,away,,,3,2,,,0,0,0,0,32,22,2,1,12,0,0,,,0,0,2,5,7,7,4,2,0,0,BRESCIA,2004-05,2,11,0,7,2,4,0,0
3,2,1,3,,,,,,,INTER,home,,,0,10,,,0,0,0,0,21,22,0,1,12,3,3,,,0,0,18,20,11,10,6,0,1,0,CAGLIARI,2004-05,4,21,1,12,3,9,0,0
2,3,3,1,,,,,,,CAGLIARI,away,,,10,0,,,0,0,0,0,22,21,1,0,12,3,3,,,0,0,20,18,10,11,0,6,0,1,INTER,2004-05,21,4,12,1,9,3,0,0
2,4,8,2,,,,,,,LIVORNO,home,,,7,1,,,0,0,0,0,15,11,6,0,12,1,1,,,0,1,7,4,4,7,1,8,0,0,FIORENTINA,2004-05,18,4,9,1,9,3,0,0
4,2,2,8,,,,,,,FIORENTINA,away,,,1,7,,,0,0,0,0,11,15,0,6,12,1,1,,,1,0,4,7,7,4,8,1,0,0,LIVORNO,2004-05,4,18,1,9,3,9,0,0
3,2,4,1,,,,,,,BOLOGNA,home,,,9,5,,,1,0,1,1,19,27,0,5,12,2,1,,,0,0,11,8,12,13,2,8,1,0,LAZIO,2004-05,14,7,4,4,10,3,0,0
2,3,1,4,,,,,,,LAZIO,away,,,5,9,,,0,1,1,1,27,19,5,0,12,1,2,,,0,0,8,11,13,12,8,2,0,1,BOLOGNA,2004-05,7,14,4,4,3,10,0,0
