Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
2,1,0,0,0,0,0,0,0,0,EMPOLI,home,,,6,5,0,0,,,0,0,12,20,2,4,1,1,0,0,0,0,0,11,12,14,11,4,7,0,0,UDINESE,2005-06,12,8,4,4,8,4,0,0
1,2,0,0,0,0,0,0,0,0,UDINESE,away,,,5,6,0,0,,,0,0,20,12,4,2,1,0,1,0,0,0,0,12,11,11,14,7,4,0,0,EMPOLI,2005-06,8,12,4,4,4,8,0,0
1,2,9,1,9,5,8,1,17,5,CHIEVOVERONA,home,,,6,2,28,12,,,0,0,10,20,8,11,1,1,0,24,15,0,0,21,31,33,19,0,6,0,0,JUVENTUS,2005-06,15,1,8,1,7,0,0,0
2,1,1,9,5,9,1,8,5,17,JUVENTUS,away,,,2,6,12,28,,,0,0,20,10,11,8,1,0,1,15,24,0,0,31,21,19,33,6,0,0,0,CHIEVOVERONA,2005-06,1,15,1,8,0,7,0,0
2,1,2,1,0,0,0,0,0,0,INTER,home,0,0,9,6,0,0,,,0,0,11,12,3,3,2,3,2,0,0,1,0,8,11,17,3,4,9,0,0,PALERMO,2005-06,21,14,8,8,13,6,0,0
1,2,1,2,0,0,0,0,0,0,PALERMO,away,0,0,6,9,0,0,,,0,0,12,11,3,3,2,2,3,0,0,0,1,11,8,3,17,9,4,0,0,INTER,2005-06,14,21,8,8,6,13,0,0
1,2,0,0,0,0,0,0,0,0,SIENA,home,0,0,0,0,0,0,,,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,MILAN,2005-06,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,MILAN,away,0,0,0,0,0,0,,,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,SIENA,2005-06,0,0,0,0,0,0,0,0
1,1,3,3,0,0,0,0,0,0,PARMA,home,0,0,10,2,0,0,,,0,0,19,15,6,3,2,1,0,0,0,0,0,12,9,12,4,2,3,0,0,CHIEVOVERONA,2005-06,12,7,8,5,4,2,0,0
1,1,3,3,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,2,10,0,0,,,0,0,15,19,3,6,2,0,1,0,0,0,0,9,12,4,12,3,2,0,0,PARMA,2005-06,7,12,5,8,2,4,0,0
1,0,3,3,0,0,0,0,0,0,JUVENTUS,home,0,0,1,6,0,0,,,0,0,21,15,3,0,2,0,4,0,0,0,0,2,6,6,2,6,4,0,0,EMPOLI,2005-06,11,14,7,4,4,10,0,0
0,1,3,3,0,0,0,0,0,0,EMPOLI,away,0,0,6,1,0,0,,,0,0,15,21,0,3,2,4,0,0,0,0,0,6,2,2,6,4,6,0,0,JUVENTUS,2005-06,14,11,4,7,10,4,0,0
2,3,0,0,0,0,0,0,0,0,ASCOLI,home,0,0,0,0,0,0,,,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LECCE,2005-06,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,LECCE,away,0,0,0,0,0,0,,,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASCOLI,2005-06,0,0,0,0,0,0,0,0
3,3,1,1,0,0,0,0,0,0,FIORENTINA,home,0,0,8,6,0,0,,,0,0,21,25,2,4,2,2,2,0,0,0,0,14,16,12,8,5,1,0,0,MESSINA,2005-06,8,14,5,7,3,7,0,0
3,3,1,1,0,0,0,0,0,0,MESSINA,away,0,0,6,8,0,0,,,0,0,25,21,4,2,2,2,2,0,0,0,0,16,14,8,12,1,5,0,0,FIORENTINA,2005-06,14,8,7,5,7,3,0,0
0,4,5,3,0,0,0,0,0,0,UDINESE,home,0,0,10,4,0,0,,,0,0,21,11,4,4,2,0,1,0,0,0,0,6,6,14,2,3,5,0,0,ROMA,2005-06,14,10,9,6,5,4,0,0
4,0,3,5,0,0,0,0,0,0,ROMA,away,0,0,4,10,0,0,,,0,0,11,21,4,4,2,1,0,0,0,0,0,6,6,2,14,5,3,0,0,UDINESE,2005-06,10,14,6,9,4,5,0,0
1,3,0,0,0,0,0,0,0,0,REGGINA,home,0,0,0,0,0,0,,,0,1,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,SAMPDORIA,2005-06,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,SAMPDORIA,away,0,0,0,0,0,0,,,1,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,REGGINA,2005-06,0,0,0,0,0,0,0,0
3,2,0,2,0,0,0,0,0,0,LIVORNO,home,0,0,3,5,0,0,,,0,0,26,18,6,3,2,0,1,0,0,0,0,11,5,4,9,3,1,0,0,TREVISO,2005-06,3,7,2,3,1,4,0,0
2,3,2,0,0,0,0,0,0,0,TREVISO,away,0,0,5,3,0,0,,,0,0,18,26,3,6,2,1,0,0,0,0,0,5,11,9,4,1,3,0,0,LIVORNO,2005-06,7,3,3,2,4,1,0,0
2,2,6,2,3,7,3,3,14,11,LAZIO,home,0,1,7,5,9,11,,,1,0,22,16,3,3,2,1,1,25,25,0,0,28,27,19,21,1,2,0,0,CAGLIARI,2005-06,6,3,3,1,3,2,0,0
2,2,2,6,7,3,3,3,11,14,CAGLIARI,away,1,0,5,7,11,9,,,0,1,16,22,3,3,2,1,1,25,25,0,0,27,28,21,19,2,1,0,0,LAZIO,2005-06,3,6,1,3,2,3,0,0
1,0,2,1,0,0,0,0,0,0,EMPOLI,home,0,0,10,8,0,0,0,0,0,0,19,19,1,4,3,1,0,0,0,1,0,4,3,5,5,3,11,0,0,PARMA,2005-06,21,12,8,9,13,3,0,0
0,1,1,2,0,0,0,0,0,0,PARMA,away,0,0,8,10,0,0,0,0,0,0,19,19,4,1,3,0,1,0,0,0,1,3,4,5,5,11,3,0,0,EMPOLI,2005-06,12,21,9,8,3,13,0,0
1,1,6,2,4,6,6,2,15,8,LECCE,home,0,1,7,4,15,9,0,0,0,0,22,17,4,1,3,3,0,13,9,0,0,17,30,25,16,1,1,0,0,INTER,2005-06,9,4,5,3,4,1,0,0
1,1,2,6,6,4,2,6,8,15,INTER,away,1,0,4,7,9,15,0,0,0,0,17,22,1,4,3,0,3,9,13,0,0,30,17,16,25,1,1,0,0,LECCE,2005-06,4,9,3,5,1,4,0,0
1,4,4,0,0,0,0,0,0,0,MESSINA,home,0,0,9,4,0,0,0,0,0,0,23,23,2,0,3,1,1,0,0,0,0,16,14,13,9,1,0,0,0,CAGLIARI,2005-06,7,12,6,10,1,2,0,0
4,1,0,4,0,0,0,0,0,0,CAGLIARI,away,0,0,4,9,0,0,0,0,0,0,23,23,0,2,3,1,1,0,0,0,0,14,16,9,13,0,1,0,0,MESSINA,2005-06,12,7,10,6,2,1,0,0
0,3,2,1,0,0,0,0,0,0,UDINESE,home,0,0,5,2,0,0,0,0,0,0,15,20,2,4,3,4,2,0,0,0,0,6,6,7,7,4,2,0,1,FIORENTINA,2005-06,9,11,3,5,6,6,0,0
3,0,1,2,0,0,0,0,0,0,FIORENTINA,away,0,0,2,5,0,0,0,0,0,0,20,15,4,2,3,2,4,0,0,0,0,6,6,7,7,2,4,1,0,UDINESE,2005-06,11,9,5,3,6,6,0,0
2,2,0,0,0,0,0,0,0,0,ASCOLI,home,0,0,9,6,0,0,0,0,0,0,13,18,5,4,3,2,1,0,0,0,0,0,0,0,0,2,1,1,0,JUVENTUS,2005-06,9,7,6,4,3,3,0,0
2,2,0,0,0,0,0,0,0,0,JUVENTUS,away,0,0,6,9,0,0,0,0,0,0,18,13,4,5,3,1,2,0,0,0,0,0,0,0,0,1,2,0,1,ASCOLI,2005-06,7,9,4,6,3,3,0,0
0,0,4,2,0,0,0,0,0,0,TREVISO,home,0,0,7,1,0,0,0,0,0,1,18,18,5,0,3,3,1,0,0,0,0,7,10,10,6,0,3,1,0,LAZIO,2005-06,12,4,6,3,6,1,0,0
0,0,2,4,0,0,0,0,0,0,LAZIO,away,0,0,1,7,0,0,0,0,1,0,18,18,0,5,3,1,3,0,0,0,0,10,7,6,10,3,0,0,1,TREVISO,2005-06,4,12,3,6,1,6,0,0
3,1,0,0,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,6,3,0,0,0,1,0,0,12,17,1,1,3,1,3,0,0,0,0,7,7,7,7,3,3,0,0,REGGINA,2005-06,10,9,6,3,4,6,0,0
1,3,0,0,0,0,0,0,0,0,REGGINA,away,0,0,3,6,0,0,1,0,0,0,17,12,1,1,3,3,1,0,0,0,0,7,7,7,7,3,3,0,0,CHIEVOVERONA,2005-06,9,10,3,6,6,4,0,0
3,2,1,2,0,0,0,0,0,0,PALERMO,home,0,0,6,6,0,0,0,0,0,0,12,15,5,3,3,1,2,0,0,0,0,9,6,6,9,10,4,0,0,SIENA,2005-06,11,17,6,5,5,12,0,0
2,3,2,1,0,0,0,0,0,0,SIENA,away,0,0,6,6,0,0,0,0,0,0,15,12,3,5,3,2,1,0,0,0,0,6,9,9,6,4,10,0,0,PALERMO,2005-06,17,11,5,6,12,5,0,0
3,1,0,0,0,0,0,0,0,0,MILAN,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,SAMPDORIA,2005-06,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0,SAMPDORIA,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,MILAN,2005-06,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,ROMA,home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIVORNO,2005-06,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,LIVORNO,away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROMA,2005-06,0,0,0,0,0,0,0,0
1,2,3,2,,,,,,,SIENA,home,,,2,3,,,,,0,0,12,17,4,6,4,1,1,,,0,0,17,12,12,18,5,2,0,0,ASCOLI,2005-06,8,10,5,4,3,6,0,0
2,1,2,3,,,,,,,ASCOLI,away,,,3,2,,,,,0,0,17,12,6,4,4,1,1,,,0,0,12,17,18,12,2,5,0,0,SIENA,2005-06,10,8,4,5,6,3,0,0
2,2,0,2,,,,,,,INTER,home,,,1,7,,,,,0,0,11,20,0,2,4,0,1,,,0,0,13,9,5,1,6,2,0,0,CHIEVOVERONA,2005-06,5,15,3,8,2,7,0,0
2,2,2,0,,,,,,,CHIEVOVERONA,away,,,7,1,,,,,0,0,20,11,2,0,4,1,0,,,0,0,9,13,1,5,2,6,0,0,INTER,2005-06,15,5,8,3,7,2,0,0
3,3,0,1,,,,,,,CAGLIARI,home,,,5,6,,,,,0,0,20,14,1,0,4,3,1,,,0,0,4,3,2,1,2,3,0,0,EMPOLI,2005-06,8,7,2,4,6,3,0,0
3,3,1,0,,,,,,,EMPOLI,away,,,6,5,,,,,0,0,14,20,0,1,4,1,3,,,0,0,3,4,1,2,3,2,0,0,CAGLIARI,2005-06,7,8,4,2,3,6,0,0
3,1,0,0,,,,,,,FIORENTINA,home,,,0,0,,,,,1,0,0,0,0,0,4,1,3,,,0,0,0,0,0,0,0,0,1,0,LECCE,2005-06,0,0,0,0,0,0,0,0
1,3,0,0,,,,,,,LECCE,away,,,0,0,,,,,0,1,0,0,0,0,4,3,1,,,0,0,0,0,0,0,0,0,0,1,FIORENTINA,2005-06,0,0,0,0,0,0,0,0
1,0,2,1,,,,,,,LIVORNO,home,,,7,1,,,,,0,0,10,22,2,4,4,0,0,,,0,0,12,11,9,8,4,7,0,0,MESSINA,2005-06,10,6,3,2,7,4,0,0
0,1,1,2,,,,,,,MESSINA,away,,,1,7,,,,,0,0,22,10,4,2,4,0,0,,,0,0,11,12,8,9,7,4,0,0,LIVORNO,2005-06,6,10,2,3,4,7,0,0
0,1,3,0,,,,,,,LAZIO,home,,,3,1,,,,,0,0,4,12,2,2,4,2,0,,,0,0,7,14,10,7,2,4,0,0,MILAN,2005-06,10,5,4,3,6,2,0,0
1,0,0,3,,,,,,,MILAN,away,,,1,3,,,,,0,0,12,4,2,2,4,0,2,,,0,0,14,7,7,10,4,2,0,0,LAZIO,2005-06,5,10,3,4,2,6,0,0
2,4,2,0,,,,,,,REGGINA,home,,,10,5,,,,,0,0,19,19,1,1,4,1,0,,,1,0,7,8,11,5,1,7,0,0,PALERMO,2005-06,15,6,6,5,9,1,0,0
4,2,0,2,,,,,,,PALERMO,away,,,5,10,,,,,0,0,19,19,1,1,4,0,1,,,0,1,8,7,5,11,7,1,0,0,REGGINA,2005-06,6,15,5,6,1,9,0,0
2,3,4,0,,,,,,,PARMA,home,,,7,6,,,,,0,0,11,13,4,3,4,4,1,,,0,0,7,11,11,7,0,5,0,0,ROMA,2005-06,12,5,3,4,9,1,0,0
3,2,0,4,,,,,,,ROMA,away,,,6,7,,,,,0,0,13,11,3,4,4,1,4,,,0,0,11,7,7,11,5,0,0,0,PARMA,2005-06,5,12,4,3,1,9,0,0
3,0,0,2,,,,,,,SAMPDORIA,home,,,3,4,,,,,0,0,13,14,2,1,4,0,2,,,1,0,11,8,7,10,4,4,0,0,TREVISO,2005-06,11,9,7,3,4,6,0,0
0,3,2,0,,,,,,,TREVISO,away,,,4,3,,,,,0,0,14,13,1,2,4,2,0,,,0,1,8,11,10,7,4,4,0,0,SAMPDORIA,2005-06,9,11,3,7,6,4,0,0
3,1,0,1,,,,,,,JUVENTUS,home,,,3,1,,,,,0,0,19,23,10,8,4,0,1,,,0,0,15,10,16,14,2,3,0,0,UDINESE,2005-06,8,8,5,5,3,3,0,0
1,3,1,0,,,,,,,UDINESE,away,,,1,3,,,,,0,0,23,19,8,10,4,1,0,,,0,0,10,15,14,16,3,2,0,0,JUVENTUS,2005-06,8,8,5,5,3,3,0,0
4,3,1,0,0,0,0,0,0,0,UDINESE,home,0,0,4,7,0,0,,,0,1,27,21,5,2,5,2,0,0,0,0,0,5,11,11,5,1,1,0,0,REGGINA,2005-06,6,6,3,5,3,1,0,0
3,4,0,1,0,0,0,0,0,0,REGGINA,away,0,0,7,4,0,0,,,1,0,21,27,2,5,5,0,2,0,0,0,0,11,5,5,11,1,1,0,0,UDINESE,2005-06,6,6,5,3,1,3,0,0
3,3,1,3,2,6,5,6,9,12,JUVENTUS,home,1,1,2,5,7,18,,,0,0,28,29,5,1,5,1,2,18,19,0,0,20,15,11,18,1,0,0,0,PARMA,2005-06,2,5,1,3,1,2,0,0
3,3,3,1,6,2,6,5,12,9,PARMA,away,1,1,5,2,18,7,,,0,0,29,28,1,5,5,2,1,19,18,0,0,15,20,18,11,0,1,0,0,JUVENTUS,2005-06,5,2,3,1,2,1,0,0
3,2,2,2,0,0,0,0,0,0,ROMA,home,0,0,3,4,0,0,,,0,0,18,14,4,1,5,0,0,0,0,1,1,16,18,11,10,5,1,0,0,CAGLIARI,2005-06,7,11,5,5,2,6,0,0
2,3,2,2,0,0,0,0,0,0,CAGLIARI,away,0,0,4,3,0,0,,,0,0,14,18,1,4,5,0,0,0,0,1,1,18,16,10,11,1,5,0,0,ROMA,2005-06,11,7,5,5,6,2,0,0
1,4,1,1,0,0,0,0,0,0,LECCE,home,0,0,3,5,0,0,,,0,0,24,18,3,0,5,1,0,0,0,0,1,8,13,11,7,2,1,0,0,EMPOLI,2005-06,6,11,4,8,2,3,0,0
4,1,1,1,0,0,0,0,0,0,EMPOLI,away,0,0,5,3,0,0,,,0,0,18,24,0,3,5,0,1,0,0,1,0,13,8,7,11,1,2,0,0,LECCE,2005-06,11,6,8,4,3,2,0,0
2,3,5,5,0,0,0,0,0,0,PALERMO,home,0,0,8,7,0,0,,,0,0,19,19,9,0,5,4,2,0,0,0,0,19,12,14,23,2,3,0,0,LAZIO,2005-06,10,12,3,8,7,4,0,0
3,2,5,5,0,0,0,0,0,0,LAZIO,away,0,0,7,8,0,0,,,0,0,19,19,0,9,5,2,4,0,0,0,0,12,19,23,14,3,2,0,0,PALERMO,2005-06,12,10,8,3,4,7,0,0
0,2,17,2,0,0,0,0,0,0,ASCOLI,home,0,0,4,3,0,0,,,0,1,10,6,1,1,5,2,0,0,0,0,0,6,8,8,6,6,2,1,0,LIVORNO,2005-06,10,8,6,2,4,6,0,0
2,0,2,17,0,0,0,0,0,0,LIVORNO,away,0,0,3,4,0,0,,,1,0,6,10,1,1,5,0,2,0,0,0,0,8,6,6,8,2,6,0,1,ASCOLI,2005-06,8,10,2,6,6,4,0,0
1,2,2,0,0,0,0,0,0,0,MESSINA,home,0,0,6,2,0,0,,,0,0,21,20,5,3,5,4,2,0,0,0,0,8,15,14,14,2,2,0,0,SIENA,2005-06,13,8,7,4,6,4,0,0
2,1,0,2,0,0,0,0,0,0,SIENA,away,0,0,2,6,0,0,,,0,0,20,21,3,5,5,2,4,0,0,0,0,15,8,14,14,2,2,0,0,MESSINA,2005-06,8,13,4,7,4,6,0,0
2,4,2,1,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,6,7,0,0,,,0,0,24,18,3,1,5,1,2,0,0,0,0,8,5,8,7,5,3,0,0,SAMPDORIA,2005-06,7,8,3,1,4,7,0,0
4,2,1,2,0,0,0,0,0,0,SAMPDORIA,away,0,0,7,6,0,0,,,0,0,18,24,1,3,5,2,1,0,0,0,0,5,8,7,8,3,5,0,0,CHIEVOVERONA,2005-06,8,7,1,3,7,4,0,0
3,0,3,5,0,0,0,0,0,0,MILAN,home,0,0,4,2,0,0,,,0,0,14,21,2,3,5,0,2,0,0,0,0,4,6,11,7,2,3,0,1,TREVISO,2005-06,6,9,3,5,3,4,0,0
0,3,5,3,0,0,0,0,0,0,TREVISO,away,0,0,2,4,0,0,,,0,0,21,14,3,2,5,2,0,0,0,0,0,6,4,7,11,3,2,1,0,MILAN,2005-06,9,6,5,3,4,3,0,0
2,3,5,1,5,1,8,2,14,7,FIORENTINA,home,2,0,7,3,16,9,,,0,0,23,28,3,3,5,1,0,18,22,1,0,14,19,14,13,1,5,0,0,INTER,2005-06,9,1,2,0,7,1,0,0
3,2,1,5,1,5,2,8,7,14,INTER,away,0,2,3,7,9,16,,,0,0,28,23,3,3,5,0,1,22,18,0,1,19,14,13,14,5,1,0,0,FIORENTINA,2005-06,1,9,0,2,1,7,0,0
3,2,1,1,0,0,0,0,0,0,TREVISO,home,0,0,4,5,0,0,0,0,0,0,19,19,5,0,6,0,0,0,0,0,0,15,8,13,15,2,1,0,0,CHIEVOVERONA,2005-06,10,6,9,4,1,2,0,0
2,3,1,1,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,5,4,0,0,0,0,0,0,19,19,0,5,6,0,0,0,0,0,0,8,15,15,13,1,2,0,0,TREVISO,2005-06,6,10,4,9,2,1,0,0
2,3,6,3,9,7,8,4,20,8,LAZIO,home,2,2,10,2,21,17,0,0,0,0,22,17,1,5,6,3,0,17,13,0,0,22,20,25,27,1,4,1,0,UDINESE,2005-06,10,3,4,2,6,1,0,0
3,2,3,6,7,9,4,8,8,20,UDINESE,away,2,2,2,10,17,21,0,0,0,0,17,22,5,1,6,0,3,13,17,0,0,20,22,27,25,4,1,0,1,LAZIO,2005-06,3,10,2,4,1,6,0,0
3,5,4,6,0,0,0,0,0,0,PARMA,home,0,0,4,4,0,0,0,0,0,1,17,19,0,4,6,3,1,0,0,0,1,16,12,14,16,5,7,0,0,ASCOLI,2005-06,15,12,5,5,10,7,0,0
5,3,6,4,0,0,0,0,0,0,ASCOLI,away,0,0,4,4,0,0,0,0,1,0,19,17,4,0,6,1,3,0,0,1,0,12,16,16,14,7,5,0,0,PARMA,2005-06,12,15,5,5,7,10,0,0
2,2,2,1,0,0,0,0,0,0,LIVORNO,home,0,0,2,7,0,0,0,0,0,1,16,14,6,1,6,3,2,0,0,0,0,3,2,4,4,2,1,0,0,FIORENTINA,2005-06,11,7,7,3,4,4,0,0
2,2,1,2,0,0,0,0,0,0,FIORENTINA,away,0,0,7,2,0,0,0,0,1,0,14,16,1,6,6,2,3,0,0,0,0,2,3,4,4,1,2,0,0,LIVORNO,2005-06,7,11,3,7,4,4,0,0
0,3,0,0,0,0,0,0,0,0,CAGLIARI,home,0,0,5,8,0,0,0,0,0,0,15,27,3,4,6,3,0,0,0,0,2,0,0,0,0,4,7,1,1,LECCE,2005-06,13,13,3,7,10,6,0,0
3,0,0,0,0,0,0,0,0,0,LECCE,away,0,0,8,5,0,0,0,0,0,0,27,15,4,3,6,0,3,0,0,2,0,0,0,0,0,7,4,1,1,CAGLIARI,2005-06,13,13,7,3,6,10,0,0
4,3,0,0,0,0,0,0,0,0,SAMPDORIA,home,0,0,5,0,0,0,0,0,0,0,21,14,2,3,6,1,4,0,0,1,0,17,15,14,14,3,8,1,1,MESSINA,2005-06,18,11,9,4,9,7,0,0
3,4,0,0,0,0,0,0,0,0,MESSINA,away,0,0,0,5,0,0,0,0,0,0,14,21,3,2,6,4,1,0,0,0,1,15,17,14,14,8,3,1,1,SAMPDORIA,2005-06,11,18,4,9,7,9,0,0
1,0,1,0,0,0,0,0,0,0,REGGINA,home,0,0,8,1,0,0,0,0,0,0,14,17,3,6,6,2,1,0,0,1,0,14,18,15,9,0,5,0,0,MILAN,2005-06,18,8,10,7,8,1,0,0
0,1,0,1,0,0,0,0,0,0,MILAN,away,0,0,1,8,0,0,0,0,0,0,17,14,6,3,6,1,2,0,0,0,1,18,14,9,15,5,0,0,0,REGGINA,2005-06,8,18,7,10,1,8,0,0
0,2,2,0,0,0,0,0,0,0,EMPOLI,home,0,0,11,0,0,0,0,0,0,0,11,11,1,3,6,2,2,0,0,0,0,9,8,10,13,1,9,0,0,PALERMO,2005-06,24,4,13,1,11,3,0,0
2,0,0,2,0,0,0,0,0,0,PALERMO,away,0,0,0,11,0,0,0,0,0,0,11,11,3,1,6,2,2,0,0,0,0,8,9,13,10,9,1,0,0,EMPOLI,2005-06,4,24,1,13,3,11,0,0
2,2,7,3,0,0,0,0,0,0,SIENA,home,0,0,15,5,0,0,0,1,0,0,18,20,6,1,6,2,3,0,0,0,0,34,31,23,18,1,7,0,0,ROMA,2005-06,16,5,7,1,9,4,0,0
2,2,3,7,0,0,0,0,0,0,ROMA,away,0,0,5,15,0,0,1,0,0,0,20,18,1,6,6,3,2,0,0,0,0,31,34,18,23,7,1,0,0,SIENA,2005-06,5,16,1,7,4,9,0,0
2,3,0,0,5,2,1,8,12,11,INTER,home,3,0,1,9,8,11,0,0,0,0,23,30,3,6,6,2,0,17,20,0,0,18,19,14,16,1,1,0,0,JUVENTUS,2005-06,2,3,0,2,2,1,0,0
