Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
PARMA,away,1,1,3,2,3,REGGIANA,1996-97
SAMPDORIA,home,0,0,3,1,4,ROMA,1996-97
ROMA,away,0,0,3,4,1,SAMPDORIA,1996-97
MILAN,home,0,1,3,1,2,BOLOGNA,1996-97
BOLOGNA,away,1,0,3,2,1,MILAN,1996-97
UDINESE,home,1,0,3,1,2,CAGLIARI,1996-97
CAGLIARI,away,0,1,3,2,1,UDINESE,1996-97
HELLAS VERONA,home,0,0,3,2,0,FIORENTINA,1996-97
FIORENTINA,away,0,0,3,0,2,HELLAS VERONA,1996-97
PIACENZA,home,0,0,3,1,1,NAPOLI,1996-97
NAPOLI,away,0,0,3,1,1,PIACENZA,1996-97
JUVENTUS,home,1,1,3,1,2,PERUGIA,1996-97
PERUGIA,away,1,1,3,2,1,JUVENTUS,1996-97
ATALANTA,home,0,1,3,4,1,VICENZA,1996-97
VICENZA,away,1,0,3,1,4,ATALANTA,1996-97
INTER,home,0,0,4,1,1,ATALANTA,1996-97
ATALANTA,away,0,0,4,1,1,INTER,1996-97
CAGLIARI,home,0,0,4,2,2,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,4,2,2,CAGLIARI,1996-97
FIORENTINA,home,1,0,4,1,0,JUVENTUS,1996-97
JUVENTUS,away,0,1,4,0,1,FIORENTINA,1996-97
PARMA,home,0,0,4,2,1,LAZIO,1996-97
LAZIO,away,0,0,4,1,2,PARMA,1996-97
PERUGIA,home,1,0,4,3,0,MILAN,1996-97
MILAN,away,0,1,4,0,3,PERUGIA,1996-97
VICENZA,home,0,0,4,1,0,PIACENZA,1996-97
PIACENZA,away,0,0,4,0,1,VICENZA,1996-97
ROMA,home,0,0,4,1,1,REGGIANA,1996-97
REGGIANA,away,0,0,4,1,1,ROMA,1996-97
NAPOLI,home,0,0,4,0,1,SAMPDORIA,1996-97
SAMPDORIA,away,0,0,4,1,0,NAPOLI,1996-97
BOLOGNA,home,0,0,4,2,2,UDINESE,1996-97
UDINESE,away,0,0,4,2,2,BOLOGNA,1996-97
LAZIO,home,1,1,5,0,0,FIORENTINA,1996-97
FIORENTINA,away,1,1,5,0,0,LAZIO,1996-97
PIACENZA,home,1,1,5,2,0,INTER,1996-97
INTER,away,1,1,5,0,2,PIACENZA,1996-97
MILAN,home,0,0,5,3,0,ROMA,1996-97
ROMA,away,0,0,5,0,3,MILAN,1996-97
SAMPDORIA,home,0,1,5,2,1,BOLOGNA,1996-97
BOLOGNA,away,1,0,5,1,2,SAMPDORIA,1996-97
PARMA,home,0,0,5,0,1,CAGLIARI,1996-97
CAGLIARI,away,0,0,5,1,0,PARMA,1996-97
UDINESE,home,1,1,5,1,1,NAPOLI,1996-97
NAPOLI,away,1,1,5,1,1,UDINESE,1996-97
ATALANTA,home,0,0,5,3,1,PERUGIA,1996-97
PERUGIA,away,0,0,5,1,3,ATALANTA,1996-97
HELLAS VERONA,home,0,1,5,2,2,REGGIANA,1996-97
REGGIANA,away,1,0,5,2,2,HELLAS VERONA,1996-97
JUVENTUS,home,0,1,5,2,1,VICENZA,1996-97
VICENZA,away,1,0,5,1,2,JUVENTUS,1996-97
FIORENTINA,home,0,0,6,0,2,BOLOGNA,1996-97
BOLOGNA,away,0,0,6,2,0,FIORENTINA,1996-97
ROMA,home,0,0,6,2,1,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,6,1,2,ROMA,1996-97
INTER,home,0,0,6,2,0,JUVENTUS,1996-97
JUVENTUS,away,0,0,6,0,2,INTER,1996-97
CAGLIARI,home,1,0,6,2,1,LAZIO,1996-97
LAZIO,away,0,1,6,1,2,CAGLIARI,1996-97
NAPOLI,home,0,0,6,3,1,MILAN,1996-97
MILAN,away,0,0,6,1,3,NAPOLI,1996-97
PERUGIA,home,0,0,6,1,2,PARMA,1996-97
PARMA,away,0,0,6,2,1,PERUGIA,1996-97
REGGIANA,home,0,1,6,3,0,PIACENZA,1996-97
PIACENZA,away,1,0,6,0,3,REGGIANA,1996-97
ATALANTA,home,0,0,6,2,0,SAMPDORIA,1996-97
SAMPDORIA,away,0,0,6,0,2,ATALANTA,1996-97
VICENZA,home,0,0,6,1,1,UDINESE,1996-97
UDINESE,away,0,0,6,1,1,VICENZA,1996-97
LAZIO,home,0,0,7,2,1,ATALANTA,1996-97
ATALANTA,away,0,0,7,1,2,LAZIO,1996-97
JUVENTUS,home,0,0,7,1,1,ROMA,1996-97
ROMA,away,0,0,7,1,1,JUVENTUS,1996-97
MILAN,home,1,1,7,1,0,FIORENTINA,1996-97
FIORENTINA,away,1,1,7,0,1,MILAN,1996-97
PARMA,home,0,0,7,3,1,INTER,1996-97
INTER,away,0,0,7,1,3,PARMA,1996-97
BOLOGNA,home,0,0,7,3,2,NAPOLI,1996-97
NAPOLI,away,0,0,7,2,3,BOLOGNA,1996-97
UDINESE,home,0,2,7,2,1,PERUGIA,1996-97
PERUGIA,away,2,0,7,1,2,UDINESE,1996-97
HELLAS VERONA,home,0,0,7,2,0,PIACENZA,1996-97
PIACENZA,away,0,0,7,0,2,HELLAS VERONA,1996-97
SAMPDORIA,home,0,1,7,1,1,REGGIANA,1996-97
REGGIANA,away,1,0,7,1,1,SAMPDORIA,1996-97
CAGLIARI,home,0,0,7,2,0,VICENZA,1996-97
VICENZA,away,0,0,7,0,2,CAGLIARI,1996-97
ROMA,home,0,1,8,3,2,BOLOGNA,1996-97
BOLOGNA,away,1,0,8,2,3,ROMA,1996-97
PERUGIA,home,0,0,8,2,1,CAGLIARI,1996-97
CAGLIARI,away,0,0,8,1,2,PERUGIA,1996-97
INTER,home,0,0,8,0,1,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,8,1,0,INTER,1996-97
NAPOLI,home,0,0,8,1,1,JUVENTUS,1996-97
JUVENTUS,away,0,0,8,1,1,NAPOLI,1996-97
VICENZA,home,0,0,8,0,2,LAZIO,1996-97
LAZIO,away,0,0,8,2,0,VICENZA,1996-97
ATALANTA,home,0,1,8,1,1,MILAN,1996-97
MILAN,away,1,0,8,1,1,ATALANTA,1996-97
FIORENTINA,home,0,1,8,0,0,PARMA,1996-97
PARMA,away,1,0,8,0,0,FIORENTINA,1996-97
PIACENZA,home,0,0,8,3,0,SAMPDORIA,1996-97
SAMPDORIA,away,0,0,8,0,3,PIACENZA,1996-97
REGGIANA,home,0,0,8,2,1,UDINESE,1996-97
UDINESE,away,0,0,8,1,2,REGGIANA,1996-97
FIORENTINA,home,0,0,9,2,2,INTER,1996-97
INTER,away,0,0,9,2,2,FIORENTINA,1996-97
UDINESE,home,1,1,9,1,0,ATALANTA,1996-97
ATALANTA,away,1,1,9,0,1,UDINESE,1996-97
VICENZA,home,0,0,9,2,2,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,9,2,2,VICENZA,1996-97
MILAN,home,0,0,9,0,0,JUVENTUS,1996-97
JUVENTUS,away,0,0,9,0,0,MILAN,1996-97
PERUGIA,home,0,1,9,4,2,NAPOLI,1996-97
NAPOLI,away,1,0,9,2,4,PERUGIA,1996-97
LAZIO,home,0,0,9,1,3,PIACENZA,1996-97
PIACENZA,away,0,0,9,3,1,LAZIO,1996-97
BOLOGNA,home,0,0,9,1,3,REGGIANA,1996-97
REGGIANA,away,0,0,9,3,1,BOLOGNA,1996-97
CAGLIARI,home,0,0,9,3,1,ROMA,1996-97
ROMA,away,0,0,9,1,3,CAGLIARI,1996-97
PARMA,home,0,0,9,1,1,SAMPDORIA,1996-97
SAMPDORIA,away,0,0,9,1,1,PARMA,1996-97
ATALANTA,home,0,1,10,3,1,BOLOGNA,1996-97
BOLOGNA,away,1,0,10,1,3,ATALANTA,1996-97
NAPOLI,home,0,0,10,1,1,CAGLIARI,1996-97
CAGLIARI,away,0,0,10,1,1,NAPOLI,1996-97
PIACENZA,home,0,0,10,1,1,FIORENTINA,1996-97
FIORENTINA,away,0,0,10,1,1,PIACENZA,1996-97
SAMPDORIA,home,0,1,10,1,1,LAZIO,1996-97
LAZIO,away,1,0,10,1,1,SAMPDORIA,1996-97
INTER,home,0,0,10,1,1,MILAN,1996-97
MILAN,away,0,0,10,1,1,INTER,1996-97
ROMA,home,0,0,10,0,0,PARMA,1996-97
PARMA,away,0,0,10,0,0,ROMA,1996-97
HELLAS VERONA,home,0,0,10,3,1,PERUGIA,1996-97
PERUGIA,away,0,0,10,1,3,HELLAS VERONA,1996-97
REGGIANA,home,0,0,10,2,0,VICENZA,1996-97
VICENZA,away,0,0,10,0,2,REGGIANA,1996-97
JUVENTUS,home,0,0,10,1,4,UDINESE,1996-97
UDINESE,away,0,0,10,4,1,JUVENTUS,1996-97
CAGLIARI,home,1,0,11,2,2,INTER,1996-97
INTER,away,0,1,11,2,2,CAGLIARI,1996-97
NAPOLI,home,1,1,11,2,2,ATALANTA,1996-97
ATALANTA,away,1,1,11,2,2,NAPOLI,1996-97
SAMPDORIA,home,0,0,11,1,1,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,11,1,1,SAMPDORIA,1996-97
BOLOGNA,home,0,1,11,1,0,JUVENTUS,1996-97
JUVENTUS,away,1,0,11,0,1,BOLOGNA,1996-97
VICENZA,home,0,0,11,1,1,PERUGIA,1996-97
PERUGIA,away,0,0,11,1,1,VICENZA,1996-97
MILAN,home,0,0,11,3,2,PIACENZA,1996-97
PIACENZA,away,0,0,11,2,3,MILAN,1996-97
LAZIO,home,1,0,11,0,2,REGGIANA,1996-97
REGGIANA,away,0,1,11,2,0,LAZIO,1996-97
FIORENTINA,home,0,0,11,3,3,ROMA,1996-97
ROMA,away,0,0,11,3,3,FIORENTINA,1996-97
PARMA,home,0,1,11,3,1,UDINESE,1996-97
UDINESE,away,1,0,11,1,3,PARMA,1996-97
PIACENZA,home,0,1,12,1,1,BOLOGNA,1996-97
BOLOGNA,away,1,0,12,1,1,PIACENZA,1996-97
REGGIANA,home,1,1,12,1,1,CAGLIARI,1996-97
CAGLIARI,away,1,1,12,1,1,REGGIANA,1996-97
PERUGIA,home,1,1,12,4,1,FIORENTINA,1996-97
FIORENTINA,away,1,1,12,1,4,PERUGIA,1996-97
ROMA,home,0,0,12,0,0,LAZIO,1996-97
LAZIO,away,0,0,12,0,0,ROMA,1996-97
UDINESE,home,1,0,12,2,1,MILAN,1996-97
MILAN,away,0,1,12,1,2,UDINESE,1996-97
HELLAS VERONA,home,0,0,12,1,0,NAPOLI,1996-97
NAPOLI,away,0,0,12,0,1,HELLAS VERONA,1996-97
ATALANTA,home,0,0,12,0,0,PARMA,1996-97
PARMA,away,0,0,12,0,0,ATALANTA,1996-97
JUVENTUS,home,1,0,12,0,1,SAMPDORIA,1996-97
SAMPDORIA,away,0,1,12,1,0,JUVENTUS,1996-97
INTER,home,0,0,12,1,1,VICENZA,1996-97
VICENZA,away,0,0,12,1,1,INTER,1996-97
PIACENZA,home,0,0,13,4,0,ATALANTA,1996-97
ATALANTA,away,0,0,13,0,4,PIACENZA,1996-97
BOLOGNA,home,0,0,13,2,2,CAGLIARI,1996-97
CAGLIARI,away,0,0,13,2,2,BOLOGNA,1996-97
SAMPDORIA,home,0,0,13,3,4,INTER,1996-97
INTER,away,0,0,13,4,3,SAMPDORIA,1996-97
HELLAS VERONA,home,0,0,13,3,2,JUVENTUS,1996-97
JUVENTUS,away,0,0,13,2,3,HELLAS VERONA,1996-97
LAZIO,home,0,0,13,1,2,PERUGIA,1996-97
PERUGIA,away,0,0,13,2,1,LAZIO,1996-97
MILAN,home,1,0,13,0,3,REGGIANA,1996-97
REGGIANA,away,0,1,13,3,0,MILAN,1996-97
NAPOLI,home,0,0,13,1,0,ROMA,1996-97
ROMA,away,0,0,13,0,1,NAPOLI,1996-97
FIORENTINA,home,0,0,13,2,0,UDINESE,1996-97
UDINESE,away,0,0,13,0,2,FIORENTINA,1996-97
PARMA,home,1,0,13,1,1,VICENZA,1996-97
VICENZA,away,0,1,13,1,1,PARMA,1996-97
PERUGIA,home,0,0,14,0,0,BOLOGNA,1996-97
BOLOGNA,away,0,0,14,0,0,PERUGIA,1996-97
CAGLIARI,home,0,1,14,2,0,FIORENTINA,1996-97
FIORENTINA,away,1,0,14,0,2,CAGLIARI,1996-97
UDINESE,home,0,0,14,3,2,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,14,2,3,UDINESE,1996-97
PARMA,home,1,0,14,0,1,MILAN,1996-97
MILAN,away,0,1,14,1,0,PARMA,1996-97
LAZIO,home,0,0,14,1,0,NAPOLI,1996-97
NAPOLI,away,0,0,14,0,1,LAZIO,1996-97
JUVENTUS,home,0,1,14,1,1,PIACENZA,1996-97
PIACENZA,away,1,0,14,1,1,JUVENTUS,1996-97
INTER,home,1,2,14,1,1,REGGIANA,1996-97
REGGIANA,away,2,1,14,1,1,INTER,1996-97
ATALANTA,home,0,1,14,0,2,ROMA,1996-97
ROMA,away,1,0,14,2,0,ATALANTA,1996-97
VICENZA,home,0,0,14,2,1,SAMPDORIA,1996-97
SAMPDORIA,away,0,0,14,1,2,VICENZA,1996-97
HELLAS VERONA,home,0,0,15,1,0,ATALANTA,1996-97
ATALANTA,away,0,0,15,0,1,HELLAS VERONA,1996-97
PIACENZA,home,0,0,15,1,0,CAGLIARI,1996-97
CAGLIARI,away,0,0,15,0,1,PIACENZA,1996-97
NAPOLI,home,0,0,15,3,0,FIORENTINA,1996-97
FIORENTINA,away,0,0,15,0,3,NAPOLI,1996-97
ROMA,home,0,0,15,3,1,INTER,1996-97
INTER,away,0,0,15,1,3,ROMA,1996-97
MILAN,home,0,0,15,3,0,LAZIO,1996-97
LAZIO,away,0,0,15,0,3,MILAN,1996-97
JUVENTUS,home,2,2,15,1,0,PARMA,1996-97
PARMA,away,2,2,15,0,1,JUVENTUS,1996-97
REGGIANA,home,1,1,15,1,3,PERUGIA,1996-97
PERUGIA,away,1,1,15,3,1,REGGIANA,1996-97
SAMPDORIA,home,0,0,15,4,5,UDINESE,1996-97
UDINESE,away,0,0,15,5,4,SAMPDORIA,1996-97
BOLOGNA,home,0,1,15,2,0,VICENZA,1996-97
VICENZA,away,1,0,15,0,2,BOLOGNA,1996-97
PARMA,home,0,0,16,0,1,BOLOGNA,1996-97
BOLOGNA,away,0,0,16,1,0,PARMA,1996-97
LAZIO,home,0,0,16,1,1,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,16,1,1,LAZIO,1996-97
ATALANTA,home,0,0,16,0,0,JUVENTUS,1996-97
JUVENTUS,away,0,0,16,0,0,ATALANTA,1996-97
VICENZA,home,1,0,16,1,0,MILAN,1996-97
MILAN,away,0,1,16,0,1,VICENZA,1996-97
INTER,home,1,0,16,1,2,NAPOLI,1996-97
NAPOLI,away,0,1,16,2,1,INTER,1996-97
UDINESE,home,0,0,16,0,0,PIACENZA,1996-97
PIACENZA,away,0,0,16,0,0,UDINESE,1996-97
FIORENTINA,home,0,0,16,0,0,REGGIANA,1996-97
REGGIANA,away,0,0,16,0,0,FIORENTINA,1996-97
PERUGIA,home,1,0,16,4,1,ROMA,1996-97
ROMA,away,0,1,16,1,4,PERUGIA,1996-97
CAGLIARI,home,1,2,16,4,1,SAMPDORIA,1996-97
SAMPDORIA,away,2,1,16,1,4,CAGLIARI,1996-97
REGGIANA,home,0,0,17,1,0,ATALANTA,1996-97
ATALANTA,away,0,0,17,0,1,REGGIANA,1996-97
MILAN,home,0,0,17,1,1,CAGLIARI,1996-97
CAGLIARI,away,0,0,17,1,1,MILAN,1996-97
SAMPDORIA,home,0,0,17,1,1,FIORENTINA,1996-97
FIORENTINA,away,0,0,17,1,1,SAMPDORIA,1996-97
BOLOGNA,home,0,0,17,0,2,INTER,1996-97
INTER,away,0,0,17,2,0,BOLOGNA,1996-97
JUVENTUS,home,0,0,17,0,2,LAZIO,1996-97
LAZIO,away,0,0,17,2,0,JUVENTUS,1996-97
HELLAS VERONA,home,0,0,17,1,0,PARMA,1996-97
PARMA,away,0,0,17,0,1,HELLAS VERONA,1996-97
PIACENZA,home,0,0,17,1,1,PERUGIA,1996-97
PERUGIA,away,0,0,17,1,1,PIACENZA,1996-97
ROMA,home,0,1,17,1,0,UDINESE,1996-97
UDINESE,away,1,0,17,0,1,ROMA,1996-97
NAPOLI,home,0,0,17,2,2,VICENZA,1996-97
VICENZA,away,0,0,17,2,2,NAPOLI,1996-97
CAGLIARI,home,0,1,18,4,1,ATALANTA,1996-97
ATALANTA,away,1,0,18,1,4,CAGLIARI,1996-97
MILAN,home,0,0,18,3,1,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,18,1,3,MILAN,1996-97
UDINESE,home,0,0,18,1,1,INTER,1996-97
INTER,away,0,0,18,1,1,UDINESE,1996-97
REGGIANA,home,0,0,18,3,1,JUVENTUS,1996-97
JUVENTUS,away,0,0,18,1,3,REGGIANA,1996-97
BOLOGNA,home,0,0,18,1,2,LAZIO,1996-97
LAZIO,away,0,0,18,2,1,BOLOGNA,1996-97
PARMA,home,1,0,18,2,1,NAPOLI,1996-97
NAPOLI,away,0,1,18,1,2,PARMA,1996-97
ROMA,home,0,0,18,0,0,PIACENZA,1996-97
PIACENZA,away,0,0,18,0,0,ROMA,1996-97
PERUGIA,home,0,1,18,5,2,SAMPDORIA,1996-97
SAMPDORIA,away,1,0,18,2,5,PERUGIA,1996-97
FIORENTINA,home,0,0,18,3,2,VICENZA,1996-97
VICENZA,away,0,0,18,2,3,FIORENTINA,1996-97
HELLAS VERONA,home,0,0,19,6,1,BOLOGNA,1996-97
BOLOGNA,away,0,0,19,1,6,HELLAS VERONA,1996-97
JUVENTUS,home,0,1,19,0,0,CAGLIARI,1996-97
CAGLIARI,away,1,0,19,0,0,JUVENTUS,1996-97
ATALANTA,home,0,0,19,0,0,FIORENTINA,1996-97
FIORENTINA,away,0,0,19,0,0,ATALANTA,1996-97
SAMPDORIA,home,0,1,19,2,3,MILAN,1996-97
MILAN,away,1,0,19,3,2,SAMPDORIA,1996-97
PIACENZA,home,0,0,19,1,0,PARMA,1996-97
PARMA,away,0,0,19,0,1,PIACENZA,1996-97
INTER,home,0,0,19,0,0,PERUGIA,1996-97
PERUGIA,away,0,0,19,0,0,INTER,1996-97
NAPOLI,home,0,0,19,1,1,REGGIANA,1996-97
REGGIANA,away,0,0,19,1,1,NAPOLI,1996-97
VICENZA,home,0,0,19,2,0,ROMA,1996-97
ROMA,away,0,0,19,0,2,VICENZA,1996-97
LAZIO,home,0,1,19,2,3,UDINESE,1996-97
UDINESE,away,1,0,19,3,2,LAZIO,1996-97
VICENZA,home,0,1,20,3,1,ATALANTA,1996-97
ATALANTA,away,1,0,20,1,3,VICENZA,1996-97
FIORENTINA,home,0,0,20,2,1,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,20,1,2,FIORENTINA,1996-97
PERUGIA,home,0,0,20,2,1,JUVENTUS,1996-97
JUVENTUS,away,0,0,20,1,2,PERUGIA,1996-97
INTER,home,0,0,20,2,2,LAZIO,1996-97
LAZIO,away,0,0,20,2,2,INTER,1996-97
BOLOGNA,home,1,0,20,2,0,MILAN,1996-97
MILAN,away,0,1,20,0,2,BOLOGNA,1996-97
NAPOLI,home,0,0,20,1,0,PIACENZA,1996-97
PIACENZA,away,0,0,20,0,1,NAPOLI,1996-97
PARMA,home,1,0,20,0,0,REGGIANA,1996-97
REGGIANA,away,0,1,20,0,0,PARMA,1996-97
ROMA,home,0,0,20,1,2,SAMPDORIA,1996-97
SAMPDORIA,away,0,0,20,2,1,ROMA,1996-97
CAGLIARI,home,0,0,20,1,0,UDINESE,1996-97
UDINESE,away,0,0,20,0,1,CAGLIARI,1996-97
UDINESE,home,0,0,21,0,0,BOLOGNA,1996-97
BOLOGNA,away,0,0,21,0,0,UDINESE,1996-97
HELLAS VERONA,home,0,0,21,3,2,CAGLIARI,1996-97
CAGLIARI,away,0,0,21,2,3,HELLAS VERONA,1996-97
JUVENTUS,home,1,0,21,1,1,FIORENTINA,1996-97
FIORENTINA,away,0,1,21,1,1,JUVENTUS,1996-97
ATALANTA,home,0,0,21,2,0,INTER,1996-97
INTER,away,0,0,21,0,2,ATALANTA,1996-97
SAMPDORIA,home,0,0,21,1,1,NAPOLI,1996-97
NAPOLI,away,0,0,21,1,1,SAMPDORIA,1996-97
LAZIO,home,0,0,21,2,0,PARMA,1996-97
PARMA,away,0,0,21,0,2,LAZIO,1996-97
MILAN,home,0,2,21,1,0,PERUGIA,1996-97
PERUGIA,away,2,0,21,0,1,MILAN,1996-97
REGGIANA,home,0,1,21,2,2,ROMA,1996-97
ROMA,away,1,0,21,2,2,REGGIANA,1996-97
PIACENZA,home,0,0,21,1,1,VICENZA,1996-97
VICENZA,away,0,0,21,1,1,PIACENZA,1996-97
VICENZA,home,0,0,22,2,0,JUVENTUS,1996-97
JUVENTUS,away,0,0,22,0,2,VICENZA,1996-97
FIORENTINA,home,0,1,22,1,0,LAZIO,1996-97
LAZIO,away,1,0,22,0,1,FIORENTINA,1996-97
INTER,home,0,0,22,0,3,PIACENZA,1996-97
PIACENZA,away,0,0,22,3,0,INTER,1996-97
PERUGIA,home,0,0,22,2,2,ATALANTA,1996-97
ATALANTA,away,0,0,22,2,2,PERUGIA,1996-97
REGGIANA,home,0,0,22,2,4,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,22,4,2,REGGIANA,1996-97
ROMA,home,0,0,22,1,1,MILAN,1996-97
MILAN,away,0,0,22,1,1,ROMA,1996-97
CAGLIARI,home,0,0,22,3,2,PARMA,1996-97
PARMA,away,0,0,22,2,3,CAGLIARI,1996-97
BOLOGNA,home,0,0,22,1,2,SAMPDORIA,1996-97
SAMPDORIA,away,0,0,22,2,1,BOLOGNA,1996-97
NAPOLI,home,0,0,22,2,2,UDINESE,1996-97
UDINESE,away,0,0,22,2,2,NAPOLI,1996-97
SAMPDORIA,home,0,1,23,4,0,ATALANTA,1996-97
ATALANTA,away,1,0,23,0,4,SAMPDORIA,1996-97
LAZIO,home,0,0,23,0,0,CAGLIARI,1996-97
CAGLIARI,away,0,0,23,0,0,LAZIO,1996-97
BOLOGNA,home,1,0,23,3,2,FIORENTINA,1996-97
FIORENTINA,away,0,1,23,2,3,BOLOGNA,1996-97
JUVENTUS,home,0,1,23,0,0,INTER,1996-97
INTER,away,1,0,23,0,0,JUVENTUS,1996-97
MILAN,home,0,0,23,0,0,NAPOLI,1996-97
NAPOLI,away,0,0,23,0,0,MILAN,1996-97
PARMA,home,0,0,23,1,2,PERUGIA,1996-97
PERUGIA,away,0,0,23,2,1,PARMA,1996-97
PIACENZA,home,0,0,23,0,0,REGGIANA,1996-97
REGGIANA,away,0,0,23,0,0,PIACENZA,1996-97
HELLAS VERONA,home,0,0,23,4,3,ROMA,1996-97
ROMA,away,0,0,23,3,4,HELLAS VERONA,1996-97
UDINESE,home,0,1,23,2,0,VICENZA,1996-97
VICENZA,away,1,0,23,0,2,UDINESE,1996-97
ROMA,home,0,0,24,3,0,JUVENTUS,1996-97
JUVENTUS,away,0,0,24,0,3,ROMA,1996-97
FIORENTINA,home,0,0,24,2,0,MILAN,1996-97
MILAN,away,0,0,24,0,2,FIORENTINA,1996-97
INTER,home,1,0,24,1,0,PARMA,1996-97
PARMA,away,0,1,24,0,1,INTER,1996-97
NAPOLI,home,0,0,24,2,1,BOLOGNA,1996-97
BOLOGNA,away,0,0,24,1,2,NAPOLI,1996-97
VICENZA,home,0,1,24,2,1,CAGLIARI,1996-97
CAGLIARI,away,1,0,24,1,2,VICENZA,1996-97
PIACENZA,home,0,0,24,0,0,HELLAS VERONA,1996-97
HELLAS VERONA,away,0,0,24,0,0,PIACENZA,1996-97
ATALANTA,home,0,0,24,3,2,LAZIO,1996-97
LAZIO,away,0,0,24,2,3,ATALANTA,1996-97
REGGIANA,home,0,0,24,3,0,SAMPDORIA,1996-97
SAMPDORIA,away,0,0,24,0,3,REGGIANA,1996-97
PERUGIA,home,0,1,24,2,1,UDINESE,1996-97
UDINESE,away,1,0,24,1,2,PERUGIA,1996-97
MILAN,home,0,0,25,0,2,ATALANTA,1996-97
ATALANTA,away,0,0,25,2,0,MILAN,1996-97
PARMA,home,0,0,25,1,0,FIORENTINA,1996-97
FIORENTINA,away,0,0,25,0,1,PARMA,1996-97
HELLAS VERONA,home,0,0,25,2,1,INTER,1996-97
INTER,away,0,0,25,1,2,HELLAS VERONA,1996-97
JUVENTUS,home,0,1,25,0,0,NAPOLI,1996-97
NAPOLI,away,1,0,25,0,0,JUVENTUS,1996-97
CAGLIARI,home,0,0,25,3,2,PERUGIA,1996-97
PERUGIA,away,0,0,25,2,3,CAGLIARI,1996-97
SAMPDORIA,home,0,0,25,2,2,PIACENZA,1996-97
PIACENZA,away,0,0,25,2,2,SAMPDORIA,1996-97
UDINESE,home,0,1,25,0,0,REGGIANA,1996-97
REGGIANA,away,1,0,25,0,0,UDINESE,1996-97
BOLOGNA,home,1,0,25,1,1,ROMA,1996-97
ROMA,away,0,1,25,1,1,BOLOGNA,1996-97
LAZIO,home,2,1,25,0,2,VICENZA,1996-97
VICENZA,away,1,2,25,2,0,LAZIO,1996-97
INTER,home,1,0,26,0,0,FIORENTINA,1996-97
FIORENTINA,away,0,1,26,0,0,INTER,1996-97
REGGIANA,home,0,0,26,3,2,BOLOGNA,1996-97
BOLOGNA,away,0,0,26,2,3,REGGIANA,1996-97
