Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Avversaria,Campo,Corner,Corner avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
3,1,0,6,MILAN,away,3,5,0,0,0,0,15,14,2,3,15,0,3,0,0,4,8,4,8,4,1,0,0,SAMPDORIA,2009-10,3,13,2,6,1,7,0,0
3,3,0,1,INTER,home,5,8,1,0,0,0,17,17,3,4,15,2,1,0,0,15,15,11,12,3,5,0,0,JUVENTUS,2009-10,7,5,0,1,7,4,0,0
3,3,1,0,JUVENTUS,away,8,5,0,1,0,0,17,17,4,3,15,1,2,0,0,15,15,12,11,5,3,0,0,INTER,2009-10,5,7,1,0,4,7,0,0
3,3,0,0,UDINESE,home,4,6,0,0,0,0,16,14,3,2,15,2,1,0,0,10,8,9,4,8,4,1,0,BOLOGNA,2009-10,7,14,2,5,5,9,0,0
3,3,0,0,BOLOGNA,away,6,4,0,0,0,0,14,16,2,3,15,1,2,0,0,8,10,4,9,4,8,0,1,UDINESE,2009-10,14,7,5,2,9,5,0,0
1,1,3,1,ATALANTA,home,8,4,0,1,0,0,15,5,4,5,15,2,0,1,0,5,10,6,4,2,3,0,0,FIORENTINA,2009-10,11,6,5,4,6,2,0,0
1,1,1,3,FIORENTINA,away,4,8,1,0,0,0,5,15,5,4,15,0,2,0,1,10,5,4,6,3,2,0,0,ATALANTA,2009-10,6,11,4,5,2,6,0,0
2,5,3,3,PARMA,home,5,1,0,0,0,0,17,17,4,1,15,2,2,0,0,22,17,9,18,2,3,0,0,GENOA,2009-10,9,6,4,2,5,4,0,0
5,2,3,3,GENOA,away,1,5,0,0,0,0,17,17,1,4,15,2,2,0,0,17,22,18,9,3,2,0,0,PARMA,2009-10,6,9,2,4,4,5,0,0
3,2,0,2,CHIEVOVERONA,home,3,4,0,0,1,0,15,15,0,10,15,0,2,0,0,8,3,3,5,3,4,0,0,LIVORNO,2009-10,6,15,2,10,4,5,0,0
2,3,2,0,LIVORNO,away,4,3,0,0,0,1,15,15,10,0,15,2,0,0,0,3,8,5,3,4,3,0,0,CHIEVOVERONA,2009-10,15,6,10,2,5,4,0,0
2,3,3,0,BARI,home,7,5,0,1,0,1,13,15,0,2,15,3,2,0,0,9,9,8,5,3,4,0,0,NAPOLI,2009-10,16,7,9,2,7,5,0,0
3,2,0,3,NAPOLI,away,5,7,1,0,1,0,15,13,2,0,15,2,3,0,0,9,9,5,8,4,3,0,0,BARI,2009-10,7,16,2,9,5,7,0,0
3,5,1,1,CAGLIARI,home,10,2,0,0,0,0,20,22,3,1,15,2,1,0,0,25,20,13,16,2,4,0,0,PALERMO,2009-10,12,9,6,7,6,2,0,0
5,3,1,1,PALERMO,away,2,10,0,0,0,0,22,20,1,3,15,1,2,0,0,20,25,16,13,4,2,0,0,CAGLIARI,2009-10,9,12,7,6,2,6,0,0
1,3,1,1,CATANIA,home,5,3,0,0,0,0,23,21,6,2,15,3,2,0,0,14,14,10,11,6,0,0,0,SIENA,2009-10,7,12,4,4,3,8,0,0
3,1,1,1,SIENA,away,3,5,0,0,0,0,21,23,2,6,15,2,3,0,0,14,14,11,10,0,6,0,0,CATANIA,2009-10,12,7,4,4,8,3,0,0
2,3,0,0,LAZIO,home,6,7,1,0,0,0,22,23,0,0,15,1,0,0,1,10,14,15,9,3,4,0,0,ROMA,2009-10,9,7,4,3,5,4,0,0
3,2,0,0,ROMA,away,7,6,0,1,0,0,23,22,0,0,15,0,1,1,0,14,10,9,15,4,3,0,0,LAZIO,2009-10,7,9,3,4,4,5,0,0
2,5,3,1,NAPOLI,home,1,11,0,0,0,1,14,17,1,5,16,3,3,0,0,13,4,6,5,5,1,0,0,CAGLIARI,2009-10,7,13,3,5,4,8,0,0
5,2,1,3,CAGLIARI,away,11,1,0,0,1,0,17,14,5,1,16,3,3,0,0,4,13,5,6,1,5,0,0,NAPOLI,2009-10,13,7,5,3,8,4,0,0
2,3,3,3,JUVENTUS,home,1,7,0,0,0,0,12,17,7,0,16,3,1,0,0,20,24,10,15,9,2,1,1,BARI,2009-10,9,23,4,13,5,10,0,0
3,2,3,3,BARI,away,7,1,0,0,0,0,17,12,0,7,16,1,3,0,0,24,20,15,10,2,9,1,1,JUVENTUS,2009-10,23,9,13,4,10,5,0,0
2,0,0,0,INTER,home,12,6,0,1,0,0,13,18,1,6,16,1,1,0,1,22,14,9,12,4,2,0,0,ATALANTA,2009-10,6,11,3,5,3,6,0,0
0,2,0,0,ATALANTA,away,6,12,1,0,0,0,18,13,6,1,16,1,1,1,0,14,22,12,9,2,4,0,0,INTER,2009-10,11,6,5,3,6,3,0,0
2,2,1,1,LIVORNO,home,8,6,1,0,0,0,15,18,4,2,16,0,1,1,0,17,14,7,10,4,3,0,0,CATANIA,2009-10,12,10,8,5,4,5,0,0
2,2,1,1,CATANIA,away,6,8,0,1,0,0,18,15,2,4,16,1,0,0,1,14,17,10,7,3,4,0,0,LIVORNO,2009-10,10,12,5,8,5,4,0,0
3,3,1,0,FIORENTINA,home,7,6,0,0,0,0,18,8,3,2,16,2,1,1,0,8,8,12,8,1,4,0,0,CHIEVOVERONA,2009-10,13,10,6,8,7,2,0,0
3,3,0,1,CHIEVOVERONA,away,6,7,0,0,0,0,8,18,2,3,16,1,2,0,1,8,8,8,12,4,1,0,0,FIORENTINA,2009-10,10,13,8,6,2,7,0,0
3,5,0,0,GENOA,home,4,6,0,0,0,1,25,18,0,1,16,1,0,0,1,18,17,20,14,2,2,0,0,LAZIO,2009-10,6,4,3,1,3,3,0,0
5,3,0,0,LAZIO,away,6,4,0,0,1,0,18,25,1,0,16,0,1,1,0,17,18,14,20,2,2,0,0,GENOA,2009-10,4,6,1,3,3,3,0,0
0,1,3,0,PALERMO,home,8,2,0,0,0,0,10,13,4,2,16,0,2,1,0,2,3,6,3,2,8,0,0,MILAN,2009-10,18,12,9,8,9,4,0,0
1,0,0,3,MILAN,away,2,8,0,0,0,0,13,10,2,4,16,2,0,0,1,3,2,3,6,8,2,0,0,PALERMO,2009-10,12,18,8,9,4,9,0,0
2,2,4,1,BOLOGNA,home,9,4,0,0,0,1,15,15,2,0,16,2,1,1,0,8,8,9,11,3,6,1,0,PARMA,2009-10,16,6,6,2,10,4,0,0
2,2,1,4,PARMA,away,4,9,0,0,1,0,15,15,0,2,16,1,2,0,1,8,8,11,9,6,3,0,1,BOLOGNA,2009-10,6,16,2,6,4,10,0,0
3,1,1,0,UDINESE,home,4,3,0,0,0,0,17,16,2,4,16,2,1,0,0,3,4,4,3,2,5,0,0,SIENA,2009-10,9,5,2,2,7,3,0,0
1,3,0,1,SIENA,away,3,4,0,0,0,0,16,17,4,2,16,1,2,0,0,4,3,3,4,5,2,0,0,UDINESE,2009-10,5,9,2,2,3,7,0,0
3,3,0,1,ROMA,home,7,8,0,0,0,0,20,20,4,3,16,0,0,1,0,22,14,10,16,2,1,0,0,SAMPDORIA,2009-10,6,10,4,8,2,2,0,0
3,3,1,0,SAMPDORIA,away,8,7,0,0,0,0,20,20,3,4,16,0,0,0,1,14,22,16,10,1,2,0,0,ROMA,2009-10,10,6,8,4,2,2,0,0
4,2,4,1,CATANIA,home,6,0,0,0,0,0,18,12,6,8,17,1,2,0,0,23,9,13,20,1,6,0,1,JUVENTUS,2009-10,13,8,6,5,7,3,0,0
2,4,1,4,JUVENTUS,away,0,6,0,0,0,0,12,18,8,6,17,2,1,0,0,9,23,20,13,6,1,1,0,CATANIA,2009-10,8,13,5,6,3,7,0,0
3,1,1,0,SAMPDORIA,home,1,5,0,1,0,0,10,7,3,0,17,3,1,0,0,4,2,2,4,0,1,0,0,LIVORNO,2009-10,2,3,0,2,2,1,0,0
1,3,0,1,LIVORNO,away,5,1,1,0,0,0,7,10,0,3,17,1,3,0,0,2,4,4,2,1,0,0,0,SAMPDORIA,2009-10,3,2,2,0,1,2,0,0
5,3,2,0,CHIEVOVERONA,home,0,4,0,0,0,0,15,22,1,3,17,2,0,0,0,14,8,3,4,6,1,1,0,NAPOLI,2009-10,7,9,4,3,3,6,0,0
3,5,0,2,NAPOLI,away,4,0,0,0,0,0,22,15,3,1,17,0,2,0,0,8,14,4,3,1,6,0,1,CHIEVOVERONA,2009-10,9,7,3,4,6,3,0,0
3,3,2,0,SIENA,home,4,4,0,0,0,0,7,3,4,0,17,1,0,0,0,18,23,14,10,1,4,0,0,PALERMO,2009-10,8,4,3,3,5,1,0,0
3,3,0,2,PALERMO,away,4,4,0,0,0,0,3,7,0,4,17,0,1,0,0,23,18,10,14,4,1,0,0,SIENA,2009-10,4,8,3,3,1,5,0,0
3,2,1,0,PARMA,home,12,5,0,1,0,0,16,6,3,1,17,2,0,1,0,16,11,14,15,2,3,0,0,ROMA,2009-10,13,4,7,2,6,2,0,0
2,3,0,1,ROMA,away,5,12,1,0,0,0,6,16,1,3,17,0,2,0,1,11,16,15,14,3,2,0,0,PARMA,2009-10,4,13,2,7,2,6,0,0
2,4,1,0,LAZIO,home,5,2,0,0,0,0,19,19,1,2,17,1,0,0,0,5,6,5,4,2,4,0,0,INTER,2009-10,12,9,7,7,5,2,0,0
4,2,0,1,INTER,away,2,5,0,0,0,0,19,19,2,1,17,0,1,0,0,6,5,4,5,4,2,0,0,LAZIO,2009-10,9,12,7,7,2,5,0,0
1,2,0,0,ATALANTA,home,0,0,0,0,0,0,0,0,0,0,17,2,2,0,0,0,0,0,0,0,0,0,0,BOLOGNA,2009-10,0,0,0,0,0,0,0,0
2,1,0,0,BOLOGNA,away,0,0,0,0,0,0,0,0,0,0,17,2,2,0,0,0,0,0,0,0,0,0,0,ATALANTA,2009-10,0,0,0,0,0,0,0,0
4,5,0,0,BARI,home,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,GENOA,2009-10,0,0,0,0,0,0,0,0
5,4,0,0,GENOA,away,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,BARI,2009-10,0,0,0,0,0,0,0,0
1,2,0,1,MILAN,home,9,6,0,0,0,0,10,12,7,2,17,1,2,0,0,2,5,5,4,2,8,0,0,FIORENTINA,2009-10,11,8,3,4,8,4,0,0
2,1,1,0,FIORENTINA,away,6,9,0,0,0,0,12,10,2,7,17,2,1,0,0,5,2,4,5,8,2,0,0,MILAN,2009-10,8,11,4,3,4,8,0,0
2,2,0,0,CAGLIARI,home,14,2,0,0,0,0,12,13,2,2,17,2,1,0,0,12,7,9,5,1,4,0,0,UDINESE,2009-10,17,6,11,4,6,2,0,0
2,2,0,0,UDINESE,away,2,14,0,0,0,0,13,12,2,2,17,1,2,0,0,7,12,5,9,4,1,0,0,CAGLIARI,2009-10,6,17,4,11,2,6,0,0
3,6,0,0,INTER,home,2,6,0,0,0,0,16,23,9,1,18,0,1,0,0,6,9,7,12,1,3,0,0,CHIEVOVERONA,2009-10,9,7,6,5,3,2,0,0
6,3,0,0,CHIEVOVERONA,away,6,2,0,0,0,0,23,16,1,9,18,1,0,0,0,9,6,12,7,3,1,0,0,INTER,2009-10,7,9,5,6,2,3,0,0
6,1,0,1,NAPOLI,home,7,4,0,0,0,0,16,21,2,3,18,0,2,0,0,18,15,10,11,4,3,0,0,ATALANTA,2009-10,8,8,5,2,3,6,0,0
1,6,1,0,ATALANTA,away,4,7,0,0,0,0,21,16,3,2,18,2,0,0,0,15,18,11,10,3,4,0,0,NAPOLI,2009-10,8,8,2,5,6,3,0,0
0,0,3,2,UDINESE,home,7,10,0,0,0,0,14,14,8,2,18,2,0,0,1,29,33,22,17,5,3,0,0,BARI,2009-10,7,14,2,8,5,6,0,0
0,0,2,3,BARI,away,10,7,0,0,0,0,14,14,2,8,18,0,2,1,0,33,29,17,22,3,5,0,0,UDINESE,2009-10,14,7,8,2,6,5,0,0
2,3,2,1,ROMA,home,10,4,0,0,0,0,10,14,2,1,18,2,2,1,0,11,14,10,6,0,4,0,1,CAGLIARI,2009-10,11,7,4,5,7,2,0,0
3,2,1,2,CAGLIARI,away,4,10,0,0,0,0,14,10,1,2,18,2,2,0,1,14,11,6,10,4,0,1,0,ROMA,2009-10,7,11,5,4,2,7,0,0
2,3,3,0,BOLOGNA,home,5,2,0,0,0,0,20,17,3,1,18,1,0,1,0,25,16,8,15,4,7,0,0,CATANIA,2009-10,20,5,11,1,9,4,0,0
3,2,0,3,CATANIA,away,2,5,0,0,0,0,17,20,1,3,18,0,1,0,1,16,25,15,8,7,4,0,0,BOLOGNA,2009-10,5,20,1,11,4,9,0,0
2,3,2,1,LIVORNO,home,6,3,0,0,0,1,17,17,0,0,18,4,1,2,0,14,11,12,12,4,1,1,0,LAZIO,2009-10,11,6,4,1,7,5,0,0
3,2,1,2,LAZIO,away,3,6,0,0,1,0,17,17,0,0,18,1,4,0,2,11,14,12,12,1,4,0,1,LIVORNO,2009-10,6,11,1,4,5,7,0,0
2,3,1,0,JUVENTUS,home,8,4,0,1,0,0,19,15,4,3,18,1,2,0,0,8,7,8,6,1,2,0,0,PARMA,2009-10,6,7,2,5,4,2,0,0
3,2,0,1,PARMA,away,4,8,1,0,0,0,15,19,3,4,18,2,1,0,0,7,8,6,8,2,1,0,0,JUVENTUS,2009-10,7,6,5,2,2,4,0,0
1,5,1,2,FIORENTINA,home,8,6,0,0,0,0,18,12,1,3,18,1,5,0,0,4,5,4,8,4,5,1,0,SIENA,2009-10,15,10,9,1,6,9,0,0
5,1,2,1,SIENA,away,6,8,0,0,0,0,12,18,3,1,18,5,1,0,0,5,4,8,4,5,4,0,1,FIORENTINA,2009-10,10,15,1,9,9,6,0,0
2,3,1,2,PALERMO,home,10,4,0,0,0,0,10,12,1,8,18,1,1,0,0,15,13,14,11,2,7,0,0,SAMPDORIA,2009-10,15,7,7,4,8,3,0,0
3,2,2,1,SAMPDORIA,away,4,10,0,0,0,0,12,10,8,1,18,1,1,0,0,13,15,11,14,7,2,0,0,PALERMO,2009-10,7,15,4,7,3,8,0,0
2,3,3,0,GENOA,home,4,3,0,0,0,0,19,17,1,1,18,5,2,0,0,13,19,13,9,2,6,3,0,MILAN,2009-10,15,7,4,3,11,4,0,0
3,2,0,3,MILAN,away,3,4,0,0,0,0,17,19,1,1,18,2,5,0,0,19,13,9,13,6,2,0,3,GENOA,2009-10,7,15,3,4,4,11,0,0
0,3,2,0,CHIEVOVERONA,home,5,3,0,0,1,0,31,12,1,4,19,1,0,0,0,13,15,16,9,2,1,1,0,ROMA,2009-10,9,3,7,1,2,2,0,0
3,0,0,2,ROMA,away,3,5,0,0,0,1,12,31,4,1,19,0,1,0,0,15,13,9,16,1,2,0,1,CHIEVOVERONA,2009-10,3,9,1,7,2,2,0,0
3,3,3,0,SIENA,home,3,4,0,0,0,1,15,16,2,2,19,4,3,0,0,12,3,3,6,2,4,0,0,INTER,2009-10,10,12,3,7,7,5,0,0
3,3,0,3,INTER,away,4,3,0,0,1,0,16,15,2,2,19,3,4,0,0,3,12,6,3,4,2,0,0,SIENA,2009-10,12,10,7,3,5,7,0,0
3,2,3,3,CAGLIARI,home,3,2,0,0,0,0,12,18,5,3,19,0,1,0,0,18,12,12,16,2,6,0,0,BOLOGNA,2009-10,11,8,5,5,6,3,0,0
2,3,3,3,BOLOGNA,away,2,3,0,0,0,0,18,12,3,5,19,1,0,0,0,12,18,16,12,6,2,0,0,CAGLIARI,2009-10,8,11,5,5,3,6,0,0
3,2,4,0,BARI,home,9,3,0,1,1,0,11,12,2,5,19,2,1,1,1,1,4,4,1,2,5,0,0,FIORENTINA,2009-10,18,8,10,4,8,4,0,0
2,3,0,4,FIORENTINA,away,3,9,1,0,0,1,12,11,5,2,19,1,2,1,1,4,1,1,4,5,2,0,0,BARI,2009-10,8,18,4,10,4,8,0,0
4,1,3,0,CATANIA,home,2,5,0,1,0,0,22,19,1,1,19,2,0,0,0,18,15,11,10,0,5,0,0,GENOA,2009-10,13,5,6,5,7,0,0,0
1,4,0,3,GENOA,away,5,2,1,0,0,0,19,22,1,1,19,0,2,0,0,15,18,10,11,5,0,0,0,CATANIA,2009-10,5,13,5,6,0,7,0,0
1,3,0,0,PARMA,home,6,6,0,0,0,0,12,11,1,3,19,2,1,0,0,1,5,5,1,4,2,0,0,LIVORNO,2009-10,8,9,4,4,4,5,0,0
3,1,0,0,LIVORNO,away,6,6,0,0,0,0,11,12,3,1,19,1,2,0,0,5,1,1,5,2,4,0,0,PARMA,2009-10,9,8,4,4,5,4,0,0
2,2,1,0,SAMPDORIA,home,5,3,0,0,0,0,15,22,6,2,19,1,0,0,0,8,7,8,6,1,2,0,0,NAPOLI,2009-10,5,6,2,5,3,1,0,0
2,2,0,1,NAPOLI,away,3,5,0,0,0,0,22,15,2,6,19,0,1,0,0,7,8,6,8,2,1,0,0,SAMPDORIA,2009-10,6,5,5,2,1,3,0,0
1,3,4,0,ATALANTA,home,8,6,0,1,0,0,12,15,7,3,19,1,0,0,0,33,25,11,19,3,5,1,0,PALERMO,2009-10,9,7,3,4,6,3,0,0
3,1,0,4,PALERMO,away,6,8,1,0,0,0,15,12,3,7,19,0,1,0,0,25,33,19,11,5,3,0,1,ATALANTA,2009-10,7,9,4,3,3,6,0,0
1,4,1,0,LAZIO,home,7,1,0,0,0,0,20,23,0,2,19,1,1,0,0,12,7,11,11,3,7,0,0,UDINESE,2009-10,18,7,10,3,8,4,0,0
4,1,0,1,UDINESE,away,1,7,0,0,0,0,23,20,2,0,19,1,1,0,0,7,12,11,11,7,3,0,0,LAZIO,2009-10,7,18,3,10,4,8,0,0
2,1,0,1,MILAN,home,7,10,0,0,0,0,13,23,4,4,19,0,3,0,0,17,11,10,17,1,4,0,0,JUVENTUS,2009-10,8,6,4,2,4,4,0,0
1,2,1,0,JUVENTUS,away,10,7,0,0,0,0,23,13,4,4,19,3,0,0,0,11,17,17,10,4,1,0,0,MILAN,2009-10,6,8,2,4,4,4,0,0
3,2,2,0,LIVORNO,home,0,8,,,0,0,12,23,0,5,20,3,0,0,0,9,9,5,4,4,4,0,0,CAGLIARI,2009-10,9,7,1,3,8,4,0,0
2,3,0,2,CAGLIARI,away,8,0,,,0,0,23,12,5,0,20,0,3,0,0,9,9,4,5,4,4,0,0,LIVORNO,2009-10,7,9,3,1,4,8,0,0
3,2,3,1,INTER,home,6,3,,,0,0,14,15,2,1,20,2,2,0,0,20,27,18,13,2,3,2,1,BARI,2009-10,11,11,6,7,5,4,0,0
2,3,1,3,BARI,away,3,6,,,0,0,15,14,1,2,20,2,2,0,0,27,20,13,18,3,2,1,2,INTER,2009-10,11,11,7,6,4,5,0,0
5,4,2,0,LAZIO,home,4,4,,,0,0,19,21,2,3,20,3,0,0,0,9,17,15,9,2,2,0,0,ATALANTA,2009-10,10,11,5,9,5,2,0,0
4,5,0,2,ATALANTA,away,4,4,,,0,0,21,19,3,2,20,0,3,0,0,17,9,9,15,2,2,0,0,LAZIO,2009-10,11,10,9,5,2,5,0,0
3,2,0,0,JUVENTUS,home,1,7,,,0,0,16,21,7,2,20,1,0,0,0,10,16,6,3,1,2,0,0,CHIEVOVERONA,2009-10,3,1,0,0,3,1,0,0
2,3,0,0,CHIEVOVERONA,away,7,1,,,0,0,21,16,2,7,20,0,1,0,0,16,10,3,6,2,1,0,0,JUVENTUS,2009-10,1,3,0,0,1,3,0,0
0,2,3,0,BOLOGNA,home,10,0,,,0,0,13,11,1,5,20,1,2,0,0,7,5,4,7,1,6,0,0,FIORENTINA,2009-10,17,5,10,2,7,3,0,0
2,0,0,3,FIORENTINA,away,0,10,,,0,0,11,13,5,1,20,2,1,0,0,5,7,7,4,6,1,0,0,BOLOGNA,2009-10,5,17,2,10,3,7,0,0
0,2,1,0,SIENA,home,5,3,,,0,1,9,14,1,4,20,4,0,0,0,4,7,7,2,2,2,1,0,MILAN,2009-10,14,5,8,3,6,2,0,0
2,0,0,1,MILAN,away,3,5,,,1,0,14,9,4,1,20,0,4,0,0,7,4,2,7,2,2,0,1,SIENA,2009-10,5,14,3,8,2,6,0,0
3,4,0,2,UDINESE,home,2,5,,,1,0,21,18,1,4,20,0,0,0,1,9,6,7,7,2,3,1,0,PARMA,2009-10,8,5,5,2,3,3,0,0
4,3,2,0,PARMA,away,5,2,,,0,1,18,21,4,1,20,0,0,1,0,6,9,7,7,3,2,0,1,UDINESE,2009-10,5,8,2,5,3,3,0,0
0,0,2,0,GENOA,home,5,5,,,0,0,15,8,3,2,20,3,0,0,0,12,12,11,9,1,5,0,0,ROMA,2009-10,10,5,2,4,8,1,0,0
0,0,0,2,ROMA,away,5,5,,,0,0,8,15,2,3,20,0,3,0,0,12,12,9,11,5,1,0,0,GENOA,2009-10,5,10,4,2,1,8,0,0
3,3,1,0,CATANIA,home,6,3,,,0,0,26,16,1,1,20,1,1,0,0,17,12,10,17,2,4,1,0,SAMPDORIA,2009-10,12,6,7,3,5,3,0,0
3,3,0,1,SAMPDORIA,away,3,6,,,0,0,16,26,1,1,20,1,1,0,0,12,17,17,10,4,2,0,1,CATANIA,2009-10,6,12,3,7,3,5,0,0
3,5,0,0,PALERMO,home,3,3,,,0,0,15,19,1,1,20,0,0,0,0,12,7,4,4,1,4,0,1,NAPOLI,2009-10,9,6,5,5,4,1,0,0
5,3,0,0,NAPOLI,away,3,3,,,0,0,19,15,1,1,20,0,0,0,0,7,12,4,4,4,1,1,0,PALERMO,2009-10,6,9,5,5,1,4,0,0
3,3,0,0,PARMA,home,8,2,0,0,0,0,19,15,3,4,21,3,0,2,1,12,11,9,6,1,1,1,0,CATANIA,2009-10,11,7,5,5,6,2,0,0
3,3,0,0,CATANIA,away,2,8,0,0,0,0,15,19,4,3,21,0,3,1,2,11,12,6,9,1,1,0,1,PARMA,2009-10,7,11,5,5,2,6,0,0
2,3,0,1,ROMA,home,6,6,0,0,1,0,13,12,6,5,21,1,2,0,0,18,8,9,16,1,2,0,1,JUVENTUS,2009-10,11,7,8,4,3,3,0,0
3,2,1,0,JUVENTUS,away,6,6,0,0,0,1,12,13,5,6,21,2,1,0,0,8,18,16,9,2,1,1,0,ROMA,2009-10,7,11,4,8,3,3,0,0
4,1,4,1,BARI,home,5,5,0,0,0,0,22,20,3,0,21,2,1,0,0,12,24,24,11,2,3,0,0,BOLOGNA,2009-10,6,7,1,4,5,3,0,0
1,4,1,4,BOLOGNA,away,5,5,0,0,0,0,20,22,0,3,21,1,2,0,0,24,12,11,24,3,2,0,0,BARI,2009-10,7,6,4,1,3,5,0,0
3,3,2,0,ATALANTA,home,1,6,0,0,0,0,16,25,6,0,21,2,0,0,0,15,10,6,9,2,2,0,0,GENOA,2009-10,7,7,3,5,4,2,0,0
3,3,0,2,GENOA,away,6,1,0,0,0,0,25,16,0,6,21,0,2,0,0,10,15,9,6,2,2,0,0,ATALANTA,2009-10,7,7,5,3,2,4,0,0
1,5,2,0,CHIEVOVERONA,home,5,4,0,0,0,0,27,22,1,1,21,1,1,0,0,14,14,11,10,3,2,0,0,LAZIO,2009-10,10,4,7,0,3,4,0,0
5,1,0,2,LAZIO,away,4,5,0,0,0,0,22,27,1,1,21,1,1,0,0,14,14,10,11,2,3,0,0,CHIEVOVERONA,2009-10,4,10,0,7,4,3,0,0
4,4,1,0,NAPOLI,home,5,3,0,0,1,0,13,13,0,3,21,0,2,0,0,9,5,6,6,2,6,1,0,LIVORNO,2009-10,10,6,4,2,6,4,0,0
4,4,0,1,LIVORNO,away,3,5,0,0,0,1,13,13,3,0,21,2,0,0,0,5,9,6,6,6,2,0,1,NAPOLI,2009-10,6,10,2,4,4,6,0,0
2,1,2,2,FIORENTINA,home,2,9,0,0,0,0,18,14,2,1,21,3,0,1,1,35,30,20,22,6,5,0,0,PALERMO,2009-10,13,15,4,8,9,7,0,0
1,2,2,2,PALERMO,away,9,2,0,0,0,0,14,18,1,2,21,0,3,1,1,30,35,22,20,5,6,0,0,FIORENTINA,2009-10,15,13,8,4,7,9,0,0
3,2,2,0,CAGLIARI,home,7,5,0,1,1,0,12,11,1,2,21,1,1,0,0,10,10,9,9,3,2,0,1,SIENA,2009-10,15,10,12,6,3,4,0,0
2,3,0,2,SIENA,away,5,7,1,0,0,1,11,12,2,1,21,1,1,0,0,10,10,9,9,2,3,1,0,CAGLIARI,2009-10,10,15,6,12,4,3,0,0
3,5,0,0,SAMPDORIA,home,4,1,0,0,0,0,16,22,10,0,21,2,3,0,0,11,7,12,12,4,1,1,1,UDINESE,2009-10,10,10,7,3,3,7,0,0
5,3,0,0,UDINESE,away,1,4,0,0,0,0,22,16,0,10,21,3,2,0,0,7,11,12,12,1,4,1,1,SAMPDORIA,2009-10,10,10,3,7,7,3,0,0
2,3,1,0,MILAN,home,2,10,1,0,1,0,21,14,4,0,21,2,0,2,0,4,5,4,3,5,6,0,1,INTER,2009-10,10,13,1,8,9,5,0,0
3,2,0,1,INTER,away,10,2,0,1,0,1,14,21,0,4,21,0,2,0,2,5,4,3,4,6,5,1,0,MILAN,2009-10,13,10,8,1,5,9,0,0
2,2,6,1,PALERMO,home,3,2,0,1,0,0,16,15,3,0,22,4,2,0,1,15,15,13,11,5,3,1,0,BARI,2009-10,13,13,6,5,7,8,0,0
2,2,1,6,BARI,away,2,3,1,0,0,0,15,16,0,3,22,2,4,1,0,15,15,11,13,3,5,0,1,PALERMO,2009-10,13,13,5,6,8,7,0,0
5,3,1,0,GENOA,home,6,1,0,0,0,0,8,14,4,1,22,0,0,2,0,7,8,10,4,1,5,0,0,NAPOLI,2009-10,18,4,11,3,7,1,0,0
3,5,0,1,NAPOLI,away,1,6,0,0,0,0,14,8,1,4,22,0,0,0,2,8,7,4,10,5,1,0,0,GENOA,2009-10,4,18,3,11,1,7,0,0
1,3,2,2,FIORENTINA,home,2,4,1,0,0,0,18,6,5,4,22,2,2,0,0,16,13,6,7,5,1,0,0,CAGLIARI,2009-10,5,12,2,5,3,7,0,0
3,1,2,2,CAGLIARI,away,4,2,0,1,0,0,6,18,4,5,22,2,2,0,0,13,16,7,6,1,5,0,0,FIORENTINA,2009-10,12,5,5,2,7,3,0,0
2,4,2,2,UDINESE,home,6,7,0,0,0,0,15,15,5,4,22,1,1,0,0,13,16,10,11,4,3,0,0,CATANIA,2009-10,8,8,4,3,4,5,0,0
4,2,2,2,CATANIA,away,7,6,0,0,0,0,15,15,4,5,22,1,1,0,0,16,13,11,10,3,4,0,0,UDINESE,2009-10,8,8,3,4,5,4,0,0
1,0,2,1,BOLOGNA,home,7,4,0,0,0,0,14,13,2,2,22,1,1,0,0,12,4,9,5,2,1,0,0,CHIEVOVERONA,2009-10,7,5,5,2,2,3,0,0
0,1,1,2,CHIEVOVERONA,away,4,7,0,0,0,0,13,14,2,2,22,1,1,0,0,4,12,5,9,1,2,0,0,BOLOGNA,2009-10,5,7,2,5,3,2,0,0
2,5,2,0,LIVORNO,home,4,5,0,0,0,0,14,16,1,5,22,1,1,1,0,4,5,5,5,3,5,0,0,MILAN,2009-10,12,7,5,3,7,4,0,0
5,2,0,2,MILAN,away,5,4,0,0,0,0,16,14,5,1,22,1,1,0,1,5,4,5,5,5,3,0,0,LIVORNO,2009-10,7,12,3,5,4,7,0,0
3,3,1,0,SIENA,home,10,6,0,0,0,0,20,11,3,3,22,2,1,0,0,12,14,14,16,2,8,0,0,ROMA,2009-10,14,3,4,0,10,3,0,0
