Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Avversaria,Campo,Corner,Corner avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
2,2,2,1,CAGLIARI,away,6,7,0,0,0,0,17,12,4,2,7,2,1,0,1,9,17,6,4,2,4,0,0,CHIEVOVERONA,2009-10,8,6,2,2,6,4,0,0
0,3,2,0,LAZIO,home,9,3,0,0,0,0,10,12,2,2,7,0,0,0,0,5,8,6,1,5,6,0,0,FIORENTINA,2009-10,15,8,9,3,6,5,0,0
3,0,0,2,FIORENTINA,away,3,9,0,0,0,0,12,10,2,2,7,0,0,0,0,8,5,1,6,6,5,0,0,LAZIO,2009-10,8,15,3,9,5,6,0,0
1,1,2,1,LIVORNO,home,11,1,0,0,0,1,6,13,2,2,7,0,0,0,0,14,5,1,8,2,4,1,0,SIENA,2009-10,9,3,5,1,4,2,0,0
1,1,1,2,SIENA,away,1,11,0,0,1,0,13,6,2,2,7,0,0,0,0,5,14,8,1,4,2,0,1,LIVORNO,2009-10,3,9,1,5,2,4,0,0
2,2,3,1,NAPOLI,home,4,3,0,0,0,0,16,13,1,6,7,2,1,0,0,16,13,15,12,0,1,0,0,ROMA,2009-10,9,6,6,5,3,1,0,0
2,2,1,3,ROMA,away,3,4,0,0,0,0,13,16,6,1,7,1,2,0,0,13,16,12,15,1,0,0,0,NAPOLI,2009-10,6,9,5,6,1,3,0,0
2,4,2,1,PARMA,home,7,2,0,0,0,0,19,10,0,1,7,1,1,0,0,19,14,19,22,3,4,0,0,SAMPDORIA,2009-10,12,7,7,3,5,4,0,0
4,2,1,2,SAMPDORIA,away,2,7,0,0,0,0,10,19,1,0,7,1,1,0,0,14,19,22,19,4,3,0,0,PARMA,2009-10,7,12,3,7,4,5,0,0
2,4,2,1,JUVENTUS,home,7,4,0,0,0,0,16,14,3,3,7,2,0,1,0,15,13,7,10,4,9,0,0,PALERMO,2009-10,19,11,7,7,12,4,0,0
4,2,1,2,PALERMO,away,4,7,0,0,0,0,14,16,3,3,7,0,2,0,1,13,15,10,7,9,4,0,0,JUVENTUS,2009-10,11,19,7,7,4,12,0,0
2,2,1,1,FIORENTINA,home,3,9,0,0,0,0,18,12,3,1,8,1,1,0,0,21,14,11,17,4,6,0,0,JUVENTUS,2009-10,12,10,5,5,7,5,0,0
2,2,1,1,JUVENTUS,away,9,3,0,0,0,0,12,18,1,3,8,1,1,0,0,14,21,17,11,6,4,0,0,FIORENTINA,2009-10,10,12,5,5,5,7,0,0
2,3,0,3,INTER,home,6,2,0,0,0,0,16,12,2,3,8,0,5,0,0,18,8,14,19,1,2,0,0,GENOA,2009-10,4,11,2,5,2,6,0,0
3,2,3,0,GENOA,away,2,6,0,0,0,0,12,16,3,2,8,5,0,0,0,8,18,19,14,2,1,0,0,INTER,2009-10,11,4,5,2,6,2,0,0
2,3,2,1,CAGLIARI,home,6,1,0,0,0,0,25,16,3,0,8,2,1,1,0,25,17,12,13,0,1,0,0,CATANIA,2009-10,9,3,6,2,3,1,0,0
3,2,1,2,CATANIA,away,1,6,0,0,0,0,16,25,0,3,8,1,2,0,1,17,25,13,12,1,0,0,0,CAGLIARI,2009-10,3,9,2,6,1,3,0,0
4,3,0,0,BARI,home,10,1,0,0,0,0,15,15,2,3,8,1,2,0,0,10,4,10,14,1,6,0,0,CHIEVOVERONA,2009-10,15,8,8,5,7,3,0,0
3,4,0,0,CHIEVOVERONA,away,1,10,0,0,0,0,15,15,3,2,8,2,1,0,0,4,10,14,10,6,1,0,0,BARI,2009-10,8,15,5,8,3,7,0,0
1,0,1,2,SAMPDORIA,home,2,5,1,1,0,0,13,19,2,0,8,1,1,0,1,17,15,17,15,8,5,0,0,LAZIO,2009-10,15,11,9,2,6,9,0,0
0,1,2,1,LAZIO,away,5,2,1,1,0,0,19,13,0,2,8,1,1,1,0,15,17,15,17,5,8,0,0,SAMPDORIA,2009-10,11,15,2,9,9,6,0,0
1,3,2,0,PALERMO,home,2,0,0,0,0,0,12,10,4,3,8,1,2,0,0,8,15,6,6,0,4,0,0,LIVORNO,2009-10,10,4,5,2,5,2,0,0
3,1,0,2,LIVORNO,away,0,2,0,0,0,0,10,12,3,4,8,2,1,0,0,15,8,6,6,4,0,0,0,PALERMO,2009-10,4,10,2,5,2,5,0,0
2,5,2,0,BOLOGNA,home,9,4,0,0,0,0,21,12,3,1,8,2,1,0,0,15,14,10,10,2,5,0,0,NAPOLI,2009-10,14,6,7,4,7,2,0,0
5,2,0,2,NAPOLI,away,4,9,0,0,0,0,12,21,1,3,8,1,2,0,0,14,15,10,10,5,2,0,0,BOLOGNA,2009-10,6,14,4,7,2,7,0,0
4,2,5,0,SIENA,home,8,3,0,0,0,1,15,18,8,1,8,1,0,0,0,8,7,9,11,2,7,0,0,PARMA,2009-10,15,4,7,2,8,2,0,0
2,4,0,5,PARMA,away,3,8,0,0,1,0,18,15,1,8,8,0,1,0,0,7,8,11,9,7,2,0,0,SIENA,2009-10,4,15,2,7,2,8,0,0
2,1,1,2,ATALANTA,home,15,0,0,0,0,0,13,19,3,4,8,1,3,1,0,9,10,15,5,2,3,0,0,UDINESE,2009-10,12,8,7,3,5,5,0,0
1,2,2,1,UDINESE,away,0,15,0,0,0,0,19,13,4,3,8,3,1,0,1,10,9,5,15,3,2,0,0,ATALANTA,2009-10,8,12,3,7,5,5,0,0
4,4,2,0,ROMA,home,8,7,1,0,0,0,23,24,5,0,8,2,1,0,0,18,22,13,10,8,3,1,0,MILAN,2009-10,9,13,4,4,5,9,0,0
4,4,0,2,MILAN,away,7,8,0,1,0,0,24,23,0,5,8,1,2,0,0,22,18,10,13,3,8,0,1,ROMA,2009-10,13,9,4,4,9,5,0,0
2,2,4,0,BOLOGNA,home,7,4,0,1,0,0,18,15,3,1,9,4,1,0,1,11,16,13,11,0,3,0,0,SAMPDORIA,2009-10,11,7,4,5,7,2,0,0
2,2,0,4,SAMPDORIA,away,4,7,1,0,0,0,15,18,1,3,9,1,4,1,0,16,11,11,13,3,0,0,0,BOLOGNA,2009-10,7,11,5,4,2,7,0,0
2,3,0,0,CATANIA,home,6,3,0,0,0,0,20,15,4,1,9,2,1,1,0,21,27,17,11,4,1,0,1,INTER,2009-10,7,10,3,5,4,5,0,0
3,2,0,0,INTER,away,3,6,0,0,0,0,15,20,1,4,9,1,2,0,1,27,21,11,17,1,4,1,0,CATANIA,2009-10,10,7,5,3,5,4,0,0
2,2,1,0,PARMA,home,3,7,0,0,0,0,22,18,2,2,9,3,1,1,0,10,6,4,5,4,3,1,0,ATALANTA,2009-10,11,12,4,7,7,5,0,0
2,2,0,1,ATALANTA,away,7,3,0,0,0,0,18,22,2,2,9,1,3,0,1,6,10,5,4,3,4,0,1,PARMA,2009-10,12,11,7,4,5,7,0,0
3,2,6,0,LAZIO,home,3,6,0,0,0,1,16,15,2,1,9,2,0,1,0,15,29,20,8,3,2,0,0,BARI,2009-10,15,6,10,3,5,3,0,0
2,3,0,6,BARI,away,6,3,0,0,1,0,15,16,1,2,9,0,2,0,1,29,15,8,20,2,3,0,0,LAZIO,2009-10,6,15,3,10,3,5,0,0
3,4,3,1,GENOA,home,6,4,0,1,0,0,18,14,1,5,9,3,2,2,0,16,8,7,6,1,5,1,0,CAGLIARI,2009-10,15,3,5,0,10,3,0,0
4,3,1,3,CAGLIARI,away,4,6,1,0,0,0,14,18,5,1,9,2,3,0,2,8,16,6,7,5,1,0,1,GENOA,2009-10,3,15,0,5,3,10,0,0
3,4,2,0,NAPOLI,home,5,3,0,0,0,0,10,12,3,3,9,0,1,0,0,4,3,3,3,4,5,0,1,FIORENTINA,2009-10,11,8,7,3,4,5,0,0
4,3,0,2,FIORENTINA,away,3,5,0,0,0,0,12,10,3,3,9,1,0,0,0,3,4,3,3,5,4,1,0,NAPOLI,2009-10,8,11,3,7,5,4,0,0
2,2,0,1,UDINESE,home,6,11,0,0,0,0,13,14,5,2,9,1,0,2,1,27,22,17,15,7,5,0,0,PALERMO,2009-10,12,12,5,5,7,7,0,0
2,2,1,0,PALERMO,away,11,6,0,0,0,0,14,13,2,5,9,0,1,1,2,22,27,15,17,5,7,0,0,UDINESE,2009-10,12,12,5,5,7,7,0,0
1,2,1,1,JUVENTUS,home,2,4,0,0,0,0,17,10,6,7,9,0,1,0,0,6,6,3,2,1,4,0,0,SIENA,2009-10,7,6,3,4,4,2,0,0
2,1,1,1,SIENA,away,4,2,0,0,0,0,10,17,7,6,9,1,0,0,0,6,6,2,3,4,1,0,0,JUVENTUS,2009-10,6,7,4,3,2,4,0,0
2,3,2,1,LIVORNO,home,8,2,0,1,0,0,17,16,3,3,9,0,1,0,0,17,12,14,12,1,5,0,0,ROMA,2009-10,16,3,11,1,5,2,0,0
3,2,1,2,ROMA,away,2,8,1,0,0,0,16,17,3,3,9,1,0,0,0,12,17,12,14,5,1,0,0,LIVORNO,2009-10,3,16,1,11,2,5,0,0
2,1,1,2,MILAN,home,6,7,0,0,0,0,8,12,2,0,9,1,2,0,0,13,15,9,3,9,2,0,0,CHIEVOVERONA,2009-10,6,17,3,6,3,11,0,0
1,2,2,1,CHIEVOVERONA,away,7,6,0,0,0,0,12,8,0,2,9,2,1,0,0,15,13,3,9,2,9,0,0,MILAN,2009-10,17,6,6,3,11,3,0,0
3,2,6,3,SIENA,home,1,8,0,0,0,0,17,22,2,4,10,2,1,2,0,23,19,19,22,8,3,0,0,BOLOGNA,2009-10,10,16,3,7,7,9,0,0
2,3,3,6,BOLOGNA,away,8,1,0,0,0,0,22,17,4,2,10,1,2,0,2,19,23,22,19,3,8,0,0,SIENA,2009-10,16,10,7,3,9,7,0,0
3,3,1,1,CHIEVOVERONA,home,6,6,0,0,1,0,22,18,2,4,10,1,2,0,0,12,17,11,6,2,1,1,1,CATANIA,2009-10,13,5,11,1,2,4,0,0
3,3,1,1,CATANIA,away,6,6,0,0,0,1,18,22,4,2,10,2,1,0,0,17,12,6,11,1,2,1,1,CHIEVOVERONA,2009-10,5,13,1,11,4,2,0,0
2,1,3,3,FIORENTINA,home,0,4,0,0,0,0,16,18,2,5,10,2,1,0,2,18,11,7,9,4,3,0,0,GENOA,2009-10,10,10,5,3,5,7,0,0
1,2,3,3,GENOA,away,4,0,0,0,0,0,18,16,5,2,10,1,2,2,0,11,18,9,7,3,4,0,0,FIORENTINA,2009-10,10,10,3,5,7,5,0,0
1,1,4,0,SAMPDORIA,home,5,1,0,0,0,0,19,18,6,0,10,5,1,0,0,14,15,14,17,0,5,0,0,JUVENTUS,2009-10,16,6,6,5,10,1,0,0
1,1,0,4,JUVENTUS,away,1,5,0,0,0,0,18,19,0,6,10,1,5,0,0,15,14,17,14,5,0,0,0,SAMPDORIA,2009-10,6,16,5,6,1,10,0,0
4,4,0,0,CAGLIARI,home,9,1,0,0,0,0,22,14,1,1,10,0,1,0,1,14,10,10,13,6,7,0,0,LAZIO,2009-10,11,9,4,1,7,8,0,0
4,4,0,0,LAZIO,away,1,9,0,0,0,0,14,22,1,1,10,1,0,1,0,10,14,13,10,7,6,0,0,CAGLIARI,2009-10,9,11,1,4,8,7,0,0
3,2,0,0,ATALANTA,home,7,9,0,0,0,0,13,14,0,3,10,1,0,0,0,3,9,8,2,2,2,0,0,LIVORNO,2009-10,6,5,3,3,3,2,0,0
2,3,0,0,LIVORNO,away,9,7,0,0,0,0,14,13,3,0,10,0,1,0,0,9,3,2,8,2,2,0,0,ATALANTA,2009-10,5,6,3,3,2,3,0,0
4,1,1,1,MILAN,home,12,1,0,1,0,0,12,9,2,4,10,2,2,0,0,7,4,6,2,1,8,0,0,NAPOLI,2009-10,20,6,10,3,10,3,0,0
1,4,1,1,NAPOLI,away,1,12,1,0,0,0,9,12,4,2,10,2,2,0,0,4,7,2,6,8,1,0,0,MILAN,2009-10,6,20,3,10,3,10,0,0
2,1,1,0,BARI,home,2,2,0,0,0,0,8,11,2,3,10,2,0,0,0,12,8,7,6,1,1,0,0,PARMA,2009-10,5,2,2,1,3,1,0,0
1,2,0,1,PARMA,away,2,2,0,0,0,0,11,8,3,2,10,0,2,0,0,8,12,6,7,1,1,0,0,BARI,2009-10,2,5,1,2,1,3,0,0
4,4,1,0,ROMA,home,6,5,1,0,0,1,18,18,8,4,10,2,1,0,0,7,12,8,7,4,2,0,0,UDINESE,2009-10,12,8,8,3,4,5,0,0
4,4,0,1,UDINESE,away,5,6,0,1,1,0,18,18,4,8,10,1,2,0,0,12,7,7,8,2,4,0,0,ROMA,2009-10,8,12,3,8,5,4,0,0
1,2,3,2,PALERMO,home,8,2,0,0,0,0,7,13,2,4,10,5,3,1,0,4,3,2,4,5,5,1,0,INTER,2009-10,18,17,7,10,11,7,0,0
2,1,2,3,INTER,away,2,8,0,0,0,0,13,7,4,2,10,3,5,0,1,3,4,4,2,5,5,0,1,PALERMO,2009-10,17,18,10,7,7,11,0,0
1,3,4,2,NAPOLI,home,5,8,0,0,1,0,18,12,3,1,11,2,3,0,0,24,15,16,17,2,3,0,0,JUVENTUS,2009-10,10,11,5,6,5,5,0,0
3,1,2,4,JUVENTUS,away,8,5,0,0,0,1,12,18,1,3,11,3,2,0,0,15,24,17,16,3,2,0,0,NAPOLI,2009-10,11,10,6,5,5,5,0,0
2,1,4,0,PARMA,home,3,2,0,0,0,0,27,11,5,3,11,2,0,1,1,7,2,3,3,6,3,0,0,MILAN,2009-10,8,12,2,5,6,7,0,0
1,2,0,4,MILAN,away,2,3,0,0,0,0,11,27,3,5,11,0,2,1,1,2,7,3,3,3,6,0,0,PARMA,2009-10,12,8,5,2,7,6,0,0
1,1,4,0,ATALANTA,home,3,3,0,0,0,0,18,17,2,5,11,3,0,0,1,13,13,6,5,1,3,1,0,CAGLIARI,2009-10,8,7,3,5,5,2,0,0
1,1,0,4,CAGLIARI,away,3,3,0,0,0,0,17,18,5,2,11,0,3,1,0,13,13,5,6,3,1,0,1,ATALANTA,2009-10,7,8,5,3,2,5,0,0
2,2,0,0,UDINESE,home,10,0,0,0,0,0,13,15,3,1,11,1,1,0,0,3,2,3,1,2,8,0,0,CHIEVOVERONA,2009-10,12,5,3,2,9,3,0,0
2,2,0,0,CHIEVOVERONA,away,0,10,0,0,0,0,15,13,1,3,11,1,1,0,0,2,3,1,3,8,2,0,0,UDINESE,2009-10,5,12,2,3,3,9,0,0
1,3,2,1,CATANIA,home,7,6,1,1,0,0,14,21,3,3,11,3,1,0,1,10,10,7,7,1,2,0,0,FIORENTINA,2009-10,9,8,4,5,5,3,0,0
3,1,1,2,FIORENTINA,away,6,7,1,1,0,0,21,14,3,3,11,1,3,1,0,10,10,7,7,2,1,0,0,CATANIA,2009-10,8,9,5,4,3,5,0,0
2,1,0,0,INTER,home,8,3,0,0,0,0,13,6,1,3,11,0,2,0,0,7,12,10,2,0,2,0,0,LIVORNO,2009-10,11,2,9,0,2,2,0,0
1,2,0,0,LIVORNO,away,3,8,0,0,0,0,6,13,3,1,11,2,0,0,0,12,7,2,10,2,0,0,0,INTER,2009-10,2,11,0,9,2,2,0,0
1,1,2,2,LAZIO,home,5,6,0,0,0,0,16,20,2,7,11,1,1,1,0,2,3,5,3,2,4,0,0,SIENA,2009-10,13,6,7,3,6,3,0,0
1,1,2,2,SIENA,away,6,5,0,0,0,0,20,16,7,2,11,1,1,0,1,3,2,3,5,4,2,0,0,LAZIO,2009-10,6,13,3,7,3,6,0,0
2,2,3,1,BOLOGNA,home,13,1,0,0,0,0,10,14,3,6,11,2,1,0,0,16,9,9,12,2,8,0,0,ROMA,2009-10,20,3,10,0,10,3,0,0
2,2,1,3,ROMA,away,1,13,0,0,0,0,14,10,6,3,11,1,2,0,0,9,16,12,9,8,2,0,0,BOLOGNA,2009-10,3,20,0,10,3,10,0,0
5,2,0,0,BARI,home,8,4,0,0,0,0,18,17,2,8,11,0,0,0,0,17,21,15,11,2,5,0,1,SAMPDORIA,2009-10,8,4,3,2,5,2,0,0
2,5,0,0,SAMPDORIA,away,4,8,0,0,0,0,17,18,8,2,11,0,0,0,0,21,17,11,15,5,2,1,0,BARI,2009-10,4,8,2,3,2,5,0,0
2,4,0,2,GENOA,home,6,7,0,0,0,0,22,7,4,3,11,0,0,0,0,19,19,11,9,6,9,0,0,PALERMO,2009-10,15,9,6,3,9,6,0,0
4,2,2,0,PALERMO,away,7,6,0,0,0,0,7,22,3,4,11,0,0,0,0,19,19,9,11,9,6,0,0,GENOA,2009-10,9,15,3,6,6,9,0,0
3,2,2,0,NAPOLI,home,8,2,,,0,0,20,21,3,2,12,0,0,0,0,16,20,13,13,1,4,0,0,CATANIA,2009-10,10,4,6,3,4,1,0,0
2,3,0,2,CATANIA,away,2,8,,,0,0,21,20,2,3,12,0,0,0,0,20,16,13,13,4,1,0,0,NAPOLI,2009-10,4,10,3,6,1,4,0,0
4,4,1,1,JUVENTUS,home,2,4,,,0,0,21,10,5,6,12,2,5,0,0,8,5,21,11,1,3,0,0,ATALANTA,2009-10,11,12,6,6,5,6,0,0
4,4,1,1,ATALANTA,away,4,2,,,0,0,10,21,6,5,12,5,2,0,0,5,8,11,21,3,1,0,0,JUVENTUS,2009-10,12,11,6,6,6,5,0,0
0,1,2,0,LIVORNO,home,1,5,,,0,0,18,13,2,2,12,1,0,1,0,24,23,13,13,5,3,0,0,BARI,2009-10,9,12,4,7,5,5,0,0
1,0,0,2,BARI,away,5,1,,,0,0,13,18,2,2,12,0,1,0,1,23,24,13,13,3,5,0,0,LIVORNO,2009-10,12,9,7,4,5,5,0,0
3,2,0,0,PALERMO,home,4,3,,,0,0,8,9,2,0,12,3,1,0,0,11,7,6,6,2,1,0,0,BOLOGNA,2009-10,4,6,1,3,3,3,0,0
2,3,0,0,BOLOGNA,away,3,4,,,0,0,9,8,0,2,12,1,3,0,0,7,11,6,6,1,2,0,0,PALERMO,2009-10,6,4,3,1,3,3,0,0
2,1,3,0,SAMPDORIA,home,10,3,,,0,1,12,19,5,1,12,2,0,1,0,10,9,6,2,3,2,0,0,CAGLIARI,2009-10,11,5,6,2,5,3,0,0
1,2,0,3,CAGLIARI,away,3,10,,,1,0,19,12,1,5,12,0,2,0,1,9,10,2,6,2,3,0,0,SAMPDORIA,2009-10,5,11,2,6,3,5,0,0
4,4,3,0,SIENA,home,5,8,,,0,0,17,19,1,3,12,4,2,1,0,24,13,13,22,4,3,0,0,GENOA,2009-10,9,15,1,9,8,6,0,0
4,4,0,3,GENOA,away,8,5,,,0,0,19,17,3,1,12,2,4,0,1,13,24,22,13,3,4,0,0,SIENA,2009-10,15,9,9,1,6,8,0,0
1,2,2,2,MILAN,home,11,5,,,0,0,19,21,2,1,12,1,2,0,0,15,15,14,8,3,6,0,0,LAZIO,2009-10,14,9,8,4,6,5,0,0
2,1,2,2,LAZIO,away,5,11,,,0,0,21,19,1,2,12,2,1,0,0,15,15,8,14,6,3,0,0,MILAN,2009-10,9,14,4,8,5,6,0,0
2,4,4,2,CHIEVOVERONA,home,2,11,,,0,0,24,20,1,1,12,2,0,1,1,19,17,17,20,3,4,0,0,PARMA,2009-10,11,10,4,6,7,4,0,0
4,2,2,4,PARMA,away,11,2,,,0,0,20,24,1,1,12,0,2,1,1,17,19,20,17,4,3,0,0,CHIEVOVERONA,2009-10,10,11,6,4,4,7,0,0
3,4,0,0,FIORENTINA,home,6,10,,,0,0,18,17,5,2,12,0,1,0,0,11,11,11,11,3,2,0,0,UDINESE,2009-10,5,10,3,6,2,4,0,0
4,3,0,0,UDINESE,away,10,6,,,0,0,17,18,2,5,12,1,0,0,0,11,11,11,11,2,3,0,0,FIORENTINA,2009-10,10,5,6,3,4,2,0,0
3,2,1,2,ROMA,home,4,5,,,0,0,12,26,5,0,12,1,1,0,0,5,3,3,2,3,4,0,0,INTER,2009-10,10,9,5,5,5,4,0,0
2,3,2,1,INTER,away,5,4,,,0,0,26,12,0,5,12,1,1,0,0,3,5,2,3,4,3,0,0,ROMA,2009-10,9,10,5,5,4,5,0,0
0,2,4,8,INTER,home,2,6,0,0,0,1,15,21,4,0,13,1,3,0,2,12,7,7,12,8,2,0,0,BOLOGNA,2009-10,6,14,3,1,3,13,0,0
2,0,8,4,BOLOGNA,away,6,2,0,0,1,0,21,15,0,4,13,3,1,2,0,7,12,12,7,2,8,0,0,INTER,2009-10,14,6,1,3,13,3,0,0
2,4,2,1,PARMA,home,10,4,1,0,0,0,10,11,0,6,13,2,3,0,0,4,2,4,6,0,5,0,0,FIORENTINA,2009-10,11,9,4,6,7,3,0,0
4,2,1,2,FIORENTINA,away,4,10,0,1,0,0,11,10,6,0,13,3,2,0,0,2,4,6,4,5,0,0,0,PARMA,2009-10,9,11,6,4,3,7,0,0
2,2,2,0,GENOA,home,3,1,0,0,0,0,20,11,4,0,13,2,1,0,0,7,11,11,7,4,2,0,0,LIVORNO,2009-10,6,7,2,2,4,5,0,0
2,2,0,2,LIVORNO,away,1,3,0,0,0,0,11,20,0,4,13,1,2,0,0,11,7,7,11,2,4,0,0,GENOA,2009-10,7,6,2,2,5,4,0,0
4,3,3,2,CAGLIARI,home,1,3,0,0,0,0,21,16,3,2,13,4,3,0,0,2,2,3,2,6,0,1,0,MILAN,2009-10,8,15,4,6,4,9,0,0
3,4,2,3,MILAN,away,3,1,0,0,0,0,16,21,2,3,13,3,4,0,0,2,2,2,3,0,6,0,1,CAGLIARI,2009-10,15,8,6,4,9,4,0,0
3,5,1,2,LAZIO,home,6,5,0,0,0,0,15,21,1,0,13,0,0,0,0,16,22,14,6,4,3,0,0,NAPOLI,2009-10,8,5,5,1,3,4,0,0
5,3,2,1,NAPOLI,away,5,6,0,0,0,0,21,15,0,1,13,0,0,0,0,22,16,6,14,3,4,0,0,LAZIO,2009-10,5,8,1,5,4,3,0,0
5,1,1,2,CATANIA,home,5,3,0,0,0,0,17,17,3,3,13,1,1,1,0,26,26,16,19,5,1,0,0,PALERMO,2009-10,10,18,7,12,3,6,0,0
1,5,2,1,PALERMO,away,3,5,0,0,0,0,17,17,3,3,13,1,1,0,1,26,26,19,16,1,5,0,0,CATANIA,2009-10,18,10,12,7,6,3,0,0
2,2,2,2,ATALANTA,home,5,6,0,0,0,0,16,16,4,12,13,0,2,2,0,11,12,9,6,3,6,1,1,SIENA,2009-10,19,12,11,7,8,5,0,0
2,2,2,2,SIENA,away,6,5,0,0,0,0,16,16,12,4,13,2,0,0,2,12,11,6,9,6,3,1,1,ATALANTA,2009-10,12,19,7,11,5,8,0,0
2,4,2,1,BARI,home,4,10,0,0,0,0,15,16,1,5,13,3,1,1,1,17,14,17,12,5,3,1,0,ROMA,2009-10,10,10,3,4,7,6,0,0
4,2,1,2,ROMA,away,10,4,0,0,0,0,16,15,5,1,13,1,3,1,1,14,17,12,17,3,5,0,1,BARI,2009-10,10,10,4,3,6,7,0,0
1,1,2,0,CHIEVOVERONA,home,6,3,0,1,0,0,32,14,1,5,13,2,1,1,0,14,10,9,13,1,6,0,0,SAMPDORIA,2009-10,12,7,3,5,9,2,0,0
1,1,0,2,SAMPDORIA,away,3,6,1,0,0,0,14,32,5,1,13,1,2,0,1,10,14,13,9,6,1,0,0,CHIEVOVERONA,2009-10,7,12,5,3,2,9,0,0
3,2,2,0,UDINESE,home,5,3,0,0,0,0,15,13,8,4,13,1,0,0,0,18,12,21,17,1,7,0,0,JUVENTUS,2009-10,10,2,2,1,8,1,0,0
2,3,0,2,JUVENTUS,away,3,5,0,0,0,0,13,15,4,8,13,0,1,0,0,12,18,17,21,7,1,0,0,UDINESE,2009-10,2,10,1,2,1,8,0,0
1,3,1,0,LIVORNO,home,3,4,0,0,0,0,15,18,0,6,14,2,0,0,0,10,10,15,8,2,5,0,0,UDINESE,2009-10,17,9,10,7,7,2,0,0
3,1,0,1,UDINESE,away,4,3,0,0,0,0,18,15,6,0,14,0,2,0,0,10,10,8,15,5,2,0,0,LIVORNO,2009-10,9,17,7,10,2,7,0,0
3,3,2,0,SAMPDORIA,home,3,1,1,1,0,1,23,27,6,3,14,3,0,3,0,9,12,8,5,2,1,2,0,GENOA,2009-10,8,4,1,2,7,2,0,0
3,3,0,2,GENOA,away,1,3,1,1,1,0,27,23,3,6,14,0,3,0,3,12,9,5,8,1,2,0,2,SAMPDORIA,2009-10,4,8,2,1,2,7,0,0
3,1,1,1,ROMA,home,7,3,0,0,0,0,14,11,3,4,14,1,2,0,0,6,5,5,8,3,5,0,0,ATALANTA,2009-10,9,13,3,8,6,5,0,0
1,3,1,1,ATALANTA,away,3,7,0,0,0,0,11,14,4,3,14,2,1,0,0,5,6,8,5,5,3,0,0,ROMA,2009-10,13,9,8,3,5,6,0,0
1,4,3,2,SIENA,home,8,1,0,0,0,0,20,12,4,1,14,2,1,0,0,27,20,12,13,2,3,0,0,BARI,2009-10,11,8,6,5,5,3,0,0
4,1,2,3,BARI,away,1,8,0,0,0,0,12,20,1,4,14,1,2,0,0,20,27,13,12,3,2,0,0,SIENA,2009-10,8,11,5,6,3,5,0,0
3,3,1,1,JUVENTUS,home,4,7,0,0,0,0,11,22,6,2,14,2,0,0,0,8,17,6,5,5,1,0,0,CAGLIARI,2009-10,7,8,4,3,3,5,0,0
3,3,1,1,CAGLIARI,away,7,4,0,0,0,0,22,11,2,6,14,0,2,0,0,17,8,5,6,1,5,0,0,JUVENTUS,2009-10,8,7,3,4,5,3,0,0
2,3,1,0,PALERMO,home,2,6,0,1,0,0,17,14,5,1,14,1,0,0,0,4,4,6,2,1,2,0,0,CHIEVOVERONA,2009-10,7,9,4,8,3,1,0,0
3,2,0,1,CHIEVOVERONA,away,6,2,1,0,0,0,14,17,1,5,14,0,1,0,0,4,4,2,6,2,1,0,0,PALERMO,2009-10,9,7,8,4,1,3,0,0
2,4,1,0,FIORENTINA,home,8,8,0,0,0,0,17,13,3,2,14,1,0,0,1,4,0,1,3,6,6,1,0,INTER,2009-10,17,15,10,8,7,7,0,0
4,2,0,1,INTER,away,8,8,0,0,0,0,13,17,2,3,14,0,1,1,0,0,4,3,1,6,6,0,1,FIORENTINA,2009-10,15,17,8,10,7,7,0,0
4,3,2,0,BOLOGNA,home,11,3,0,0,0,0,23,14,2,3,14,0,0,0,0,16,14,13,15,0,4,0,0,LAZIO,2009-10,14,1,10,1,4,0,0,0
3,4,0,2,LAZIO,away,3,11,0,0,0,0,14,23,3,2,14,0,0,0,0,14,16,15,13,4,0,0,0,BOLOGNA,2009-10,1,14,1,10,0,4,0,0
3,2,0,2,NAPOLI,home,9,4,0,0,0,1,18,15,1,1,14,1,1,0,0,6,9,10,6,3,4,1,0,PARMA,2009-10,7,9,2,6,5,3,0,0
2,3,2,0,PARMA,away,4,9,0,0,1,0,15,18,1,1,14,1,1,0,0,9,6,6,10,4,3,0,1,NAPOLI,2009-10,9,7,6,2,3,5,0,0
3,2,0,2,MILAN,home,5,4,0,0,0,0,18,17,5,0,14,0,2,0,1,15,14,9,11,1,3,0,0,CATANIA,2009-10,6,11,3,7,3,4,0,0
2,3,2,0,CATANIA,away,4,5,0,0,0,0,17,18,0,5,14,2,0,1,0,14,15,11,9,3,1,0,0,MILAN,2009-10,11,6,7,3,4,3,0,0
1,3,6,0,SAMPDORIA,home,5,3,0,0,0,0,14,15,3,2,15,3,0,0,0,8,4,8,4,1,4,0,0,MILAN,2009-10,13,3,6,2,7,1,0,0
