Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
LECCE,home,,,5,2,1,COMO,1988-89
COMO,away,,,5,1,2,LECCE,1988-89
ATALANTA,home,,,5,1,1,FIORENTINA,1988-89
FIORENTINA,away,,,5,1,1,ATALANTA,1988-89
MILAN,home,,,5,1,2,HELLAS VERONA,1988-89
HELLAS VERONA,away,,,5,2,1,MILAN,1988-89
SAMPDORIA,home,,,5,1,0,INTER,1988-89
INTER,away,,,5,0,1,SAMPDORIA,1988-89
LAZIO,home,,,5,1,1,NAPOLI,1988-89
NAPOLI,away,,,5,1,1,LAZIO,1988-89
PISA,home,,,5,2,1,ROMA,1988-89
ROMA,away,,,5,1,2,PISA,1988-89
CESENA,home,,,5,2,0,TORINO,1988-89
TORINO,away,,,5,0,2,CESENA,1988-89
ROMA,home,0,0,6,1,1,CESENA,1988-89
CESENA,away,0,0,6,1,1,ROMA,1988-89
INTER,home,0,0,6,1,2,COMO,1988-89
COMO,away,0,0,6,2,1,INTER,1988-89
NAPOLI,home,0,0,6,3,5,JUVENTUS,1988-89
JUVENTUS,away,0,0,6,5,3,NAPOLI,1988-89
HELLAS VERONA,home,0,0,6,3,1,LAZIO,1988-89
LAZIO,away,0,0,6,1,3,HELLAS VERONA,1988-89
ASCOLI,home,0,0,6,1,2,LECCE,1988-89
LECCE,away,0,0,6,2,1,ASCOLI,1988-89
ATALANTA,home,0,0,6,1,2,MILAN,1988-89
MILAN,away,0,0,6,2,1,ATALANTA,1988-89
TORINO,home,0,0,6,2,0,PESCARA,1988-89
PESCARA,away,0,0,6,0,2,TORINO,1988-89
FIORENTINA,home,0,0,6,0,0,PISA,1988-89
PISA,away,0,0,6,0,0,FIORENTINA,1988-89
BOLOGNA,home,0,1,6,4,1,SAMPDORIA,1988-89
SAMPDORIA,away,1,0,6,1,4,BOLOGNA,1988-89
PISA,home,0,0,7,0,1,ASCOLI,1988-89
ASCOLI,away,0,0,7,1,0,PISA,1988-89
PESCARA,home,0,0,7,0,0,ATALANTA,1988-89
ATALANTA,away,0,0,7,0,0,PESCARA,1988-89
LAZIO,home,0,0,7,0,0,BOLOGNA,1988-89
BOLOGNA,away,0,0,7,0,0,LAZIO,1988-89
SAMPDORIA,home,0,0,7,0,2,FIORENTINA,1988-89
FIORENTINA,away,0,0,7,2,0,SAMPDORIA,1988-89
COMO,home,0,0,7,0,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,7,0,0,COMO,1988-89
CESENA,home,0,0,7,1,0,INTER,1988-89
INTER,away,0,0,7,0,1,CESENA,1988-89
LECCE,home,1,1,7,1,0,JUVENTUS,1988-89
JUVENTUS,away,1,1,7,0,1,LECCE,1988-89
MILAN,home,0,0,7,4,1,NAPOLI,1988-89
NAPOLI,away,0,0,7,1,4,MILAN,1988-89
TORINO,home,0,0,7,1,3,ROMA,1988-89
ROMA,away,0,0,7,3,1,TORINO,1988-89
BOLOGNA,home,0,0,8,2,0,CESENA,1988-89
CESENA,away,0,0,8,0,2,BOLOGNA,1988-89
ASCOLI,home,0,0,8,0,1,COMO,1988-89
COMO,away,0,0,8,1,0,ASCOLI,1988-89
ATALANTA,home,1,0,8,0,1,LAZIO,1988-89
LAZIO,away,0,1,8,1,0,ATALANTA,1988-89
LECCE,home,0,0,8,2,0,MILAN,1988-89
MILAN,away,0,0,8,0,2,LECCE,1988-89
FIORENTINA,home,1,1,8,2,0,NAPOLI,1988-89
NAPOLI,away,1,1,8,0,2,FIORENTINA,1988-89
INTER,home,0,0,8,0,2,PESCARA,1988-89
PESCARA,away,0,0,8,2,0,INTER,1988-89
JUVENTUS,home,0,0,8,1,4,PISA,1988-89
PISA,away,0,0,8,4,1,JUVENTUS,1988-89
ROMA,home,0,0,8,0,2,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,8,2,0,ROMA,1988-89
HELLAS VERONA,home,0,0,8,1,1,TORINO,1988-89
TORINO,away,0,0,8,1,1,HELLAS VERONA,1988-89
CESENA,home,0,0,9,1,1,ASCOLI,1988-89
ASCOLI,away,0,0,9,1,1,CESENA,1988-89
PISA,home,0,0,9,1,0,ATALANTA,1988-89
ATALANTA,away,0,0,9,0,1,PISA,1988-89
TORINO,home,0,0,9,2,0,BOLOGNA,1988-89
BOLOGNA,away,0,0,9,0,2,TORINO,1988-89
PESCARA,home,0,0,9,3,2,FIORENTINA,1988-89
FIORENTINA,away,0,0,9,2,3,PESCARA,1988-89
NAPOLI,home,1,1,9,0,1,HELLAS VERONA,1988-89
HELLAS VERONA,away,1,1,9,1,0,NAPOLI,1988-89
SAMPDORIA,home,0,0,9,0,0,JUVENTUS,1988-89
JUVENTUS,away,0,0,9,0,0,SAMPDORIA,1988-89
LAZIO,home,0,0,9,1,0,LECCE,1988-89
LECCE,away,0,0,9,0,1,LAZIO,1988-89
INTER,home,0,0,9,0,1,MILAN,1988-89
MILAN,away,0,0,9,1,0,INTER,1988-89
COMO,home,0,0,9,1,0,ROMA,1988-89
ROMA,away,0,0,9,0,1,COMO,1988-89
ROMA,home,0,0,10,0,3,ASCOLI,1988-89
ASCOLI,away,0,0,10,3,0,ROMA,1988-89
ATALANTA,home,0,0,10,0,0,CESENA,1988-89
CESENA,away,0,0,10,0,0,ATALANTA,1988-89
FIORENTINA,home,0,0,10,3,2,COMO,1988-89
COMO,away,0,0,10,2,3,FIORENTINA,1988-89
JUVENTUS,home,0,0,10,1,1,INTER,1988-89
INTER,away,0,0,10,1,1,JUVENTUS,1988-89
PESCARA,home,1,0,10,2,2,LAZIO,1988-89
LAZIO,away,0,1,10,2,2,PESCARA,1988-89
BOLOGNA,home,0,0,10,3,1,NAPOLI,1988-89
NAPOLI,away,0,0,10,1,3,BOLOGNA,1988-89
HELLAS VERONA,home,0,1,10,1,0,PISA,1988-89
PISA,away,1,0,10,0,1,HELLAS VERONA,1988-89
LECCE,home,0,1,10,3,0,SAMPDORIA,1988-89
SAMPDORIA,away,1,0,10,0,3,LECCE,1988-89
MILAN,home,0,0,10,2,2,TORINO,1988-89
TORINO,away,0,0,10,2,2,MILAN,1988-89
COMO,home,0,0,11,1,1,ATALANTA,1988-89
ATALANTA,away,0,0,11,1,1,COMO,1988-89
ASCOLI,home,0,0,11,1,0,BOLOGNA,1988-89
BOLOGNA,away,0,0,11,0,1,ASCOLI,1988-89
FIORENTINA,home,1,1,11,2,1,HELLAS VERONA,1988-89
HELLAS VERONA,away,1,1,11,1,2,FIORENTINA,1988-89
TORINO,home,0,0,11,1,0,JUVENTUS,1988-89
JUVENTUS,away,0,0,11,0,1,TORINO,1988-89
INTER,home,0,0,11,0,3,LECCE,1988-89
LECCE,away,0,0,11,3,0,INTER,1988-89
SAMPDORIA,home,0,0,11,0,0,MILAN,1988-89
MILAN,away,0,0,11,0,0,SAMPDORIA,1988-89
CESENA,home,0,2,11,3,0,PESCARA,1988-89
PESCARA,away,2,0,11,0,3,CESENA,1988-89
LAZIO,home,0,1,11,1,1,PISA,1988-89
PISA,away,1,0,11,1,1,LAZIO,1988-89
NAPOLI,home,0,0,11,1,0,ROMA,1988-89
ROMA,away,0,0,11,0,1,NAPOLI,1988-89
HELLAS VERONA,home,0,0,12,3,0,ASCOLI,1988-89
ASCOLI,away,0,0,12,0,3,HELLAS VERONA,1988-89
MILAN,home,0,0,12,1,0,CESENA,1988-89
CESENA,away,0,0,12,0,1,MILAN,1988-89
PISA,home,0,0,12,1,1,COMO,1988-89
COMO,away,0,0,12,1,1,PISA,1988-89
LAZIO,home,0,0,12,3,0,FIORENTINA,1988-89
FIORENTINA,away,0,0,12,0,3,LAZIO,1988-89
BOLOGNA,home,0,1,12,1,0,INTER,1988-89
INTER,away,1,0,12,0,1,BOLOGNA,1988-89
PESCARA,home,0,0,12,1,0,LECCE,1988-89
LECCE,away,0,0,12,0,1,PESCARA,1988-89
JUVENTUS,home,0,0,12,1,3,ROMA,1988-89
ROMA,away,0,0,12,3,1,JUVENTUS,1988-89
ATALANTA,home,0,0,12,1,1,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,12,1,1,ATALANTA,1988-89
NAPOLI,home,1,0,12,0,1,TORINO,1988-89
TORINO,away,0,1,12,1,0,NAPOLI,1988-89
ASCOLI,home,0,0,13,1,0,ATALANTA,1988-89
ATALANTA,away,0,0,13,0,1,ASCOLI,1988-89
LECCE,home,0,1,13,2,1,BOLOGNA,1988-89
BOLOGNA,away,1,0,13,1,2,LECCE,1988-89
JUVENTUS,home,0,0,13,2,1,FIORENTINA,1988-89
FIORENTINA,away,0,0,13,1,2,JUVENTUS,1988-89
CESENA,home,0,1,13,0,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,1,0,13,0,0,CESENA,1988-89
ROMA,home,0,0,13,1,0,LAZIO,1988-89
LAZIO,away,0,0,13,0,1,ROMA,1988-89
COMO,home,0,0,13,4,0,MILAN,1988-89
MILAN,away,0,0,13,0,4,COMO,1988-89
INTER,home,0,0,13,0,0,NAPOLI,1988-89
NAPOLI,away,0,0,13,0,0,INTER,1988-89
SAMPDORIA,home,0,0,13,0,1,PESCARA,1988-89
PESCARA,away,0,0,13,1,0,SAMPDORIA,1988-89
PISA,home,1,1,13,0,0,TORINO,1988-89
TORINO,away,1,1,13,0,0,PISA,1988-89
TORINO,home,0,0,14,1,0,ASCOLI,1988-89
ASCOLI,away,0,0,14,0,1,TORINO,1988-89
HELLAS VERONA,home,0,0,14,0,0,BOLOGNA,1988-89
BOLOGNA,away,0,0,14,0,0,HELLAS VERONA,1988-89
PESCARA,home,0,0,14,1,0,COMO,1988-89
COMO,away,0,0,14,0,1,PESCARA,1988-89
LAZIO,home,0,1,14,1,0,INTER,1988-89
INTER,away,1,0,14,0,1,LAZIO,1988-89
ATALANTA,home,0,0,14,0,1,JUVENTUS,1988-89
JUVENTUS,away,0,0,14,1,0,ATALANTA,1988-89
FIORENTINA,home,0,1,14,0,0,LECCE,1988-89
LECCE,away,1,0,14,0,0,FIORENTINA,1988-89
CESENA,home,0,0,14,1,0,PISA,1988-89
PISA,away,0,0,14,0,1,CESENA,1988-89
MILAN,home,0,0,14,1,3,ROMA,1988-89
ROMA,away,0,0,14,3,1,MILAN,1988-89
NAPOLI,home,0,0,14,0,0,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,14,0,0,NAPOLI,1988-89
INTER,home,0,0,15,1,1,ATALANTA,1988-89
ATALANTA,away,0,0,15,1,1,INTER,1988-89
LECCE,home,0,0,15,3,2,CESENA,1988-89
CESENA,away,0,0,15,2,3,LECCE,1988-89
ROMA,home,1,0,15,1,0,FIORENTINA,1988-89
FIORENTINA,away,0,1,15,0,1,ROMA,1988-89
SAMPDORIA,home,0,0,15,1,1,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,15,1,1,SAMPDORIA,1988-89
JUVENTUS,home,0,0,15,0,0,LAZIO,1988-89
LAZIO,away,0,0,15,0,0,JUVENTUS,1988-89
PISA,home,0,0,15,0,0,MILAN,1988-89
MILAN,away,0,0,15,0,0,PISA,1988-89
ASCOLI,home,0,0,15,4,1,NAPOLI,1988-89
NAPOLI,away,0,0,15,1,4,ASCOLI,1988-89
BOLOGNA,home,0,0,15,3,1,PESCARA,1988-89
PESCARA,away,0,0,15,1,3,BOLOGNA,1988-89
COMO,home,0,0,15,2,1,TORINO,1988-89
TORINO,away,0,0,15,1,2,COMO,1988-89
MILAN,home,,,16,0,2,ASCOLI,1988-89
ASCOLI,away,,,16,2,0,MILAN,1988-89
FIORENTINA,home,,,16,1,0,BOLOGNA,1988-89
BOLOGNA,away,,,16,0,1,FIORENTINA,1988-89
CESENA,home,,,16,0,0,COMO,1988-89
COMO,away,,,16,0,0,CESENA,1988-89
TORINO,home,,,16,2,0,INTER,1988-89
INTER,away,,,16,0,2,TORINO,1988-89
PESCARA,home,,,16,1,1,JUVENTUS,1988-89
JUVENTUS,away,,,16,1,1,PESCARA,1988-89
ATALANTA,home,,,16,2,1,LECCE,1988-89
LECCE,away,,,16,1,2,ATALANTA,1988-89
NAPOLI,home,,,16,0,1,PISA,1988-89
PISA,away,,,16,1,0,NAPOLI,1988-89
HELLAS VERONA,home,,,16,0,0,ROMA,1988-89
ROMA,away,,,16,0,0,HELLAS VERONA,1988-89
LAZIO,home,,,16,1,0,SAMPDORIA,1988-89
SAMPDORIA,away,,,16,0,1,LAZIO,1988-89
ROMA,home,1,1,17,2,2,ATALANTA,1988-89
ATALANTA,away,1,1,17,2,2,ROMA,1988-89
SAMPDORIA,home,0,0,17,0,0,CESENA,1988-89
CESENA,away,0,0,17,0,0,SAMPDORIA,1988-89
INTER,home,0,0,17,4,3,FIORENTINA,1988-89
FIORENTINA,away,0,0,17,3,4,INTER,1988-89
JUVENTUS,home,0,0,17,2,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,17,0,2,JUVENTUS,1988-89
ASCOLI,home,0,0,17,0,0,LAZIO,1988-89
LAZIO,away,0,0,17,0,0,ASCOLI,1988-89
BOLOGNA,home,0,1,17,1,1,MILAN,1988-89
MILAN,away,1,0,17,1,1,BOLOGNA,1988-89
COMO,home,0,1,17,3,2,NAPOLI,1988-89
NAPOLI,away,1,0,17,2,3,COMO,1988-89
PISA,home,0,0,17,0,0,PESCARA,1988-89
PESCARA,away,0,0,17,0,0,PISA,1988-89
LECCE,home,0,0,17,0,0,TORINO,1988-89
TORINO,away,0,0,17,0,0,LECCE,1988-89
PESCARA,home,0,0,18,1,3,ROMA,1988-89
ROMA,away,0,0,18,3,1,PESCARA,1988-89
NAPOLI,home,0,0,18,1,1,ATALANTA,1988-89
ATALANTA,away,0,0,18,1,1,NAPOLI,1988-89
PISA,home,0,1,18,1,0,BOLOGNA,1988-89
BOLOGNA,away,1,0,18,0,1,PISA,1988-89
MILAN,home,0,1,18,0,2,FIORENTINA,1988-89
FIORENTINA,away,1,0,18,2,0,MILAN,1988-89
ASCOLI,home,0,0,18,3,1,INTER,1988-89
INTER,away,0,0,18,1,3,ASCOLI,1988-89
COMO,home,0,0,18,0,0,JUVENTUS,1988-89
JUVENTUS,away,0,0,18,0,0,COMO,1988-89
CESENA,home,0,0,18,0,0,LAZIO,1988-89
LAZIO,away,0,0,18,0,0,CESENA,1988-89
HELLAS VERONA,home,0,0,18,0,0,LECCE,1988-89
LECCE,away,0,0,18,0,0,HELLAS VERONA,1988-89
TORINO,home,0,0,18,5,1,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,18,1,5,TORINO,1988-89
FIORENTINA,home,,,19,1,1,ASCOLI,1988-89
ASCOLI,away,,,19,1,1,FIORENTINA,1988-89
JUVENTUS,home,,,19,1,2,CESENA,1988-89
CESENA,away,,,19,2,1,JUVENTUS,1988-89
SAMPDORIA,home,,,19,0,2,COMO,1988-89
COMO,away,,,19,2,0,SAMPDORIA,1988-89
ATALANTA,home,,,19,1,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,,,19,0,1,ATALANTA,1988-89
PESCARA,home,,,19,6,1,MILAN,1988-89
MILAN,away,,,19,1,6,PESCARA,1988-89
LECCE,home,,,19,4,0,NAPOLI,1988-89
NAPOLI,away,,,19,0,4,LECCE,1988-89
INTER,home,,,19,0,3,PISA,1988-89
PISA,away,,,19,3,0,INTER,1988-89
BOLOGNA,home,,,19,1,1,ROMA,1988-89
ROMA,away,,,19,1,1,BOLOGNA,1988-89
LAZIO,home,,,19,4,3,TORINO,1988-89
TORINO,away,,,19,3,4,LAZIO,1988-89
TORINO,home,0,0,20,1,0,ATALANTA,1988-89
ATALANTA,away,0,0,20,0,1,TORINO,1988-89
COMO,home,0,1,20,1,0,BOLOGNA,1988-89
BOLOGNA,away,1,0,20,0,1,COMO,1988-89
CESENA,home,0,0,20,4,1,FIORENTINA,1988-89
FIORENTINA,away,0,0,20,1,4,CESENA,1988-89
HELLAS VERONA,home,0,0,20,1,0,INTER,1988-89
INTER,away,0,0,20,0,1,HELLAS VERONA,1988-89
ASCOLI,home,0,0,20,2,0,JUVENTUS,1988-89
JUVENTUS,away,0,0,20,0,2,ASCOLI,1988-89
MILAN,home,0,0,20,1,1,LAZIO,1988-89
LAZIO,away,0,0,20,1,1,MILAN,1988-89
ROMA,home,0,0,20,0,0,LECCE,1988-89
LECCE,away,0,0,20,0,0,ROMA,1988-89
NAPOLI,home,0,0,20,0,0,PESCARA,1988-89
PESCARA,away,0,0,20,0,0,NAPOLI,1988-89
PISA,home,0,0,20,2,0,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,20,0,2,PISA,1988-89
SAMPDORIA,home,0,0,21,2,2,ASCOLI,1988-89
ASCOLI,away,0,0,21,2,2,SAMPDORIA,1988-89
ATALANTA,home,0,0,21,1,1,BOLOGNA,1988-89
BOLOGNA,away,0,0,21,1,1,ATALANTA,1988-89
LAZIO,home,1,1,21,2,1,COMO,1988-89
COMO,away,1,1,21,1,2,LAZIO,1988-89
PESCARA,home,0,0,21,0,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,21,0,0,PESCARA,1988-89
JUVENTUS,home,0,0,21,4,0,MILAN,1988-89
MILAN,away,0,0,21,0,4,JUVENTUS,1988-89
CESENA,home,0,0,21,1,0,NAPOLI,1988-89
NAPOLI,away,0,0,21,0,1,CESENA,1988-89
LECCE,home,0,0,21,1,1,PISA,1988-89
PISA,away,0,0,21,1,1,LECCE,1988-89
INTER,home,0,0,21,0,3,ROMA,1988-89
ROMA,away,0,0,21,3,0,INTER,1988-89
FIORENTINA,home,0,0,21,1,0,TORINO,1988-89
TORINO,away,0,0,21,0,1,FIORENTINA,1988-89
FIORENTINA,home,0,1,22,0,1,ATALANTA,1988-89
ATALANTA,away,1,0,22,1,0,FIORENTINA,1988-89
TORINO,home,0,0,22,3,2,CESENA,1988-89
CESENA,away,0,0,22,2,3,TORINO,1988-89
BOLOGNA,home,0,0,22,2,0,JUVENTUS,1988-89
JUVENTUS,away,0,0,22,0,2,BOLOGNA,1988-89
NAPOLI,home,0,0,22,1,1,LAZIO,1988-89
LAZIO,away,0,0,22,1,1,NAPOLI,1988-89
COMO,home,0,0,22,0,0,LECCE,1988-89
LECCE,away,0,0,22,0,0,COMO,1988-89
HELLAS VERONA,home,0,0,22,1,1,MILAN,1988-89
MILAN,away,0,0,22,1,1,HELLAS VERONA,1988-89
ASCOLI,home,0,0,22,0,0,PESCARA,1988-89
PESCARA,away,0,0,22,0,0,ASCOLI,1988-89
ROMA,home,0,0,22,1,0,PISA,1988-89
PISA,away,0,0,22,0,1,ROMA,1988-89
INTER,home,0,0,22,0,1,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,22,1,0,INTER,1988-89
MILAN,home,0,0,23,1,2,ATALANTA,1988-89
ATALANTA,away,0,0,23,2,1,MILAN,1988-89
JUVENTUS,home,0,0,23,2,4,NAPOLI,1988-89
NAPOLI,away,0,0,23,4,2,JUVENTUS,1988-89
LECCE,home,1,1,23,1,1,ASCOLI,1988-89
ASCOLI,away,1,1,23,1,1,LECCE,1988-89
SAMPDORIA,home,0,0,23,0,0,BOLOGNA,1988-89
BOLOGNA,away,0,0,23,0,0,SAMPDORIA,1988-89
PISA,home,0,0,23,3,0,FIORENTINA,1988-89
FIORENTINA,away,0,0,23,0,3,PISA,1988-89
LAZIO,home,0,0,23,0,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,23,0,0,LAZIO,1988-89
COMO,home,0,0,23,4,0,INTER,1988-89
INTER,away,0,0,23,0,4,COMO,1988-89
CESENA,home,0,1,23,1,0,ROMA,1988-89
ROMA,away,1,0,23,0,1,CESENA,1988-89
PESCARA,home,0,0,23,1,1,TORINO,1988-89
TORINO,away,0,0,23,1,1,PESCARA,1988-89
INTER,home,0,0,24,1,2,CESENA,1988-89
CESENA,away,0,0,24,2,1,INTER,1988-89
HELLAS VERONA,home,0,0,24,1,1,COMO,1988-89
COMO,away,0,0,24,1,1,HELLAS VERONA,1988-89
BOLOGNA,home,0,0,24,0,0,LAZIO,1988-89
LAZIO,away,0,0,24,0,0,BOLOGNA,1988-89
JUVENTUS,home,0,0,24,2,0,LECCE,1988-89
LECCE,away,0,0,24,0,2,JUVENTUS,1988-89
NAPOLI,home,0,0,24,0,0,MILAN,1988-89
MILAN,away,0,0,24,0,0,NAPOLI,1988-89
ATALANTA,home,0,0,24,1,1,PESCARA,1988-89
PESCARA,away,0,0,24,1,1,ATALANTA,1988-89
ASCOLI,home,0,0,24,0,0,PISA,1988-89
PISA,away,0,0,24,0,0,ASCOLI,1988-89
FIORENTINA,home,1,0,24,1,2,SAMPDORIA,1988-89
SAMPDORIA,away,0,1,24,2,1,FIORENTINA,1988-89
ROMA,home,0,0,24,3,1,TORINO,1988-89
TORINO,away,0,0,24,1,3,ROMA,1988-89
NAPOLI,home,0,0,25,1,3,FIORENTINA,1988-89
FIORENTINA,away,0,0,25,3,1,NAPOLI,1988-89
MILAN,home,0,0,25,1,1,LECCE,1988-89
LECCE,away,0,0,25,1,1,MILAN,1988-89
COMO,home,1,1,25,2,0,ASCOLI,1988-89
ASCOLI,away,1,1,25,0,2,COMO,1988-89
LAZIO,home,0,0,25,3,1,ATALANTA,1988-89
ATALANTA,away,0,0,25,1,3,LAZIO,1988-89
CESENA,home,0,0,25,2,2,BOLOGNA,1988-89
BOLOGNA,away,0,0,25,2,2,CESENA,1988-89
TORINO,home,0,0,25,0,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,25,0,0,TORINO,1988-89
PESCARA,home,0,0,25,2,1,INTER,1988-89
INTER,away,0,0,25,1,2,PESCARA,1988-89
PISA,home,0,0,25,3,1,JUVENTUS,1988-89
JUVENTUS,away,0,0,25,1,3,PISA,1988-89
SAMPDORIA,home,0,0,25,1,0,ROMA,1988-89
ROMA,away,0,0,25,0,1,SAMPDORIA,1988-89
HELLAS VERONA,home,0,0,26,1,0,NAPOLI,1988-89
NAPOLI,away,0,0,26,0,1,HELLAS VERONA,1988-89
ASCOLI,home,0,0,26,2,1,CESENA,1988-89
CESENA,away,0,0,26,1,2,ASCOLI,1988-89
ROMA,home,0,0,26,0,1,COMO,1988-89
COMO,away,0,0,26,1,0,ROMA,1988-89
MILAN,home,0,0,26,0,0,INTER,1988-89
INTER,away,0,0,26,0,0,MILAN,1988-89
LECCE,home,0,0,26,0,0,LAZIO,1988-89
LAZIO,away,0,0,26,0,0,LECCE,1988-89
FIORENTINA,home,0,0,26,0,0,PESCARA,1988-89
PESCARA,away,0,0,26,0,0,FIORENTINA,1988-89
ATALANTA,home,0,1,26,0,1,PISA,1988-89
PISA,away,1,0,26,1,0,ATALANTA,1988-89
JUVENTUS,home,0,0,26,1,2,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,26,2,1,JUVENTUS,1988-89
BOLOGNA,home,0,0,26,1,1,TORINO,1988-89
TORINO,away,0,0,26,1,1,BOLOGNA,1988-89
SAMPDORIA,home,1,0,27,1,0,LECCE,1988-89
LECCE,away,0,1,27,0,1,SAMPDORIA,1988-89
CESENA,home,0,0,27,5,1,ATALANTA,1988-89
ATALANTA,away,0,0,27,1,5,CESENA,1988-89
NAPOLI,home,0,0,27,1,1,BOLOGNA,1988-89
