Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
BOLOGNA,away,0,0,27,1,1,NAPOLI,1988-89
COMO,home,0,1,27,3,1,FIORENTINA,1988-89
FIORENTINA,away,1,0,27,1,3,COMO,1988-89
PISA,home,0,0,27,1,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,27,0,1,PISA,1988-89
INTER,home,0,0,27,1,1,JUVENTUS,1988-89
JUVENTUS,away,0,0,27,1,1,INTER,1988-89
TORINO,home,0,0,27,2,1,MILAN,1988-89
MILAN,away,0,0,27,1,2,TORINO,1988-89
LAZIO,home,0,0,27,0,0,PESCARA,1988-89
PESCARA,away,0,0,27,0,0,LAZIO,1988-89
ASCOLI,home,1,0,27,1,1,ROMA,1988-89
ROMA,away,0,1,27,1,1,ASCOLI,1988-89
ROMA,home,0,1,28,1,1,NAPOLI,1988-89
NAPOLI,away,1,0,28,1,1,ROMA,1988-89
BOLOGNA,home,0,0,28,1,0,ASCOLI,1988-89
ASCOLI,away,0,0,28,0,1,BOLOGNA,1988-89
PESCARA,home,0,0,28,1,0,CESENA,1988-89
CESENA,away,0,0,28,0,1,PESCARA,1988-89
ATALANTA,home,1,1,28,1,0,COMO,1988-89
COMO,away,1,1,28,0,1,ATALANTA,1988-89
HELLAS VERONA,home,1,1,28,1,1,FIORENTINA,1988-89
FIORENTINA,away,1,1,28,1,1,HELLAS VERONA,1988-89
LECCE,home,0,0,28,2,0,INTER,1988-89
INTER,away,0,0,28,0,2,LECCE,1988-89
PISA,home,0,0,28,1,0,LAZIO,1988-89
LAZIO,away,0,0,28,0,1,PISA,1988-89
MILAN,home,0,0,28,1,1,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,28,1,1,MILAN,1988-89
JUVENTUS,home,1,0,28,0,0,TORINO,1988-89
TORINO,away,0,1,28,0,0,JUVENTUS,1988-89
CESENA,home,,,29,0,0,MILAN,1988-89
MILAN,away,,,29,0,0,CESENA,1988-89
SAMPDORIA,home,,,29,1,0,ATALANTA,1988-89
ATALANTA,away,,,29,0,1,SAMPDORIA,1988-89
INTER,home,,,29,0,6,BOLOGNA,1988-89
BOLOGNA,away,,,29,6,0,INTER,1988-89
ASCOLI,home,,,29,0,1,HELLAS VERONA,1988-89
HELLAS VERONA,away,,,29,1,0,ASCOLI,1988-89
ROMA,home,,,29,2,1,JUVENTUS,1988-89
JUVENTUS,away,,,29,1,2,ROMA,1988-89
FIORENTINA,home,,,29,1,0,LAZIO,1988-89
LAZIO,away,,,29,0,1,FIORENTINA,1988-89
TORINO,home,,,29,4,1,NAPOLI,1988-89
NAPOLI,away,,,29,1,4,TORINO,1988-89
LECCE,home,,,29,1,1,PESCARA,1988-89
PESCARA,away,,,29,1,1,LECCE,1988-89
COMO,home,,,29,3,1,PISA,1988-89
PISA,away,,,29,1,3,COMO,1988-89
ATALANTA,home,0,0,30,3,1,ASCOLI,1988-89
ASCOLI,away,0,0,30,1,3,ATALANTA,1988-89
HELLAS VERONA,home,0,0,30,0,0,CESENA,1988-89
CESENA,away,0,0,30,0,0,HELLAS VERONA,1988-89
MILAN,home,0,0,30,1,1,COMO,1988-89
COMO,away,0,0,30,1,1,MILAN,1988-89
NAPOLI,home,0,0,30,2,1,INTER,1988-89
INTER,away,0,0,30,1,2,NAPOLI,1988-89
FIORENTINA,home,1,1,30,1,1,JUVENTUS,1988-89
JUVENTUS,away,1,1,30,1,1,FIORENTINA,1988-89
BOLOGNA,home,0,1,30,1,1,LECCE,1988-89
LECCE,away,1,0,30,1,1,BOLOGNA,1988-89
TORINO,home,0,0,30,1,0,PISA,1988-89
PISA,away,0,0,30,0,1,TORINO,1988-89
LAZIO,home,1,1,30,0,0,ROMA,1988-89
ROMA,away,1,1,30,0,0,LAZIO,1988-89
PESCARA,home,0,0,30,4,1,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,30,1,4,PESCARA,1988-89
JUVENTUS,home,0,0,31,0,0,ATALANTA,1988-89
ATALANTA,away,0,0,31,0,0,JUVENTUS,1988-89
PISA,home,0,0,31,1,0,CESENA,1988-89
CESENA,away,0,0,31,0,1,PISA,1988-89
LECCE,home,0,0,31,1,1,FIORENTINA,1988-89
FIORENTINA,away,0,0,31,1,1,LECCE,1988-89
BOLOGNA,home,0,0,31,0,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,31,0,0,BOLOGNA,1988-89
INTER,home,0,0,31,1,3,LAZIO,1988-89
LAZIO,away,0,0,31,3,1,INTER,1988-89
ROMA,home,0,0,31,4,1,MILAN,1988-89
MILAN,away,0,0,31,1,4,ROMA,1988-89
SAMPDORIA,home,1,0,31,1,1,NAPOLI,1988-89
NAPOLI,away,0,1,31,1,1,SAMPDORIA,1988-89
COMO,home,0,0,31,1,1,PESCARA,1988-89
PESCARA,away,0,0,31,1,1,COMO,1988-89
ASCOLI,home,0,0,31,1,1,TORINO,1988-89
TORINO,away,0,0,31,1,1,ASCOLI,1988-89
NAPOLI,home,0,0,32,2,0,ASCOLI,1988-89
ASCOLI,away,0,0,32,0,2,NAPOLI,1988-89
PESCARA,home,1,0,32,1,0,BOLOGNA,1988-89
BOLOGNA,away,0,1,32,0,1,PESCARA,1988-89
TORINO,home,0,0,32,2,3,COMO,1988-89
COMO,away,0,0,32,3,2,TORINO,1988-89
ATALANTA,home,1,2,32,4,2,INTER,1988-89
INTER,away,2,1,32,2,4,ATALANTA,1988-89
LAZIO,home,0,0,32,4,2,JUVENTUS,1988-89
JUVENTUS,away,0,0,32,2,4,LAZIO,1988-89
CESENA,home,0,0,32,0,0,LECCE,1988-89
LECCE,away,0,0,32,0,0,CESENA,1988-89
MILAN,home,0,0,32,0,2,PISA,1988-89
PISA,away,0,0,32,2,0,MILAN,1988-89
FIORENTINA,home,1,0,32,2,1,ROMA,1988-89
ROMA,away,0,1,32,1,2,FIORENTINA,1988-89
HELLAS VERONA,home,0,0,32,2,1,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,32,1,2,HELLAS VERONA,1988-89
LECCE,home,0,0,33,0,0,ATALANTA,1988-89
ATALANTA,away,0,0,33,0,0,LECCE,1988-89
COMO,home,1,1,33,1,0,CESENA,1988-89
CESENA,away,1,1,33,0,1,COMO,1988-89
BOLOGNA,home,1,1,33,0,0,FIORENTINA,1988-89
FIORENTINA,away,1,1,33,0,0,BOLOGNA,1988-89
ROMA,home,0,0,33,0,0,HELLAS VERONA,1988-89
HELLAS VERONA,away,0,0,33,0,0,ROMA,1988-89
SAMPDORIA,home,0,1,33,1,0,LAZIO,1988-89
LAZIO,away,1,0,33,0,1,SAMPDORIA,1988-89
ASCOLI,home,0,0,33,5,1,MILAN,1988-89
MILAN,away,0,0,33,1,5,ASCOLI,1988-89
PISA,home,0,0,33,0,0,NAPOLI,1988-89
NAPOLI,away,0,0,33,0,0,PISA,1988-89
JUVENTUS,home,0,0,33,0,0,PESCARA,1988-89
PESCARA,away,0,0,33,0,0,JUVENTUS,1988-89
INTER,home,0,1,33,2,0,TORINO,1988-89
TORINO,away,1,0,33,0,2,INTER,1988-89
LAZIO,home,0,0,34,0,0,ASCOLI,1988-89
ASCOLI,away,0,0,34,0,0,LAZIO,1988-89
MILAN,home,0,0,34,1,4,BOLOGNA,1988-89
BOLOGNA,away,0,0,34,4,1,MILAN,1988-89
NAPOLI,home,0,0,34,0,1,COMO,1988-89
COMO,away,0,0,34,1,0,NAPOLI,1988-89
FIORENTINA,home,1,0,34,2,0,INTER,1988-89
INTER,away,0,1,34,0,2,FIORENTINA,1988-89
HELLAS VERONA,home,0,0,34,3,0,JUVENTUS,1988-89
JUVENTUS,away,0,0,34,0,3,HELLAS VERONA,1988-89
TORINO,home,0,1,34,3,1,LECCE,1988-89
LECCE,away,1,0,34,1,3,TORINO,1988-89
PESCARA,home,0,1,34,1,1,PISA,1988-89
PISA,away,1,0,34,1,1,PESCARA,1988-89
ATALANTA,home,0,0,34,2,1,ROMA,1988-89
ROMA,away,0,0,34,1,2,ATALANTA,1988-89
CESENA,home,0,0,34,2,0,SAMPDORIA,1988-89
SAMPDORIA,away,0,0,34,0,2,CESENA,1988-89
