Ammonizioni,Ammonizioni avversario,Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
2,4,TORINO,away,0,1,7,1,1,ROMA,1999-00
3,4,TORINO,home,0,0,8,1,1,FIORENTINA,1999-00
4,3,FIORENTINA,away,0,0,8,1,1,TORINO,1999-00
2,4,LAZIO,home,0,0,8,1,1,INTER,1999-00
4,2,INTER,away,0,0,8,1,1,LAZIO,1999-00
3,3,BOLOGNA,home,1,0,8,0,1,UNIONE VENEZIA,1999-00
3,3,UNIONE VENEZIA,away,0,1,8,1,0,BOLOGNA,1999-00
1,1,MILAN,home,0,0,8,0,0,HELLAS VERONA,1999-00
1,1,HELLAS VERONA,away,0,0,8,0,0,MILAN,1999-00
1,2,PIACENZA,home,0,0,8,1,0,JUVENTUS,1999-00
2,1,JUVENTUS,away,0,0,8,0,1,PIACENZA,1999-00
2,2,PERUGIA,home,0,0,8,0,1,LECCE,1999-00
2,2,LECCE,away,0,0,8,1,0,PERUGIA,1999-00
2,2,BARI,home,0,0,8,2,1,PARMA,1999-00
2,2,PARMA,away,0,0,8,1,2,BARI,1999-00
1,5,CAGLIARI,home,0,1,8,2,2,ROMA,1999-00
5,1,ROMA,away,1,0,8,2,2,CAGLIARI,1999-00
2,2,REGGINA,home,0,0,8,3,2,UDINESE,1999-00
2,2,UDINESE,away,0,0,8,2,3,REGGINA,1999-00
2,4,FIORENTINA,home,0,0,9,1,1,CAGLIARI,1999-00
4,2,CAGLIARI,away,0,0,9,1,1,FIORENTINA,1999-00
3,1,BARI,home,1,0,9,1,2,PERUGIA,1999-00
1,3,PERUGIA,away,0,1,9,2,1,BARI,1999-00
1,4,INTER,home,0,0,9,3,0,BOLOGNA,1999-00
4,1,BOLOGNA,away,0,0,9,0,3,INTER,1999-00
1,2,HELLAS VERONA,home,0,0,9,4,0,LAZIO,1999-00
2,1,LAZIO,away,0,0,9,0,4,HELLAS VERONA,1999-00
3,3,UDINESE,home,0,0,9,1,0,LECCE,1999-00
3,3,LECCE,away,0,0,9,0,1,UDINESE,1999-00
3,2,UNIONE VENEZIA,home,0,1,9,3,0,MILAN,1999-00
2,3,MILAN,away,1,0,9,0,3,UNIONE VENEZIA,1999-00
3,3,PARMA,home,0,0,9,1,2,PIACENZA,1999-00
3,3,PIACENZA,away,0,0,9,2,1,PARMA,1999-00
1,2,ROMA,home,1,1,9,0,4,REGGINA,1999-00
2,1,REGGINA,away,1,1,9,4,0,ROMA,1999-00
5,5,JUVENTUS,home,1,1,9,0,0,TORINO,1999-00
5,5,TORINO,away,1,1,9,0,0,JUVENTUS,1999-00
3,1,PERUGIA,home,0,1,10,1,0,FIORENTINA,1999-00
1,3,FIORENTINA,away,1,0,10,0,1,PERUGIA,1999-00
3,4,BOLOGNA,home,0,1,10,2,1,UDINESE,1999-00
4,3,UDINESE,away,1,0,10,1,2,BOLOGNA,1999-00
1,5,REGGINA,home,0,0,10,1,1,BARI,1999-00
5,1,BARI,away,0,0,10,1,1,REGGINA,1999-00
1,1,TORINO,home,0,2,10,0,1,HELLAS VERONA,1999-00
1,1,HELLAS VERONA,away,2,0,10,1,0,TORINO,1999-00
2,0,LECCE,home,0,0,10,6,0,INTER,1999-00
0,2,INTER,away,0,0,10,0,6,LECCE,1999-00
1,3,MILAN,home,0,0,10,3,1,JUVENTUS,1999-00
3,1,JUVENTUS,away,0,0,10,1,3,MILAN,1999-00
0,1,CAGLIARI,home,0,0,10,3,1,PARMA,1999-00
1,0,PARMA,away,0,0,10,1,3,CAGLIARI,1999-00
3,2,LAZIO,home,0,0,10,4,1,ROMA,1999-00
2,3,ROMA,away,0,0,10,1,4,LAZIO,1999-00
3,3,PIACENZA,home,0,0,10,0,0,UNIONE VENEZIA,1999-00
3,3,UNIONE VENEZIA,away,0,0,10,0,0,PIACENZA,1999-00
3,3,FIORENTINA,home,0,0,11,0,0,BOLOGNA,1999-00
3,3,BOLOGNA,away,0,0,11,0,0,FIORENTINA,1999-00
3,1,HELLAS VERONA,home,0,0,11,1,0,PIACENZA,1999-00
1,3,PIACENZA,away,0,0,11,0,1,HELLAS VERONA,1999-00
2,3,BARI,home,1,0,11,2,3,CAGLIARI,1999-00
3,2,CAGLIARI,away,0,1,11,3,2,BARI,1999-00
2,2,JUVENTUS,home,1,0,11,0,0,LAZIO,1999-00
2,2,LAZIO,away,0,1,11,0,0,JUVENTUS,1999-00
2,2,UNIONE VENEZIA,home,0,1,11,2,1,LECCE,1999-00
2,2,LECCE,away,1,0,11,1,2,UNIONE VENEZIA,1999-00
4,3,PARMA,home,0,0,11,2,1,MILAN,1999-00
3,4,MILAN,away,0,0,11,1,2,PARMA,1999-00
1,2,INTER,home,0,0,11,0,1,REGGINA,1999-00
2,1,REGGINA,away,0,0,11,1,0,INTER,1999-00
4,2,PERUGIA,home,0,0,11,0,1,TORINO,1999-00
2,4,TORINO,away,0,0,11,1,0,PERUGIA,1999-00
3,4,ROMA,home,0,0,11,0,2,UDINESE,1999-00
4,3,UDINESE,away,0,0,11,2,0,ROMA,1999-00
3,5,BOLOGNA,home,0,0,12,2,0,JUVENTUS,1999-00
5,3,JUVENTUS,away,0,0,12,0,2,BOLOGNA,1999-00
3,4,LAZIO,home,0,0,12,0,2,PERUGIA,1999-00
4,3,PERUGIA,away,0,0,12,2,0,LAZIO,1999-00
1,1,PIACENZA,home,0,0,12,3,2,BARI,1999-00
1,1,BARI,away,0,0,12,2,3,PIACENZA,1999-00
1,4,MILAN,home,0,0,12,2,1,FIORENTINA,1999-00
4,1,FIORENTINA,away,0,0,12,1,2,MILAN,1999-00
4,3,CAGLIARI,home,0,0,12,2,0,HELLAS VERONA,1999-00
3,4,HELLAS VERONA,away,0,0,12,0,2,CAGLIARI,1999-00
1,1,UDINESE,home,0,0,12,3,0,INTER,1999-00
1,1,INTER,away,0,0,12,0,3,UDINESE,1999-00
1,5,TORINO,home,0,0,12,4,1,PARMA,1999-00
5,1,PARMA,away,0,0,12,1,4,TORINO,1999-00
2,5,LECCE,home,0,0,12,3,2,ROMA,1999-00
5,2,ROMA,away,0,0,12,2,3,LECCE,1999-00
2,4,REGGINA,home,0,1,12,2,0,UNIONE VENEZIA,1999-00
4,2,UNIONE VENEZIA,away,1,0,12,0,2,REGGINA,1999-00
4,3,BARI,home,1,2,13,1,0,LECCE,1999-00
3,4,LECCE,away,2,1,13,0,1,BARI,1999-00
3,3,TORINO,home,0,0,13,2,0,MILAN,1999-00
3,3,MILAN,away,0,0,13,0,2,TORINO,1999-00
6,3,ROMA,home,0,0,13,1,0,BOLOGNA,1999-00
3,6,BOLOGNA,away,0,0,13,0,1,ROMA,1999-00
3,3,INTER,home,1,0,13,1,0,JUVENTUS,1999-00
3,3,JUVENTUS,away,0,1,13,0,1,INTER,1999-00
1,3,FIORENTINA,home,0,0,13,2,0,LAZIO,1999-00
3,1,LAZIO,away,0,0,13,0,2,FIORENTINA,1999-00
2,0,PERUGIA,home,0,0,13,0,0,PIACENZA,1999-00
0,2,PIACENZA,away,0,0,13,0,0,PERUGIA,1999-00
2,4,CAGLIARI,home,0,1,13,1,1,REGGINA,1999-00
4,2,REGGINA,away,1,0,13,1,1,CAGLIARI,1999-00
2,2,HELLAS VERONA,home,0,1,13,3,3,UDINESE,1999-00
2,2,UDINESE,away,1,0,13,3,3,HELLAS VERONA,1999-00
5,5,PARMA,home,1,1,13,0,2,UNIONE VENEZIA,1999-00
5,5,UNIONE VENEZIA,away,1,1,13,2,0,PARMA,1999-00
1,1,INTER,home,0,0,14,2,1,BARI,1999-00
1,1,BARI,away,0,0,14,1,2,INTER,1999-00
3,4,UNIONE VENEZIA,home,1,0,14,1,0,HELLAS VERONA,1999-00
4,3,HELLAS VERONA,away,0,1,14,0,1,UNIONE VENEZIA,1999-00
4,2,LECCE,home,0,0,14,0,0,CAGLIARI,1999-00
2,4,CAGLIARI,away,0,0,14,0,0,LECCE,1999-00
1,1,JUVENTUS,home,0,0,14,1,1,FIORENTINA,1999-00
1,1,FIORENTINA,away,0,0,14,1,1,JUVENTUS,1999-00
1,2,PIACENZA,home,0,1,14,2,0,LAZIO,1999-00
2,1,LAZIO,away,1,0,14,0,2,PIACENZA,1999-00
2,4,REGGINA,home,1,0,14,2,2,MILAN,1999-00
4,2,MILAN,away,0,1,14,2,2,REGGINA,1999-00
4,5,ROMA,home,0,0,14,2,0,PARMA,1999-00
5,4,PARMA,away,0,0,14,0,2,ROMA,1999-00
0,4,BOLOGNA,home,0,1,14,3,2,PERUGIA,1999-00
4,0,PERUGIA,away,1,0,14,2,3,BOLOGNA,1999-00
3,1,UDINESE,home,1,0,14,0,1,TORINO,1999-00
1,3,TORINO,away,0,1,14,1,0,UDINESE,1999-00
3,1,LAZIO,home,0,0,15,2,0,UNIONE VENEZIA,1999-00
1,3,UNIONE VENEZIA,away,0,0,15,0,2,LAZIO,1999-00
3,3,CAGLIARI,home,0,0,15,1,0,BOLOGNA,1999-00
3,3,BOLOGNA,away,0,0,15,0,1,CAGLIARI,1999-00
0,0,PERUGIA,home,0,0,15,5,0,INTER,1999-00
0,0,INTER,away,0,0,15,0,5,PERUGIA,1999-00
1,2,HELLAS VERONA,home,0,0,15,1,0,JUVENTUS,1999-00
2,1,JUVENTUS,away,0,0,15,0,1,HELLAS VERONA,1999-00
1,4,FIORENTINA,home,0,0,15,0,0,LECCE,1999-00
4,1,LECCE,away,0,0,15,0,0,FIORENTINA,1999-00
5,4,MILAN,home,0,1,15,0,1,PIACENZA,1999-00
4,5,PIACENZA,away,1,0,15,1,0,MILAN,1999-00
3,3,TORINO,home,1,1,15,2,1,REGGINA,1999-00
3,3,REGGINA,away,1,1,15,1,2,TORINO,1999-00
3,2,BARI,home,0,1,15,3,1,ROMA,1999-00
2,3,ROMA,away,1,0,15,1,3,BARI,1999-00
3,1,PARMA,home,0,1,15,0,1,UDINESE,1999-00
1,3,UDINESE,away,1,0,15,1,0,PARMA,1999-00
1,3,UNIONE VENEZIA,home,0,0,16,3,0,BARI,1999-00
3,1,BARI,away,0,0,16,0,3,UNIONE VENEZIA,1999-00
4,2,PIACENZA,home,0,1,16,3,0,CAGLIARI,1999-00
2,4,CAGLIARI,away,1,0,16,0,3,PIACENZA,1999-00
2,3,INTER,home,1,1,16,2,1,FIORENTINA,1999-00
3,2,FIORENTINA,away,1,1,16,1,2,INTER,1999-00
0,3,REGGINA,home,0,1,16,1,1,HELLAS VERONA,1999-00
3,0,HELLAS VERONA,away,1,0,16,1,1,REGGINA,1999-00
4,4,BOLOGNA,home,1,1,16,3,1,LAZIO,1999-00
4,4,LAZIO,away,1,1,16,1,3,BOLOGNA,1999-00
1,2,ROMA,home,0,0,16,2,2,MILAN,1999-00
2,1,MILAN,away,0,0,16,2,2,ROMA,1999-00
3,1,JUVENTUS,home,2,0,16,1,1,PARMA,1999-00
1,3,PARMA,away,0,2,16,1,1,JUVENTUS,1999-00
0,2,UDINESE,home,0,0,16,0,5,PERUGIA,1999-00
2,0,PERUGIA,away,0,0,16,5,0,UDINESE,1999-00
1,4,LECCE,home,0,0,16,1,2,TORINO,1999-00
4,1,TORINO,away,0,0,16,2,1,LECCE,1999-00
5,4,BARI,home,0,0,17,1,0,BOLOGNA,1999-00
4,5,BOLOGNA,away,0,0,17,0,1,BARI,1999-00
2,4,FIORENTINA,home,0,1,17,2,1,UNIONE VENEZIA,1999-00
4,2,UNIONE VENEZIA,away,1,0,17,1,2,FIORENTINA,1999-00
2,3,CAGLIARI,home,0,1,17,2,1,INTER,1999-00
3,2,INTER,away,1,0,17,1,2,CAGLIARI,1999-00
0,2,PERUGIA,home,0,0,17,3,0,JUVENTUS,1999-00
2,0,JUVENTUS,away,0,0,17,0,3,PERUGIA,1999-00
0,2,PARMA,home,0,0,17,0,0,LECCE,1999-00
2,0,LECCE,away,0,0,17,0,0,PARMA,1999-00
2,4,TORINO,home,1,0,17,0,2,PIACENZA,1999-00
4,2,PIACENZA,away,0,1,17,2,0,TORINO,1999-00
2,5,LAZIO,home,0,0,17,0,0,REGGINA,1999-00
5,2,REGGINA,away,0,0,17,0,0,LAZIO,1999-00
0,2,HELLAS VERONA,home,0,0,17,3,1,ROMA,1999-00
2,0,ROMA,away,0,0,17,1,3,HELLAS VERONA,1999-00
3,3,MILAN,home,0,0,17,1,2,UDINESE,1999-00
3,3,UDINESE,away,0,0,17,2,1,MILAN,1999-00
3,3,LAZIO,home,0,0,18,0,0,CAGLIARI,1999-00
3,3,CAGLIARI,away,0,0,18,0,0,LAZIO,1999-00
1,3,PIACENZA,home,1,0,18,2,1,ROMA,1999-00
3,1,ROMA,away,0,1,18,1,2,PIACENZA,1999-00
1,3,FIORENTINA,home,0,0,18,1,0,BARI,1999-00
3,1,BARI,away,0,0,18,0,1,FIORENTINA,1999-00
2,1,INTER,home,1,0,18,1,2,HELLAS VERONA,1999-00
1,2,HELLAS VERONA,away,0,1,18,2,1,INTER,1999-00
1,2,LECCE,home,0,0,18,2,2,MILAN,1999-00
2,1,MILAN,away,0,0,18,2,2,LECCE,1999-00
0,3,PERUGIA,home,0,0,18,1,2,PARMA,1999-00
3,0,PARMA,away,0,0,18,2,1,PERUGIA,1999-00
1,3,JUVENTUS,home,0,0,18,0,2,REGGINA,1999-00
3,1,REGGINA,away,0,0,18,2,0,JUVENTUS,1999-00
3,3,BOLOGNA,home,0,0,18,2,1,TORINO,1999-00
3,3,TORINO,away,0,0,18,1,2,BOLOGNA,1999-00
1,0,UNIONE VENEZIA,home,0,0,18,5,2,UDINESE,1999-00
0,1,UDINESE,away,0,0,18,2,5,UNIONE VENEZIA,1999-00
1,2,HELLAS VERONA,home,0,1,19,2,1,LECCE,1999-00
2,1,LECCE,away,1,0,19,1,2,HELLAS VERONA,1999-00
4,1,UDINESE,home,1,0,19,0,1,PIACENZA,1999-00
1,4,PIACENZA,away,0,1,19,1,0,UDINESE,1999-00
4,3,PARMA,home,0,0,19,1,0,BOLOGNA,1999-00
3,4,BOLOGNA,away,0,0,19,0,1,PARMA,1999-00
1,2,REGGINA,home,0,0,19,1,0,FIORENTINA,1999-00
2,1,FIORENTINA,away,0,0,19,0,1,REGGINA,1999-00
3,2,ROMA,home,0,0,19,2,1,INTER,1999-00
2,3,INTER,away,0,0,19,1,2,ROMA,1999-00
3,5,CAGLIARI,home,0,0,19,1,1,JUVENTUS,1999-00
5,3,JUVENTUS,away,0,0,19,1,1,CAGLIARI,1999-00
1,1,BARI,home,0,0,19,3,1,LAZIO,1999-00
1,1,LAZIO,away,0,0,19,1,3,BARI,1999-00
3,2,MILAN,home,0,0,19,0,3,PERUGIA,1999-00
2,3,PERUGIA,away,0,0,19,3,0,MILAN,1999-00
4,3,TORINO,home,0,0,19,2,2,UNIONE VENEZIA,1999-00
3,4,UNIONE VENEZIA,away,0,0,19,2,2,TORINO,1999-00
2,2,PERUGIA,home,1,1,20,2,1,CAGLIARI,1999-00
2,2,CAGLIARI,away,1,1,20,1,2,PERUGIA,1999-00
4,3,JUVENTUS,home,0,1,20,1,1,UDINESE,1999-00
3,4,UDINESE,away,1,0,20,1,1,JUVENTUS,1999-00
0,1,FIORENTINA,home,0,0,20,2,2,HELLAS VERONA,1999-00
1,0,HELLAS VERONA,away,0,0,20,2,2,FIORENTINA,1999-00
1,3,PIACENZA,home,0,0,20,0,1,LECCE,1999-00
3,1,LECCE,away,0,0,20,1,0,PIACENZA,1999-00
2,2,BARI,home,0,0,20,4,1,MILAN,1999-00
2,2,MILAN,away,0,0,20,1,4,BARI,1999-00
2,3,INTER,home,0,0,20,1,1,PARMA,1999-00
3,2,PARMA,away,0,0,20,1,1,INTER,1999-00
2,3,BOLOGNA,home,0,0,20,1,0,REGGINA,1999-00
3,2,REGGINA,away,0,0,20,0,1,BOLOGNA,1999-00
1,0,UNIONE VENEZIA,home,0,0,20,5,0,ROMA,1999-00
0,1,ROMA,away,0,0,20,0,5,UNIONE VENEZIA,1999-00
2,2,LAZIO,home,0,1,20,2,4,TORINO,1999-00
2,2,TORINO,away,1,0,20,4,2,LAZIO,1999-00
1,2,HELLAS VERONA,home,0,0,21,1,1,BARI,1999-00
2,1,BARI,away,0,0,21,1,1,HELLAS VERONA,1999-00
3,2,MILAN,home,1,0,21,2,3,BOLOGNA,1999-00
2,3,BOLOGNA,away,0,1,21,3,2,MILAN,1999-00
5,1,UDINESE,home,0,0,21,1,1,FIORENTINA,1999-00
1,5,FIORENTINA,away,0,0,21,1,1,UDINESE,1999-00
1,3,TORINO,home,0,0,21,1,1,INTER,1999-00
3,1,INTER,away,0,0,21,1,1,TORINO,1999-00
2,3,LECCE,home,1,0,21,1,0,JUVENTUS,1999-00
3,2,JUVENTUS,away,0,1,21,0,1,LECCE,1999-00
2,2,PARMA,home,0,0,21,0,0,LAZIO,1999-00
2,2,LAZIO,away,0,0,21,0,0,PARMA,1999-00
4,2,ROMA,home,0,1,21,2,2,PERUGIA,1999-00
2,4,PERUGIA,away,1,0,21,2,2,ROMA,1999-00
3,4,REGGINA,home,0,0,21,0,0,PIACENZA,1999-00
4,3,PIACENZA,away,0,0,21,0,0,REGGINA,1999-00
4,1,CAGLIARI,home,0,0,21,3,0,UNIONE VENEZIA,1999-00
1,4,UNIONE VENEZIA,away,0,0,21,0,3,CAGLIARI,1999-00
1,2,PERUGIA,home,0,0,22,1,1,REGGINA,1999-00
2,1,REGGINA,away,0,0,22,1,1,PERUGIA,1999-00
3,3,FIORENTINA,home,0,0,22,4,0,ROMA,1999-00
3,3,ROMA,away,0,0,22,0,4,FIORENTINA,1999-00
0,2,PARMA,home,0,1,22,4,3,HELLAS VERONA,1999-00
2,0,HELLAS VERONA,away,1,0,22,3,4,PARMA,1999-00
3,3,BOLOGNA,home,0,1,22,1,1,LECCE,1999-00
3,3,LECCE,away,1,0,22,1,1,BOLOGNA,1999-00
4,1,LAZIO,home,1,0,22,2,1,MILAN,1999-00
1,4,MILAN,away,0,1,22,1,2,LAZIO,1999-00
3,1,INTER,home,1,0,22,1,3,PIACENZA,1999-00
1,3,PIACENZA,away,0,1,22,3,1,INTER,1999-00
2,4,CAGLIARI,home,1,0,22,1,1,TORINO,1999-00
4,2,TORINO,away,0,1,22,1,1,CAGLIARI,1999-00
1,2,BARI,home,0,0,22,5,1,UDINESE,1999-00
2,1,UDINESE,away,0,0,22,1,5,BARI,1999-00
1,4,JUVENTUS,home,0,0,22,0,4,UNIONE VENEZIA,1999-00
4,1,UNIONE VENEZIA,away,0,0,22,4,0,JUVENTUS,1999-00
3,5,TORINO,home,1,1,23,1,1,BARI,1999-00
5,3,BARI,away,1,1,23,1,1,TORINO,1999-00
2,4,PIACENZA,home,0,0,23,0,0,BOLOGNA,1999-00
4,2,BOLOGNA,away,0,0,23,0,0,PIACENZA,1999-00
0,3,MILAN,home,0,0,23,0,0,CAGLIARI,1999-00
3,0,CAGLIARI,away,0,0,23,0,0,MILAN,1999-00
2,1,UNIONE VENEZIA,home,0,0,23,3,0,INTER,1999-00
1,2,INTER,away,0,0,23,0,3,UNIONE VENEZIA,1999-00
2,2,ROMA,home,1,0,23,2,1,JUVENTUS,1999-00
