Ammonizioni,Ammonizioni avversario,Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
2,2,JUVENTUS,away,0,1,23,1,2,ROMA,1999-00
0,1,UDINESE,home,0,0,23,2,1,LAZIO,1999-00
1,0,LAZIO,away,0,0,23,1,2,UDINESE,1999-00
2,0,FIORENTINA,home,0,0,23,0,4,PARMA,1999-00
0,2,PARMA,away,0,0,23,4,0,FIORENTINA,1999-00
1,3,HELLAS VERONA,home,0,0,23,0,0,PERUGIA,1999-00
3,1,PERUGIA,away,0,0,23,0,0,HELLAS VERONA,1999-00
0,0,LECCE,home,0,0,23,2,1,REGGINA,1999-00
0,0,REGGINA,away,0,0,23,1,2,LECCE,1999-00
2,1,PIACENZA,home,0,0,24,2,1,FIORENTINA,1999-00
1,2,FIORENTINA,away,0,0,24,1,2,PIACENZA,1999-00
1,6,CAGLIARI,home,0,1,24,5,2,UDINESE,1999-00
6,1,UDINESE,away,1,0,24,2,5,CAGLIARI,1999-00
2,3,BOLOGNA,home,0,0,24,0,0,HELLAS VERONA,1999-00
3,2,HELLAS VERONA,away,0,0,24,0,0,BOLOGNA,1999-00
2,3,BARI,home,0,0,24,2,0,JUVENTUS,1999-00
3,2,JUVENTUS,away,0,0,24,0,2,BARI,1999-00
4,1,LAZIO,home,1,0,24,0,1,LECCE,1999-00
1,4,LECCE,away,0,1,24,1,0,LAZIO,1999-00
2,3,INTER,home,0,0,24,1,2,MILAN,1999-00
3,2,MILAN,away,0,0,24,2,1,INTER,1999-00
0,0,REGGINA,home,0,0,24,3,0,PARMA,1999-00
0,0,PARMA,away,0,0,24,0,3,REGGINA,1999-00
1,2,TORINO,home,0,0,24,1,0,ROMA,1999-00
2,1,ROMA,away,0,0,24,0,1,TORINO,1999-00
0,1,PERUGIA,home,0,0,24,1,2,UNIONE VENEZIA,1999-00
1,0,UNIONE VENEZIA,away,0,0,24,2,1,PERUGIA,1999-00
3,2,UNIONE VENEZIA,home,0,0,25,1,1,BOLOGNA,1999-00
2,3,BOLOGNA,away,0,0,25,1,1,UNIONE VENEZIA,1999-00
1,1,INTER,home,0,1,25,2,2,LAZIO,1999-00
1,1,LAZIO,away,1,0,25,2,2,INTER,1999-00
1,3,PARMA,home,0,0,25,0,1,BARI,1999-00
3,1,BARI,away,0,0,25,1,0,PARMA,1999-00
4,1,ROMA,home,0,0,25,1,0,CAGLIARI,1999-00
1,4,CAGLIARI,away,0,0,25,0,1,ROMA,1999-00
2,4,HELLAS VERONA,home,1,0,25,3,3,MILAN,1999-00
4,2,MILAN,away,0,1,25,3,3,HELLAS VERONA,1999-00
2,1,LECCE,home,0,0,25,2,2,PERUGIA,1999-00
1,2,PERUGIA,away,0,0,25,2,2,LECCE,1999-00
0,2,JUVENTUS,home,0,0,25,0,2,PIACENZA,1999-00
2,0,PIACENZA,away,0,0,25,2,0,JUVENTUS,1999-00
2,2,UDINESE,home,0,0,25,0,0,REGGINA,1999-00
2,2,REGGINA,away,0,0,25,0,0,UDINESE,1999-00
4,2,FIORENTINA,home,0,0,25,1,0,TORINO,1999-00
2,4,TORINO,away,0,0,25,0,1,FIORENTINA,1999-00
1,2,CAGLIARI,home,0,0,26,2,0,FIORENTINA,1999-00
2,1,FIORENTINA,away,0,0,26,0,2,CAGLIARI,1999-00
2,2,BOLOGNA,home,0,0,26,1,1,INTER,1999-00
2,2,INTER,away,0,0,26,1,1,BOLOGNA,1999-00
4,0,PERUGIA,home,0,1,26,0,2,BARI,1999-00
0,4,BARI,away,1,0,26,2,0,PERUGIA,1999-00
4,2,LAZIO,home,0,0,26,1,0,HELLAS VERONA,1999-00
2,4,HELLAS VERONA,away,0,0,26,0,1,LAZIO,1999-00
2,3,TORINO,home,0,0,26,3,2,JUVENTUS,1999-00
3,2,JUVENTUS,away,0,0,26,2,3,TORINO,1999-00
2,1,PIACENZA,home,0,0,26,1,0,PARMA,1999-00
1,2,PARMA,away,0,0,26,0,1,PIACENZA,1999-00
1,3,REGGINA,home,0,0,26,0,2,ROMA,1999-00
3,1,ROMA,away,0,0,26,2,0,REGGINA,1999-00
0,3,LECCE,home,0,0,26,2,1,UDINESE,1999-00
3,0,UDINESE,away,0,0,26,1,2,LECCE,1999-00
3,5,MILAN,home,0,0,26,1,0,UNIONE VENEZIA,1999-00
5,3,UNIONE VENEZIA,away,0,0,26,0,1,MILAN,1999-00
2,2,JUVENTUS,home,0,0,27,2,0,MILAN,1999-00
2,2,MILAN,away,0,0,27,0,2,JUVENTUS,1999-00
4,3,UDINESE,home,1,1,27,2,1,BOLOGNA,1999-00
3,4,BOLOGNA,away,1,1,27,1,2,UDINESE,1999-00
4,1,PARMA,home,0,0,27,2,3,CAGLIARI,1999-00
1,4,CAGLIARI,away,0,0,27,3,2,PARMA,1999-00
5,4,ROMA,home,0,0,27,2,1,LAZIO,1999-00
4,5,LAZIO,away,0,0,27,1,2,ROMA,1999-00
1,1,INTER,home,0,0,27,1,0,LECCE,1999-00
1,1,LECCE,away,0,0,27,0,1,INTER,1999-00
3,1,FIORENTINA,home,0,0,27,1,2,PERUGIA,1999-00
1,3,PERUGIA,away,0,0,27,2,1,FIORENTINA,1999-00
3,3,UNIONE VENEZIA,home,0,0,27,2,2,PIACENZA,1999-00
3,3,PIACENZA,away,0,0,27,2,2,UNIONE VENEZIA,1999-00
1,3,BARI,home,0,0,27,1,0,REGGINA,1999-00
3,1,REGGINA,away,0,0,27,0,1,BARI,1999-00
2,0,HELLAS VERONA,home,2,0,27,0,3,TORINO,1999-00
0,2,TORINO,away,0,2,27,3,0,HELLAS VERONA,1999-00
1,4,BOLOGNA,home,0,0,28,2,2,FIORENTINA,1999-00
4,1,FIORENTINA,away,0,0,28,2,2,BOLOGNA,1999-00
2,2,LAZIO,home,1,0,28,0,1,JUVENTUS,1999-00
2,2,JUVENTUS,away,0,1,28,1,0,LAZIO,1999-00
3,3,CAGLIARI,home,0,0,28,1,0,BARI,1999-00
3,3,BARI,away,0,0,28,0,1,CAGLIARI,1999-00
2,4,PIACENZA,home,0,0,28,1,0,HELLAS VERONA,1999-00
4,2,HELLAS VERONA,away,0,0,28,0,1,PIACENZA,1999-00
1,3,REGGINA,home,0,0,28,1,1,INTER,1999-00
3,1,INTER,away,0,0,28,1,1,REGGINA,1999-00
1,1,MILAN,home,0,0,28,1,0,PARMA,1999-00
1,1,PARMA,away,0,0,28,0,1,MILAN,1999-00
2,4,TORINO,home,0,0,28,1,0,PERUGIA,1999-00
4,2,PERUGIA,away,0,0,28,0,1,TORINO,1999-00
3,3,UDINESE,home,0,0,28,1,1,ROMA,1999-00
3,3,ROMA,away,0,0,28,1,1,UDINESE,1999-00
2,3,LECCE,home,0,0,28,0,0,UNIONE VENEZIA,1999-00
3,2,UNIONE VENEZIA,away,0,0,28,0,0,LECCE,1999-00
4,3,PARMA,home,0,0,29,2,2,TORINO,1999-00
3,4,TORINO,away,0,0,29,2,2,PARMA,1999-00
1,1,INTER,home,0,0,29,3,0,UDINESE,1999-00
1,1,UDINESE,away,0,0,29,0,3,INTER,1999-00
4,1,JUVENTUS,home,1,0,29,0,2,BOLOGNA,1999-00
1,4,BOLOGNA,away,0,1,29,2,0,JUVENTUS,1999-00
2,1,HELLAS VERONA,home,0,0,29,0,1,CAGLIARI,1999-00
1,2,CAGLIARI,away,0,0,29,1,0,HELLAS VERONA,1999-00
1,1,PERUGIA,home,0,0,29,1,0,LAZIO,1999-00
1,1,LAZIO,away,0,0,29,0,1,PERUGIA,1999-00
2,3,ROMA,home,2,0,29,0,0,LECCE,1999-00
3,2,LECCE,away,0,2,29,0,0,ROMA,1999-00
3,1,FIORENTINA,home,0,0,29,1,1,MILAN,1999-00
1,3,MILAN,away,0,0,29,1,1,FIORENTINA,1999-00
2,4,BARI,home,1,0,29,2,1,PIACENZA,1999-00
4,2,PIACENZA,away,0,1,29,1,2,BARI,1999-00
0,4,UNIONE VENEZIA,home,0,0,29,1,0,REGGINA,1999-00
4,0,REGGINA,away,0,0,29,0,1,UNIONE VENEZIA,1999-00
2,0,LAZIO,home,0,0,30,3,3,FIORENTINA,1999-00
0,2,FIORENTINA,away,0,0,30,3,3,LAZIO,1999-00
2,1,UDINESE,home,0,0,30,2,2,HELLAS VERONA,1999-00
1,2,HELLAS VERONA,away,0,0,30,2,2,UDINESE,1999-00
3,3,LECCE,home,0,0,30,3,1,BARI,1999-00
3,3,BARI,away,0,0,30,1,3,LECCE,1999-00
2,0,REGGINA,home,0,0,30,0,1,CAGLIARI,1999-00
0,2,CAGLIARI,away,0,0,30,1,0,REGGINA,1999-00
2,3,JUVENTUS,home,0,0,30,1,2,INTER,1999-00
3,2,INTER,away,0,0,30,2,1,JUVENTUS,1999-00
1,6,UNIONE VENEZIA,home,0,0,30,3,1,PARMA,1999-00
6,1,PARMA,away,0,0,30,1,3,UNIONE VENEZIA,1999-00
2,1,PIACENZA,home,0,1,30,2,0,PERUGIA,1999-00
1,2,PERUGIA,away,1,0,30,0,2,PIACENZA,1999-00
1,3,BOLOGNA,home,0,0,30,2,0,ROMA,1999-00
3,1,ROMA,away,0,0,30,0,2,BOLOGNA,1999-00
4,5,MILAN,home,0,0,30,2,2,TORINO,1999-00
5,4,TORINO,away,0,0,30,2,2,MILAN,1999-00
3,1,PERUGIA,home,,,31,2,1,BOLOGNA,1999-00
1,3,BOLOGNA,away,,,31,1,2,PERUGIA,1999-00
0,2,BARI,home,,,31,3,0,INTER,1999-00
2,0,INTER,away,,,31,0,3,BARI,1999-00
1,3,FIORENTINA,home,,,31,1,0,JUVENTUS,1999-00
3,1,JUVENTUS,away,,,31,0,1,FIORENTINA,1999-00
2,0,CAGLIARI,home,,,31,2,1,LECCE,1999-00
0,2,LECCE,away,,,31,1,2,CAGLIARI,1999-00
2,1,LAZIO,home,,,31,0,2,PIACENZA,1999-00
1,2,PIACENZA,away,,,31,2,0,LAZIO,1999-00
2,2,MILAN,home,,,31,1,2,REGGINA,1999-00
2,2,REGGINA,away,,,31,2,1,MILAN,1999-00
2,1,PARMA,home,,,31,0,0,ROMA,1999-00
1,2,ROMA,away,,,31,0,0,PARMA,1999-00
1,4,TORINO,home,,,31,0,0,UDINESE,1999-00
4,1,UDINESE,away,,,31,0,0,TORINO,1999-00
3,2,HELLAS VERONA,home,,,31,2,2,UNIONE VENEZIA,1999-00
2,3,UNIONE VENEZIA,away,,,31,2,2,HELLAS VERONA,1999-00
2,1,ROMA,home,0,0,32,0,0,BARI,1999-00
1,2,BARI,away,0,0,32,0,0,ROMA,1999-00
1,3,BOLOGNA,home,0,0,32,2,2,CAGLIARI,1999-00
3,1,CAGLIARI,away,0,0,32,2,2,BOLOGNA,1999-00
2,3,LECCE,home,0,0,32,3,0,FIORENTINA,1999-00
3,2,FIORENTINA,away,0,0,32,0,3,LECCE,1999-00
1,1,JUVENTUS,home,0,0,32,2,0,HELLAS VERONA,1999-00
1,1,HELLAS VERONA,away,0,0,32,0,2,JUVENTUS,1999-00
3,2,UNIONE VENEZIA,home,0,0,32,3,2,LAZIO,1999-00
2,3,LAZIO,away,0,0,32,2,3,UNIONE VENEZIA,1999-00
0,1,PIACENZA,home,0,1,32,1,0,MILAN,1999-00
1,0,MILAN,away,1,0,32,0,1,PIACENZA,1999-00
3,4,UDINESE,home,0,0,32,0,0,PARMA,1999-00
4,3,PARMA,away,0,0,32,0,0,UDINESE,1999-00
2,1,INTER,home,0,0,32,1,2,PERUGIA,1999-00
1,2,PERUGIA,away,0,0,32,2,1,INTER,1999-00
1,4,REGGINA,home,0,1,32,2,1,TORINO,1999-00
4,1,TORINO,away,1,0,32,1,2,REGGINA,1999-00
2,2,LAZIO,home,0,0,33,2,3,BOLOGNA,1999-00
2,2,BOLOGNA,away,0,0,33,3,2,LAZIO,1999-00
0,2,FIORENTINA,home,0,0,33,0,4,INTER,1999-00
2,0,INTER,away,0,0,33,4,0,FIORENTINA,1999-00
1,1,PARMA,home,0,0,33,1,0,JUVENTUS,1999-00
1,1,JUVENTUS,away,0,0,33,0,1,PARMA,1999-00
3,3,TORINO,home,0,2,33,2,1,LECCE,1999-00
3,3,LECCE,away,2,0,33,1,2,TORINO,1999-00
1,2,CAGLIARI,home,0,0,33,1,1,PIACENZA,1999-00
2,1,PIACENZA,away,0,0,33,1,1,CAGLIARI,1999-00
0,2,HELLAS VERONA,home,0,0,33,1,1,REGGINA,1999-00
2,0,REGGINA,away,0,0,33,1,1,HELLAS VERONA,1999-00
3,3,MILAN,home,0,0,33,1,1,ROMA,1999-00
3,3,ROMA,away,0,0,33,1,1,MILAN,1999-00
1,3,PERUGIA,home,0,0,33,2,1,UDINESE,1999-00
3,1,UDINESE,away,0,0,33,1,2,PERUGIA,1999-00
3,1,BARI,home,0,0,33,0,1,UNIONE VENEZIA,1999-00
1,3,UNIONE VENEZIA,away,0,0,33,1,0,BARI,1999-00
1,2,BOLOGNA,home,0,0,34,1,1,BARI,1999-00
2,1,BARI,away,0,0,34,1,1,BOLOGNA,1999-00
1,3,INTER,home,2,0,34,0,2,CAGLIARI,1999-00
3,1,CAGLIARI,away,0,2,34,2,0,INTER,1999-00
2,1,UNIONE VENEZIA,home,0,0,34,3,0,FIORENTINA,1999-00
1,2,FIORENTINA,away,0,0,34,0,3,UNIONE VENEZIA,1999-00
3,1,ROMA,home,0,0,34,2,2,HELLAS VERONA,1999-00
1,3,HELLAS VERONA,away,0,0,34,2,2,ROMA,1999-00
1,2,REGGINA,home,0,0,34,3,0,LAZIO,1999-00
2,1,LAZIO,away,0,0,34,0,3,REGGINA,1999-00
3,2,UDINESE,home,0,0,34,4,0,MILAN,1999-00
2,3,MILAN,away,0,0,34,0,4,UDINESE,1999-00
0,2,LECCE,home,0,1,34,4,1,PARMA,1999-00
2,0,PARMA,away,1,0,34,1,4,LECCE,1999-00
2,4,JUVENTUS,home,0,1,34,1,0,PERUGIA,1999-00
4,2,PERUGIA,away,1,0,34,0,1,JUVENTUS,1999-00
0,1,PIACENZA,home,0,0,34,2,1,TORINO,1999-00
1,0,TORINO,away,0,0,34,1,2,PIACENZA,1999-00
