Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario
2,2,1,1,0,0,0,0,0,0,CAGLIARI,home,0,0,2,3,0,0,0,0,0,0,12,15,6,5,1,0,2,0,0,0,0,1,0,16,7,13,9,3,5,0,1,NAPOLI,2007-08,13,11,7,6,,,6,5,0,0,0,0
2,2,1,1,0,0,0,0,0,0,NAPOLI,away,0,0,3,2,0,0,0,0,0,0,15,12,5,6,1,2,0,0,0,0,0,0,1,7,16,9,13,5,3,1,0,CAGLIARI,2007-08,11,13,6,7,,,5,6,0,0,0,0
2,3,9,7,0,0,0,0,0,0,CATANIA,home,0,0,5,3,0,0,0,0,0,0,20,23,2,1,1,2,2,0,0,0,0,0,0,9,19,18,8,1,5,0,0,PARMA,2007-08,15,5,8,2,,,7,3,0,0,0,0
3,2,7,9,0,0,0,0,0,0,PARMA,away,0,0,3,5,0,0,0,0,0,0,23,20,1,2,1,2,2,0,0,0,0,0,0,19,9,8,18,5,1,0,0,CATANIA,2007-08,5,15,2,8,,,3,7,0,0,0,0
4,6,6,0,0,0,0,0,0,0,ATALANTA,home,0,0,3,3,0,0,0,0,0,0,17,20,1,1,1,1,1,0,0,0,0,0,0,15,15,12,15,2,5,0,1,REGGINA,2007-08,13,4,7,1,,,6,3,0,0,0,0
6,4,0,6,0,0,0,0,0,0,REGGINA,away,0,0,3,3,0,0,0,0,0,0,20,17,1,1,1,1,1,0,0,0,0,0,0,15,15,15,12,5,2,1,0,ATALANTA,2007-08,4,13,1,7,,,3,6,0,0,0,0
1,3,2,3,0,0,0,0,0,0,SAMPDORIA,home,0,0,4,3,0,0,0,0,0,0,16,8,0,1,1,1,2,0,0,0,0,0,1,8,6,2,4,4,4,0,0,SIENA,2007-08,9,14,4,7,,,5,7,0,0,0,0
3,1,3,2,0,0,0,0,0,0,SIENA,away,0,0,3,4,0,0,0,0,0,0,8,16,1,0,1,2,1,0,0,0,0,1,0,6,8,4,2,4,4,0,0,SAMPDORIA,2007-08,14,9,7,4,,,7,5,0,0,0,0
3,1,1,1,5,3,7,5,6,10,ROMA,home,3,3,7,5,20,7,0,0,0,0,14,10,2,2,1,0,2,0,1,0,0,1,0,15,18,11,12,4,3,0,0,PALERMO,2007-08,8,7,4,2,,,4,5,0,0,1,0
1,3,1,1,3,5,5,7,10,6,PALERMO,away,3,3,5,7,7,20,0,0,0,0,10,14,2,2,1,2,0,1,0,0,0,0,1,18,15,12,11,3,4,0,0,ROMA,2007-08,7,8,2,4,,,5,4,0,0,0,1
2,1,1,2,4,4,4,4,8,9,INTER,home,0,1,4,5,14,9,0,0,0,0,16,19,2,5,2,0,2,0,0,0,0,0,0,19,13,12,10,2,1,0,0,EMPOLI,2007-08,3,6,2,2,,,1,4,0,0,,
1,2,2,1,4,4,4,4,9,8,EMPOLI,away,1,0,5,4,9,14,0,0,0,0,19,16,5,2,2,2,0,0,0,0,0,0,0,13,19,10,12,1,2,0,0,INTER,2007-08,6,3,2,2,,,4,1,0,0,,
3,4,0,0,0,0,0,0,0,0,PARMA,home,0,0,3,2,0,0,0,0,0,0,17,16,3,8,2,2,0,0,0,0,0,0,0,15,16,11,12,2,0,1,0,ATALANTA,2007-08,5,9,3,7,,,2,2,0,0,,
4,3,0,0,0,0,0,0,0,0,ATALANTA,away,0,0,2,3,0,0,0,0,0,0,16,17,8,3,2,0,2,0,0,0,0,0,0,16,15,12,11,0,2,0,1,PARMA,2007-08,9,5,7,3,,,2,2,0,0,,
1,3,3,1,0,0,0,0,0,0,JUVENTUS,home,0,0,9,2,0,0,1,1,0,0,18,19,2,6,2,2,3,0,0,0,0,0,0,9,10,5,3,1,5,2,0,CAGLIARI,2007-08,14,6,7,2,,,7,4,0,0,,
3,1,1,3,0,0,0,0,0,0,CAGLIARI,away,0,0,2,9,0,0,1,1,0,0,19,18,6,2,2,3,2,0,0,0,0,0,0,10,9,3,5,5,1,0,2,JUVENTUS,2007-08,6,14,2,7,,,4,7,0,0,,
2,4,3,1,0,0,0,0,0,0,GENOA,home,0,0,6,5,0,0,0,0,0,0,26,11,2,1,2,0,0,0,0,0,0,0,2,18,16,8,9,2,1,0,0,CATANIA,2007-08,7,8,6,4,,,1,4,0,0,,
4,2,1,3,0,0,0,0,0,0,CATANIA,away,0,0,5,6,0,0,0,0,0,0,11,26,1,2,2,0,0,0,0,0,0,2,0,16,18,9,8,1,2,0,0,GENOA,2007-08,8,7,4,6,,,4,1,0,0,,
2,4,0,0,0,0,0,0,0,0,PALERMO,home,0,0,4,3,0,0,0,0,0,0,15,21,2,1,2,2,4,0,0,0,0,0,1,6,2,2,6,1,2,0,0,LIVORNO,2007-08,9,11,5,5,,,4,6,0,0,,
4,2,0,0,0,0,0,0,0,0,LIVORNO,away,0,0,3,4,0,0,0,0,0,0,21,15,1,2,2,4,2,0,0,0,0,1,0,2,6,6,2,2,1,0,0,PALERMO,2007-08,11,9,5,5,,,6,4,0,0,,
1,2,1,0,0,0,0,0,0,0,SIENA,home,0,0,6,6,0,0,0,0,0,0,10,9,4,2,2,3,0,0,0,0,0,1,0,13,10,4,5,4,5,0,0,ROMA,2007-08,16,8,7,4,,,9,4,0,0,,
2,1,0,1,0,0,0,0,0,0,ROMA,away,0,0,6,6,0,0,0,0,0,0,9,10,2,4,2,0,3,0,0,0,0,0,1,10,13,5,4,5,4,0,0,SIENA,2007-08,8,16,4,7,,,4,9,0,0,,
2,2,3,1,0,0,0,0,0,0,REGGINA,home,0,0,5,7,0,0,0,0,0,0,10,17,1,0,2,2,2,0,0,0,0,1,0,9,4,10,7,3,4,0,0,TORINO,2007-08,9,7,2,2,,,7,5,0,0,,
2,2,1,3,0,0,0,0,0,0,TORINO,away,0,0,7,5,0,0,0,0,0,0,17,10,0,1,2,2,2,0,0,0,0,0,1,4,9,7,10,4,3,0,0,REGGINA,2007-08,7,9,2,2,,,5,7,0,0,,
2,2,0,0,0,0,0,0,0,0,NAPOLI,home,0,0,5,5,0,0,0,0,0,0,20,12,3,0,2,0,5,0,0,0,0,0,0,15,11,11,12,2,4,0,0,UDINESE,2007-08,11,11,7,4,,,4,7,0,0,,
2,2,0,0,0,0,0,0,0,0,UDINESE,away,0,0,5,5,0,0,0,0,0,0,12,20,0,3,2,5,0,0,0,0,0,0,0,11,15,12,11,4,2,0,0,NAPOLI,2007-08,11,11,4,7,,,7,4,0,0,,
0,4,2,0,2,5,2,3,8,9,LAZIO,home,0,1,4,6,7,7,1,0,0,0,23,24,6,1,2,0,0,0,0,0,0,0,0,18,15,14,11,2,2,0,0,SAMPDORIA,2007-08,6,4,4,2,,,2,2,0,0,,
4,0,0,2,5,2,3,2,9,8,SAMPDORIA,away,1,0,6,4,7,7,0,1,0,0,24,23,1,6,2,0,0,0,0,0,0,0,0,15,18,11,14,2,2,0,0,LAZIO,2007-08,4,6,2,4,,,2,2,0,0,,
1,3,2,2,5,6,4,4,11,9,FIORENTINA,home,2,1,7,4,16,13,0,0,0,0,24,23,2,2,2,1,1,6,14,0,0,0,1,12,17,12,7,2,2,1,0,MILAN,2007-08,4,6,2,2,,,2,4,0,0,,
3,1,2,2,6,5,4,4,9,11,MILAN,away,1,2,4,7,13,16,0,0,0,0,23,24,2,2,2,1,1,14,6,0,0,1,0,17,12,7,12,2,2,0,1,FIORENTINA,2007-08,6,4,2,2,,,4,2,0,0,,
3,1,1,1,0,0,0,0,0,0,MILAN,home,0,0,6,9,0,0,0,0,1,0,10,12,0,4,3,1,1,0,0,,,0,2,7,7,6,6,11,3,0,0,SIENA,2007-08,6,15,2,1,,,4,14,0,0,,
1,3,1,1,0,0,0,0,0,0,SIENA,away,0,0,9,6,0,0,0,0,0,1,12,10,4,0,3,1,1,0,0,,,2,0,7,7,6,6,3,11,0,0,MILAN,2007-08,15,6,1,2,,,14,4,0,0,,
1,1,3,1,2,1,3,3,8,2,EMPOLI,home,1,0,4,5,15,14,0,0,0,0,21,15,2,4,3,0,0,14,10,,,0,0,15,11,11,15,0,1,0,0,LAZIO,2007-08,2,0,1,0,,,1,0,0,0,,
1,1,1,3,1,2,3,3,2,8,LAZIO,away,0,1,5,4,14,15,0,0,0,0,15,21,4,2,3,0,0,10,14,,,0,0,11,15,15,11,1,0,0,0,EMPOLI,2007-08,0,2,0,1,,,0,1,0,0,,
4,3,2,0,0,0,0,0,0,0,ATALANTA,home,0,0,7,2,0,0,0,1,0,0,21,12,7,3,3,2,2,0,0,,,0,0,1,3,3,0,0,8,0,0,FIORENTINA,2007-08,16,3,7,1,,,9,2,0,0,,
3,4,0,2,0,0,0,0,0,0,FIORENTINA,away,0,0,2,7,0,0,1,0,0,0,12,21,3,7,3,2,2,0,0,,,0,0,3,1,0,3,8,0,0,0,ATALANTA,2007-08,3,16,1,7,,,2,9,0,0,,
0,3,2,1,0,0,0,0,0,0,LIVORNO,home,0,0,13,3,0,0,1,1,0,0,19,17,2,3,3,1,1,0,0,,,0,0,3,5,3,2,3,3,1,1,GENOA,2007-08,10,11,6,7,,,4,4,0,0,,
3,0,1,2,0,0,0,0,0,0,GENOA,away,0,0,3,13,0,0,1,1,0,0,17,19,3,2,3,1,1,0,0,,,0,0,5,3,2,3,3,3,1,1,LIVORNO,2007-08,11,10,7,6,,,4,4,0,0,,
1,2,1,0,0,0,0,0,0,0,CATANIA,home,0,0,8,9,0,0,0,0,0,0,8,23,3,2,3,2,0,0,0,,,0,0,19,16,12,9,5,5,0,0,INTER,2007-08,12,9,5,4,,,7,5,0,0,,
2,1,0,1,0,0,0,0,0,0,INTER,away,0,0,9,8,0,0,0,0,0,0,23,8,2,3,3,0,2,0,0,,,0,0,16,19,9,12,5,5,0,0,CATANIA,2007-08,9,12,4,5,,,5,7,0,0,,
1,1,0,1,0,0,0,0,0,0,UDINESE,home,0,0,7,7,0,0,0,0,0,0,14,18,3,5,3,0,1,0,0,,,2,1,12,8,7,11,0,3,0,0,JUVENTUS,2007-08,13,7,8,5,,,5,2,0,0,,
1,1,1,0,0,0,0,0,0,0,JUVENTUS,away,0,0,7,7,0,0,0,0,0,0,18,14,5,3,3,1,0,0,0,,,1,2,8,12,11,7,3,0,0,0,UDINESE,2007-08,7,13,5,8,,,2,5,0,0,,
1,3,3,0,0,0,0,0,0,0,SAMPDORIA,home,0,0,12,5,0,0,0,0,0,0,17,11,1,4,3,2,0,0,0,,,1,0,13,7,14,5,3,5,0,0,NAPOLI,2007-08,15,5,7,2,,,8,3,0,0,,
3,1,0,3,0,0,0,0,0,0,NAPOLI,away,0,0,5,12,0,0,0,0,0,0,11,17,4,1,3,0,2,0,0,,,0,1,7,13,5,14,5,3,0,0,SAMPDORIA,2007-08,5,15,2,7,,,3,8,0,0,,
2,2,2,2,0,0,0,0,0,0,TORINO,home,0,0,6,10,0,0,0,0,0,0,19,18,2,3,3,1,1,0,0,,,0,0,8,19,14,10,3,2,0,0,PALERMO,2007-08,6,15,3,11,,,3,4,0,0,,
2,2,2,2,0,0,0,0,0,0,PALERMO,away,0,0,10,6,0,0,0,0,0,0,18,19,3,2,3,1,1,0,0,,,0,0,19,8,10,14,2,3,0,0,TORINO,2007-08,15,6,11,3,,,4,3,0,0,,
3,2,2,4,0,0,0,0,0,0,ROMA,home,0,0,1,4,0,0,0,0,1,0,12,20,1,0,3,0,2,0,0,,,0,0,17,13,8,13,5,2,0,0,REGGINA,2007-08,4,20,2,13,,,2,7,0,0,,
2,3,4,2,0,0,0,0,0,0,REGGINA,away,0,0,4,1,0,0,0,0,0,1,20,12,0,1,3,2,0,0,0,,,0,0,13,17,13,8,2,5,0,0,ROMA,2007-08,20,4,13,2,,,7,2,0,0,,
2,2,2,1,0,0,0,0,0,0,CAGLIARI,home,0,0,4,5,0,0,0,0,0,0,20,25,8,1,3,1,1,0,0,,,0,1,12,10,11,9,2,3,1,0,PARMA,2007-08,9,8,5,4,,,4,4,0,0,,
2,2,1,2,0,0,0,0,0,0,PARMA,away,0,0,5,4,0,0,0,0,0,0,25,20,1,8,3,1,1,0,0,,,1,0,10,12,9,11,3,2,0,1,CAGLIARI,2007-08,8,9,4,5,,,4,4,0,0,,
1,0,3,1,0,0,0,0,0,0,REGGINA,home,0,0,3,5,0,0,0,0,0,0,14,22,0,4,4,2,0,0,0,0,0,0,2,19,18,25,19,1,10,0,0,UDINESE,2007-08,19,6,7,3,0,0,12,3,0,0,,
0,1,1,3,0,0,0,0,0,0,UDINESE,away,0,0,5,3,0,0,0,0,0,0,22,14,4,0,4,0,2,0,0,0,0,2,0,18,19,19,25,10,1,0,0,REGGINA,2007-08,6,19,3,7,0,0,3,12,0,0,,
1,6,3,2,5,3,6,7,10,10,PARMA,home,1,2,6,4,21,23,0,0,0,0,24,16,2,4,4,1,1,5,5,0,0,1,0,18,23,16,16,1,3,0,0,MILAN,2007-08,9,6,4,4,0,1,5,2,0,0,,
6,1,2,3,3,5,7,6,10,10,MILAN,away,2,1,4,6,23,21,0,0,0,0,16,24,4,2,4,1,1,5,5,0,0,0,1,23,18,16,16,3,1,0,0,PARMA,2007-08,6,9,4,4,1,0,2,5,0,0,,
5,2,6,3,0,0,0,0,0,0,LAZIO,home,0,0,3,7,0,0,0,0,0,0,16,23,3,9,4,2,1,0,0,0,0,0,0,3,3,4,2,3,3,0,0,ATALANTA,2007-08,9,12,4,8,0,0,5,4,0,0,,
2,5,3,6,0,0,0,0,0,0,ATALANTA,away,0,0,7,3,0,0,0,0,0,0,23,16,9,3,4,1,2,0,0,0,0,0,0,3,3,2,4,3,3,0,0,LAZIO,2007-08,12,9,8,4,0,0,4,5,0,0,,
2,1,0,2,0,0,0,0,0,0,PALERMO,home,0,0,5,3,0,0,0,0,0,0,28,12,1,2,4,0,1,0,0,0,0,0,0,9,8,6,6,4,7,0,0,CAGLIARI,2007-08,15,8,7,3,0,0,8,5,0,0,,
1,2,2,0,0,0,0,0,0,0,CAGLIARI,away,0,0,3,5,0,0,0,0,0,0,12,28,2,1,4,1,0,0,0,0,0,0,0,8,9,6,6,7,4,0,0,PALERMO,2007-08,8,15,3,7,0,0,5,8,0,0,,
4,2,0,0,0,0,0,0,0,0,FIORENTINA,home,0,0,5,4,0,0,0,0,1,0,25,17,2,1,4,0,1,0,0,0,0,0,0,23,23,18,16,5,6,0,0,CATANIA,2007-08,11,11,5,5,0,0,6,6,0,0,,
2,4,0,0,0,0,0,0,0,0,CATANIA,away,0,0,4,5,0,0,0,0,0,1,17,25,1,2,4,1,0,0,0,0,0,0,0,23,23,16,18,6,5,0,0,FIORENTINA,2007-08,11,11,5,5,0,0,6,6,0,0,,
4,2,4,1,0,0,0,0,0,0,NAPOLI,home,0,0,3,3,0,0,0,0,0,0,13,18,1,2,4,0,0,0,0,0,0,1,0,6,10,10,9,3,7,0,0,EMPOLI,2007-08,15,5,7,2,0,0,8,3,0,0,,
2,4,1,4,0,0,0,0,0,0,EMPOLI,away,0,0,3,3,0,0,0,0,0,0,18,13,2,1,4,0,0,0,0,0,0,0,1,10,6,9,10,7,3,0,0,NAPOLI,2007-08,5,15,2,7,0,0,3,8,0,0,,
4,2,2,0,0,0,0,0,0,0,INTER,home,0,0,5,2,0,0,0,0,0,1,13,10,0,2,4,2,2,0,0,0,0,0,1,0,3,3,0,6,6,1,1,LIVORNO,2007-08,12,12,4,3,0,0,8,9,0,0,,
2,4,0,2,0,0,0,0,0,0,LIVORNO,away,0,0,2,5,0,0,0,0,1,0,10,13,2,0,4,2,2,0,0,0,0,1,0,3,0,0,3,6,6,1,1,INTER,2007-08,12,12,3,4,0,0,9,8,0,0,,
2,3,4,1,0,0,0,0,0,0,JUVENTUS,home,0,0,6,4,0,0,0,0,0,0,22,20,11,2,4,2,2,0,0,0,0,0,0,13,8,8,11,1,5,0,1,ROMA,2007-08,11,5,4,2,0,0,7,3,0,0,,
3,2,1,4,0,0,0,0,0,0,ROMA,away,0,0,4,6,0,0,0,0,0,0,20,22,2,11,4,2,2,0,0,0,0,0,0,8,13,11,8,5,1,1,0,JUVENTUS,2007-08,5,11,2,4,0,0,3,7,0,0,,
3,2,2,0,0,0,0,0,0,0,SIENA,home,0,0,3,2,0,0,0,1,0,0,19,16,4,4,4,1,1,0,0,0,0,0,0,14,9,6,6,2,2,0,2,TORINO,2007-08,9,7,6,4,0,0,3,3,0,0,,
2,3,0,2,0,0,0,0,0,0,TORINO,away,0,0,2,3,0,0,1,0,0,0,16,19,4,4,4,1,1,0,0,0,0,0,0,9,14,6,6,2,2,2,0,SIENA,2007-08,7,9,4,6,0,0,3,3,0,0,,
4,3,0,0,4,4,0,1,10,4,GENOA,home,0,0,5,5,8,10,0,0,0,0,33,27,4,1,4,0,0,17,12,0,0,0,0,17,20,11,13,0,0,0,0,SAMPDORIA,2007-08,0,1,0,1,0,0,0,0,0,0,,
3,4,0,0,4,4,1,0,4,10,SAMPDORIA,away,0,0,5,5,10,8,0,0,0,0,27,33,1,4,4,0,0,12,17,0,0,0,0,20,17,13,11,0,0,0,0,GENOA,2007-08,1,0,1,0,0,0,0,0,0,0,,
2,3,2,3,,,,,,,EMPOLI,home,,,10,6,,,0,0,1,1,22,26,5,0,5,1,0,,,,,0,0,18,13,9,13,3,6,0,0,CATANIA,2007-08,9,8,2,5,,,7,3,0,0,,
3,2,3,2,,,,,,,CATANIA,away,,,6,10,,,0,0,1,1,26,22,0,5,5,0,1,,,,,0,0,13,18,13,9,6,3,0,0,EMPOLI,2007-08,8,9,5,2,,,3,7,0,0,,
2,2,2,3,,,,,,,ROMA,home,,,10,4,,,1,0,0,0,16,19,0,4,5,2,2,,,,,0,0,8,7,5,6,7,6,1,0,FIORENTINA,2007-08,21,13,13,4,,,8,9,0,0,,
2,2,3,2,,,,,,,FIORENTINA,away,,,4,10,,,0,1,0,0,19,16,4,0,5,2,2,,,,,0,0,7,8,6,5,6,7,0,1,ROMA,2007-08,13,21,4,13,,,9,8,0,0,,
3,5,2,1,,,,,,,UDINESE,home,,,5,4,,,0,0,1,0,21,8,3,4,5,3,2,,,,,2,0,11,13,11,9,3,2,1,0,GENOA,2007-08,12,7,5,2,,,7,5,0,0,,
5,3,1,2,,,,,,,GENOA,away,,,4,5,,,0,0,0,1,8,21,4,3,5,2,3,,,,,0,2,13,11,9,11,2,3,0,1,UDINESE,2007-08,7,12,2,5,,,5,7,0,0,,
1,1,3,0,,,,,,,SAMPDORIA,home,,,5,4,,,0,0,0,0,13,16,2,1,5,3,0,,,,,0,0,18,25,14,11,1,3,0,0,INTER,2007-08,11,8,5,7,,,6,1,0,0,,
1,1,0,3,,,,,,,INTER,away,,,4,5,,,0,0,0,0,16,13,1,2,5,0,3,,,,,0,0,25,18,11,14,3,1,0,0,SAMPDORIA,2007-08,8,11,7,5,,,1,6,0,0,,
1,3,4,0,,,,,,,REGGINA,home,,,11,3,,,0,0,0,0,11,17,6,3,5,4,0,,,,,0,0,9,6,6,9,2,6,0,0,JUVENTUS,2007-08,16,5,6,3,,,10,2,0,0,,
3,1,0,4,,,,,,,JUVENTUS,away,,,3,11,,,0,0,0,0,17,11,3,6,5,0,4,,,,,0,0,6,9,9,6,6,2,0,0,REGGINA,2007-08,5,16,3,6,,,2,10,0,0,,
2,3,3,2,,,,,,,CAGLIARI,home,,,7,4,,,0,0,0,0,10,16,4,5,5,3,1,,,,,0,0,18,18,15,10,1,4,0,0,LAZIO,2007-08,12,7,5,5,,,7,2,0,0,,
3,2,2,3,,,,,,,LAZIO,away,,,4,7,,,0,0,0,0,16,10,5,4,5,1,3,,,,,0,0,18,18,10,15,4,1,0,0,CAGLIARI,2007-08,7,12,5,5,,,2,7,0,0,,
2,1,1,0,,,,,,,LIVORNO,home,,,12,2,,,0,0,0,0,11,11,0,3,5,1,0,,,,,2,0,10,8,6,7,1,7,0,0,NAPOLI,2007-08,17,4,7,3,,,10,1,0,0,,
1,2,0,1,,,,,,,NAPOLI,away,,,2,12,,,0,0,0,0,11,11,3,0,5,0,1,,,,,0,2,8,10,7,6,7,1,0,0,LIVORNO,2007-08,4,17,3,7,,,1,10,0,0,,
2,1,1,2,,,,,,,MILAN,home,,,4,11,,,0,0,0,0,14,12,0,4,5,2,1,,,,,0,2,24,25,20,22,5,4,0,0,PALERMO,2007-08,11,11,5,3,,,6,8,0,0,,
1,2,2,1,,,,,,,PALERMO,away,,,11,4,,,0,0,0,0,12,14,4,0,5,1,2,,,,,2,0,25,24,22,20,4,5,0,0,MILAN,2007-08,11,11,3,5,,,8,6,0,0,,
3,3,6,4,,,,,,,TORINO,home,,,6,2,,,0,0,0,0,21,20,5,1,5,2,0,,,,,0,0,8,10,9,7,1,5,0,0,PARMA,2007-08,15,8,8,7,,,7,1,0,0,,
3,3,4,6,,,,,,,PARMA,away,,,2,6,,,0,0,0,0,20,21,1,5,5,0,2,,,,,0,0,10,8,7,9,5,1,0,0,TORINO,2007-08,8,15,7,8,,,1,7,0,0,,
1,6,1,1,,,,,,,ATALANTA,home,,,3,4,,,0,0,0,0,15,19,8,1,5,1,1,,,,,1,0,3,4,2,1,3,2,0,1,SIENA,2007-08,7,6,3,2,,,4,4,0,0,,
6,1,1,1,,,,,,,SIENA,away,,,4,3,,,0,0,0,0,19,15,1,8,5,1,1,,,,,0,1,4,3,1,2,2,3,1,0,ATALANTA,2007-08,6,7,2,3,,,4,4,0,0,,
1,1,1,2,5,4,4,4,4,12,INTER,home,2,1,6,3,6,10,0,0,1,0,18,10,1,4,6,1,4,4,4,0,0,0,1,25,14,11,16,5,2,0,1,ROMA,2007-08,5,8,2,0,,,3,8,0,0,,
1,1,2,1,4,5,4,4,12,4,ROMA,away,1,2,3,6,10,6,0,0,0,1,10,18,4,1,6,4,1,4,4,0,0,1,0,14,25,16,11,2,5,1,0,INTER,2007-08,8,5,0,2,,,8,3,0,0,,
4,3,1,2,0,0,0,0,0,0,FIORENTINA,home,0,0,4,7,0,0,0,0,1,0,19,14,4,1,6,0,3,0,0,0,0,0,2,7,0,0,5,3,0,0,0,LIVORNO,2007-08,2,12,2,4,,,0,8,0,0,,
3,4,2,1,0,0,0,0,0,0,LIVORNO,away,0,0,7,4,0,0,0,0,0,1,14,19,1,4,6,3,0,0,0,0,0,2,0,0,7,5,0,0,3,0,0,FIORENTINA,2007-08,12,2,4,2,,,8,0,0,0,,
2,2,1,1,0,0,0,0,0,0,SIENA,home,0,0,1,1,0,0,0,0,0,0,26,12,0,3,6,1,0,0,0,0,0,0,0,6,11,7,5,2,2,1,0,CAGLIARI,2007-08,9,9,6,7,,,3,2,0,0,,
2,2,1,1,0,0,0,0,0,0,CAGLIARI,away,0,0,1,1,0,0,0,0,0,0,12,26,3,0,6,0,1,0,0,0,0,0,0,11,6,5,7,2,2,0,1,SIENA,2007-08,9,9,7,6,,,2,3,0,0,,
3,3,4,0,0,0,0,0,0,0,PALERMO,home,0,0,11,2,0,0,0,1,0,0,15,16,1,1,6,3,1,0,0,0,0,1,0,2,5,1,1,1,6,1,0,EMPOLI,2007-08,14,3,4,1,,,10,2,0,0,,
3,3,0,4,0,0,0,0,0,0,EMPOLI,away,0,0,2,11,0,0,1,0,0,0,16,15,1,1,6,1,3,0,0,0,0,0,1,5,2,1,1,6,1,0,1,PALERMO,2007-08,3,14,1,4,,,2,10,0,0,,
