Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Avversaria,Campo,Corner,Corner avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
1,2,3,0,SIENA,home,10,2,,,,,5,17,3,9,16,2,0,0,0,12,9,7,4,3,4,1,0,MILAN,2011-12,14,6,8,3,6,3,0,0
2,1,0,3,MILAN,away,2,10,,,,,17,5,9,3,16,0,2,0,0,9,12,4,7,4,3,0,1,SIENA,2011-12,6,14,3,8,3,6,0,0
3,5,0,0,PALERMO,home,4,2,,,,,18,20,2,2,16,2,0,0,0,24,36,17,27,2,5,1,0,CATANIA,2011-12,13,6,6,4,7,2,0,0
5,3,0,0,CATANIA,away,2,4,,,,,20,18,2,2,16,0,2,0,0,36,24,27,17,5,2,0,1,PALERMO,2011-12,6,13,4,6,2,7,0,0
2,0,1,3,INTER,home,5,9,,,,,4,11,2,1,16,0,1,0,0,2,5,5,4,2,6,0,0,CESENA,2011-12,11,8,5,5,6,3,0,0
0,2,3,1,CESENA,away,9,5,,,,,11,4,1,2,16,1,0,0,0,5,2,4,5,6,2,0,0,INTER,2011-12,8,11,5,5,3,6,0,0
3,3,1,2,BOLOGNA,home,1,2,,,,,16,14,1,7,16,2,1,0,1,19,10,8,19,4,5,0,0,GENOA,2011-12,12,14,5,8,7,6,0,0
3,3,2,1,GENOA,away,2,1,,,,,14,16,7,1,16,1,2,1,0,10,19,19,8,5,4,0,0,BOLOGNA,2011-12,14,12,8,5,6,7,0,0
1,2,5,2,NOVARA,home,11,2,,,,,20,8,1,0,16,2,0,1,0,11,12,7,7,3,11,0,0,JUVENTUS,2011-12,23,8,9,5,14,3,0,0
2,1,2,5,JUVENTUS,away,2,11,,,,,8,20,0,1,16,0,2,0,1,12,11,7,7,11,3,0,0,NOVARA,2011-12,8,23,5,9,3,14,0,0
4,3,2,1,LECCE,home,4,2,,,,,21,12,0,1,16,3,3,0,0,11,14,5,8,1,1,1,0,PARMA,2011-12,7,8,3,4,4,4,0,0
3,4,1,2,PARMA,away,2,4,,,,,12,21,1,0,16,3,3,0,0,14,11,8,5,1,1,0,1,LECCE,2011-12,8,7,4,3,4,4,0,0
2,2,3,2,UDINESE,home,5,2,,,,,10,15,1,5,16,2,2,0,0,13,6,8,8,1,5,0,0,LAZIO,2011-12,10,4,3,1,7,3,0,0
2,2,2,3,LAZIO,away,2,5,,,,,15,10,5,1,16,2,2,0,0,6,13,8,8,5,1,0,0,UDINESE,2011-12,4,10,1,3,3,7,0,0
0,2,1,1,ROMA,home,11,2,,,,,13,7,9,4,16,1,3,1,1,8,4,8,10,3,6,0,0,NAPOLI,2011-12,14,13,6,7,8,6,0,0
2,0,1,1,NAPOLI,away,2,11,,,,,7,13,4,9,16,3,1,1,1,4,8,10,8,6,3,0,0,ROMA,2011-12,13,14,7,6,6,8,0,0
3,1,1,2,LAZIO,home,1,7,0,0,0,1,10,12,3,1,17,4,0,0,0,5,1,4,5,3,3,2,0,SIENA,2011-12,14,8,7,5,7,3,0,0
1,3,2,1,SIENA,away,7,1,0,0,1,0,12,10,1,3,17,0,4,0,0,1,5,5,4,3,3,0,2,LAZIO,2011-12,8,14,5,7,3,7,0,0
1,1,3,1,PARMA,home,4,5,0,0,0,0,12,10,2,3,17,5,0,0,0,19,18,24,17,2,2,0,0,INTER,2011-12,10,10,3,8,7,2,0,0
1,1,1,3,INTER,away,5,4,0,0,0,0,10,12,3,2,17,0,5,0,0,18,19,17,24,2,2,0,0,PARMA,2011-12,10,10,8,3,2,7,0,0
1,1,0,1,CESENA,home,10,2,0,1,0,0,12,11,4,0,17,4,1,1,1,11,11,16,11,1,4,0,0,UDINESE,2011-12,22,9,13,6,9,3,0,0
1,1,1,0,UDINESE,away,2,10,1,0,0,0,11,12,0,4,17,1,4,1,1,11,11,11,16,4,1,0,0,CESENA,2011-12,9,22,6,13,3,9,0,0
4,2,0,1,MILAN,home,6,6,0,0,0,0,20,17,0,2,17,0,2,1,1,16,16,15,22,3,2,0,1,ATALANTA,2011-12,6,9,3,3,3,6,0,0
2,4,1,0,ATALANTA,away,6,6,0,0,0,0,17,20,2,0,17,2,0,1,1,16,16,22,15,2,3,1,0,MILAN,2011-12,9,6,3,3,6,3,0,0
3,4,2,0,CATANIA,home,2,1,0,1,0,0,25,9,2,0,17,2,0,0,0,14,9,7,8,2,3,0,0,BOLOGNA,2011-12,10,6,5,4,5,2,0,0
4,3,0,2,BOLOGNA,away,1,2,1,0,0,0,9,25,0,2,17,0,2,0,0,9,14,8,7,3,2,0,0,CATANIA,2011-12,6,10,4,5,2,5,0,0
2,3,4,1,GENOA,home,7,1,0,0,0,1,14,17,1,1,17,3,0,1,0,11,12,10,6,2,6,1,0,CAGLIARI,2011-12,18,7,9,5,9,2,0,0
3,2,1,4,CAGLIARI,away,1,7,0,0,1,0,17,14,1,1,17,0,3,0,1,12,11,6,10,6,2,0,1,GENOA,2011-12,7,18,5,9,2,9,0,0
3,2,1,5,JUVENTUS,home,2,7,0,0,0,0,15,18,2,4,17,0,1,0,0,28,17,12,19,7,3,0,0,LECCE,2011-12,9,15,6,7,3,8,0,0
2,3,5,1,LECCE,away,7,2,0,0,0,0,18,15,4,2,17,1,0,0,0,17,28,19,12,3,7,0,0,JUVENTUS,2011-12,15,9,7,6,8,3,0,0
1,2,0,1,FIORENTINA,home,12,1,0,0,0,0,14,19,5,1,17,0,3,0,0,7,13,6,3,1,0,0,1,NOVARA,2011-12,7,12,7,8,0,4,0,0
2,1,1,0,NOVARA,away,1,12,0,0,0,0,19,14,1,5,17,3,0,0,0,13,7,3,6,0,1,1,0,FIORENTINA,2011-12,12,7,8,7,4,0,0,0
3,2,2,2,CHIEVOVERONA,home,8,5,0,0,0,0,16,17,4,3,17,2,0,0,0,14,9,10,10,2,6,2,0,ROMA,2011-12,12,7,4,5,8,2,0,0
2,3,2,2,ROMA,away,5,8,0,0,0,0,17,16,3,4,17,0,2,0,0,9,14,10,10,6,2,0,2,CHIEVOVERONA,2011-12,7,12,5,4,2,8,0,0
0,0,6,2,NAPOLI,home,4,3,0,0,0,0,10,5,2,2,17,1,3,0,1,20,23,27,9,4,2,0,0,PALERMO,2011-12,8,13,5,5,3,8,0,0
0,0,2,6,PALERMO,away,3,4,0,0,0,0,5,10,2,2,17,3,1,1,0,23,20,9,27,2,4,0,0,NAPOLI,2011-12,13,8,5,5,8,3,0,0
2,1,2,0,ATALANTA,home,5,3,0,1,0,0,16,22,1,2,18,2,0,0,0,15,16,13,9,1,2,1,0,LAZIO,2011-12,6,1,2,0,4,1,0,0
1,2,0,2,LAZIO,away,3,5,1,0,0,0,22,16,2,1,18,0,2,0,0,16,15,9,13,2,1,0,1,ATALANTA,2011-12,1,6,0,2,1,4,0,0
2,4,6,4,NOVARA,home,7,7,0,0,0,0,18,18,1,6,18,3,1,0,0,11,13,7,7,5,6,2,0,CESENA,2011-12,17,11,9,5,8,6,0,0
4,2,4,6,CESENA,away,7,7,0,0,0,0,18,18,6,1,18,1,3,0,0,13,11,7,7,6,5,0,2,NOVARA,2011-12,11,17,5,9,6,8,0,0
2,2,0,0,PALERMO,home,4,6,0,0,0,0,20,17,3,1,18,1,0,0,0,9,5,8,4,1,2,0,0,CHIEVOVERONA,2011-12,9,4,6,3,3,1,0,0
2,2,0,0,CHIEVOVERONA,away,6,4,0,0,0,0,17,20,1,3,18,0,1,0,0,5,9,4,8,2,1,0,0,PALERMO,2011-12,4,9,3,6,1,3,0,0
3,2,1,1,LECCE,home,3,5,0,0,0,0,17,7,3,5,18,0,1,0,0,4,3,3,5,2,6,0,1,FIORENTINA,2011-12,14,3,8,0,6,3,0,0
2,3,1,1,FIORENTINA,away,5,3,0,0,0,0,7,17,5,3,18,1,0,0,0,3,4,5,3,6,2,1,0,LECCE,2011-12,3,14,0,8,3,6,0,0
1,2,2,1,UDINESE,home,5,3,0,0,1,0,11,11,2,8,18,3,2,0,0,14,12,12,9,7,9,0,1,GENOA,2011-12,16,13,4,4,12,9,0,0
2,1,1,2,GENOA,away,3,5,0,0,0,1,11,11,8,2,18,2,3,0,0,12,14,9,12,9,7,1,0,UDINESE,2011-12,13,16,4,4,9,12,0,0
2,2,2,0,CAGLIARI,home,7,4,0,0,0,0,15,10,2,1,18,1,1,0,0,7,6,5,6,0,1,0,0,JUVENTUS,2011-12,9,3,5,2,4,1,0,0
2,2,0,2,JUVENTUS,away,4,7,0,0,0,0,10,15,1,2,18,1,1,0,0,6,7,6,5,1,0,0,0,CAGLIARI,2011-12,3,9,2,5,1,4,0,0
3,2,2,0,SIENA,home,1,5,0,0,0,0,10,12,0,4,18,3,1,0,0,13,11,9,7,3,2,0,0,PARMA,2011-12,7,7,2,3,5,4,0,0
2,3,0,2,PARMA,away,5,1,0,0,0,0,12,10,4,0,18,1,3,0,0,11,13,7,9,2,3,0,0,SIENA,2011-12,7,7,3,2,4,5,0,0
3,1,0,0,INTER,home,10,2,0,0,0,0,9,16,2,1,18,0,1,1,0,19,12,17,21,4,4,0,0,MILAN,2011-12,12,9,7,4,5,5,0,0
1,3,0,0,MILAN,away,2,10,0,0,0,0,16,9,1,2,18,1,0,0,1,12,19,21,17,4,4,0,0,INTER,2011-12,9,12,4,7,5,5,0,0
1,4,0,1,BOLOGNA,home,9,1,0,0,0,0,11,11,2,4,18,1,1,0,0,18,6,5,13,3,5,1,0,NAPOLI,2011-12,9,6,3,2,6,4,0,0
4,1,1,0,NAPOLI,away,1,9,0,0,0,0,11,11,4,2,18,1,1,0,0,6,18,13,5,5,3,0,1,BOLOGNA,2011-12,6,9,2,3,4,6,0,0
5,4,0,0,ROMA,home,4,3,0,0,0,0,9,8,3,1,18,1,1,0,0,22,28,15,15,2,3,0,0,CATANIA,2011-12,11,3,7,0,4,3,0,0
4,5,0,0,CATANIA,away,3,4,0,0,0,0,8,9,1,3,18,1,1,0,0,28,22,15,15,3,2,0,0,ROMA,2011-12,3,11,0,7,3,4,0,0
0,1,4,1,CESENA,home,9,3,,,,,5,8,7,3,19,5,1,0,0,9,8,10,3,3,5,0,0,ROMA,2011-12,13,4,3,0,10,4,0,0
1,0,1,4,ROMA,away,3,9,,,,,8,5,3,7,19,1,5,0,0,8,9,3,10,5,3,0,0,CESENA,2011-12,4,13,0,3,4,10,0,0
2,1,0,2,JUVENTUS,home,6,7,,,,,9,13,2,1,19,0,2,0,2,18,26,27,14,5,6,0,0,ATALANTA,2011-12,8,19,2,9,6,10,0,0
1,2,2,0,ATALANTA,away,7,6,,,,,13,9,1,2,19,2,0,2,0,26,18,14,27,6,5,0,0,JUVENTUS,2011-12,19,8,9,2,10,6,0,0
1,4,3,1,PARMA,home,5,4,,,,,23,11,3,0,19,0,0,0,0,18,17,13,14,4,2,0,0,BOLOGNA,2011-12,9,7,7,3,2,4,0,0
4,1,1,3,BOLOGNA,away,4,5,,,,,11,23,0,3,19,0,0,0,0,17,18,14,13,2,4,0,0,PARMA,2011-12,7,9,3,7,4,2,0,0
3,5,2,0,FIORENTINA,home,5,2,,,,,16,15,2,1,19,0,0,0,0,10,14,9,5,3,3,0,0,CAGLIARI,2011-12,9,5,6,2,3,3,0,0
5,3,0,2,CAGLIARI,away,2,5,,,,,15,16,1,2,19,0,0,0,0,14,10,5,9,3,3,0,0,FIORENTINA,2011-12,5,9,2,6,3,3,0,0
3,2,4,1,CHIEVOVERONA,home,6,3,,,,,18,13,2,5,19,2,2,1,0,35,18,13,23,2,5,0,0,LECCE,2011-12,14,8,6,4,8,4,0,0
2,3,1,4,LECCE,away,3,6,,,,,13,18,5,2,19,2,2,0,1,18,35,23,13,5,2,0,0,CHIEVOVERONA,2011-12,8,14,4,6,4,8,0,0
4,1,0,4,MILAN,home,6,5,,,,,12,11,5,4,19,0,3,0,0,13,10,8,13,6,2,0,0,NOVARA,2011-12,7,17,5,8,2,9,0,0
1,4,4,0,NOVARA,away,5,6,,,,,11,12,4,5,19,3,0,0,0,10,13,13,8,2,6,0,0,MILAN,2011-12,17,7,8,5,9,2,0,0
2,2,4,1,GENOA,home,9,6,,,,,19,12,5,7,19,5,3,1,0,35,17,19,21,2,5,0,1,PALERMO,2011-12,17,10,6,5,11,5,0,0
2,2,1,4,PALERMO,away,6,9,,,,,12,19,7,5,19,3,5,0,1,17,35,21,19,5,2,1,0,GENOA,2011-12,10,17,5,6,5,11,0,0
4,2,1,2,NAPOLI,home,6,10,,,,,11,18,4,1,19,1,1,1,0,4,4,5,1,6,0,0,1,SIENA,2011-12,5,12,3,4,2,8,0,0
2,4,2,1,SIENA,away,10,6,,,,,18,11,1,4,19,1,1,0,1,4,4,1,5,0,6,1,0,NAPOLI,2011-12,12,5,4,3,8,2,0,0
1,2,0,1,CATANIA,home,1,5,,,,,10,18,4,2,19,2,1,0,0,13,13,16,12,4,5,0,1,UDINESE,2011-12,12,11,5,6,7,5,0,0
2,1,1,0,UDINESE,away,5,1,,,,,18,10,2,4,19,1,2,0,0,13,13,12,16,5,4,1,0,CATANIA,2011-12,11,12,6,5,5,7,0,0
0,1,2,2,LAZIO,home,5,5,,,,,16,14,4,4,19,2,1,0,1,16,9,8,16,1,2,0,0,INTER,2011-12,8,7,4,4,4,3,0,0
1,0,2,2,INTER,away,5,5,,,,,14,16,4,4,19,1,2,1,0,9,16,16,8,2,1,0,0,LAZIO,2011-12,7,8,4,4,3,4,0,0
1,1,2,1,PARMA,home,6,2,0,0,0,0,14,9,1,4,20,1,1,0,1,38,29,21,15,1,4,0,0,CATANIA,2011-12,10,7,5,4,5,3,0,0
1,1,1,2,CATANIA,away,2,6,0,0,0,0,9,14,4,1,20,1,1,1,0,29,38,15,21,4,1,0,0,PARMA,2011-12,7,10,4,5,3,5,0,0
2,5,1,1,UDINESE,home,4,6,0,0,0,0,20,7,2,1,20,2,1,0,0,17,20,24,20,2,5,0,0,JUVENTUS,2011-12,14,5,7,2,7,3,0,0
5,2,1,1,JUVENTUS,away,6,4,0,0,0,0,7,20,1,2,20,1,2,0,0,20,17,20,24,5,2,0,0,UDINESE,2011-12,5,14,2,7,3,7,0,0
1,2,3,1,SIENA,home,3,2,0,0,0,0,16,14,3,4,20,2,1,0,0,4,4,9,6,2,6,0,1,FIORENTINA,2011-12,11,3,3,0,8,3,0,0
2,1,1,3,FIORENTINA,away,2,3,0,0,0,0,14,16,4,3,20,1,2,0,0,4,4,6,9,6,2,1,0,SIENA,2011-12,3,11,0,3,3,8,0,0
3,3,0,2,ATALANTA,home,11,11,0,1,0,0,14,22,1,7,20,0,1,0,0,14,12,6,11,5,5,0,0,CESENA,2011-12,8,10,3,5,5,5,0,0
3,3,2,0,CESENA,away,11,11,1,0,0,0,22,14,7,1,20,1,0,0,0,12,14,11,6,5,5,0,0,ATALANTA,2011-12,10,8,5,3,5,5,0,0
0,4,0,1,LAZIO,home,6,3,0,0,0,0,22,11,3,2,20,0,3,0,1,8,8,10,10,4,4,0,0,CHIEVOVERONA,2011-12,10,13,6,5,4,8,0,0
4,0,1,0,CHIEVOVERONA,away,3,6,0,0,0,0,11,22,2,3,20,3,0,1,0,8,8,10,10,4,4,0,0,LAZIO,2011-12,13,10,5,6,8,4,0,0
4,3,2,2,NAPOLI,home,5,6,0,0,0,0,17,13,2,1,20,3,2,0,0,12,17,17,13,3,1,0,0,GENOA,2011-12,9,8,5,3,4,5,0,0
3,4,2,2,GENOA,away,6,5,0,0,0,0,13,17,1,2,20,2,3,0,0,17,12,13,17,1,3,0,0,NAPOLI,2011-12,8,9,3,5,5,4,0,0
3,0,0,2,INTER,home,5,7,0,0,0,0,5,14,4,6,20,1,0,0,1,29,24,15,16,8,2,0,0,LECCE,2011-12,5,15,2,6,3,9,0,0
0,3,2,0,LECCE,away,7,5,0,0,0,0,14,5,6,4,20,0,1,1,0,24,29,16,15,2,8,0,0,INTER,2011-12,15,5,6,2,9,3,0,0
4,1,2,0,NOVARA,home,2,9,0,0,0,0,11,16,3,7,20,2,0,1,0,44,36,31,27,2,5,0,0,PALERMO,2011-12,11,6,3,4,8,2,0,0
1,4,0,2,PALERMO,away,9,2,0,0,0,0,16,11,7,3,20,0,2,0,1,36,44,27,31,5,2,0,0,NOVARA,2011-12,6,11,4,3,2,8,0,0
1,2,2,0,BOLOGNA,home,7,3,0,0,0,0,11,10,0,3,20,1,1,0,0,8,8,11,6,3,6,0,0,ROMA,2011-12,15,6,8,2,7,4,0,0
2,1,0,2,ROMA,away,3,7,0,0,0,0,10,11,3,0,20,1,1,0,0,8,8,6,11,6,3,0,0,BOLOGNA,2011-12,6,15,2,8,4,7,0,0
2,0,3,0,CAGLIARI,home,4,6,0,0,0,0,15,11,5,2,20,3,0,0,0,5,5,6,4,1,4,0,0,MILAN,2011-12,11,5,4,4,7,1,0,0
0,2,0,3,MILAN,away,6,4,0,0,0,0,11,15,2,5,20,0,3,0,0,5,5,4,6,4,1,0,0,CAGLIARI,2011-12,5,11,4,4,1,7,0,0
3,3,3,3,ROMA,home,4,7,,,0,0,11,6,8,2,21,4,2,0,0,9,12,8,4,4,1,0,0,CAGLIARI,2011-12,10,12,5,6,5,6,0,0
3,3,3,3,CAGLIARI,away,7,4,,,0,0,6,11,2,8,21,2,4,0,0,12,9,4,8,1,4,0,0,ROMA,2011-12,12,10,6,5,6,5,0,0
1,1,2,4,PALERMO,home,4,6,,,0,0,16,5,5,4,21,4,4,0,0,23,15,24,19,1,0,1,0,INTER,2011-12,9,6,5,1,4,5,0,0
1,1,4,2,INTER,away,6,4,,,0,0,5,16,4,5,21,4,4,0,0,15,23,19,24,0,1,0,1,PALERMO,2011-12,6,9,1,5,5,4,0,0
2,1,1,2,MILAN,home,6,9,,,0,0,9,8,4,5,21,2,0,0,0,2,4,12,7,1,1,0,0,LAZIO,2011-12,6,5,3,4,3,1,0,0
1,2,2,1,LAZIO,away,9,6,,,0,0,8,9,5,4,21,0,2,0,0,4,2,7,12,1,1,0,0,MILAN,2011-12,5,6,4,3,1,3,0,0
5,4,0,0,CESENA,home,9,2,,,0,0,16,12,4,2,21,0,0,1,0,8,4,5,5,2,10,0,0,NAPOLI,2011-12,15,6,4,4,11,2,0,0
4,5,0,0,NAPOLI,away,2,9,,,0,0,12,16,2,4,21,0,0,0,1,4,8,5,5,10,2,0,0,CESENA,2011-12,6,15,4,4,2,11,0,0
2,1,1,0,LECCE,home,3,3,,,0,0,15,13,4,2,21,2,1,0,0,14,12,15,15,4,4,0,0,UDINESE,2011-12,9,13,3,8,6,5,0,0
1,2,0,1,UDINESE,away,3,3,,,0,0,13,15,2,4,21,1,2,0,0,12,14,15,15,4,4,0,0,LECCE,2011-12,13,9,8,3,5,6,0,0
2,2,1,1,CHIEVOVERONA,home,2,3,,,0,0,21,11,0,3,21,1,2,0,0,13,10,4,7,3,3,0,0,NOVARA,2011-12,9,10,5,5,4,5,0,0
2,2,1,1,NOVARA,away,3,2,,,0,0,11,21,3,0,21,2,1,0,0,10,13,7,4,3,3,0,0,CHIEVOVERONA,2011-12,10,9,5,5,5,4,0,0
2,1,3,0,GENOA,home,5,7,,,0,0,20,14,1,1,21,1,0,1,1,7,8,9,10,1,3,0,0,ATALANTA,2011-12,8,6,4,4,4,2,0,0
1,2,0,3,ATALANTA,away,7,5,,,0,0,14,20,1,1,21,0,1,1,1,8,7,10,9,3,1,0,0,GENOA,2011-12,6,8,4,4,2,4,0,0
1,3,0,5,JUVENTUS,home,4,7,,,0,0,10,16,2,0,21,0,0,0,1,16,21,11,9,5,1,0,0,PARMA,2011-12,4,15,3,9,1,6,0,0
3,1,5,0,PARMA,away,7,4,,,0,0,16,10,0,2,21,0,0,1,0,21,16,9,11,1,5,0,0,JUVENTUS,2011-12,15,4,9,3,6,1,0,0
1,3,2,2,FIORENTINA,home,5,7,,,0,1,17,15,5,2,21,2,0,0,0,9,10,9,4,3,3,0,0,BOLOGNA,2011-12,10,7,5,4,5,3,0,0
3,1,2,2,BOLOGNA,away,7,5,,,1,0,15,17,2,5,21,0,2,0,0,10,9,4,9,3,3,0,0,FIORENTINA,2011-12,7,10,4,5,3,5,0,0
2,2,1,2,CATANIA,home,10,1,,,0,0,12,15,3,1,21,0,1,0,0,7,3,3,4,1,6,0,1,SIENA,2011-12,10,8,4,6,6,2,0,0
2,2,2,1,SIENA,away,1,10,,,0,0,15,12,1,3,21,1,0,0,0,3,7,4,3,6,1,1,0,CATANIA,2011-12,8,10,6,4,2,6,0,0
3,2,4,0,INTER,home,4,3,0,0,0,0,12,17,1,0,22,4,0,0,0,9,9,20,8,2,2,0,0,ROMA,2011-12,8,3,2,1,6,2,0,0
2,3,0,4,ROMA,away,3,4,0,0,0,0,17,12,0,1,22,0,4,0,0,9,9,8,20,2,2,0,0,INTER,2011-12,3,8,1,2,2,6,0,0
4,2,3,0,LAZIO,home,3,11,0,0,0,1,13,13,5,1,22,3,2,0,0,11,12,9,7,5,3,0,1,GENOA,2011-12,9,15,3,8,6,7,0,0
2,4,0,3,GENOA,away,11,3,0,0,1,0,13,13,1,5,22,2,3,0,0,12,11,7,9,3,5,1,0,LAZIO,2011-12,15,9,8,3,7,6,0,0
0,2,2,2,PARMA,home,10,3,0,0,0,0,20,14,2,3,22,1,2,0,0,3,1,5,5,4,6,0,0,CHIEVOVERONA,2011-12,10,7,3,2,7,5,0,0
2,0,2,2,CHIEVOVERONA,away,3,10,0,0,0,0,14,20,3,2,22,2,1,0,0,1,3,5,5,6,4,0,0,PARMA,2011-12,7,10,2,3,5,7,0,0
2,1,2,3,UDINESE,home,3,5,0,0,0,0,14,15,0,7,22,3,2,0,0,2,2,2,4,4,3,2,0,FIORENTINA,2011-12,11,9,5,3,6,6,0,0
1,2,3,2,FIORENTINA,away,5,3,0,0,0,0,15,14,7,0,22,2,3,0,0,2,2,4,2,3,4,0,2,UDINESE,2011-12,9,11,3,5,6,6,0,0
3,2,0,0,SIENA,home,9,3,0,0,0,0,12,8,2,3,22,0,0,0,0,21,10,8,13,2,8,0,0,JUVENTUS,2011-12,15,7,7,5,8,2,0,0
2,3,0,0,JUVENTUS,away,3,9,0,0,0,0,8,12,3,2,22,0,0,0,0,10,21,13,8,8,2,0,0,SIENA,2011-12,7,15,5,7,2,8,0,0
3,5,2,0,BOLOGNA,home,6,4,1,0,0,0,18,21,5,2,22,0,0,0,0,26,28,23,17,2,3,0,0,LECCE,2011-12,7,6,4,4,3,2,0,0
5,3,0,2,LECCE,away,4,6,0,1,0,0,21,18,2,5,22,0,0,0,0,28,26,17,23,3,2,0,0,BOLOGNA,2011-12,6,7,4,4,2,3,0,0
4,3,0,1,NAPOLI,home,12,8,0,0,1,0,9,15,2,3,22,0,0,0,0,22,25,15,15,1,5,0,0,MILAN,2011-12,12,8,7,7,5,1,0,0
3,4,1,0,MILAN,away,8,12,0,0,0,1,15,9,3,2,22,0,0,0,0,25,22,15,15,5,1,0,0,NAPOLI,2011-12,8,12,7,7,1,5,0,0
2,0,2,0,CAGLIARI,home,4,5,0,0,0,0,17,16,3,2,22,0,0,0,0,8,7,9,7,3,4,0,0,NOVARA,2011-12,7,12,3,9,4,3,0,0
0,2,0,2,NOVARA,away,5,4,0,0,0,0,16,17,2,3,22,0,0,0,0,7,8,7,9,4,3,0,0,CAGLIARI,2011-12,12,7,9,3,3,4,0,0
2,3,1,1,ATALANTA,home,6,1,0,0,0,1,12,24,2,6,22,2,1,2,0,31,28,25,18,1,8,1,0,PALERMO,2011-12,20,5,8,3,12,2,0,0
3,2,1,1,PALERMO,away,1,6,0,0,1,0,24,12,6,2,22,1,2,0,2,28,31,18,25,8,1,0,1,ATALANTA,2011-12,5,20,3,8,2,12,0,0
5,1,0,0,CATANIA,home,0,0,0,0,1,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,CESENA,2011-12,0,0,0,0,0,0,0,0
1,5,0,0,CESENA,away,0,0,0,0,1,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,CATANIA,2011-12,0,0,0,0,0,0,0,0
2,4,3,2,CESENA,home,6,0,0,0,1,0,16,8,6,3,23,3,2,0,0,5,8,5,5,2,2,0,1,LAZIO,2011-12,7,7,2,3,5,4,0,0
4,2,2,3,LAZIO,away,0,6,0,0,0,1,8,16,3,6,23,2,3,0,0,8,5,5,5,2,2,1,0,CESENA,2011-12,7,7,3,2,4,5,0,0
2,2,1,0,MILAN,home,11,3,0,0,0,0,15,20,5,0,23,1,2,0,0,13,15,14,14,3,8,0,0,UDINESE,2011-12,14,11,5,6,9,5,0,0
2,2,0,1,UDINESE,away,3,11,0,0,0,0,20,15,0,5,23,2,1,0,0,15,13,14,14,8,3,0,0,MILAN,2011-12,11,14,6,5,5,9,0,0
3,3,4,2,PALERMO,home,3,8,0,0,0,0,16,13,2,4,23,2,1,0,0,15,16,13,7,5,7,0,1,CAGLIARI,2011-12,16,10,7,4,9,6,0,0
3,3,2,4,CAGLIARI,away,8,3,0,0,0,0,13,16,4,2,23,1,2,0,0,16,15,7,13,7,5,1,0,PALERMO,2011-12,10,16,4,7,6,9,0,0
2,2,1,0,LECCE,home,6,3,0,0,0,0,18,8,7,2,23,0,0,2,0,10,16,9,5,1,3,0,0,ATALANTA,2011-12,9,6,4,5,5,1,0,0
2,2,0,1,ATALANTA,away,3,6,0,0,0,0,8,18,2,7,23,0,0,0,2,16,10,5,9,3,1,0,0,LECCE,2011-12,6,9,5,4,1,5,0,0
0,5,2,0,GENOA,home,3,5,0,0,0,0,9,14,0,0,23,4,0,0,0,23,30,24,12,3,3,1,0,CATANIA,2011-12,12,9,5,6,7,3,0,0
5,0,0,2,CATANIA,away,5,3,0,0,0,0,14,9,0,0,23,0,4,0,0,30,23,12,24,3,3,0,1,GENOA,2011-12,9,12,6,5,3,7,0,0
0,2,3,0,NOVARA,home,8,7,0,1,0,0,20,8,1,3,23,0,1,1,0,2,2,3,2,3,8,0,0,INTER,2011-12,20,5,13,1,7,4,0,0
2,0,0,3,INTER,away,7,8,1,0,0,0,8,20,3,1,23,1,0,0,1,2,2,2,3,8,3,0,0,NOVARA,2011-12,5,20,1,13,4,7,0,0
3,3,0,0,CHIEVOVERONA,home,9,4,0,0,0,0,17,6,1,2,23,2,0,0,0,19,5,6,5,3,4,1,0,NAPOLI,2011-12,10,6,4,3,6,3,0,0
3,3,0,0,NAPOLI,away,4,9,0,0,0,0,6,17,2,1,23,0,2,0,0,5,19,5,6,4,3,0,1,CHIEVOVERONA,2011-12,6,10,3,4,3,6,0,0
1,2,4,1,ROMA,home,3,3,0,0,0,0,15,18,3,0,23,1,0,0,0,4,6,7,6,4,2,1,0,SIENA,2011-12,6,8,3,4,3,4,0,0
2,1,1,4,SIENA,away,3,3,0,0,0,0,18,15,0,3,23,0,1,0,0,6,4,6,7,2,4,0,1,ROMA,2011-12,8,6,4,3,4,3,0,0
3,2,0,0,JUVENTUS,home,1,5,0,1,0,0,17,16,4,1,23,1,1,0,0,5,3,5,5,3,0,0,0,BOLOGNA,2011-12,5,8,4,4,1,4,0,0
2,3,0,0,BOLOGNA,away,5,1,1,0,0,0,16,17,1,4,23,1,1,0,0,3,5,5,5,0,3,0,0,JUVENTUS,2011-12,8,5,4,4,4,1,0,0
2,5,3,2,FIORENTINA,home,7,2,0,0,0,0,13,15,6,1,23,2,2,0,0,8,13,13,8,0,4,1,0,PARMA,2011-12,9,9,3,7,6,2,0,0
