Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
SAMPDORIA,away,1,1,15,2,1,TORINO,1990-91
BOLOGNA,home,0,0,16,0,0,CAGLIARI,1990-91
CAGLIARI,away,0,0,16,0,0,BOLOGNA,1990-91
PARMA,home,0,0,16,0,1,CESENA,1990-91
CESENA,away,0,0,16,1,0,PARMA,1990-91
INTER,home,0,0,16,0,0,LAZIO,1990-91
LAZIO,away,0,0,16,0,0,INTER,1990-91
SAMPDORIA,home,0,0,16,1,0,LECCE,1990-91
LECCE,away,0,0,16,0,1,SAMPDORIA,1990-91
BARI,home,0,0,16,2,0,MILAN,1990-91
MILAN,away,0,0,16,0,2,BARI,1990-91
ROMA,home,0,0,16,1,1,NAPOLI,1990-91
NAPOLI,away,0,0,16,1,1,ROMA,1990-91
JUVENTUS,home,0,0,16,1,5,PISA,1990-91
PISA,away,0,0,16,5,1,JUVENTUS,1990-91
FIORENTINA,home,0,1,16,1,1,TORINO,1990-91
TORINO,away,1,0,16,1,1,FIORENTINA,1990-91
ATALANTA,home,0,1,16,2,0,GENOA,1990-91
GENOA,away,1,0,16,0,2,ATALANTA,1990-91
TORINO,home,1,1,17,0,1,ATALANTA,1990-91
ATALANTA,away,1,1,17,1,0,TORINO,1990-91
CAGLIARI,home,0,0,17,4,1,BARI,1990-91
BARI,away,0,0,17,1,4,CAGLIARI,1990-91
NAPOLI,home,0,0,17,1,0,BOLOGNA,1990-91
BOLOGNA,away,0,0,17,0,1,NAPOLI,1990-91
CESENA,home,0,0,17,2,0,FIORENTINA,1990-91
FIORENTINA,away,0,0,17,0,2,CESENA,1990-91
LECCE,home,0,0,17,5,0,INTER,1990-91
INTER,away,0,0,17,0,5,LECCE,1990-91
GENOA,home,1,0,17,0,1,JUVENTUS,1990-91
JUVENTUS,away,0,1,17,1,0,GENOA,1990-91
MILAN,home,0,0,17,2,0,PARMA,1990-91
PARMA,away,0,0,17,0,2,MILAN,1990-91
PISA,home,0,1,17,0,2,ROMA,1990-91
ROMA,away,1,0,17,2,0,PISA,1990-91
LAZIO,home,0,0,17,1,1,SAMPDORIA,1990-91
SAMPDORIA,away,0,0,17,1,1,LAZIO,1990-91
ATALANTA,home,,,18,4,1,BARI,1990-91
BARI,away,,,18,1,4,ATALANTA,1990-91
SAMPDORIA,home,,,18,0,1,CESENA,1990-91
CESENA,away,,,18,1,0,SAMPDORIA,1990-91
ROMA,home,,,18,1,1,FIORENTINA,1990-91
FIORENTINA,away,,,18,1,1,ROMA,1990-91
MILAN,home,,,18,1,1,GENOA,1990-91
GENOA,away,,,18,1,1,MILAN,1990-91
CAGLIARI,home,,,18,1,1,INTER,1990-91
INTER,away,,,18,1,1,CAGLIARI,1990-91
PARMA,home,,,18,5,0,JUVENTUS,1990-91
JUVENTUS,away,,,18,0,5,PARMA,1990-91
TORINO,home,,,18,2,1,LAZIO,1990-91
LAZIO,away,,,18,1,2,TORINO,1990-91
LECCE,home,,,18,2,2,NAPOLI,1990-91
NAPOLI,away,,,18,2,2,LECCE,1990-91
BOLOGNA,home,,,18,2,2,PISA,1990-91
PISA,away,,,18,2,2,BOLOGNA,1990-91
JUVENTUS,home,0,0,19,0,0,ATALANTA,1990-91
ATALANTA,away,0,0,19,0,0,JUVENTUS,1990-91
INTER,home,0,1,19,0,0,BOLOGNA,1990-91
BOLOGNA,away,1,0,19,0,0,INTER,1990-91
NAPOLI,home,0,0,19,1,1,CAGLIARI,1990-91
CAGLIARI,away,0,0,19,1,1,NAPOLI,1990-91
PISA,home,0,0,19,1,1,LECCE,1990-91
LECCE,away,0,0,19,1,1,PISA,1990-91
CESENA,home,0,0,19,2,0,MILAN,1990-91
MILAN,away,0,0,19,0,2,CESENA,1990-91
LAZIO,home,0,1,19,0,0,PARMA,1990-91
PARMA,away,1,0,19,0,0,LAZIO,1990-91
GENOA,home,0,0,19,3,1,ROMA,1990-91
ROMA,away,0,0,19,1,3,GENOA,1990-91
FIORENTINA,home,0,1,19,1,0,SAMPDORIA,1990-91
SAMPDORIA,away,1,0,19,0,1,FIORENTINA,1990-91
BARI,home,0,1,19,4,0,TORINO,1990-91
TORINO,away,1,0,19,0,4,BARI,1990-91
ROMA,home,0,0,20,0,1,BARI,1990-91
BARI,away,0,0,20,1,0,ROMA,1990-91
SAMPDORIA,home,1,0,20,0,3,BOLOGNA,1990-91
BOLOGNA,away,0,1,20,3,0,SAMPDORIA,1990-91
ATALANTA,home,0,0,20,1,1,CAGLIARI,1990-91
CAGLIARI,away,0,0,20,1,1,ATALANTA,1990-91
MILAN,home,0,0,20,0,0,FIORENTINA,1990-91
FIORENTINA,away,0,0,20,0,0,MILAN,1990-91
PISA,home,0,1,20,4,2,GENOA,1990-91
GENOA,away,1,0,20,2,4,PISA,1990-91
TORINO,home,0,0,20,1,0,INTER,1990-91
INTER,away,0,0,20,0,1,TORINO,1990-91
CESENA,home,0,0,20,3,0,JUVENTUS,1990-91
JUVENTUS,away,0,0,20,0,3,CESENA,1990-91
LECCE,home,0,1,20,2,0,LAZIO,1990-91
LAZIO,away,1,0,20,0,2,LECCE,1990-91
PARMA,home,0,0,20,4,2,NAPOLI,1990-91
NAPOLI,away,0,0,20,2,4,PARMA,1990-91
FIORENTINA,home,0,0,21,2,1,ATALANTA,1990-91
ATALANTA,away,0,0,21,1,2,FIORENTINA,1990-91
CAGLIARI,home,0,0,21,3,0,CESENA,1990-91
CESENA,away,0,0,21,0,3,CAGLIARI,1990-91
GENOA,home,0,0,21,0,3,LECCE,1990-91
LECCE,away,0,0,21,3,0,GENOA,1990-91
LAZIO,home,0,0,21,3,1,MILAN,1990-91
MILAN,away,0,0,21,1,3,LAZIO,1990-91
BARI,home,0,2,21,1,0,PARMA,1990-91
PARMA,away,2,0,21,0,1,BARI,1990-91
NAPOLI,home,0,0,21,1,1,PISA,1990-91
PISA,away,0,0,21,1,1,NAPOLI,1990-91
INTER,home,0,0,21,1,1,ROMA,1990-91
ROMA,away,0,0,21,1,1,INTER,1990-91
JUVENTUS,home,0,0,21,1,0,SAMPDORIA,1990-91
SAMPDORIA,away,0,0,21,0,1,JUVENTUS,1990-91
BOLOGNA,home,0,0,21,4,1,TORINO,1990-91
TORINO,away,0,0,21,1,4,BOLOGNA,1990-91
CESENA,home,1,1,22,1,0,BARI,1990-91
BARI,away,1,1,22,0,1,CESENA,1990-91
LAZIO,home,0,0,22,1,2,BOLOGNA,1990-91
BOLOGNA,away,0,0,22,2,1,LAZIO,1990-91
MILAN,home,0,0,22,1,1,CAGLIARI,1990-91
CAGLIARI,away,0,0,22,1,1,MILAN,1990-91
PISA,home,0,0,22,4,0,FIORENTINA,1990-91
FIORENTINA,away,0,0,22,0,4,PISA,1990-91
ATALANTA,home,0,0,22,3,1,INTER,1990-91
INTER,away,0,0,22,1,3,ATALANTA,1990-91
LECCE,home,0,0,22,0,0,JUVENTUS,1990-91
JUVENTUS,away,0,0,22,0,0,LECCE,1990-91
GENOA,home,0,0,22,1,0,NAPOLI,1990-91
NAPOLI,away,0,0,22,0,1,GENOA,1990-91
TORINO,home,0,0,22,2,0,ROMA,1990-91
ROMA,away,0,0,22,0,2,TORINO,1990-91
PARMA,home,0,0,22,1,0,SAMPDORIA,1990-91
SAMPDORIA,away,0,0,22,0,1,PARMA,1990-91
SAMPDORIA,home,,,23,1,1,ATALANTA,1990-91
ATALANTA,away,,,23,1,1,SAMPDORIA,1990-91
BOLOGNA,home,,,23,3,2,CESENA,1990-91
CESENA,away,,,23,2,3,BOLOGNA,1990-91
BARI,home,,,23,3,1,GENOA,1990-91
GENOA,away,,,23,1,3,BARI,1990-91
JUVENTUS,home,,,23,1,0,LAZIO,1990-91
LAZIO,away,,,23,0,1,JUVENTUS,1990-91
ROMA,home,,,23,1,1,LECCE,1990-91
LECCE,away,,,23,1,1,ROMA,1990-91
NAPOLI,home,,,23,4,1,MILAN,1990-91
MILAN,away,,,23,1,4,NAPOLI,1990-91
FIORENTINA,home,,,23,1,0,PARMA,1990-91
PARMA,away,,,23,0,1,FIORENTINA,1990-91
INTER,home,,,23,0,1,PISA,1990-91
PISA,away,,,23,1,0,INTER,1990-91
CAGLIARI,home,,,23,1,1,TORINO,1990-91
TORINO,away,,,23,1,1,CAGLIARI,1990-91
LECCE,home,0,0,24,2,1,ATALANTA,1990-91
ATALANTA,away,0,0,24,1,2,LECCE,1990-91
LAZIO,home,0,0,24,0,0,BARI,1990-91
BARI,away,0,0,24,0,0,LAZIO,1990-91
GENOA,home,1,0,24,0,3,BOLOGNA,1990-91
BOLOGNA,away,0,1,24,3,0,GENOA,1990-91
PISA,home,0,1,24,2,1,CAGLIARI,1990-91
CAGLIARI,away,1,0,24,1,2,PISA,1990-91
NAPOLI,home,0,0,24,0,0,FIORENTINA,1990-91
FIORENTINA,away,0,0,24,0,0,NAPOLI,1990-91
JUVENTUS,home,0,0,24,2,0,INTER,1990-91
INTER,away,0,0,24,0,2,JUVENTUS,1990-91
PARMA,home,0,0,24,1,1,ROMA,1990-91
ROMA,away,0,0,24,1,1,PARMA,1990-91
MILAN,home,0,0,24,2,0,SAMPDORIA,1990-91
SAMPDORIA,away,0,0,24,0,2,MILAN,1990-91
CESENA,home,0,1,24,2,1,TORINO,1990-91
TORINO,away,1,0,24,1,2,CESENA,1990-91
ROMA,home,0,0,25,1,1,CESENA,1990-91
CESENA,away,0,0,25,1,1,ROMA,1990-91
FIORENTINA,home,0,0,25,3,2,GENOA,1990-91
GENOA,away,0,0,25,2,3,FIORENTINA,1990-91
BOLOGNA,home,0,0,25,1,1,JUVENTUS,1990-91
JUVENTUS,away,0,0,25,1,1,BOLOGNA,1990-91
CAGLIARI,home,0,1,25,1,1,LAZIO,1990-91
LAZIO,away,1,0,25,1,1,CAGLIARI,1990-91
TORINO,home,0,0,25,1,1,LECCE,1990-91
LECCE,away,0,0,25,1,1,TORINO,1990-91
ATALANTA,home,0,0,25,0,1,MILAN,1990-91
MILAN,away,0,0,25,1,0,ATALANTA,1990-91
BARI,home,0,0,25,1,0,NAPOLI,1990-91
NAPOLI,away,0,0,25,0,1,BARI,1990-91
INTER,home,0,0,25,0,0,PARMA,1990-91
PARMA,away,0,0,25,0,0,INTER,1990-91
SAMPDORIA,home,0,0,25,0,3,PISA,1990-91
PISA,away,0,0,25,3,0,SAMPDORIA,1990-91
LAZIO,home,,,26,4,1,ATALANTA,1990-91
ATALANTA,away,,,26,1,4,LAZIO,1990-91
BOLOGNA,home,,,26,4,0,BARI,1990-91
BARI,away,,,26,0,4,BOLOGNA,1990-91
LECCE,home,,,26,3,1,CESENA,1990-91
CESENA,away,,,26,1,3,LECCE,1990-91
CAGLIARI,home,,,26,4,1,FIORENTINA,1990-91
FIORENTINA,away,,,26,1,4,CAGLIARI,1990-91
MILAN,home,,,26,0,1,INTER,1990-91
INTER,away,,,26,1,0,MILAN,1990-91
PISA,home,,,26,2,3,PARMA,1990-91
PARMA,away,,,26,3,2,PISA,1990-91
JUVENTUS,home,,,26,0,1,ROMA,1990-91
ROMA,away,,,26,1,0,JUVENTUS,1990-91
NAPOLI,home,,,26,4,1,SAMPDORIA,1990-91
SAMPDORIA,away,,,26,1,4,NAPOLI,1990-91
GENOA,home,,,26,5,2,TORINO,1990-91
TORINO,away,,,26,2,5,GENOA,1990-91
ROMA,home,0,0,27,2,3,BOLOGNA,1990-91
BOLOGNA,away,0,0,27,3,2,ROMA,1990-91
PARMA,home,1,1,27,2,1,CAGLIARI,1990-91
CAGLIARI,away,1,1,27,1,2,PARMA,1990-91
SAMPDORIA,home,1,0,27,0,0,GENOA,1990-91
GENOA,away,0,1,27,0,0,SAMPDORIA,1990-91
BARI,home,0,1,27,3,1,JUVENTUS,1990-91
JUVENTUS,away,1,0,27,1,3,BARI,1990-91
CESENA,home,0,0,27,1,1,LAZIO,1990-91
LAZIO,away,0,0,27,1,1,CESENA,1990-91
FIORENTINA,home,0,0,27,2,0,LECCE,1990-91
LECCE,away,0,0,27,0,2,FIORENTINA,1990-91
TORINO,home,0,0,27,1,0,MILAN,1990-91
MILAN,away,0,0,27,0,1,TORINO,1990-91
INTER,home,0,0,27,1,1,NAPOLI,1990-91
