Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Possesso palla,Possesso palla avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri fuori su azione da palla inattiva,Tiri fuori su azione da palla inattiva avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario,Tiri in porta su azione da palla inattiva,Tiri in porta su azione da palla inattiva avversario
3,3,1,1,6,9,5,3,11,13,LAZIO,home,0,0,2,9,2,9,0,0,0,0,17,13,3,3,24,0,0,37,30,3,6,0,1,45,51,44,33,2,2,56%,44%,0,0,GENOA,2015-16,3,6,1,3,0,0,1,3,2,3,2,2,0,0,2,3
3,3,1,1,9,6,3,5,13,11,GENOA,away,0,0,9,2,9,2,0,0,0,0,13,17,3,3,24,0,0,30,37,6,3,1,0,51,45,33,44,2,2,44%,56%,0,0,LAZIO,2015-16,6,3,3,1,0,0,3,1,3,2,2,2,0,0,3,2
3,2,0,2,6,14,3,4,3,5,INTER,home,0,0,7,9,4,20,0,0,0,0,12,20,0,2,24,3,3,27,0,6,8,1,0,27,37,11,11,4,0,29%,71%,0,0,HELLAS VERONA,2015-16,7,12,3,5,0,0,0,0,4,7,4,5,0,0,3,1
2,3,2,0,14,6,4,3,5,3,HELLAS VERONA,away,0,0,9,7,20,4,0,0,0,0,20,12,2,0,24,3,3,0,27,8,6,0,1,37,27,11,11,0,4,71%,29%,0,0,INTER,2015-16,12,7,5,3,0,0,0,0,7,4,5,4,0,0,1,3
3,1,1,2,4,13,1,10,4,9,JUVENTUS,home,1,4,2,6,3,9,0,0,0,0,14,20,2,3,24,0,2,34,11,2,9,0,1,25,26,16,18,8,0,34%,66%,0,0,FROSINONE,2015-16,3,21,3,10,0,0,0,0,0,11,0,7,0,0,0,0
1,3,2,1,13,4,10,1,9,4,FROSINONE,away,4,1,6,2,9,3,0,0,0,0,20,14,3,2,24,2,0,11,34,9,2,1,0,26,25,18,16,0,8,66%,34%,0,0,JUVENTUS,2015-16,21,3,10,3,0,0,0,0,11,0,7,0,0,0,0,0
1,3,3,2,8,4,8,1,18,6,UDINESE,home,0,0,9,0,10,4,0,0,0,0,14,13,4,3,24,1,1,16,27,8,4,1,1,23,23,21,20,4,4,58%,42%,0,0,MILAN,2015-16,13,6,7,1,0,0,2,0,6,5,3,5,1,0,0,0
3,1,2,3,4,8,1,8,6,18,MILAN,away,0,0,0,9,4,10,0,0,0,0,13,14,3,4,24,1,1,27,16,4,8,1,1,23,23,20,21,4,4,42%,58%,0,0,UDINESE,2015-16,6,13,1,7,0,0,0,2,5,6,5,3,0,1,0,0
1,4,3,0,5,4,8,2,24,6,CARPI,home,0,0,13,1,12,3,0,1,0,0,10,8,2,0,24,1,0,4,15,16,3,0,0,46,29,8,14,0,6,69%,31%,1,0,NAPOLI,2015-16,20,2,13,2,0,0,0,0,7,0,4,0,1,0,0,0
4,1,0,3,4,5,2,8,6,24,NAPOLI,away,0,0,1,13,3,12,1,0,0,0,8,10,0,2,24,0,1,15,4,3,16,0,0,29,46,14,8,6,0,31%,69%,0,1,CARPI,2015-16,2,20,2,13,0,0,0,0,0,7,0,4,0,1,0,0
3,0,6,3,11,4,12,3,29,12,PALERMO,home,0,0,7,3,17,8,0,1,0,0,23,21,2,2,24,2,2,20,39,15,5,0,0,47,31,40,26,0,4,56%,44%,0,0,SASSUOLO,2015-16,15,5,9,3,0,0,9,3,6,2,5,2,0,0,4,0
0,3,3,6,4,11,3,12,12,29,SASSUOLO,away,0,0,3,7,8,17,1,0,0,0,21,23,2,2,24,2,2,39,20,5,15,0,0,31,47,26,40,4,0,44%,56%,0,0,PALERMO,2015-16,5,15,3,9,0,0,3,9,2,6,2,5,0,0,0,4
3,3,2,2,8,4,7,4,22,12,CHIEVOVERONA,home,0,0,6,2,5,1,0,0,0,0,16,24,3,1,24,1,2,16,36,7,6,0,0,31,32,18,17,2,3,52%,48%,0,1,TORINO,2015-16,9,6,5,3,0,0,0,0,4,3,3,2,0,2,0,0
3,3,2,2,4,8,4,7,12,22,TORINO,away,0,0,2,6,1,5,0,0,0,0,24,16,1,3,24,2,1,36,16,6,7,0,0,32,31,17,18,3,2,48%,52%,1,0,CHIEVOVERONA,2015-16,6,9,3,5,0,0,0,0,3,4,2,3,2,0,0,0
3,4,2,2,2,3,3,4,9,8,EMPOLI,home,0,0,5,3,14,4,0,0,0,0,12,17,4,4,24,0,0,18,11,6,8,0,1,31,31,17,17,3,4,49%,51%,0,0,ATALANTA,2015-16,9,10,5,6,0,2,0,0,4,4,2,3,0,0,1,0
4,3,2,2,3,2,4,3,8,9,ATALANTA,away,0,0,3,5,4,14,0,0,0,0,17,12,4,4,24,0,0,11,18,8,6,1,0,31,31,17,17,4,3,51%,49%,0,0,EMPOLI,2015-16,10,9,6,5,2,0,0,0,4,4,3,2,0,0,0,1
2,3,7,2,6,5,5,4,14,13,SAMPDORIA,home,2,1,4,5,4,2,0,0,0,0,8,7,0,3,24,2,1,10,18,10,4,0,1,41,27,15,20,3,3,53%,47%,0,0,ROMA,2015-16,12,6,7,2,0,0,0,0,5,4,3,2,0,0,0,0
3,2,2,7,5,6,4,5,13,14,ROMA,away,1,2,5,4,2,4,0,0,0,0,7,8,3,0,24,1,2,18,10,4,10,1,0,27,41,20,15,3,3,47%,53%,0,0,SAMPDORIA,2015-16,6,12,2,7,0,0,0,0,4,5,2,3,0,0,0,0
1,0,9,2,13,6,11,7,26,6,HELLAS VERONA,home,0,0,9,3,11,4,0,0,0,0,7,8,6,3,25,5,2,17,41,11,5,0,1,37,32,24,24,3,2,56%,44%,1,0,LAZIO,2015-16,14,8,7,3,0,0,0,0,7,5,6,3,1,1,0,0
0,1,2,9,6,13,7,11,6,26,LAZIO,away,0,0,3,9,4,11,0,0,0,0,8,7,3,6,25,2,5,41,17,5,11,1,0,32,37,24,24,2,3,44%,56%,0,1,HELLAS VERONA,2015-16,8,14,3,7,0,0,0,0,5,7,3,6,1,1,0,0
5,0,1,6,4,10,8,4,1,10,ROMA,home,0,0,4,6,0,3,0,0,0,0,6,11,2,1,25,1,3,9,8,1,6,0,1,17,28,15,19,6,1,33%,67%,0,0,CARPI,2015-16,6,17,4,7,0,1,0,0,2,10,1,6,0,0,0,0
0,5,6,1,10,4,4,8,10,1,CARPI,away,0,0,6,4,3,0,0,0,0,0,11,6,1,2,25,3,1,8,9,6,1,1,0,28,17,19,15,1,6,67%,33%,0,0,ROMA,2015-16,17,6,7,4,1,0,0,0,10,2,6,1,0,0,0,0
2,6,3,0,7,5,5,1,17,7,FROSINONE,home,0,0,16,1,7,5,0,0,0,0,18,9,2,4,25,1,2,4,19,11,4,0,0,37,29,11,19,0,5,59%,41%,0,1,EMPOLI,2015-16,19,10,13,8,0,0,3,0,6,2,5,2,0,1,0,0
6,2,0,3,5,7,1,5,7,17,EMPOLI,away,0,0,1,16,5,7,0,0,0,0,9,18,4,2,25,2,1,19,4,4,11,0,0,29,37,19,11,5,0,41%,59%,1,0,FROSINONE,2015-16,10,19,8,13,0,0,0,3,2,6,2,5,1,0,0,0
3,2,3,3,0,8,1,4,9,14,SASSUOLO,home,2,3,5,7,2,9,0,0,0,0,14,16,5,1,25,1,1,29,16,6,10,0,0,26,46,16,19,1,4,42%,58%,1,0,CHIEVOVERONA,2015-16,9,10,4,8,1,0,0,0,5,2,4,0,1,0,0,0
2,3,3,3,8,0,4,1,14,9,CHIEVOVERONA,away,3,2,7,5,9,2,0,0,0,0,16,14,1,5,25,1,1,16,29,10,6,0,0,46,26,19,16,4,1,58%,42%,0,1,SASSUOLO,2015-16,10,9,8,4,0,1,0,0,2,5,0,4,0,1,0,0
2,2,2,0,1,4,4,5,10,4,NAPOLI,home,1,0,4,3,3,4,0,0,0,0,11,10,3,2,25,1,0,15,10,4,2,0,0,27,35,27,28,1,3,53%,47%,0,0,JUVENTUS,2015-16,9,5,5,4,1,0,0,0,4,1,1,1,0,0,0,0
2,2,0,2,4,1,5,4,4,10,JUVENTUS,away,0,1,3,4,4,3,0,0,0,0,10,11,2,3,25,0,1,10,15,2,4,0,0,35,27,28,27,3,1,47%,53%,0,0,NAPOLI,2015-16,5,9,4,5,0,1,0,0,1,4,1,1,0,0,0,0
1,1,6,0,3,5,6,1,13,5,GENOA,home,1,1,5,3,4,2,0,0,0,0,15,13,5,3,25,2,1,12,24,10,3,1,0,48,41,23,16,2,6,53%,47%,0,0,MILAN,2015-16,13,4,4,2,1,0,0,0,9,2,3,1,0,0,1,0
1,1,0,6,5,3,1,6,5,13,MILAN,away,1,1,3,5,2,4,0,0,0,0,13,15,3,5,25,1,2,24,12,3,10,0,1,41,48,16,23,6,2,47%,53%,0,0,GENOA,2015-16,4,13,2,4,0,1,0,0,2,9,1,3,0,0,0,1
0,2,2,5,3,6,3,6,12,14,TORINO,home,0,6,9,3,5,7,0,0,0,0,18,11,4,3,25,1,3,12,5,7,12,0,0,24,19,15,25,6,4,50%,50%,0,1,PALERMO,2015-16,11,16,6,8,1,0,0,0,5,8,3,7,0,1,0,2
2,0,5,2,6,3,6,3,14,12,PALERMO,away,6,0,3,9,7,5,0,0,0,0,11,18,3,4,25,3,1,5,12,12,7,0,0,19,24,25,15,4,6,50%,50%,1,0,TORINO,2015-16,16,11,8,6,0,1,0,0,8,5,7,3,1,0,2,0
2,4,2,0,6,8,7,3,2,4,ATALANTA,home,0,4,7,6,5,10,0,0,0,0,15,10,1,2,25,0,0,13,19,5,2,0,0,33,28,21,25,2,2,54%,46%,0,0,SAMPDORIA,2015-16,8,5,6,3,0,0,1,1,2,2,1,1,0,0,0,0
4,2,0,2,8,6,3,7,4,2,SAMPDORIA,away,4,0,6,7,10,5,0,0,0,0,10,15,2,1,25,0,0,19,13,2,5,0,0,28,33,25,21,2,2,46%,54%,0,0,ATALANTA,2015-16,5,8,3,6,0,0,1,1,2,2,1,1,0,0,0,0
0,1,0,0,2,1,2,3,10,10,BOLOGNA,home,0,0,8,5,10,7,0,0,0,0,10,14,7,0,25,0,1,20,20,7,5,2,1,29,25,10,19,1,3,54%,46%,0,0,UDINESE,2015-16,9,6,5,3,0,0,0,0,4,3,4,2,1,1,0,0
1,0,0,0,1,2,3,2,10,10,UDINESE,away,0,0,5,8,7,10,0,0,0,0,14,10,0,7,25,1,0,20,20,5,7,1,2,25,29,19,10,3,1,46%,54%,0,0,BOLOGNA,2015-16,6,9,3,5,0,0,0,0,3,4,2,4,1,1,0,0
2,4,1,1,4,5,5,2,8,5,INTER,home,0,0,7,4,5,7,0,1,1,1,11,12,3,6,25,2,1,11,11,8,2,0,0,45,43,15,18,0,5,55%,45%,0,0,FIORENTINA,2015-16,11,4,3,3,1,0,1,2,8,1,8,1,0,0,0,0
4,2,1,1,5,4,2,5,5,8,FIORENTINA,away,0,0,4,7,7,5,1,0,1,1,12,11,6,3,25,1,2,11,11,2,8,0,0,43,45,18,15,5,0,45%,55%,0,0,INTER,2015-16,4,11,3,3,0,1,2,1,1,8,1,8,0,0,0,0
2,2,1,2,1,8,5,3,9,12,JUVENTUS,home,0,0,1,8,1,7,0,0,0,0,9,13,3,7,26,0,0,13,4,3,6,0,0,30,45,17,18,0,1,46%,54%,0,0,BOLOGNA,2015-16,7,5,6,5,2,0,0,0,1,0,0,0,0,0,0,0
2,2,2,1,8,1,3,5,12,9,BOLOGNA,away,0,0,8,1,7,1,0,0,0,0,13,9,7,3,26,0,0,4,13,6,3,0,0,45,30,18,17,1,0,54%,46%,0,0,JUVENTUS,2015-16,5,7,5,6,0,2,0,0,0,1,0,0,0,0,0,0
1,3,2,0,9,5,5,5,18,13,CHIEVOVERONA,home,0,2,8,3,11,5,1,1,0,0,20,11,3,4,26,3,1,34,29,13,10,0,0,24,37,30,26,1,5,48%,52%,1,1,HELLAS VERONA,2015-16,13,10,5,8,0,1,5,7,8,2,7,1,1,2,4,0
3,1,0,2,5,9,5,5,13,18,HELLAS VERONA,away,2,0,3,8,5,11,1,1,0,0,11,20,4,3,26,1,3,29,34,10,13,0,0,37,24,26,30,5,1,52%,48%,1,1,CHIEVOVERONA,2015-16,10,13,8,5,1,0,7,5,2,8,1,7,2,1,0,4
3,2,3,1,3,7,3,2,8,11,SAMPDORIA,home,1,0,7,7,3,7,0,0,0,0,11,14,3,8,26,3,1,16,13,3,7,0,0,35,28,22,33,2,0,44%,56%,0,0,INTER,2015-16,6,11,3,8,0,0,0,2,3,3,3,2,0,0,0,0
2,3,1,3,7,3,2,3,11,8,INTER,away,0,1,7,7,7,3,0,0,0,0,14,11,8,3,26,1,3,13,16,7,3,0,0,28,35,33,22,0,2,56%,44%,0,0,SAMPDORIA,2015-16,11,6,8,3,0,0,2,0,3,3,2,3,0,0,0,0
3,2,4,3,3,4,3,0,10,11,FIORENTINA,home,1,1,4,2,4,2,1,0,0,0,13,12,1,3,26,2,3,18,15,6,10,0,0,24,36,22,13,7,3,44%,56%,0,0,ATALANTA,2015-16,9,15,4,5,0,0,0,0,5,10,3,4,0,3,0,0
2,3,3,4,4,3,0,3,11,10,ATALANTA,away,1,1,2,4,2,4,0,1,0,0,12,13,3,1,26,3,2,15,18,10,6,0,0,36,24,13,22,3,7,56%,44%,0,0,FIORENTINA,2015-16,15,9,5,4,0,0,0,0,10,5,4,3,3,0,0,0
3,3,3,1,7,8,7,6,13,9,UDINESE,home,0,0,3,3,6,7,0,0,0,0,12,11,2,0,26,2,1,9,16,13,7,1,0,47,44,21,32,5,8,64%,36%,1,1,GENOA,2015-16,17,10,6,4,1,0,0,0,11,6,7,4,2,3,0,0
3,3,1,3,8,7,6,7,9,13,GENOA,away,0,0,3,3,7,6,0,0,0,0,11,12,0,2,26,1,2,16,9,7,13,0,1,44,47,32,21,8,5,36%,64%,1,1,UDINESE,2015-16,10,17,4,6,0,1,0,0,6,11,4,7,3,2,0,0
1,1,4,2,8,1,5,5,8,9,EMPOLI,home,1,0,8,5,10,3,1,1,0,0,12,15,5,1,26,3,2,24,8,9,4,0,0,30,41,32,26,2,5,53%,47%,0,1,SASSUOLO,2015-16,11,7,3,3,0,1,0,0,8,4,4,3,0,1,1,0
1,1,2,4,1,8,5,5,9,8,SASSUOLO,away,0,1,5,8,3,10,1,1,0,0,15,12,1,5,26,2,3,8,24,4,9,0,0,41,30,26,32,5,2,47%,53%,1,0,EMPOLI,2015-16,7,11,3,3,1,0,0,0,4,8,3,4,1,0,0,1
4,4,2,1,9,2,4,3,5,3,CARPI,home,1,2,5,3,11,3,0,0,0,0,21,22,0,1,26,0,0,13,26,8,4,0,0,27,34,17,19,0,5,58%,42%,1,0,TORINO,2015-16,9,3,4,3,0,0,0,0,5,0,5,0,1,0,0,0
4,4,1,2,2,9,3,4,3,5,TORINO,away,2,1,3,5,3,11,0,0,0,0,22,21,1,0,26,0,0,26,13,4,8,0,0,34,27,19,17,5,0,42%,58%,0,1,CARPI,2015-16,3,9,3,4,0,0,0,0,0,5,0,5,0,1,0,0
2,0,2,3,9,16,12,8,14,18,LAZIO,home,3,1,6,6,5,8,0,0,0,0,12,13,2,0,26,0,0,27,23,3,6,0,0,25,32,15,18,2,2,35%,65%,0,0,FROSINONE,2015-16,4,11,2,9,0,0,0,0,2,2,2,2,0,0,0,0
0,2,3,2,16,9,8,12,18,14,FROSINONE,away,1,3,6,6,8,5,0,0,0,0,13,12,0,2,26,0,0,23,27,6,3,0,0,32,25,18,15,2,2,65%,35%,0,0,LAZIO,2015-16,11,4,9,2,0,0,0,0,2,2,2,2,0,0,0,0
0,1,6,0,10,2,5,2,7,1,PALERMO,home,5,0,6,3,12,3,0,0,0,0,10,15,3,4,26,5,0,5,20,10,1,1,0,26,30,21,19,1,0,62%,38%,0,0,ROMA,2015-16,19,2,13,1,0,0,0,1,6,1,4,0,1,0,1,0
1,0,0,6,2,10,2,5,1,7,ROMA,away,0,5,3,6,3,12,0,0,0,0,15,10,4,3,26,0,5,20,5,1,10,0,1,30,26,19,21,0,1,38%,62%,0,0,PALERMO,2015-16,2,19,1,13,0,0,1,0,1,6,0,4,0,1,0,1
0,2,8,1,10,3,9,3,7,2,MILAN,home,2,3,6,3,10,2,0,0,0,0,15,9,1,2,26,1,1,8,34,10,3,1,0,37,43,31,30,1,3,61%,39%,0,0,NAPOLI,2015-16,16,4,11,2,0,0,0,0,5,2,2,1,0,0,0,0
2,0,1,8,3,10,3,9,2,7,NAPOLI,away,3,2,3,6,2,10,0,0,0,0,9,15,2,1,26,1,1,34,8,3,10,0,1,43,37,30,31,3,1,39%,61%,0,0,MILAN,2015-16,4,16,2,11,0,0,0,0,2,5,1,2,0,0,0,0
1,2,4,3,2,2,5,3,5,8,ROMA,home,2,3,4,4,6,4,1,0,0,0,12,11,1,4,27,1,3,10,19,4,6,0,0,30,31,14,24,2,3,49%,51%,0,0,EMPOLI,2015-16,7,13,4,8,0,0,0,0,3,5,2,2,0,0,0,0
2,1,3,4,2,2,3,5,8,5,EMPOLI,away,3,2,4,4,4,6,0,1,0,0,11,12,4,1,27,3,1,19,10,6,4,0,0,31,30,24,14,3,2,51%,49%,0,0,ROMA,2015-16,13,7,8,4,0,0,0,0,5,3,2,2,0,0,0,0
2,1,1,2,5,9,3,0,13,12,TORINO,home,0,0,5,6,5,2,0,0,0,0,10,9,1,2,27,1,0,15,29,12,8,1,0,42,27,42,30,4,4,55%,45%,0,0,MILAN,2015-16,12,8,6,4,0,0,6,4,6,4,3,2,1,0,4,4
1,2,2,1,9,5,0,3,12,13,MILAN,away,0,0,6,5,2,5,0,0,0,0,9,10,2,1,27,0,1,29,15,8,12,0,1,27,42,30,42,4,4,45%,55%,0,0,TORINO,2015-16,8,12,4,6,0,0,4,6,4,6,2,3,0,1,4,4
3,1,2,5,3,6,6,3,12,17,BOLOGNA,home,0,0,7,4,9,8,0,0,0,0,12,13,5,0,27,0,0,17,10,6,10,0,0,29,27,10,12,5,5,47%,53%,0,0,PALERMO,2015-16,6,15,1,10,1,0,0,0,5,5,4,3,0,0,0,0
1,3,5,2,6,3,3,6,17,12,PALERMO,away,0,0,4,7,8,9,0,0,0,0,13,12,0,5,27,0,0,10,17,10,6,0,0,27,29,12,10,5,5,53%,47%,0,0,BOLOGNA,2015-16,15,6,10,1,0,1,0,0,5,5,3,4,0,0,0,0
3,3,1,2,8,4,5,9,7,6,ATALANTA,home,0,0,6,2,8,6,0,0,0,0,22,23,2,3,27,1,1,22,27,6,2,0,0,27,33,18,23,2,2,43%,57%,1,0,CARPI,2015-16,6,7,3,4,1,0,0,0,3,3,2,2,1,0,0,0
3,3,2,1,4,8,9,5,6,7,CARPI,away,0,0,2,6,6,8,0,0,0,0,23,22,3,2,27,1,1,27,22,2,6,0,0,33,27,23,18,2,2,57%,43%,0,1,ATALANTA,2015-16,7,6,4,3,0,1,0,0,3,3,2,2,0,1,0,0
2,3,2,0,2,11,8,5,7,6,GENOA,home,2,0,5,7,2,4,0,0,0,0,15,6,5,4,27,1,0,10,18,2,2,0,0,27,25,20,15,3,5,41%,59%,0,0,CHIEVOVERONA,2015-16,10,6,4,3,0,1,1,0,6,3,3,2,1,0,0,0
3,2,0,2,11,2,5,8,6,7,CHIEVOVERONA,away,0,2,7,5,4,2,0,0,0,0,6,15,4,5,27,0,1,18,10,2,2,0,0,25,27,15,20,5,3,59%,41%,0,0,GENOA,2015-16,6,10,3,4,1,0,0,1,3,6,2,3,0,1,0,0
5,2,2,1,17,7,16,10,14,10,FROSINONE,home,0,1,12,10,14,8,0,0,0,0,15,15,4,3,27,2,0,20,20,9,4,1,0,16,21,13,8,1,5,56%,44%,0,0,SAMPDORIA,2015-16,13,8,6,7,2,0,1,0,7,1,4,1,0,0,0,0
2,5,1,2,7,17,10,16,10,14,SAMPDORIA,away,1,0,10,12,8,14,0,0,0,0,15,15,3,4,27,0,2,20,20,4,9,0,1,21,16,8,13,5,1,44%,56%,0,0,FROSINONE,2015-16,8,13,7,6,0,2,0,1,1,7,1,4,0,0,0,0
1,3,2,2,6,3,5,2,3,4,HELLAS VERONA,home,4,1,7,4,7,8,0,0,0,0,17,15,5,1,27,2,0,20,14,7,4,0,0,19,29,17,17,2,3,54%,46%,0,0,UDINESE,2015-16,10,5,5,3,1,0,1,0,5,2,4,1,0,0,0,0
3,1,2,2,3,6,2,5,4,3,UDINESE,away,1,4,4,7,8,7,0,0,0,0,15,17,1,5,27,0,2,14,20,4,7,0,0,29,19,17,17,3,2,46%,54%,0,0,HELLAS VERONA,2015-16,5,10,3,5,0,1,0,1,2,5,1,4,0,0,0,0
3,1,3,2,5,2,2,4,10,7,INTER,home,0,0,3,3,5,3,0,0,0,0,16,12,8,0,27,2,0,7,8,8,7,1,0,49,46,18,21,3,3,53%,47%,1,0,JUVENTUS,2015-16,7,5,2,2,0,0,0,0,5,3,3,2,1,1,0,0
1,3,2,3,2,5,4,2,7,10,JUVENTUS,away,0,0,3,3,3,5,0,0,0,0,12,16,0,8,27,0,2,8,7,7,8,0,1,46,49,21,18,3,3,47%,53%,0,1,INTER,2015-16,5,7,2,2,0,0,0,0,3,5,2,3,1,1,0,0
1,2,0,2,18,7,6,10,5,3,SASSUOLO,home,0,1,6,3,10,7,0,0,0,0,19,15,6,2,27,0,2,8,20,4,3,0,0,31,21,22,14,4,3,60%,40%,0,1,LAZIO,2015-16,9,6,6,0,1,0,1,0,3,6,3,6,0,1,0,0
2,1,2,0,7,18,10,6,3,5,LAZIO,away,1,0,3,6,7,10,0,0,0,0,15,19,2,6,27,2,0,20,8,3,4,0,0,21,31,14,22,3,4,40%,60%,1,0,SASSUOLO,2015-16,6,9,0,6,0,1,0,1,6,3,6,3,1,0,0,0
0,1,1,2,16,11,10,14,11,12,NAPOLI,home,2,1,5,3,5,3,0,0,0,0,13,7,2,4,27,1,1,23,12,5,6,2,0,47,43,30,27,4,0,55%,45%,0,0,FIORENTINA,2015-16,8,6,5,1,0,0,2,0,3,5,3,4,0,0,1,0
1,0,2,1,11,16,14,10,12,11,FIORENTINA,away,1,2,3,5,3,5,0,0,0,0,7,13,4,2,27,1,1,12,23,6,5,0,2,43,47,27,30,0,4,45%,55%,0,0,NAPOLI,2015-16,6,8,1,5,0,0,0,2,5,3,4,3,0,0,0,1
3,3,6,0,11,9,10,9,14,11,FIORENTINA,home,2,0,5,4,5,6,0,0,0,0,18,18,1,2,28,4,1,15,12,12,4,2,0,30,44,23,20,0,3,51%,49%,0,1,ROMA,2015-16,13,7,4,6,0,0,1,0,9,1,7,1,1,1,0,0
3,3,0,6,9,11,9,10,11,14,ROMA,away,0,2,4,5,6,5,0,0,0,0,18,18,2,1,28,1,4,12,15,4,12,0,2,44,30,20,23,3,0,49%,51%,1,0,FIORENTINA,2015-16,7,13,6,4,0,0,0,1,1,9,1,7,1,1,0,0
2,3,4,7,10,8,10,5,21,14,SAMPDORIA,home,1,1,6,4,9,2,0,0,0,0,14,11,3,5,28,0,3,13,23,7,10,0,1,26,36,24,17,4,4,48%,52%,0,0,HELLAS VERONA,2015-16,8,12,4,5,1,0,0,0,4,7,3,4,0,0,0,0
3,2,7,4,8,10,5,10,14,21,HELLAS VERONA,away,1,1,4,6,2,9,0,0,0,0,11,14,5,3,28,3,0,23,13,10,7,1,0,36,26,17,24,4,4,52%,48%,0,0,SAMPDORIA,2015-16,12,8,5,4,0,1,0,0,7,4,4,3,0,0,0,0
0,3,6,2,7,3,10,3,11,3,CHIEVOVERONA,home,4,3,7,2,12,5,0,0,0,0,12,6,2,4,28,3,1,8,28,15,3,1,0,35,26,22,26,1,7,64%,36%,0,0,NAPOLI,2015-16,21,5,11,3,1,0,0,0,10,2,9,0,0,0,0,0
3,0,2,6,3,7,3,10,3,11,NAPOLI,away,3,4,2,7,5,12,0,0,0,0,6,12,4,2,28,1,3,28,8,3,15,0,1,26,35,26,22,7,1,36%,64%,0,0,CHIEVOVERONA,2015-16,5,21,3,11,0,1,0,0,2,10,0,9,0,0,0,0
3,2,1,2,7,9,10,9,4,8,LAZIO,home,0,0,3,4,6,6,0,0,0,0,18,17,3,0,28,1,1,13,5,5,3,0,1,21,26,20,18,4,3,41%,59%,1,1,TORINO,2015-16,11,9,7,3,1,0,0,0,4,6,3,4,0,2,0,0
2,3,2,1,9,7,9,10,8,4,TORINO,away,0,0,4,3,6,6,0,0,0,0,17,18,0,3,28,1,1,5,13,3,5,1,0,26,21,18,20,3,4,59%,41%,1,1,LAZIO,2015-16,9,11,3,7,0,1,0,0,6,4,4,3,2,0,0,0
3,2,2,2,8,11,18,9,10,13,JUVENTUS,home,0,2,7,4,11,5,0,0,0,0,12,14,1,5,28,0,2,16,15,7,5,0,0,30,25,14,14,2,4,40%,60%,0,0,ATALANTA,2015-16,8,9,4,4,0,1,0,0,4,5,2,4,0,0,0,0
2,3,2,2,11,8,9,18,13,10,ATALANTA,away,2,0,4,7,5,11,0,0,0,0,14,12,5,1,28,2,0,15,16,5,7,0,0,25,30,14,14,4,2,60%,40%,0,0,JUVENTUS,2015-16,9,8,4,4,1,0,0,0,5,4,4,2,0,0,0,0
1,3,3,4,12,4,5,3,16,10,CARPI,home,0,0,12,4,14,4,0,0,0,0,18,15,2,2,28,0,0,10,16,10,5,2,0,42,24,6,25,3,5,62%,38%,0,0,BOLOGNA,2015-16,11,6,4,3,0,0,0,0,7,3,4,3,1,0,0,0
3,1,4,3,4,12,3,5,10,16,BOLOGNA,away,0,0,4,12,4,14,0,0,0,0,15,18,2,2,28,0,0,16,10,5,10,0,2,24,42,25,6,5,3,38%,62%,0,0,CARPI,2015-16,6,11,3,4,0,0,0,0,3,7,3,4,0,1,0,0
2,3,2,1,3,4,4,2,15,7,UDINESE,home,1,0,5,4,7,4,0,0,0,0,9,16,2,1,28,2,0,23,17,5,1,0,0,25,32,28,17,2,3,44%,56%,0,0,FROSINONE,2015-16,14,6,9,4,0,1,1,0,5,2,2,1,0,0,1,0
3,2,1,2,4,3,2,4,7,15,FROSINONE,away,0,1,4,5,4,7,0,0,0,0,16,9,1,2,28,0,2,17,23,1,5,0,0,32,25,17,28,3,2,56%,44%,0,0,UDINESE,2015-16,6,14,4,9,1,0,0,1,2,5,1,2,0,0,0,1
1,4,1,2,6,2,6,5,19,12,EMPOLI,home,1,0,5,1,13,2,0,0,0,0,16,18,3,0,28,1,0,28,27,12,8,0,1,35,48,47,40,1,4,48%,52%,0,0,GENOA,2015-16,11,8,6,6,0,0,6,6,5,2,4,1,0,0,4,2
4,1,2,1,2,6,5,6,12,19,GENOA,away,0,1,1,5,2,13,0,0,0,0,18,16,0,3,28,0,1,27,28,8,12,1,0,48,35,40,47,4,1,52%,48%,0,0,EMPOLI,2015-16,8,11,6,6,0,0,6,6,2,5,1,4,0,0,2,4
1,2,3,1,9,2,4,5,6,7,MILAN,home,2,2,4,9,9,4,1,0,0,0,13,13,4,3,28,2,0,25,16,8,7,0,0,28,33,26,24,6,3,52%,48%,0,0,SASSUOLO,2015-16,10,10,5,4,0,0,0,0,5,6,4,4,0,0,0,1
