Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario
5,2,1,5,3,10,5,7,3,4,CAGLIARI,away,0,0,0,7,6,15,0,1,0,0,23,19,1,1,6,2,1,8,11,1,4,0,1,14,8,7,13,12,2,0,1,PESCARA,2012-13,8,17,4,3,0,0,4,14,0,0,2,2
2,2,3,2,4,3,5,4,10,3,SIENA,home,1,1,5,4,12,14,0,0,0,0,7,18,3,1,6,2,1,9,16,2,1,0,0,17,15,13,14,2,3,1,0,LAZIO,2012-13,9,6,4,3,0,0,5,3,0,0,1,0
2,2,2,3,3,4,4,5,3,10,LAZIO,away,1,1,4,5,14,12,0,0,0,0,18,7,1,3,6,1,2,16,9,1,2,0,0,15,17,14,13,3,2,0,1,SIENA,2012-13,6,9,3,4,0,0,3,5,0,0,0,1
1,4,1,1,4,0,2,2,2,1,CHIEVOVERONA,home,2,0,12,6,5,2,1,0,0,0,14,14,3,0,6,4,1,15,9,3,2,0,1,14,11,12,10,4,5,0,0,PALERMO,2012-13,14,13,5,7,2,0,9,6,0,0,1,0
4,1,1,1,0,4,2,2,1,2,PALERMO,away,0,2,6,12,2,5,0,1,0,0,14,14,0,3,6,1,4,9,15,2,3,1,0,11,14,10,12,5,4,0,0,CHIEVOVERONA,2012-13,13,14,7,5,0,2,6,9,0,0,0,1
4,3,0,0,4,3,2,4,6,5,NAPOLI,home,2,6,6,5,9,9,0,0,1,0,14,18,0,0,6,0,1,12,7,5,4,0,0,19,23,17,15,3,2,0,1,SAMPDORIA,2012-13,8,11,6,7,1,0,2,4,0,0,0,2
3,4,0,0,3,4,4,2,5,6,SAMPDORIA,away,6,2,5,6,9,9,0,0,0,1,18,14,0,0,6,1,0,7,12,4,5,0,0,23,19,15,17,2,3,1,0,NAPOLI,2012-13,11,8,7,6,0,1,4,2,0,0,2,0
4,3,4,3,1,2,5,1,3,5,FIORENTINA,home,0,0,7,10,3,11,0,1,0,0,15,18,4,0,6,2,1,18,11,5,1,1,0,11,15,10,9,4,4,1,0,INTER,2012-13,11,8,4,3,0,0,7,5,0,0,1,1
3,4,3,4,2,1,1,5,5,3,INTER,away,0,0,10,7,11,3,1,0,0,0,18,15,0,4,6,1,2,11,18,1,5,0,1,15,11,9,10,4,4,0,1,FIORENTINA,2012-13,8,11,3,4,0,0,5,7,0,0,1,1
2,2,0,0,1,2,5,3,7,6,SAMPDORIA,home,2,1,3,4,9,9,0,0,0,0,12,25,5,0,7,2,1,16,12,6,0,0,0,29,26,20,23,3,5,0,0,CHIEVOVERONA,2012-13,10,8,3,4,0,0,7,4,0,0,0,2
2,2,0,0,2,1,3,5,6,7,CHIEVOVERONA,away,1,2,4,3,9,9,0,0,0,0,25,12,0,5,7,1,2,12,16,0,6,0,0,26,29,23,20,5,3,0,0,SAMPDORIA,2012-13,8,10,4,3,0,0,4,7,0,0,2,0
3,2,3,2,2,0,4,5,3,5,PALERMO,home,0,0,8,6,9,8,0,0,0,0,12,9,0,3,7,1,1,3,1,2,1,0,0,7,8,6,9,4,4,0,0,GENOA,2012-13,10,15,5,10,0,0,5,5,0,0,0,0
2,3,2,3,0,2,5,4,5,3,GENOA,away,0,0,6,8,8,9,0,0,0,0,9,12,3,0,7,1,1,1,3,1,2,0,0,8,7,9,6,4,4,0,0,PALERMO,2012-13,15,10,10,5,0,0,5,5,0,0,0,0
2,3,4,3,8,5,8,5,9,6,ATALANTA,home,1,0,7,6,5,10,0,0,0,0,13,8,3,4,7,2,0,7,13,8,4,1,1,26,22,19,17,3,5,0,0,ROMA,2012-13,15,9,7,5,0,2,8,4,0,0,0,0
3,2,3,4,5,8,5,8,6,9,ROMA,away,0,1,6,7,10,5,0,0,0,0,8,13,4,3,7,0,2,13,7,4,8,1,1,22,26,17,19,5,3,0,0,ATALANTA,2012-13,9,15,5,7,2,0,4,8,0,0,0,0
1,5,4,2,1,3,2,2,2,2,PARMA,home,1,0,2,10,6,10,0,1,0,0,25,14,1,3,7,2,0,6,12,4,4,0,0,8,10,10,10,3,4,0,0,CATANIA,2012-13,9,8,3,5,0,0,6,3,0,0,1,0
5,1,2,4,3,1,2,2,2,2,CATANIA,away,0,1,10,2,10,6,1,0,0,0,14,25,3,1,7,0,2,12,6,4,4,0,0,10,8,10,10,4,3,0,0,PARMA,2012-13,8,9,5,3,0,0,3,6,0,0,0,1
4,3,2,1,12,3,8,6,6,8,BOLOGNA,home,0,0,6,4,10,7,0,0,0,0,21,16,5,1,7,1,0,14,14,1,1,0,0,5,12,11,4,1,10,0,0,FIORENTINA,2012-13,18,8,7,7,0,0,11,1,0,0,0,0
3,4,1,2,3,12,6,8,8,6,FIORENTINA,away,0,0,4,6,7,10,0,0,0,0,16,21,1,5,7,0,1,14,14,1,1,0,0,12,5,4,11,10,1,0,0,BOLOGNA,2012-13,8,18,7,7,0,0,1,11,0,0,0,0
2,0,0,3,11,15,13,19,10,3,LAZIO,home,0,4,7,3,10,7,0,0,0,0,12,10,0,2,7,0,3,14,13,0,0,1,0,16,14,13,11,2,4,0,0,PESCARA,2012-13,8,11,4,6,1,0,4,5,0,0,2,1
0,2,3,0,15,11,19,13,3,10,PESCARA,away,4,0,3,7,7,10,0,0,0,0,10,12,2,0,7,3,0,13,14,0,0,0,1,14,16,11,13,4,2,0,0,LAZIO,2012-13,11,8,6,4,0,1,5,4,0,0,1,2
7,3,2,1,5,3,2,6,0,3,JUVENTUS,home,0,0,2,8,6,11,0,0,0,0,16,17,5,2,7,1,2,8,9,3,2,0,1,9,12,3,11,6,1,0,0,SIENA,2012-13,5,16,3,7,0,1,2,9,0,0,0,2
3,7,1,2,3,5,6,2,3,0,SIENA,away,0,0,8,2,11,6,0,0,0,0,17,16,2,5,7,2,1,9,8,2,3,1,0,12,9,11,3,1,6,0,0,JUVENTUS,2012-13,16,5,7,3,1,0,9,2,0,0,2,0
1,3,0,0,4,2,3,3,5,2,CAGLIARI,home,0,2,10,5,9,6,0,0,0,0,17,8,3,4,7,0,1,12,12,0,1,0,1,14,15,12,12,2,2,0,1,TORINO,2012-13,6,11,4,7,0,0,2,4,0,0,0,1
3,1,0,0,2,4,3,3,2,5,TORINO,away,2,0,5,10,6,9,0,0,0,0,8,17,4,3,7,1,0,12,12,1,0,1,0,15,14,12,12,2,2,1,0,CAGLIARI,2012-13,11,6,7,4,0,0,4,2,0,0,1,0
5,2,3,1,3,3,6,2,12,5,INTER,home,0,2,6,2,23,3,0,1,1,0,8,17,3,2,7,0,1,6,9,8,2,0,0,20,18,17,17,3,5,0,0,MILAN,2012-13,17,7,12,3,0,0,5,4,0,0,0,0
2,5,1,3,3,3,2,6,5,12,MILAN,away,2,0,2,6,3,23,1,0,0,1,17,8,2,3,7,1,0,9,6,2,8,0,0,18,20,17,17,5,3,0,0,INTER,2012-13,7,17,3,12,0,0,4,5,0,0,0,0
2,3,5,1,7,6,5,5,5,3,UDINESE,home,7,2,1,4,5,14,0,0,0,0,19,9,1,3,7,2,1,10,20,1,1,0,0,33,16,13,17,0,4,0,0,NAPOLI,2012-13,12,8,6,7,1,0,6,1,0,0,0,0
3,2,1,5,6,7,5,5,3,5,NAPOLI,away,2,7,4,1,14,5,0,0,0,0,9,19,3,1,7,1,2,20,10,1,1,0,0,16,33,17,13,4,0,0,0,UDINESE,2012-13,8,12,7,6,0,1,1,6,0,0,0,0
4,3,1,0,3,1,6,2,2,4,NAPOLI,home,0,0,7,4,12,10,0,0,0,0,20,19,1,2,8,2,0,9,15,2,1,0,1,11,15,12,10,1,3,0,0,JUVENTUS,2012-13,11,3,6,1,0,0,5,2,0,0,2,1
3,4,0,1,1,3,2,6,4,2,JUVENTUS,away,0,0,4,7,10,12,0,0,0,0,19,20,2,1,8,0,2,15,9,1,2,1,0,15,11,10,12,3,1,0,0,NAPOLI,2012-13,3,11,1,6,0,0,2,5,0,0,1,2
2,3,3,4,5,6,5,2,4,5,MILAN,home,3,1,6,5,8,15,0,0,0,0,5,13,2,0,8,3,2,12,12,5,4,0,0,15,21,15,12,4,3,0,0,LAZIO,2012-13,7,11,1,5,0,1,6,6,0,0,0,0
3,2,4,3,6,5,2,5,5,4,LAZIO,away,1,3,5,6,15,8,0,0,0,0,13,5,0,2,8,2,3,12,12,4,5,0,0,21,15,12,15,3,4,0,0,MILAN,2012-13,11,7,5,1,1,0,6,6,0,0,0,0
1,2,3,0,2,2,2,1,6,1,BOLOGNA,home,2,0,4,4,6,7,0,0,0,0,14,18,3,1,8,1,0,14,12,3,1,0,1,28,18,19,10,0,0,0,0,CAGLIARI,2012-13,3,8,1,6,0,0,2,2,0,0,0,0
2,1,0,3,2,2,1,2,1,6,CAGLIARI,away,0,2,4,4,7,6,0,0,0,0,18,14,1,3,8,0,1,12,14,1,3,1,0,18,28,10,19,0,0,0,0,BOLOGNA,2012-13,8,3,6,1,0,0,2,2,0,0,0,0
2,3,2,1,0,0,0,0,0,0,SIENA,home,0,0,4,4,0,0,0,0,1,0,18,15,1,1,8,2,1,0,0,0,0,0,0,16,9,8,7,0,2,0,0,ATALANTA,2012-13,8,3,4,2,0,0,4,1,0,0,0,0
3,2,1,2,0,0,0,0,0,0,ATALANTA,away,0,0,4,4,0,0,0,0,0,1,15,18,1,1,8,1,2,0,0,0,0,0,0,9,16,7,8,2,0,0,0,SIENA,2012-13,3,8,2,4,0,0,1,4,0,0,0,0
2,3,3,3,14,22,11,3,3,3,FIORENTINA,home,0,1,2,9,6,9,0,0,0,0,14,10,2,3,8,1,1,13,14,1,0,0,0,10,12,19,13,2,1,0,0,CHIEVOVERONA,2012-13,5,11,3,8,0,0,2,3,0,0,0,0
3,2,3,3,22,14,3,11,3,3,CHIEVOVERONA,away,1,0,9,2,9,6,0,0,0,0,10,14,3,2,8,1,1,14,13,0,1,0,0,12,10,13,19,1,2,0,0,FIORENTINA,2012-13,11,5,8,3,0,0,3,2,0,0,0,0
0,2,3,0,1,4,5,0,7,7,CATANIA,home,3,2,6,3,8,10,0,0,0,0,4,11,1,1,8,2,0,9,3,9,1,1,0,22,19,17,23,1,4,0,0,INTER,2012-13,9,7,2,6,0,0,7,1,0,0,0,0
2,0,0,3,4,1,0,5,7,7,INTER,away,2,3,3,6,10,8,0,0,0,0,11,4,1,1,8,0,2,3,9,1,9,0,1,19,22,23,17,4,1,0,0,CATANIA,2012-13,7,9,6,2,0,0,1,7,0,0,0,0
1,4,6,4,2,1,1,2,4,6,TORINO,home,2,3,7,2,7,8,0,0,0,0,18,12,2,4,8,0,0,8,14,8,4,0,0,13,9,11,17,7,9,0,0,PALERMO,2012-13,19,9,10,2,1,0,9,7,0,0,1,0
4,1,4,6,1,2,2,1,6,4,PALERMO,away,3,2,2,7,8,7,0,0,0,0,12,18,4,2,8,0,0,14,8,4,8,0,0,9,13,17,11,9,7,0,0,TORINO,2012-13,9,19,2,10,0,1,7,9,0,0,0,1
2,3,4,0,8,5,5,5,8,2,SAMPDORIA,home,0,0,4,4,11,4,0,0,0,1,17,17,2,3,8,2,1,14,7,0,0,1,0,13,15,13,14,0,5,1,1,PARMA,2012-13,17,6,8,5,0,1,9,1,0,0,3,1
3,2,0,4,5,8,5,5,2,8,PARMA,away,0,0,4,4,4,11,0,0,1,0,17,17,3,2,8,1,2,7,14,0,0,0,1,15,13,14,13,5,0,1,1,SAMPDORIA,2012-13,6,17,5,8,1,0,1,9,0,0,1,3
0,3,0,0,0,0,0,0,0,0,PESCARA,home,0,0,5,7,0,0,1,0,0,0,16,9,4,0,8,1,0,0,0,0,0,0,1,8,10,12,11,4,3,0,0,UDINESE,2012-13,9,7,5,2,0,0,4,5,0,0,0,0
3,0,0,0,0,0,0,0,0,0,UDINESE,away,0,0,7,5,0,0,0,1,0,0,9,16,0,4,8,0,1,0,0,0,0,1,0,10,8,11,12,3,4,0,0,PESCARA,2012-13,7,9,2,5,0,0,5,4,0,0,0,0
4,1,2,4,3,6,2,5,7,14,ROMA,home,3,1,6,7,10,17,0,0,0,0,11,15,1,4,8,2,4,18,13,4,6,1,0,25,29,26,24,5,4,0,0,GENOA,2012-13,12,14,3,5,0,0,9,9,0,0,0,0
1,4,4,2,6,3,5,2,14,7,GENOA,away,1,3,7,6,17,10,0,0,0,0,15,11,4,1,8,4,2,13,18,6,4,0,1,29,25,24,26,4,5,0,0,ROMA,2012-13,14,12,5,3,0,0,9,9,0,0,0,0
3,2,1,3,1,1,2,2,4,6,PALERMO,home,0,0,4,4,10,5,0,0,0,0,6,11,1,1,9,0,0,5,3,0,1,0,0,13,11,13,8,5,2,0,0,SIENA,2012-13,8,12,6,7,0,1,2,5,0,0,0,0
2,3,3,1,1,1,2,2,6,4,SIENA,away,0,0,4,4,5,10,0,0,0,0,11,6,1,1,9,0,0,3,5,1,0,0,0,11,13,8,13,2,5,0,0,PALERMO,2012-13,12,8,7,6,1,0,5,2,0,0,0,0
1,2,2,0,5,2,1,1,2,0,GENOA,home,0,0,9,0,17,3,0,0,0,0,16,7,8,2,9,1,0,16,23,1,0,0,0,13,14,10,8,3,1,0,0,MILAN,2012-13,9,5,7,2,1,0,2,3,0,0,0,1
2,1,0,2,2,5,1,1,0,2,MILAN,away,0,0,0,9,3,17,0,0,0,0,7,16,2,8,9,0,1,23,16,0,1,0,0,14,13,8,10,1,3,0,0,GENOA,2012-13,5,9,2,7,0,1,3,2,0,0,1,0
4,3,0,5,1,1,3,4,0,4,JUVENTUS,home,1,3,2,7,5,9,1,0,0,0,13,15,4,6,9,0,1,17,19,0,5,0,0,13,15,13,18,8,1,0,0,CATANIA,2012-13,6,20,5,11,0,1,1,9,0,0,0,0
3,4,5,0,1,1,4,3,4,0,CATANIA,away,3,1,7,2,9,5,0,1,0,0,15,13,6,4,9,1,0,19,17,5,0,0,0,15,13,18,13,1,8,0,0,JUVENTUS,2012-13,20,6,11,5,1,0,9,1,0,0,0,0
3,3,3,4,4,6,4,3,5,4,INTER,home,1,4,5,2,17,4,0,0,0,0,12,13,3,1,9,1,3,10,7,3,0,0,0,14,17,14,10,4,4,0,0,BOLOGNA,2012-13,12,10,7,3,1,1,5,7,0,0,2,1
3,3,4,3,6,4,3,4,4,5,BOLOGNA,away,4,1,2,5,4,17,0,0,0,0,13,12,1,3,9,3,1,7,10,0,3,0,0,17,14,10,14,4,4,0,0,INTER,2012-13,10,12,3,7,1,1,7,5,0,0,1,2
3,3,4,3,3,2,4,3,5,5,LAZIO,home,2,2,4,3,1,1,0,1,0,1,16,12,5,4,9,2,0,3,6,0,0,1,0,12,4,7,9,3,7,1,0,FIORENTINA,2012-13,16,7,6,4,2,0,10,3,0,0,3,1
3,3,3,4,2,3,3,4,5,5,FIORENTINA,away,2,2,3,4,1,1,1,0,1,0,12,16,4,5,9,0,2,6,3,0,0,0,1,4,12,9,7,7,3,0,1,LAZIO,2012-13,7,16,4,6,0,2,3,10,0,0,1,3
3,2,3,2,22,25,9,12,15,9,ATALANTA,home,4,4,3,8,16,17,0,1,0,0,14,13,0,1,9,0,0,20,16,1,2,0,1,26,15,15,14,4,4,0,0,PESCARA,2012-13,8,13,4,8,1,0,4,5,0,0,2,0
2,3,2,3,25,22,12,9,9,15,PESCARA,away,4,4,8,3,17,16,1,0,0,0,13,14,1,0,9,0,0,16,20,2,1,1,0,15,26,14,15,4,4,0,0,ATALANTA,2012-13,13,8,8,4,0,1,5,4,0,0,0,2
2,6,0,1,3,2,2,4,4,2,CAGLIARI,home,0,2,10,6,16,13,0,0,0,0,26,12,1,0,9,0,1,17,23,2,4,0,0,14,16,11,12,3,3,0,0,SAMPDORIA,2012-13,14,7,11,3,3,0,3,4,0,0,1,0
6,2,1,0,2,3,4,2,2,4,SAMPDORIA,away,2,0,6,10,13,16,0,0,0,0,12,26,0,1,9,1,0,23,17,4,2,0,0,16,14,12,11,3,3,0,0,CAGLIARI,2012-13,7,14,3,11,0,3,4,3,0,0,0,1
1,3,0,4,4,3,3,4,7,9,PARMA,home,2,1,3,4,13,6,1,0,0,0,12,10,4,1,9,1,3,15,13,5,4,0,0,22,30,27,20,4,5,0,0,TORINO,2012-13,13,12,7,6,0,0,6,6,0,0,0,0
3,1,4,0,3,4,4,3,9,7,TORINO,away,1,2,4,3,6,13,0,1,0,0,10,12,1,4,9,3,1,13,15,4,5,0,0,30,22,20,27,5,4,0,0,PARMA,2012-13,12,13,6,7,0,0,6,6,0,0,0,0
1,2,5,1,11,6,9,5,6,2,CHIEVOVERONA,home,2,1,4,6,11,6,0,1,0,0,14,4,0,2,9,1,0,20,12,5,1,1,0,20,29,28,19,0,6,0,0,NAPOLI,2012-13,15,2,7,2,0,0,8,0,0,0,0,0
2,1,1,5,6,11,5,9,2,6,NAPOLI,away,1,2,6,4,6,11,1,0,0,0,4,14,2,0,9,0,1,12,20,1,5,0,1,29,20,19,28,6,0,0,0,CHIEVOVERONA,2012-13,2,15,2,7,0,0,0,8,0,0,0,0
4,4,8,5,3,1,6,0,8,7,UDINESE,home,0,0,4,2,5,4,0,0,1,0,12,12,0,4,9,2,3,1,4,7,5,0,0,8,8,7,9,5,4,0,1,ROMA,2012-13,16,9,10,1,0,0,6,8,0,0,0,2
4,4,5,8,1,3,0,6,7,8,ROMA,away,0,0,2,4,4,5,0,0,0,1,12,12,4,0,9,3,2,4,1,5,7,0,0,8,8,9,7,4,5,1,0,UDINESE,2012-13,9,16,1,10,0,0,8,6,0,0,2,0
2,4,1,4,5,4,0,3,1,10,MILAN,home,4,1,2,7,2,21,0,0,0,0,13,13,2,4,10,2,2,14,16,2,6,0,0,18,10,12,19,6,4,1,0,PALERMO,2012-13,12,10,6,2,1,0,6,8,0,0,2,1
4,2,4,1,4,5,3,0,10,1,PALERMO,away,1,4,7,2,21,2,0,0,0,0,13,13,4,2,10,2,2,16,14,6,2,0,0,10,18,19,12,4,6,0,1,MILAN,2012-13,10,12,2,6,0,1,8,6,0,0,1,2
2,3,2,1,2,2,0,0,1,3,NAPOLI,home,7,1,2,9,6,12,0,0,0,0,9,10,2,1,10,1,0,6,4,2,3,0,0,14,11,13,11,8,0,0,0,ATALANTA,2012-13,8,15,7,7,0,0,1,8,0,0,0,1
3,2,1,2,2,2,0,0,3,1,ATALANTA,away,1,7,9,2,12,6,0,0,0,0,10,9,1,2,10,0,1,4,6,3,2,0,0,11,14,11,13,0,8,0,0,NAPOLI,2012-13,15,8,7,7,0,0,8,1,0,0,1,0
2,3,5,2,6,5,10,4,3,4,SIENA,home,4,3,6,4,9,10,0,1,0,0,11,9,1,3,10,4,2,15,6,3,0,2,0,12,23,28,16,2,7,1,1,CAGLIARI,2012-13,22,7,9,3,1,0,13,4,0,0,3,0
3,2,2,5,5,6,4,10,4,3,CAGLIARI,away,3,4,4,6,10,9,1,0,0,0,9,11,3,1,10,2,4,6,15,0,3,0,2,23,12,16,28,7,2,1,1,SIENA,2012-13,7,22,3,9,0,1,4,13,0,0,0,3
1,3,3,0,15,4,16,3,3,1,PESCARA,home,2,0,2,1,14,7,0,0,0,1,15,14,5,0,10,2,0,6,4,1,0,1,0,13,12,9,10,3,5,1,0,CHIEVOVERONA,2012-13,17,5,9,2,0,1,8,3,0,0,2,0
3,1,0,3,4,15,3,16,1,3,CHIEVOVERONA,away,0,2,1,2,7,14,0,0,1,0,14,15,0,5,10,0,2,4,6,0,1,0,1,12,13,10,9,5,3,0,1,PESCARA,2012-13,5,17,2,9,1,0,3,8,0,0,0,2
1,1,2,0,8,1,4,4,7,2,SAMPDORIA,home,4,0,1,2,14,7,0,0,0,2,10,12,0,3,10,3,2,15,9,4,0,2,0,18,15,22,19,0,1,1,0,INTER,2012-13,14,3,8,1,0,0,6,2,0,0,1,0
1,1,0,2,1,8,4,4,2,7,INTER,away,0,4,2,1,7,14,0,0,2,0,12,10,3,0,10,2,3,9,15,0,4,0,2,15,18,19,22,1,0,0,1,SAMPDORIA,2012-13,3,14,1,8,0,0,2,6,0,0,0,1
1,5,3,0,2,1,7,2,17,6,BOLOGNA,home,1,2,10,5,21,3,0,0,0,0,13,11,2,0,10,2,1,14,14,5,1,1,0,28,23,17,21,1,11,0,0,JUVENTUS,2012-13,20,6,6,4,3,0,14,2,0,0,0,0
5,1,0,3,1,2,2,7,6,17,JUVENTUS,away,2,1,5,10,3,21,0,0,0,0,11,13,0,2,10,1,2,14,14,1,5,0,1,23,28,21,17,11,1,0,0,BOLOGNA,2012-13,6,20,4,6,0,3,2,14,0,0,0,0
3,1,7,4,9,6,4,2,10,4,TORINO,home,0,1,4,1,17,2,0,0,0,0,18,19,3,0,10,1,1,17,19,7,5,0,0,24,15,10,21,5,4,0,0,LAZIO,2012-13,14,7,9,1,2,0,5,6,0,0,0,1
1,3,4,7,6,9,2,4,4,10,LAZIO,away,1,0,1,4,2,17,0,0,0,0,19,18,0,3,10,1,1,19,17,5,7,0,0,15,24,21,10,4,5,0,0,TORINO,2012-13,7,14,1,9,0,2,6,5,0,0,1,0
1,1,1,1,6,8,4,2,3,2,ROMA,home,1,1,8,3,7,3,1,0,0,0,8,20,10,3,10,3,2,17,12,0,0,0,0,11,18,18,6,5,4,0,1,PARMA,2012-13,9,11,3,4,0,1,6,7,0,0,0,2
1,1,1,1,8,6,2,4,2,3,PARMA,away,1,1,3,8,3,7,0,1,0,0,20,8,3,10,10,2,3,12,17,0,0,0,0,18,11,6,18,4,5,1,0,ROMA,2012-13,11,9,4,3,1,0,7,6,0,0,2,0
2,3,3,1,8,4,4,6,2,2,CATANIA,home,0,0,3,1,10,9,0,0,0,0,14,16,6,1,10,2,2,17,7,2,0,0,0,8,7,24,11,3,5,1,0,UDINESE,2012-13,14,11,7,7,0,1,7,4,0,0,1,2
3,2,1,3,4,8,6,4,2,2,UDINESE,away,0,0,1,3,9,10,0,0,0,0,16,14,1,6,10,2,2,7,17,0,2,0,0,7,8,11,24,5,3,0,1,CATANIA,2012-13,11,14,7,7,1,0,4,7,0,0,2,1
5,3,2,3,2,5,1,3,3,4,FIORENTINA,home,0,1,4,6,10,7,0,0,0,0,13,20,5,7,10,0,1,5,7,1,2,0,0,8,17,9,7,6,4,0,0,GENOA,2012-13,8,9,5,2,0,0,3,7,0,0,0,0
3,5,3,2,5,2,3,1,4,3,GENOA,away,1,0,6,4,7,10,0,0,0,0,20,13,7,5,10,1,0,7,5,2,1,0,0,17,8,7,9,4,6,0,0,FIORENTINA,2012-13,9,8,2,5,0,0,7,3,0,0,0,0
0,2,5,0,4,4,7,1,4,0,CHIEVOVERONA,home,0,0,3,3,15,5,0,0,0,0,10,9,2,0,11,5,1,8,16,2,0,0,0,12,15,15,10,2,5,0,0,MILAN,2012-13,19,6,10,3,0,0,9,3,0,0,1,1
2,0,0,5,4,4,1,7,0,4,MILAN,away,0,0,3,3,5,15,0,0,0,0,9,10,0,2,11,1,5,16,8,0,2,0,0,15,12,10,15,5,2,0,0,CHIEVOVERONA,2012-13,6,19,3,10,0,0,3,9,0,0,1,1
4,2,1,1,3,2,5,7,11,7,INTER,home,7,2,3,3,15,5,0,0,0,0,11,18,5,4,11,1,3,16,14,5,2,0,0,24,13,13,21,3,8,0,1,JUVENTUS,2012-13,17,11,8,5,0,0,9,6,0,0,1,1
2,4,1,1,2,3,7,5,7,11,JUVENTUS,away,2,7,3,3,5,15,0,0,0,0,18,11,4,5,11,3,1,14,16,2,5,0,0,13,24,21,13,8,3,1,0,INTER,2012-13,11,17,5,8,0,0,6,9,0,0,1,1
2,3,2,1,6,8,3,6,5,8,PARMA,home,5,1,7,7,8,11,0,0,0,0,14,11,3,4,11,2,0,9,14,3,5,0,0,16,15,9,11,7,3,0,0,PESCARA,2012-13,11,17,6,10,4,2,5,7,0,0,2,1
3,2,1,2,8,6,6,3,8,5,PESCARA,away,1,5,7,7,11,8,0,0,0,0,11,14,4,3,11,0,2,14,9,5,3,0,0,15,16,11,9,3,7,0,0,PARMA,2012-13,17,11,10,6,2,4,7,5,0,0,1,2
4,3,1,1,3,5,3,3,5,10,UDINESE,home,3,5,3,4,10,19,0,0,0,0,24,14,4,2,11,1,1,14,13,0,2,0,0,19,25,23,19,2,2,0,0,BOLOGNA,2012-13,6,9,3,6,1,1,3,3,0,0,0,0
3,4,1,1,5,3,3,3,10,5,BOLOGNA,away,5,3,4,3,19,10,0,0,0,0,14,24,2,4,11,1,1,13,14,2,0,0,0,25,19,19,23,2,2,0,0,UDINESE,2012-13,9,6,6,3,1,1,3,3,0,0,0,0
1,0,8,2,3,2,1,2,3,2,LAZIO,home,1,0,6,5,10,13,0,0,0,0,14,17,1,1,11,4,0,19,17,4,3,0,0,11,16,15,17,3,2,1,0,CATANIA,2012-13,14,6,8,3,0,0,6,3,0,0,1,0
0,1,2,8,2,3,2,1,2,3,CATANIA,away,0,1,5,6,13,10,0,0,0,0,17,14,1,1,11,0,4,17,19,3,4,0,0,16,11,17,15,2,3,0,1,LAZIO,2012-13,6,14,3,8,0,0,3,6,0,0,0,1
2,1,5,3,9,16,8,4,8,7,CAGLIARI,home,5,1,4,1,15,10,0,0,0,0,20,13,3,2,11,4,1,16,11,2,1,0,0,19,12,17,12,2,0,0,0,FIORENTINA,2012-13,10,6,6,3,0,0,4,3,0,0,0,0
1,2,3,5,16,9,4,8,7,8,FIORENTINA,away,1,5,1,4,10,15,0,0,0,0,13,20,2,3,11,1,4,11,16,1,2,0,0,12,19,12,17,0,2,0,0,CAGLIARI,2012-13,6,10,3,6,0,0,3,4,0,0,0,0
3,5,5,2,6,9,5,8,5,3,TORINO,home,0,0,5,11,11,17,0,0,0,0,14,15,1,5,11,1,1,11,13,3,4,0,0,25,19,17,18,3,1,0,0,NAPOLI,2012-13,9,7,7,3,1,0,2,4,0,0,0,1
5,3,2,5,9,6,8,5,3,5,NAPOLI,away,0,0,11,5,17,11,0,0,0,0,15,14,5,1,11,1,1,13,11,4,3,0,0,19,25,18,17,1,3,0,0,TORINO,2012-13,7,9,3,7,0,1,4,2,0,0,1,0
4,2,5,2,1,1,2,2,5,2,GENOA,home,0,0,4,4,5,10,0,0,0,0,14,15,5,3,11,1,0,3,4,1,0,0,0,9,12,12,8,4,3,0,0,SIENA,2012-13,7,9,3,5,0,2,4,4,0,0,2,1
2,4,2,5,1,1,2,2,2,5,SIENA,away,0,0,4,4,10,5,0,0,0,0,15,14,3,5,11,0,1,4,3,0,1,0,0,12,9,8,12,3,4,0,0,GENOA,2012-13,9,7,5,3,2,0,4,4,0,0,1,2
3,5,1,5,3,5,4,2,4,8,ATALANTA,home,0,2,6,2,17,11,0,0,0,0,19,14,2,2,11,1,2,12,18,5,5,1,1,13,10,11,12,1,4,0,0,SAMPDORIA,2012-13,8,13,2,9,0,1,6,4,0,0,1,0
5,3,5,1,5,3,2,4,8,4,SAMPDORIA,away,2,0,2,6,11,17,0,0,0,0,14,19,2,2,11,2,1,18,12,5,5,1,1,10,13,12,11,4,1,0,0,ATALANTA,2012-13,13,8,9,2,1,0,4,6,0,0,0,1
