Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario
3,1,2,3,15,16,12,7,5,11,BOLOGNA,away,5,4,4,14,11,20,0,0,1,0,21,6,0,0,4,1,1,9,16,3,1,0,0,7,9,11,15,8,7,0,1,PESCARA,2012-13,11,15,3,6,0,0,8,9,0,0,2,2
3,4,2,7,3,6,4,7,1,11,NAPOLI,home,1,4,2,15,3,22,0,0,1,0,8,13,5,3,4,0,0,6,14,4,13,1,0,9,13,12,6,8,2,0,0,CATANIA,2012-13,6,18,3,10,1,3,3,8,0,0,0,1
4,3,7,2,6,3,7,4,11,1,CATANIA,away,4,1,15,2,22,3,0,0,0,1,13,8,3,5,4,0,0,14,6,13,4,0,1,13,9,6,12,2,8,0,0,NAPOLI,2012-13,18,6,10,3,3,1,8,3,0,0,1,0
1,4,3,2,2,1,3,1,5,0,SIENA,home,1,3,10,8,10,7,0,0,0,0,7,13,4,2,4,0,2,0,1,0,1,0,0,21,11,18,16,2,11,0,0,INTER,2012-13,18,7,7,3,0,0,11,4,0,0,1,0
4,1,2,3,1,2,1,3,0,5,INTER,away,3,1,8,10,7,10,0,0,0,0,13,7,2,4,4,2,0,1,0,1,0,0,0,11,21,16,18,11,2,0,0,SIENA,2012-13,7,18,3,7,0,0,4,11,0,0,0,1
2,1,0,0,5,4,6,5,5,3,MILAN,home,0,0,9,5,3,7,0,2,0,0,10,15,1,0,4,2,1,6,4,0,0,0,0,5,3,9,4,5,6,1,0,UDINESE,2012-13,12,13,4,7,0,0,8,6,0,0,1,0
1,2,0,0,4,5,5,6,3,5,UDINESE,away,0,0,5,9,7,3,2,0,0,0,15,10,0,1,4,1,2,4,6,0,0,0,0,3,5,4,9,6,5,0,1,MILAN,2012-13,13,12,7,4,0,0,6,8,0,0,0,1
1,1,5,4,8,4,6,1,11,2,GENOA,home,0,1,10,1,11,5,0,0,0,0,7,9,2,2,4,0,1,13,18,7,2,1,0,17,17,17,12,2,8,0,0,LAZIO,2012-13,19,6,10,3,0,0,9,3,0,0,0,0
1,1,4,5,4,8,1,6,2,11,LAZIO,away,1,0,1,10,5,11,0,0,0,0,9,7,2,2,4,1,0,18,13,2,7,0,1,17,17,12,17,8,2,0,0,GENOA,2012-13,6,19,3,10,0,0,3,9,0,0,0,0
3,1,5,0,4,1,3,1,3,3,JUVENTUS,home,0,0,2,1,11,2,0,0,0,0,9,9,0,3,5,0,0,4,3,1,0,20,0,1,8,5,3,0,0,0,0,FIORENTINA,2012-13,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,5,1,4,1,3,3,3,FIORENTINA,away,0,0,1,2,2,11,0,0,0,0,9,9,3,0,5,0,0,3,4,0,1,0,20,8,1,3,5,0,0,0,0,JUVENTUS,2012-13,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,1,3,5,1,4,2,PALERMO,home,2,2,4,3,6,6,0,0,0,1,11,11,1,2,5,1,0,14,10,0,2,0,0,10,13,11,8,0,0,0,0,PESCARA,2012-13,1,0,0,0,0,0,1,0,0,0,0,2
2,4,0,0,3,1,1,5,2,4,PESCARA,away,2,2,3,4,6,6,0,0,1,0,11,11,2,1,5,0,1,10,14,2,0,0,0,13,10,8,11,0,0,0,0,PALERMO,2012-13,0,1,0,0,0,0,0,1,0,0,2,0
2,2,2,1,1,3,5,0,5,2,ATALANTA,home,4,1,8,4,3,7,0,0,0,0,13,15,1,4,5,2,1,13,12,3,2,0,0,19,9,9,10,0,0,0,0,CATANIA,2012-13,2,1,0,0,1,1,2,1,0,0,1,0
2,2,1,2,3,1,0,5,2,5,CATANIA,away,1,4,4,8,7,3,0,0,0,0,15,13,4,1,5,1,2,12,13,2,3,0,0,9,19,10,9,0,0,0,0,ATALANTA,2012-13,1,2,0,0,1,1,1,2,0,0,0,1
3,1,1,2,6,2,7,5,6,1,INTER,home,0,0,5,0,9,2,0,0,0,0,13,13,2,2,5,0,2,3,9,1,1,0,0,9,9,7,4,0,0,0,0,CHIEVOVERONA,2012-13,0,2,0,0,0,1,0,2,0,0,2,0
1,3,2,1,2,6,5,7,1,6,CHIEVOVERONA,away,0,0,0,5,2,9,0,0,0,0,13,13,2,2,5,2,0,9,3,1,1,0,0,9,9,4,7,0,0,0,0,INTER,2012-13,2,0,0,0,1,0,2,0,0,0,0,2
2,4,3,1,2,6,2,5,3,1,PARMA,home,0,0,5,7,8,19,0,0,0,0,12,12,5,5,5,1,1,20,17,5,2,0,0,15,13,10,11,0,0,2,0,GENOA,2012-13,0,1,0,0,1,0,0,1,0,0,2,0
4,2,1,3,6,2,5,2,1,3,GENOA,away,0,0,7,5,19,8,0,0,0,0,12,12,5,5,5,1,1,17,20,2,5,0,0,13,15,11,10,0,0,0,2,PARMA,2012-13,1,0,0,0,0,1,1,0,0,0,0,2
3,2,4,2,5,1,3,5,0,0,CAGLIARI,home,2,0,8,4,12,5,0,1,0,0,9,20,1,2,5,2,0,9,9,5,3,0,0,27,16,16,9,0,0,0,0,MILAN,2012-13,2,0,0,0,0,3,2,0,0,0,0,0
2,3,2,4,1,5,5,3,0,0,MILAN,away,0,2,4,8,5,12,1,0,0,0,20,9,2,1,5,0,2,9,9,3,5,0,0,16,27,9,16,0,0,0,0,CAGLIARI,2012-13,0,2,0,0,3,0,0,2,0,0,0,0
3,4,7,1,4,9,11,4,7,4,LAZIO,home,4,1,7,8,7,18,0,0,0,0,14,9,2,4,5,3,0,19,15,6,1,0,0,13,23,18,10,0,0,1,0,NAPOLI,2012-13,5,0,0,0,0,0,5,0,0,0,2,0
4,3,1,7,9,4,4,11,4,7,NAPOLI,away,1,4,8,7,18,7,0,0,0,0,9,14,4,2,5,0,3,15,19,1,6,0,0,23,13,10,18,0,0,0,1,LAZIO,2012-13,0,5,0,0,0,0,0,5,0,0,0,2
3,0,8,1,5,4,5,1,7,2,SAMPDORIA,home,1,3,12,3,18,3,0,1,0,0,17,15,3,4,5,1,1,4,4,3,1,0,0,6,9,13,11,0,0,0,0,ROMA,2012-13,1,1,0,0,0,0,1,1,0,0,1,1
0,3,1,8,4,5,1,5,2,7,ROMA,away,3,1,3,12,3,18,1,0,0,0,15,17,4,3,5,1,1,4,4,1,3,0,0,9,6,11,13,0,0,0,0,SAMPDORIA,2012-13,1,1,0,0,0,0,1,1,0,0,1,1
1,0,0,0,4,3,3,2,11,4,UDINESE,home,4,0,5,5,9,12,0,0,0,0,16,9,2,0,5,0,0,25,21,5,1,0,0,30,27,20,24,0,0,0,0,TORINO,2012-13,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,3,4,2,3,4,11,TORINO,away,0,4,5,5,12,9,0,0,0,0,9,16,0,2,5,0,0,21,25,1,5,0,0,27,30,24,20,0,0,0,0,UDINESE,2012-13,0,0,0,0,0,0,0,0,0,0,0,0
4,2,4,0,1,6,3,2,3,4,BOLOGNA,home,1,1,5,11,2,10,0,0,0,0,14,13,3,3,5,1,0,13,20,0,0,0,0,10,5,8,4,7,4,0,0,SIENA,2012-13,8,9,3,2,0,0,5,7,0,0,1,1
2,4,0,4,6,1,2,3,4,3,SIENA,away,1,1,11,5,10,2,0,0,0,0,13,14,3,3,5,0,1,20,13,0,0,0,0,5,10,4,8,4,7,0,0,BOLOGNA,2012-13,9,8,2,3,0,0,7,5,0,0,1,1
2,3,0,2,3,3,3,3,0,3,MILAN,home,2,4,4,5,16,12,0,0,0,0,7,14,0,2,6,1,1,5,4,4,4,0,0,15,25,18,20,6,1,0,0,PARMA,2012-13,7,11,5,4,0,0,2,7,0,0,1,1
3,2,2,0,3,3,3,3,3,0,PARMA,away,4,2,5,4,12,16,0,0,0,0,14,7,2,0,6,1,1,4,5,4,4,0,0,25,15,20,18,1,6,0,0,MILAN,2012-13,11,7,4,5,0,0,7,2,0,0,1,1
4,4,5,1,7,3,7,4,5,3,ROMA,home,3,0,5,3,7,7,0,0,0,0,11,13,8,3,6,4,1,12,12,1,0,3,0,20,16,11,19,3,4,1,1,JUVENTUS,2012-13,16,10,5,6,0,0,11,4,0,0,2,1
4,4,1,5,3,7,4,7,3,5,JUVENTUS,away,0,3,3,5,7,7,0,0,0,0,13,11,3,8,6,1,4,12,12,0,1,0,3,16,20,19,11,4,3,1,1,ROMA,2012-13,10,16,6,5,0,0,4,11,0,0,1,2
1,2,1,0,5,1,7,4,3,1,GENOA,home,0,0,10,4,18,7,0,0,0,0,14,15,6,2,6,0,0,10,7,1,0,1,0,13,7,11,8,2,2,0,0,UDINESE,2012-13,10,5,7,3,0,0,3,2,0,0,0,0
2,1,0,1,1,5,4,7,1,3,UDINESE,away,0,0,4,10,7,18,0,0,0,0,15,14,2,6,6,0,0,7,10,0,1,0,1,7,13,8,11,2,2,0,0,GENOA,2012-13,5,10,3,7,0,0,2,3,0,0,0,0
2,2,1,1,4,5,11,6,4,2,TORINO,home,1,0,7,7,5,4,0,0,0,0,13,11,3,2,6,1,5,6,8,0,0,2,0,7,7,5,4,4,1,0,1,ATALANTA,2012-13,13,15,9,6,0,0,4,9,0,0,2,1
2,2,1,1,5,4,6,11,2,4,ATALANTA,away,0,1,7,7,4,5,0,0,0,0,11,13,2,3,6,5,1,8,6,0,0,0,2,7,7,4,5,1,4,1,0,TORINO,2012-13,15,13,6,9,0,0,9,4,0,0,1,2
1,2,3,5,3,2,1,4,6,7,CATANIA,home,1,0,6,8,10,10,0,0,0,1,16,20,3,1,6,4,0,13,8,0,0,0,1,4,5,5,9,3,2,0,0,BOLOGNA,2012-13,11,10,5,6,0,1,6,4,0,0,0,2
2,1,5,3,2,3,4,1,7,6,BOLOGNA,away,0,1,8,6,10,10,0,0,1,0,20,16,1,3,6,0,4,8,13,0,0,1,0,5,4,9,5,2,3,0,0,CATANIA,2012-13,10,11,6,5,1,0,4,6,0,0,2,0
2,5,5,1,10,3,7,5,4,3,PESCARA,home,0,0,7,0,15,6,1,0,0,0,19,23,1,1,6,1,2,11,8,4,1,1,0,8,14,13,7,2,12,1,0,CAGLIARI,2012-13,17,8,3,4,0,0,14,4,0,0,2,2
