Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
SAMPDORIA,home,0,0,3,1,1,BARI,1991-92
BARI,away,0,0,3,1,1,SAMPDORIA,1991-92
ROMA,home,0,0,3,0,1,CAGLIARI,1991-92
CAGLIARI,away,0,0,3,1,0,ROMA,1991-92
TORINO,home,0,0,3,0,2,CREMONESE,1991-92
CREMONESE,away,0,0,3,2,0,TORINO,1991-92
FOGGIA,home,0,1,3,1,2,FIORENTINA,1991-92
FIORENTINA,away,1,0,3,2,1,FOGGIA,1991-92
ASCOLI,home,0,0,3,1,0,GENOA,1991-92
GENOA,away,0,0,3,0,1,ASCOLI,1991-92
HELLAS VERONA,home,0,0,3,2,0,INTER,1991-92
INTER,away,0,0,3,0,2,HELLAS VERONA,1991-92
MILAN,home,0,0,3,1,1,JUVENTUS,1991-92
JUVENTUS,away,0,0,3,1,1,MILAN,1991-92
ATALANTA,home,0,0,3,1,1,LAZIO,1991-92
LAZIO,away,0,0,3,1,1,ATALANTA,1991-92
PARMA,home,0,1,3,2,2,NAPOLI,1991-92
NAPOLI,away,1,0,3,2,2,PARMA,1991-92
LAZIO,home,0,0,4,1,4,ASCOLI,1991-92
ASCOLI,away,0,0,4,4,1,LAZIO,1991-92
JUVENTUS,home,0,0,4,0,0,ATALANTA,1991-92
ATALANTA,away,0,0,4,0,0,JUVENTUS,1991-92
CAGLIARI,home,0,1,4,3,1,FOGGIA,1991-92
FOGGIA,away,1,0,4,1,3,CAGLIARI,1991-92
BARI,home,0,1,4,2,1,HELLAS VERONA,1991-92
HELLAS VERONA,away,1,0,4,1,2,BARI,1991-92
FIORENTINA,home,0,1,4,1,1,MILAN,1991-92
MILAN,away,1,0,4,1,1,FIORENTINA,1991-92
CREMONESE,home,0,1,4,1,1,PARMA,1991-92
PARMA,away,1,0,4,1,1,CREMONESE,1991-92
GENOA,home,1,0,4,0,0,ROMA,1991-92
ROMA,away,0,1,4,0,0,GENOA,1991-92
INTER,home,0,0,4,4,0,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,4,0,4,INTER,1991-92
NAPOLI,home,0,1,4,0,0,TORINO,1991-92
TORINO,away,1,0,4,0,0,NAPOLI,1991-92
TORINO,home,1,1,5,0,1,CAGLIARI,1991-92
CAGLIARI,away,1,1,5,1,0,TORINO,1991-92
ATALANTA,home,0,0,5,1,2,CREMONESE,1991-92
CREMONESE,away,0,0,5,2,1,ATALANTA,1991-92
ROMA,home,0,0,5,0,1,FIORENTINA,1991-92
FIORENTINA,away,0,0,5,1,0,ROMA,1991-92
PARMA,home,0,0,5,1,1,FOGGIA,1991-92
FOGGIA,away,0,0,5,1,1,PARMA,1991-92
BARI,home,0,0,5,2,0,JUVENTUS,1991-92
JUVENTUS,away,0,0,5,0,2,BARI,1991-92
INTER,home,0,0,5,0,1,LAZIO,1991-92
LAZIO,away,0,0,5,1,0,INTER,1991-92
HELLAS VERONA,home,0,0,5,3,1,NAPOLI,1991-92
NAPOLI,away,0,0,5,1,3,HELLAS VERONA,1991-92
ASCOLI,home,0,0,5,4,0,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,5,0,4,ASCOLI,1991-92
GENOA,home,0,0,5,1,1,MILAN,1991-92
MILAN,away,0,0,5,1,1,GENOA,1991-92
NAPOLI,home,1,0,6,1,4,ASCOLI,1991-92
ASCOLI,away,0,1,6,4,1,NAPOLI,1991-92
MILAN,home,0,0,6,0,2,ATALANTA,1991-92
ATALANTA,away,0,0,6,2,0,MILAN,1991-92
CREMONESE,home,1,0,6,0,0,BARI,1991-92
BARI,away,0,1,6,0,0,CREMONESE,1991-92
JUVENTUS,home,0,0,6,2,1,GENOA,1991-92
GENOA,away,0,0,6,1,2,JUVENTUS,1991-92
CAGLIARI,home,0,1,6,2,0,HELLAS VERONA,1991-92
HELLAS VERONA,away,1,0,6,0,2,CAGLIARI,1991-92
FIORENTINA,home,0,0,6,1,1,INTER,1991-92
INTER,away,0,0,6,1,1,FIORENTINA,1991-92
SAMPDORIA,home,0,0,6,2,1,PARMA,1991-92
PARMA,away,0,0,6,1,2,SAMPDORIA,1991-92
LAZIO,home,0,0,6,1,1,ROMA,1991-92
ROMA,away,0,0,6,1,1,LAZIO,1991-92
FOGGIA,home,0,0,6,3,1,TORINO,1991-92
TORINO,away,0,0,6,1,3,FOGGIA,1991-92
INTER,home,0,0,7,1,1,CAGLIARI,1991-92
CAGLIARI,away,0,0,7,1,1,INTER,1991-92
HELLAS VERONA,home,1,2,7,3,0,CREMONESE,1991-92
CREMONESE,away,2,1,7,0,3,HELLAS VERONA,1991-92
BARI,home,0,1,7,2,0,FIORENTINA,1991-92
FIORENTINA,away,1,0,7,0,2,BARI,1991-92
ASCOLI,home,0,0,7,1,0,FOGGIA,1991-92
FOGGIA,away,0,0,7,0,1,ASCOLI,1991-92
GENOA,home,0,0,7,1,1,LAZIO,1991-92
LAZIO,away,0,0,7,1,1,GENOA,1991-92
PARMA,home,0,0,7,2,0,MILAN,1991-92
MILAN,away,0,0,7,0,2,PARMA,1991-92
JUVENTUS,home,0,0,7,0,1,NAPOLI,1991-92
NAPOLI,away,0,0,7,1,0,JUVENTUS,1991-92
ATALANTA,home,0,0,7,0,2,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,7,2,0,ATALANTA,1991-92
ROMA,home,0,0,7,1,1,TORINO,1991-92
TORINO,away,0,0,7,1,1,ROMA,1991-92
FIORENTINA,home,1,0,8,0,0,ASCOLI,1991-92
ASCOLI,away,0,1,8,0,0,FIORENTINA,1991-92
CAGLIARI,home,1,1,8,0,1,ATALANTA,1991-92
ATALANTA,away,1,1,8,1,0,CAGLIARI,1991-92
MILAN,home,0,0,8,0,1,BARI,1991-92
BARI,away,0,0,8,1,0,MILAN,1991-92
SAMPDORIA,home,0,0,8,0,0,GENOA,1991-92
GENOA,away,0,0,8,0,0,SAMPDORIA,1991-92
LAZIO,home,2,0,8,0,2,HELLAS VERONA,1991-92
HELLAS VERONA,away,0,2,8,2,0,LAZIO,1991-92
NAPOLI,home,0,0,8,0,0,INTER,1991-92
INTER,away,0,0,8,0,0,NAPOLI,1991-92
CREMONESE,home,0,0,8,2,0,JUVENTUS,1991-92
JUVENTUS,away,0,0,8,0,2,CREMONESE,1991-92
TORINO,home,0,0,8,0,0,PARMA,1991-92
PARMA,away,0,0,8,0,0,TORINO,1991-92
FOGGIA,home,0,0,8,1,1,ROMA,1991-92
ROMA,away,0,0,8,1,1,FOGGIA,1991-92
CREMONESE,home,0,2,9,1,0,ASCOLI,1991-92
ASCOLI,away,2,0,9,0,1,CREMONESE,1991-92
CAGLIARI,home,0,0,9,1,0,FIORENTINA,1991-92
FIORENTINA,away,0,0,9,0,1,CAGLIARI,1991-92
BARI,home,0,1,9,4,1,FOGGIA,1991-92
FOGGIA,away,1,0,9,1,4,BARI,1991-92
ATALANTA,home,1,0,9,0,2,GENOA,1991-92
GENOA,away,0,1,9,2,0,ATALANTA,1991-92
JUVENTUS,home,1,0,9,1,1,LAZIO,1991-92
LAZIO,away,0,1,9,1,1,JUVENTUS,1991-92
ROMA,home,1,0,9,4,1,MILAN,1991-92
MILAN,away,0,1,9,1,4,ROMA,1991-92
SAMPDORIA,home,0,0,9,2,1,NAPOLI,1991-92
NAPOLI,away,0,0,9,1,2,SAMPDORIA,1991-92
HELLAS VERONA,home,0,1,9,1,1,PARMA,1991-92
PARMA,away,1,0,9,1,1,HELLAS VERONA,1991-92
INTER,home,1,0,9,0,0,TORINO,1991-92
TORINO,away,0,1,9,0,0,INTER,1991-92
FIORENTINA,home,0,0,10,1,0,ATALANTA,1991-92
ATALANTA,away,0,0,10,0,1,FIORENTINA,1991-92
LAZIO,home,0,0,10,1,2,BARI,1991-92
BARI,away,0,0,10,2,1,LAZIO,1991-92
PARMA,home,0,1,10,0,0,CAGLIARI,1991-92
CAGLIARI,away,1,0,10,0,0,PARMA,1991-92
FOGGIA,home,1,0,10,0,2,CREMONESE,1991-92
CREMONESE,away,0,1,10,2,0,FOGGIA,1991-92
GENOA,home,0,0,10,2,1,HELLAS VERONA,1991-92
HELLAS VERONA,away,0,0,10,1,2,GENOA,1991-92
ASCOLI,home,0,0,10,2,1,INTER,1991-92
INTER,away,0,0,10,1,2,ASCOLI,1991-92
TORINO,home,0,2,10,1,0,JUVENTUS,1991-92
JUVENTUS,away,2,0,10,0,1,TORINO,1991-92
NAPOLI,home,0,0,10,1,1,ROMA,1991-92
ROMA,away,0,0,10,1,1,NAPOLI,1991-92
MILAN,home,0,0,10,0,2,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,10,2,0,MILAN,1991-92
JUVENTUS,home,0,1,11,0,2,ASCOLI,1991-92
ASCOLI,away,1,0,11,2,0,JUVENTUS,1991-92
LAZIO,home,0,0,11,1,1,FIORENTINA,1991-92
FIORENTINA,away,0,0,11,1,1,LAZIO,1991-92
ATALANTA,home,1,2,11,2,3,FOGGIA,1991-92
FOGGIA,away,2,1,11,3,2,ATALANTA,1991-92
CAGLIARI,home,0,0,11,2,2,GENOA,1991-92
GENOA,away,0,0,11,2,2,CAGLIARI,1991-92
CREMONESE,home,0,1,11,3,1,MILAN,1991-92
MILAN,away,1,0,11,1,3,CREMONESE,1991-92
BARI,home,0,0,11,1,0,NAPOLI,1991-92
NAPOLI,away,0,0,11,0,1,BARI,1991-92
INTER,home,0,0,11,1,1,PARMA,1991-92
PARMA,away,0,0,11,1,1,INTER,1991-92
SAMPDORIA,home,0,0,11,2,0,ROMA,1991-92
ROMA,away,0,0,11,0,2,SAMPDORIA,1991-92
HELLAS VERONA,home,0,0,11,0,0,TORINO,1991-92
TORINO,away,0,0,11,0,0,HELLAS VERONA,1991-92
PARMA,home,1,0,12,0,1,ATALANTA,1991-92
ATALANTA,away,0,1,12,1,0,PARMA,1991-92
GENOA,home,0,0,12,1,2,BARI,1991-92
BARI,away,0,0,12,2,1,GENOA,1991-92
ASCOLI,home,0,0,12,2,0,CAGLIARI,1991-92
CAGLIARI,away,0,0,12,0,2,ASCOLI,1991-92
FIORENTINA,home,1,0,12,1,3,CREMONESE,1991-92
CREMONESE,away,0,1,12,3,1,FIORENTINA,1991-92
FOGGIA,home,0,0,12,1,0,HELLAS VERONA,1991-92
HELLAS VERONA,away,0,0,12,0,1,FOGGIA,1991-92
MILAN,home,0,1,12,1,1,INTER,1991-92
INTER,away,1,0,12,1,1,MILAN,1991-92
ROMA,home,0,0,12,2,1,JUVENTUS,1991-92
JUVENTUS,away,0,0,12,1,2,ROMA,1991-92
NAPOLI,home,0,0,12,3,3,LAZIO,1991-92
LAZIO,away,0,0,12,3,3,NAPOLI,1991-92
TORINO,home,0,0,12,0,0,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,12,0,0,TORINO,1991-92
BARI,home,0,0,13,2,2,ASCOLI,1991-92
ASCOLI,away,0,0,13,2,2,BARI,1991-92
LAZIO,home,1,1,13,2,0,CREMONESE,1991-92
CREMONESE,away,1,1,13,0,2,LAZIO,1991-92
HELLAS VERONA,home,0,0,13,4,1,FIORENTINA,1991-92
FIORENTINA,away,0,0,13,1,4,HELLAS VERONA,1991-92
SAMPDORIA,home,0,1,13,0,0,FOGGIA,1991-92
FOGGIA,away,1,0,13,0,0,SAMPDORIA,1991-92
PARMA,home,0,0,13,2,0,GENOA,1991-92
GENOA,away,0,0,13,0,2,PARMA,1991-92
INTER,home,0,0,13,2,1,JUVENTUS,1991-92
JUVENTUS,away,0,0,13,1,2,INTER,1991-92
TORINO,home,0,0,13,2,0,MILAN,1991-92
MILAN,away,0,0,13,0,2,TORINO,1991-92
CAGLIARI,home,0,1,13,4,0,NAPOLI,1991-92
NAPOLI,away,1,0,13,0,4,CAGLIARI,1991-92
ATALANTA,home,0,1,13,1,1,ROMA,1991-92
ROMA,away,1,0,13,1,1,ATALANTA,1991-92
ATALANTA,home,1,0,14,0,0,BARI,1991-92
BARI,away,0,1,14,0,0,ATALANTA,1991-92
CREMONESE,home,0,0,14,0,0,CAGLIARI,1991-92
CAGLIARI,away,0,0,14,0,0,CREMONESE,1991-92
ASCOLI,home,0,1,14,1,0,HELLAS VERONA,1991-92
HELLAS VERONA,away,1,0,14,0,1,ASCOLI,1991-92
GENOA,home,0,0,14,2,2,INTER,1991-92
INTER,away,0,0,14,2,2,GENOA,1991-92
MILAN,home,0,0,14,1,1,LAZIO,1991-92
LAZIO,away,0,0,14,1,1,MILAN,1991-92
FOGGIA,home,0,0,14,3,3,NAPOLI,1991-92
NAPOLI,away,0,0,14,3,3,FOGGIA,1991-92
ROMA,home,0,0,14,3,1,PARMA,1991-92
PARMA,away,0,0,14,1,3,ROMA,1991-92
JUVENTUS,home,0,0,14,1,0,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,14,0,1,JUVENTUS,1991-92
FIORENTINA,home,0,0,14,2,0,TORINO,1991-92
TORINO,away,0,0,14,0,2,FIORENTINA,1991-92
ROMA,home,0,0,15,1,1,ASCOLI,1991-92
ASCOLI,away,0,0,15,1,1,ROMA,1991-92
HELLAS VERONA,home,0,0,15,0,0,ATALANTA,1991-92
ATALANTA,away,0,0,15,0,0,HELLAS VERONA,1991-92
CAGLIARI,home,0,0,15,1,0,BARI,1991-92
BARI,away,0,0,15,0,1,CAGLIARI,1991-92
SAMPDORIA,home,0,0,15,1,2,FIORENTINA,1991-92
FIORENTINA,away,0,0,15,2,1,SAMPDORIA,1991-92
TORINO,home,0,0,15,1,1,GENOA,1991-92
GENOA,away,0,0,15,1,1,TORINO,1991-92
PARMA,home,0,0,15,1,0,JUVENTUS,1991-92
JUVENTUS,away,0,0,15,0,1,PARMA,1991-92
FOGGIA,home,0,1,15,5,2,LAZIO,1991-92
LAZIO,away,1,0,15,2,5,FOGGIA,1991-92
NAPOLI,home,1,0,15,5,0,MILAN,1991-92
MILAN,away,0,1,15,0,5,NAPOLI,1991-92
INTER,home,0,0,15,0,1,CREMONESE,1991-92
CREMONESE,away,0,0,15,1,0,INTER,1991-92
JUVENTUS,home,0,0,16,1,1,CAGLIARI,1991-92
CAGLIARI,away,0,0,16,1,1,JUVENTUS,1991-92
GENOA,home,0,0,16,1,0,FOGGIA,1991-92
FOGGIA,away,0,0,16,0,1,GENOA,1991-92
MILAN,home,0,0,16,0,1,HELLAS VERONA,1991-92
HELLAS VERONA,away,0,0,16,1,0,MILAN,1991-92
BARI,home,0,1,16,1,0,INTER,1991-92
INTER,away,1,0,16,0,1,BARI,1991-92
FIORENTINA,home,0,0,16,1,0,NAPOLI,1991-92
NAPOLI,away,0,0,16,0,1,FIORENTINA,1991-92
ASCOLI,home,0,1,16,2,0,PARMA,1991-92
PARMA,away,1,0,16,0,2,ASCOLI,1991-92
CREMONESE,home,0,0,16,3,0,ROMA,1991-92
ROMA,away,0,0,16,0,3,CREMONESE,1991-92
LAZIO,home,0,0,16,1,0,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,16,0,1,LAZIO,1991-92
ATALANTA,home,0,0,16,1,1,TORINO,1991-92
TORINO,away,0,0,16,1,1,ATALANTA,1991-92
TORINO,home,1,0,17,0,4,ASCOLI,1991-92
ASCOLI,away,0,1,17,4,0,TORINO,1991-92
INTER,home,1,1,17,1,0,ATALANTA,1991-92
ATALANTA,away,1,1,17,0,1,INTER,1991-92
ROMA,home,0,0,17,2,1,BARI,1991-92
BARI,away,0,0,17,1,2,ROMA,1991-92
SAMPDORIA,home,0,0,17,0,1,CREMONESE,1991-92
CREMONESE,away,0,0,17,1,0,SAMPDORIA,1991-92
PARMA,home,1,0,17,1,1,FIORENTINA,1991-92
FIORENTINA,away,0,1,17,1,1,PARMA,1991-92
NAPOLI,home,0,0,17,3,4,GENOA,1991-92
GENOA,away,0,0,17,4,3,NAPOLI,1991-92
HELLAS VERONA,home,0,0,17,2,0,JUVENTUS,1991-92
JUVENTUS,away,0,0,17,0,2,HELLAS VERONA,1991-92
CAGLIARI,home,1,0,17,2,1,LAZIO,1991-92
LAZIO,away,0,1,17,1,2,CAGLIARI,1991-92
FOGGIA,home,0,0,17,3,1,MILAN,1991-92
MILAN,away,0,0,17,1,3,FOGGIA,1991-92
NAPOLI,home,0,0,18,1,1,ATALANTA,1991-92
ATALANTA,away,0,0,18,1,1,NAPOLI,1991-92
GENOA,home,0,0,18,2,1,CREMONESE,1991-92
CREMONESE,away,0,0,18,1,2,GENOA,1991-92
JUVENTUS,home,0,0,18,2,0,FIORENTINA,1991-92
FIORENTINA,away,0,0,18,0,2,JUVENTUS,1991-92
INTER,home,1,0,18,2,2,FOGGIA,1991-92
FOGGIA,away,0,1,18,2,2,INTER,1991-92
ASCOLI,home,0,0,18,4,1,MILAN,1991-92
MILAN,away,0,0,18,1,4,ASCOLI,1991-92
LAZIO,home,0,0,18,1,0,PARMA,1991-92
PARMA,away,0,0,18,0,1,LAZIO,1991-92
HELLAS VERONA,home,0,0,18,1,0,ROMA,1991-92
ROMA,away,0,0,18,0,1,HELLAS VERONA,1991-92
CAGLIARI,home,1,0,18,1,1,SAMPDORIA,1991-92
SAMPDORIA,away,0,1,18,1,1,CAGLIARI,1991-92
BARI,home,0,0,18,1,0,TORINO,1991-92
TORINO,away,0,0,18,0,1,BARI,1991-92
ATALANTA,home,1,0,19,1,0,ASCOLI,1991-92
ASCOLI,away,0,1,19,0,1,ATALANTA,1991-92
PARMA,home,1,0,19,1,1,BARI,1991-92
BARI,away,0,1,19,1,1,PARMA,1991-92
MILAN,home,0,0,19,1,4,CAGLIARI,1991-92
CAGLIARI,away,0,0,19,4,1,MILAN,1991-92
FIORENTINA,home,0,1,19,3,2,GENOA,1991-92
GENOA,away,1,0,19,2,3,FIORENTINA,1991-92
SAMPDORIA,home,0,0,19,0,0,HELLAS VERONA,1991-92
HELLAS VERONA,away,0,0,19,0,0,SAMPDORIA,1991-92
ROMA,home,0,0,19,0,0,INTER,1991-92
INTER,away,0,0,19,0,0,ROMA,1991-92
FOGGIA,home,0,0,19,4,1,JUVENTUS,1991-92
JUVENTUS,away,0,0,19,1,4,FOGGIA,1991-92
TORINO,home,1,0,19,2,1,LAZIO,1991-92
LAZIO,away,0,1,19,1,2,TORINO,1991-92
CREMONESE,home,0,0,19,3,0,NAPOLI,1991-92
NAPOLI,away,0,0,19,0,3,CREMONESE,1991-92
GENOA,home,0,0,20,0,2,ASCOLI,1991-92
ASCOLI,away,0,0,20,2,0,GENOA,1991-92
LAZIO,home,0,1,20,1,0,ATALANTA,1991-92
ATALANTA,away,1,0,20,0,1,LAZIO,1991-92
FIORENTINA,home,0,0,20,3,3,FOGGIA,1991-92
FOGGIA,away,0,0,20,3,3,FIORENTINA,1991-92
INTER,home,0,1,20,1,0,HELLAS VERONA,1991-92
HELLAS VERONA,away,1,0,20,0,1,INTER,1991-92
JUVENTUS,home,0,0,20,1,1,MILAN,1991-92
MILAN,away,0,0,20,1,1,JUVENTUS,1991-92
NAPOLI,home,0,0,20,2,1,PARMA,1991-92
PARMA,away,0,0,20,1,2,NAPOLI,1991-92
CAGLIARI,home,0,0,20,0,0,ROMA,1991-92
ROMA,away,0,0,20,0,0,CAGLIARI,1991-92
BARI,home,0,0,20,1,1,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,20,1,1,BARI,1991-92
CREMONESE,home,0,0,20,2,0,TORINO,1991-92
TORINO,away,0,0,20,0,2,CREMONESE,1991-92
HELLAS VERONA,home,0,0,21,2,1,BARI,1991-92
BARI,away,0,0,21,1,2,HELLAS VERONA,1991-92
FOGGIA,home,0,0,21,2,2,CAGLIARI,1991-92
CAGLIARI,away,0,0,21,2,2,FOGGIA,1991-92
PARMA,home,0,0,21,0,1,CREMONESE,1991-92
CREMONESE,away,0,0,21,1,0,PARMA,1991-92
MILAN,home,0,0,21,0,0,FIORENTINA,1991-92
FIORENTINA,away,0,0,21,0,0,MILAN,1991-92
ROMA,home,0,0,21,1,1,GENOA,1991-92
GENOA,away,0,0,21,1,1,ROMA,1991-92
SAMPDORIA,home,0,0,21,0,0,INTER,1991-92
INTER,away,0,0,21,0,0,SAMPDORIA,1991-92
ATALANTA,home,0,0,21,2,1,JUVENTUS,1991-92
JUVENTUS,away,0,0,21,1,2,ATALANTA,1991-92
ASCOLI,home,0,1,21,1,1,LAZIO,1991-92
LAZIO,away,1,0,21,1,1,ASCOLI,1991-92
TORINO,home,1,0,21,0,1,NAPOLI,1991-92
NAPOLI,away,0,1,21,1,0,TORINO,1991-92
SAMPDORIA,home,1,0,22,0,1,ASCOLI,1991-92
ASCOLI,away,0,1,22,1,0,SAMPDORIA,1991-92
CREMONESE,home,1,0,22,1,1,ATALANTA,1991-92
ATALANTA,away,0,1,22,1,1,CREMONESE,1991-92
JUVENTUS,home,0,0,22,0,0,BARI,1991-92
BARI,away,0,0,22,0,0,JUVENTUS,1991-92
MILAN,home,0,0,22,0,0,GENOA,1991-92
GENOA,away,0,0,22,0,0,MILAN,1991-92
NAPOLI,home,0,0,22,0,1,HELLAS VERONA,1991-92
HELLAS VERONA,away,0,0,22,1,0,NAPOLI,1991-92
LAZIO,home,0,0,22,1,0,INTER,1991-92
INTER,away,0,0,22,0,1,LAZIO,1991-92
FOGGIA,home,0,1,22,2,0,PARMA,1991-92
PARMA,away,1,0,22,0,2,FOGGIA,1991-92
FIORENTINA,home,1,0,22,1,3,ROMA,1991-92
ROMA,away,0,1,22,3,1,FIORENTINA,1991-92
CAGLIARI,home,0,0,22,1,0,TORINO,1991-92
TORINO,away,0,0,22,0,1,CAGLIARI,1991-92
HELLAS VERONA,home,0,0,23,4,0,CAGLIARI,1991-92
CAGLIARI,away,0,0,23,0,4,HELLAS VERONA,1991-92
BARI,home,0,0,23,1,1,CREMONESE,1991-92
CREMONESE,away,0,0,23,1,1,BARI,1991-92
INTER,home,0,0,23,1,1,FIORENTINA,1991-92
FIORENTINA,away,0,0,23,1,1,INTER,1991-92
TORINO,home,0,0,23,1,1,FOGGIA,1991-92
FOGGIA,away,0,0,23,1,1,TORINO,1991-92
GENOA,home,0,1,23,3,0,JUVENTUS,1991-92
JUVENTUS,away,1,0,23,0,3,GENOA,1991-92
ROMA,home,0,0,23,1,1,LAZIO,1991-92
LAZIO,away,0,0,23,1,1,ROMA,1991-92
ATALANTA,home,0,0,23,3,1,MILAN,1991-92
MILAN,away,0,0,23,1,3,ATALANTA,1991-92
ASCOLI,home,0,0,23,5,1,NAPOLI,1991-92
NAPOLI,away,0,0,23,1,5,ASCOLI,1991-92
PARMA,home,0,0,23,2,0,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,23,0,2,PARMA,1991-92
FOGGIA,home,1,1,24,2,1,ASCOLI,1991-92
ASCOLI,away,1,1,24,1,2,FOGGIA,1991-92
SAMPDORIA,home,0,1,24,0,0,ATALANTA,1991-92
ATALANTA,away,1,0,24,0,0,SAMPDORIA,1991-92
FIORENTINA,home,0,1,24,1,0,BARI,1991-92
BARI,away,1,0,24,0,1,FIORENTINA,1991-92
LAZIO,home,0,0,24,1,0,GENOA,1991-92
GENOA,away,0,0,24,0,1,LAZIO,1991-92
CREMONESE,home,0,0,24,2,2,HELLAS VERONA,1991-92
HELLAS VERONA,away,0,0,24,2,2,CREMONESE,1991-92
CAGLIARI,home,0,0,24,0,0,INTER,1991-92
INTER,away,0,0,24,0,0,CAGLIARI,1991-92
NAPOLI,home,0,0,24,3,1,JUVENTUS,1991-92
JUVENTUS,away,0,0,24,1,3,NAPOLI,1991-92
MILAN,home,0,0,24,1,3,PARMA,1991-92
PARMA,away,0,0,24,3,1,MILAN,1991-92
TORINO,home,0,0,24,1,0,ROMA,1991-92
ROMA,away,0,0,24,0,1,TORINO,1991-92
ATALANTA,home,0,0,25,0,0,CAGLIARI,1991-92
CAGLIARI,away,0,0,25,0,0,ATALANTA,1991-92
JUVENTUS,home,1,0,25,0,2,CREMONESE,1991-92
CREMONESE,away,0,1,25,2,0,JUVENTUS,1991-92
ASCOLI,home,0,0,25,1,2,FIORENTINA,1991-92
FIORENTINA,away,0,0,25,2,1,ASCOLI,1991-92
ROMA,home,0,1,25,1,2,FOGGIA,1991-92
FOGGIA,away,1,0,25,2,1,ROMA,1991-92
HELLAS VERONA,home,0,0,25,2,0,LAZIO,1991-92
LAZIO,away,0,0,25,0,2,HELLAS VERONA,1991-92
BARI,home,0,0,25,2,0,MILAN,1991-92
MILAN,away,0,0,25,0,2,BARI,1991-92
INTER,home,0,0,25,1,1,NAPOLI,1991-92
NAPOLI,away,0,0,25,1,1,INTER,1991-92
GENOA,home,0,0,25,2,2,SAMPDORIA,1991-92
SAMPDORIA,away,0,0,25,2,2,GENOA,1991-92
PARMA,home,0,0,25,0,0,TORINO,1991-92
TORINO,away,0,0,25,0,0,PARMA,1991-92
TORINO,home,1,1,26,0,0,INTER,1991-92
INTER,away,1,1,26,0,0,TORINO,1991-92
GENOA,home,0,0,26,1,0,ATALANTA,1991-92
ATALANTA,away,0,0,26,0,1,GENOA,1991-92
FOGGIA,home,0,0,26,1,3,BARI,1991-92
BARI,away,0,0,26,3,1,FOGGIA,1991-92
FIORENTINA,home,0,0,26,4,0,CAGLIARI,1991-92
CAGLIARI,away,0,0,26,0,4,FIORENTINA,1991-92
ASCOLI,home,1,2,26,3,1,CREMONESE,1991-92
CREMONESE,away,2,1,26,1,3,ASCOLI,1991-92
PARMA,home,1,2,26,1,0,HELLAS VERONA,1991-92
HELLAS VERONA,away,2,1,26,0,1,PARMA,1991-92
