Ammonizioni,Ammonizioni avversario,Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
2,0,PERUGIA,home,1,1,22,2,1,UNIONE VENEZIA,1998-99
0,2,UNIONE VENEZIA,away,1,1,22,1,2,PERUGIA,1998-99
0,3,JUVENTUS,home,0,0,23,0,0,INTER,1998-99
3,0,INTER,away,0,0,23,0,0,JUVENTUS,1998-99
1,1,PERUGIA,home,0,0,23,3,1,PARMA,1998-99
1,1,PARMA,away,0,0,23,1,3,PERUGIA,1998-99
1,3,BOLOGNA,home,0,1,23,5,0,PIACENZA,1998-99
3,1,PIACENZA,away,1,0,23,0,5,BOLOGNA,1998-99
2,3,MILAN,home,0,0,23,1,0,ROMA,1998-99
3,2,ROMA,away,0,0,23,0,1,MILAN,1998-99
1,2,CAGLIARI,home,0,0,23,1,1,BARI,1998-99
2,1,BARI,away,0,0,23,1,1,CAGLIARI,1998-99
3,3,SAMPDORIA,home,0,0,23,0,1,EMPOLI,1998-99
3,3,EMPOLI,away,0,0,23,1,0,SAMPDORIA,1998-99
3,3,FIORENTINA,home,0,0,23,1,1,SALERNITANA,1998-99
3,3,SALERNITANA,away,0,0,23,1,1,FIORENTINA,1998-99
4,3,UDINESE,home,0,0,23,1,0,UNIONE VENEZIA,1998-99
3,4,UNIONE VENEZIA,away,0,0,23,0,1,UDINESE,1998-99
4,4,LAZIO,home,0,1,23,1,2,VICENZA,1998-99
4,4,VICENZA,away,1,0,23,2,1,LAZIO,1998-99
2,2,INTER,home,0,0,24,1,0,BARI,1998-99
2,2,BARI,away,0,0,24,0,1,INTER,1998-99
3,2,UNIONE VENEZIA,home,0,0,24,2,1,BOLOGNA,1998-99
2,3,BOLOGNA,away,0,0,24,1,2,UNIONE VENEZIA,1998-99
2,0,VICENZA,home,0,1,24,1,0,CAGLIARI,1998-99
0,2,CAGLIARI,away,1,0,24,0,1,VICENZA,1998-99
2,1,PARMA,home,0,0,24,2,1,FIORENTINA,1998-99
1,2,FIORENTINA,away,0,0,24,1,2,PARMA,1998-99
1,0,SALERNITANA,home,0,0,24,6,1,LAZIO,1998-99
0,1,LAZIO,away,0,0,24,1,6,SALERNITANA,1998-99
0,1,PIACENZA,home,0,1,24,1,0,MILAN,1998-99
1,0,MILAN,away,1,0,24,0,1,PIACENZA,1998-99
2,1,EMPOLI,home,0,0,24,3,1,PERUGIA,1998-99
1,2,PERUGIA,away,0,0,24,1,3,EMPOLI,1998-99
1,1,JUVENTUS,home,0,0,24,1,2,SAMPDORIA,1998-99
1,1,SAMPDORIA,away,0,0,24,2,1,JUVENTUS,1998-99
4,1,ROMA,home,0,1,24,2,1,UDINESE,1998-99
1,4,UDINESE,away,1,0,24,1,2,ROMA,1998-99
1,2,MILAN,home,0,0,25,2,2,INTER,1998-99
2,1,INTER,away,0,0,25,2,2,MILAN,1998-99
1,4,UDINESE,home,1,0,25,2,1,JUVENTUS,1998-99
4,1,JUVENTUS,away,0,1,25,1,2,UDINESE,1998-99
1,3,BARI,home,0,0,25,2,1,PARMA,1998-99
3,1,PARMA,away,0,0,25,1,2,BARI,1998-99
3,2,BOLOGNA,home,1,2,25,3,1,ROMA,1998-99
2,3,ROMA,away,2,1,25,1,3,BOLOGNA,1998-99
2,3,LAZIO,home,0,0,25,0,0,EMPOLI,1998-99
3,2,EMPOLI,away,0,0,25,0,0,LAZIO,1998-99
2,4,CAGLIARI,home,0,0,25,2,0,PIACENZA,1998-99
4,2,PIACENZA,away,0,0,25,0,2,CAGLIARI,1998-99
3,2,SAMPDORIA,home,0,1,25,2,0,SALERNITANA,1998-99
2,3,SALERNITANA,away,1,0,25,0,2,SAMPDORIA,1998-99
1,3,FIORENTINA,home,0,0,25,4,1,UNIONE VENEZIA,1998-99
3,1,UNIONE VENEZIA,away,0,0,25,1,4,FIORENTINA,1998-99
1,4,PERUGIA,home,0,0,25,3,0,VICENZA,1998-99
4,1,VICENZA,away,0,0,25,0,3,PERUGIA,1998-99
2,4,VICENZA,home,0,0,26,4,2,BOLOGNA,1998-99
4,2,BOLOGNA,away,0,0,26,2,4,VICENZA,1998-99
0,1,EMPOLI,home,1,0,26,5,1,CAGLIARI,1998-99
1,0,CAGLIARI,away,0,1,26,1,5,EMPOLI,1998-99
2,2,PIACENZA,home,1,0,26,2,1,FIORENTINA,1998-99
2,2,FIORENTINA,away,0,1,26,1,2,PIACENZA,1998-99
2,2,ROMA,home,0,0,26,1,1,JUVENTUS,1998-99
2,2,JUVENTUS,away,0,0,26,1,1,ROMA,1998-99
3,3,UNIONE VENEZIA,home,0,0,26,2,0,LAZIO,1998-99
3,3,LAZIO,away,0,0,26,0,2,UNIONE VENEZIA,1998-99
2,2,BARI,home,0,0,26,2,2,MILAN,1998-99
2,2,MILAN,away,0,0,26,2,2,BARI,1998-99
2,3,SALERNITANA,home,0,1,26,1,0,PERUGIA,1998-99
3,2,PERUGIA,away,1,0,26,0,1,SALERNITANA,1998-99
3,4,INTER,home,1,1,26,4,0,SAMPDORIA,1998-99
4,3,SAMPDORIA,away,1,1,26,0,4,INTER,1998-99
4,1,PARMA,home,0,1,26,2,1,UDINESE,1998-99
1,4,UDINESE,away,1,0,26,1,2,PARMA,1998-99
2,2,ROMA,home,0,1,27,1,4,BARI,1998-99
2,2,BARI,away,1,0,27,4,1,ROMA,1998-99
1,0,JUVENTUS,home,1,1,27,1,0,EMPOLI,1998-99
0,1,EMPOLI,away,1,1,27,0,1,JUVENTUS,1998-99
2,2,FIORENTINA,home,0,1,27,2,0,INTER,1998-99
2,2,INTER,away,1,0,27,0,2,FIORENTINA,1998-99
2,4,MILAN,home,0,0,27,0,0,LAZIO,1998-99
4,2,LAZIO,away,0,0,27,0,0,MILAN,1998-99
0,2,CAGLIARI,home,0,0,27,1,1,PARMA,1998-99
2,0,PARMA,away,0,0,27,1,1,CAGLIARI,1998-99
1,3,BOLOGNA,home,0,0,27,0,0,PERUGIA,1998-99
3,1,PERUGIA,away,0,0,27,0,0,BOLOGNA,1998-99
2,4,UDINESE,home,0,1,27,4,3,PIACENZA,1998-99
4,2,PIACENZA,away,1,0,27,3,4,UDINESE,1998-99
2,4,SALERNITANA,home,0,0,27,0,0,UNIONE VENEZIA,1998-99
4,2,UNIONE VENEZIA,away,0,0,27,0,0,SALERNITANA,1998-99
2,2,SAMPDORIA,home,1,1,27,1,0,VICENZA,1998-99
2,2,VICENZA,away,1,1,27,0,1,SAMPDORIA,1998-99
1,2,UDINESE,home,0,0,28,1,2,CAGLIARI,1998-99
2,1,CAGLIARI,away,0,0,28,2,1,UDINESE,1998-99
1,3,BARI,home,0,0,28,2,2,FIORENTINA,1998-99
3,1,FIORENTINA,away,0,0,28,2,2,BARI,1998-99
0,2,BOLOGNA,home,0,0,28,2,2,JUVENTUS,1998-99
2,0,JUVENTUS,away,0,0,28,2,2,BOLOGNA,1998-99
2,1,PARMA,home,0,0,28,2,1,MILAN,1998-99
1,2,MILAN,away,0,0,28,1,2,PARMA,1998-99
3,5,PERUGIA,home,1,0,28,2,0,PIACENZA,1998-99
5,3,PIACENZA,away,0,1,28,0,2,PERUGIA,1998-99
2,3,LAZIO,home,1,2,28,3,1,ROMA,1998-99
3,2,ROMA,away,2,1,28,1,3,LAZIO,1998-99
2,3,INTER,home,0,1,28,2,0,SALERNITANA,1998-99
3,2,SALERNITANA,away,1,0,28,0,2,INTER,1998-99
3,5,UNIONE VENEZIA,home,0,0,28,2,1,SAMPDORIA,1998-99
5,3,SAMPDORIA,away,0,0,28,1,2,UNIONE VENEZIA,1998-99
2,3,EMPOLI,home,0,1,28,2,0,VICENZA,1998-99
3,2,VICENZA,away,1,0,28,0,2,EMPOLI,1998-99
2,1,FIORENTINA,home,0,1,29,3,0,BOLOGNA,1998-99
1,2,BOLOGNA,away,1,0,29,0,3,FIORENTINA,1998-99
2,3,JUVENTUS,home,0,0,29,1,3,LAZIO,1998-99
3,2,LAZIO,away,0,0,29,3,1,JUVENTUS,1998-99
3,3,SAMPDORIA,home,0,0,29,1,1,PARMA,1998-99
3,3,PARMA,away,0,0,29,1,1,SAMPDORIA,1998-99
2,3,SALERNITANA,home,0,0,29,0,0,BARI,1998-99
3,2,BARI,away,0,0,29,0,0,SALERNITANA,1998-99
2,3,PIACENZA,home,1,0,29,1,2,EMPOLI,1998-99
3,2,EMPOLI,away,0,1,29,2,1,PIACENZA,1998-99
0,2,VICENZA,home,0,0,29,1,1,INTER,1998-99
2,0,INTER,away,0,0,29,1,1,VICENZA,1998-99
1,2,ROMA,home,0,1,29,3,2,PERUGIA,1998-99
2,1,PERUGIA,away,1,0,29,2,3,ROMA,1998-99
1,3,MILAN,home,0,0,29,1,5,UDINESE,1998-99
3,1,UDINESE,away,0,0,29,5,1,MILAN,1998-99
2,5,CAGLIARI,home,0,0,29,1,0,UNIONE VENEZIA,1998-99
5,2,UNIONE VENEZIA,away,0,0,29,0,1,CAGLIARI,1998-99
3,1,PERUGIA,home,0,1,30,2,2,CAGLIARI,1998-99
1,3,CAGLIARI,away,1,0,30,2,2,PERUGIA,1998-99
2,1,BARI,home,0,0,30,0,2,EMPOLI,1998-99
1,2,EMPOLI,away,0,0,30,2,0,BARI,1998-99
2,2,UDINESE,home,0,0,30,1,3,INTER,1998-99
2,2,INTER,away,0,0,30,3,1,UDINESE,1998-99
3,3,FIORENTINA,home,0,0,30,2,1,JUVENTUS,1998-99
3,3,JUVENTUS,away,0,0,30,1,2,FIORENTINA,1998-99
2,1,UNIONE VENEZIA,home,0,0,30,0,1,PIACENZA,1998-99
1,2,PIACENZA,away,0,0,30,1,0,UNIONE VENEZIA,1998-99
2,3,PARMA,home,0,0,30,1,0,ROMA,1998-99
3,2,ROMA,away,0,0,30,0,1,PARMA,1998-99
1,2,BOLOGNA,home,0,0,30,4,0,SALERNITANA,1998-99
2,1,SALERNITANA,away,0,0,30,0,4,BOLOGNA,1998-99
1,2,LAZIO,home,1,1,30,0,1,SAMPDORIA,1998-99
2,1,SAMPDORIA,away,1,1,30,1,0,LAZIO,1998-99
1,2,MILAN,home,0,0,30,0,2,VICENZA,1998-99
2,1,VICENZA,away,0,0,30,2,0,MILAN,1998-99
3,2,PIACENZA,home,1,0,31,3,1,BARI,1998-99
2,3,BARI,away,0,1,31,1,3,PIACENZA,1998-99
3,4,CAGLIARI,home,2,0,31,1,3,BOLOGNA,1998-99
4,3,BOLOGNA,away,0,2,31,3,1,CAGLIARI,1998-99
1,0,PERUGIA,home,1,0,31,5,1,FIORENTINA,1998-99
0,1,FIORENTINA,away,0,1,31,1,5,PERUGIA,1998-99
0,1,SAMPDORIA,home,0,1,31,3,2,MILAN,1998-99
1,0,MILAN,away,1,0,31,2,3,SAMPDORIA,1998-99
0,2,EMPOLI,home,0,0,31,1,0,PARMA,1998-99
2,0,PARMA,away,0,0,31,0,1,EMPOLI,1998-99
0,4,JUVENTUS,home,0,2,31,1,0,SALERNITANA,1998-99
4,0,SALERNITANA,away,2,0,31,0,1,JUVENTUS,1998-99
1,2,LAZIO,home,0,0,31,0,3,UDINESE,1998-99
2,1,UDINESE,away,0,0,31,3,0,LAZIO,1998-99
2,3,VICENZA,home,0,0,31,1,2,UNIONE VENEZIA,1998-99
3,2,UNIONE VENEZIA,away,0,0,31,2,1,VICENZA,1998-99
1,3,INTER,home,0,0,31,4,5,ROMA,1998-99
3,1,ROMA,away,0,0,31,5,4,INTER,1998-99
5,1,PARMA,home,0,0,32,1,3,INTER,1998-99
1,5,INTER,away,0,0,32,3,1,PARMA,1998-99
3,4,SALERNITANA,home,0,0,32,3,1,CAGLIARI,1998-99
4,3,CAGLIARI,away,0,0,32,1,3,SALERNITANA,1998-99
3,2,UNIONE VENEZIA,home,0,0,32,2,2,EMPOLI,1998-99
2,3,EMPOLI,away,0,0,32,2,2,UNIONE VENEZIA,1998-99
3,4,MILAN,home,0,0,32,0,2,JUVENTUS,1998-99
4,3,JUVENTUS,away,0,0,32,2,0,MILAN,1998-99
1,2,BOLOGNA,home,0,0,32,2,0,LAZIO,1998-99
2,1,LAZIO,away,0,0,32,0,2,BOLOGNA,1998-99
1,2,BARI,home,1,0,32,0,1,PERUGIA,1998-99
2,1,PERUGIA,away,0,1,32,1,0,BARI,1998-99
4,3,ROMA,home,0,0,32,2,0,PIACENZA,1998-99
3,4,PIACENZA,away,0,0,32,0,2,ROMA,1998-99
4,3,FIORENTINA,home,0,2,32,3,2,SAMPDORIA,1998-99
3,4,SAMPDORIA,away,2,0,32,2,3,FIORENTINA,1998-99
3,3,UDINESE,home,0,0,32,2,3,VICENZA,1998-99
3,3,VICENZA,away,0,0,32,3,2,UDINESE,1998-99
2,4,LAZIO,home,0,0,33,1,1,FIORENTINA,1998-99
4,2,FIORENTINA,away,0,0,33,1,1,LAZIO,1998-99
0,0,EMPOLI,home,0,0,33,4,0,MILAN,1998-99
0,0,MILAN,away,0,0,33,0,4,EMPOLI,1998-99
2,2,JUVENTUS,home,0,0,33,0,1,BARI,1998-99
2,2,BARI,away,0,0,33,1,0,JUVENTUS,1998-99
1,3,SAMPDORIA,home,0,0,33,2,2,BOLOGNA,1998-99
3,1,BOLOGNA,away,0,0,33,2,2,SAMPDORIA,1998-99
2,4,PIACENZA,home,0,0,33,0,1,PARMA,1998-99
4,2,PARMA,away,0,0,33,1,0,PIACENZA,1998-99
3,2,CAGLIARI,home,0,0,33,3,1,ROMA,1998-99
2,3,ROMA,away,0,0,33,1,3,CAGLIARI,1998-99
2,3,VICENZA,home,0,2,33,2,1,SALERNITANA,1998-99
3,2,SALERNITANA,away,2,0,33,1,2,VICENZA,1998-99
2,2,PERUGIA,home,0,1,33,1,2,UDINESE,1998-99
2,2,UDINESE,away,1,0,33,2,1,PERUGIA,1998-99
3,4,INTER,home,1,0,33,3,1,UNIONE VENEZIA,1998-99
4,3,UNIONE VENEZIA,away,0,1,33,1,3,INTER,1998-99
0,0,FIORENTINA,home,0,0,34,1,1,CAGLIARI,1998-99
0,0,CAGLIARI,away,0,0,34,1,1,FIORENTINA,1998-99
0,0,UDINESE,home,0,0,34,1,3,EMPOLI,1998-99
0,0,EMPOLI,away,0,0,34,3,1,UDINESE,1998-99
0,0,BOLOGNA,home,0,0,34,3,1,INTER,1998-99
0,0,INTER,away,0,0,34,1,3,BOLOGNA,1998-99
1,2,UNIONE VENEZIA,home,0,0,34,3,2,JUVENTUS,1998-99
2,1,JUVENTUS,away,0,0,34,2,3,UNIONE VENEZIA,1998-99
1,0,PARMA,home,0,0,34,2,1,LAZIO,1998-99
0,1,LAZIO,away,0,0,34,1,2,PARMA,1998-99
1,0,MILAN,home,0,0,34,1,2,PERUGIA,1998-99
0,1,PERUGIA,away,0,0,34,2,1,MILAN,1998-99
3,4,SALERNITANA,home,0,0,34,1,1,PIACENZA,1998-99
4,3,PIACENZA,away,0,0,34,1,1,SALERNITANA,1998-99
3,1,BARI,home,0,0,34,1,0,SAMPDORIA,1998-99
1,3,SAMPDORIA,away,0,0,34,0,1,BARI,1998-99
1,4,ROMA,home,1,0,34,1,4,VICENZA,1998-99
4,1,VICENZA,away,0,1,34,4,1,ROMA,1998-99
