Ammonizioni,Ammonizioni avversario,Avversaria,Campo,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
3,4,CHIEVOVERONA,home,0,0,0,0,3,3,2,JUVENTUS,2001-02
4,3,JUVENTUS,away,0,0,0,0,3,2,3,CHIEVOVERONA,2001-02
1,2,PARMA,home,0,0,0,0,3,1,0,BOLOGNA,2001-02
2,1,BOLOGNA,away,0,0,0,0,3,0,1,PARMA,2001-02
5,3,LECCE,home,0,0,0,0,3,1,1,BRESCIA,2001-02
3,5,BRESCIA,away,0,0,0,0,3,1,1,LECCE,2001-02
1,4,ATALANTA,home,0,0,0,0,3,3,1,FIORENTINA,2001-02
4,1,FIORENTINA,away,0,0,0,0,3,1,3,ATALANTA,2001-02
1,2,PERUGIA,home,1,0,0,0,3,1,1,HELLAS VERONA,2001-02
2,1,HELLAS VERONA,away,0,1,0,0,3,1,1,PERUGIA,2001-02
1,1,UNIONE VENEZIA,home,0,1,1,0,3,2,1,INTER,2001-02
1,1,INTER,away,1,0,0,1,3,1,2,UNIONE VENEZIA,2001-02
3,2,TORINO,home,0,0,0,0,3,0,0,LAZIO,2001-02
2,3,LAZIO,away,0,0,0,0,3,0,0,TORINO,2001-02
2,4,ROMA,home,0,0,0,1,3,2,0,PIACENZA,2001-02
4,2,PIACENZA,away,0,0,1,0,3,0,2,ROMA,2001-02
0,2,MILAN,home,0,0,0,0,3,1,2,UDINESE,2001-02
2,0,UDINESE,away,0,0,0,0,3,2,1,MILAN,2001-02
4,2,JUVENTUS,home,0,0,1,1,4,0,0,LECCE,2001-02
2,4,LECCE,away,0,0,1,1,4,0,0,JUVENTUS,2001-02
2,1,HELLAS VERONA,home,0,0,0,0,4,1,0,ATALANTA,2001-02
1,2,ATALANTA,away,0,0,0,0,4,0,1,HELLAS VERONA,2001-02
2,2,PIACENZA,home,0,0,0,0,4,4,2,CHIEVOVERONA,2001-02
2,2,CHIEVOVERONA,away,0,0,0,0,4,2,4,PIACENZA,2001-02
0,3,LAZIO,home,0,0,0,0,4,2,0,MILAN,2001-02
3,0,MILAN,away,0,0,0,0,4,0,2,LAZIO,2001-02
1,1,BRESCIA,home,0,1,0,0,4,1,0,PARMA,2001-02
1,1,PARMA,away,1,0,0,0,4,0,1,BRESCIA,2001-02
2,0,UDINESE,home,0,1,0,0,4,1,2,PERUGIA,2001-02
0,2,PERUGIA,away,1,0,0,0,4,2,1,UDINESE,2001-02
2,6,FIORENTINA,home,0,0,0,0,4,2,1,ROMA,2001-02
6,2,ROMA,away,0,0,0,0,4,1,2,FIORENTINA,2001-02
1,1,INTER,home,0,0,0,0,4,0,1,TORINO,2001-02
1,1,TORINO,away,0,0,0,0,4,1,0,INTER,2001-02
2,3,BOLOGNA,home,0,0,0,0,4,0,1,UNIONE VENEZIA,2001-02
3,2,UNIONE VENEZIA,away,0,0,0,0,4,1,0,BOLOGNA,2001-02
2,6,ROMA,home,0,0,0,1,5,0,2,JUVENTUS,2001-02
6,2,JUVENTUS,away,0,0,1,0,5,2,0,ROMA,2001-02
1,4,ATALANTA,home,0,0,0,0,5,3,3,BRESCIA,2001-02
4,1,BRESCIA,away,0,0,0,0,5,3,3,ATALANTA,2001-02
0,2,UNIONE VENEZIA,home,0,0,0,0,5,3,1,FIORENTINA,2001-02
2,0,FIORENTINA,away,0,0,0,0,5,1,3,UNIONE VENEZIA,2001-02
4,1,LECCE,home,0,0,0,0,5,2,1,HELLAS VERONA,2001-02
1,4,HELLAS VERONA,away,0,0,0,0,5,1,2,LECCE,2001-02
2,3,BOLOGNA,home,0,1,0,0,5,1,0,INTER,2001-02
3,2,INTER,away,1,0,0,0,5,0,1,BOLOGNA,2001-02
0,0,PARMA,home,0,0,0,0,5,0,0,LAZIO,2001-02
0,0,LAZIO,away,0,0,0,0,5,0,0,PARMA,2001-02
0,2,MILAN,home,0,0,0,0,5,3,1,PERUGIA,2001-02
2,0,PERUGIA,away,0,0,0,0,5,1,3,MILAN,2001-02
2,5,TORINO,home,0,1,0,0,5,3,1,PIACENZA,2001-02
5,2,PIACENZA,away,1,0,0,0,5,1,3,TORINO,2001-02
2,7,CHIEVOVERONA,home,1,0,1,2,5,1,2,UDINESE,2001-02
7,2,UDINESE,away,0,1,2,1,5,2,1,CHIEVOVERONA,2001-02
3,0,MILAN,home,,,,,6,1,1,ATALANTA,2001-02
0,3,ATALANTA,away,,,,,6,1,1,MILAN,2001-02
3,2,UDINESE,home,,,,,6,0,1,BOLOGNA,2001-02
2,3,BOLOGNA,away,,,,,6,1,0,UDINESE,2001-02
2,2,JUVENTUS,home,,,,,6,1,1,FIORENTINA,2001-02
2,2,FIORENTINA,away,,,,,6,1,1,JUVENTUS,2001-02
3,2,HELLAS VERONA,home,,,,,6,3,0,INTER,2001-02
2,3,INTER,away,,,,,6,0,3,HELLAS VERONA,2001-02
2,2,PERUGIA,home,,,,,6,2,3,LECCE,2001-02
2,2,LECCE,away,,,,,6,3,2,PERUGIA,2001-02
0,3,BRESCIA,home,,,,,6,0,0,ROMA,2001-02
3,0,ROMA,away,,,,,6,0,0,BRESCIA,2001-02
3,4,PARMA,home,,,,,6,1,0,TORINO,2001-02
4,3,TORINO,away,,,,,6,0,1,PARMA,2001-02
2,1,PIACENZA,home,,,,,6,2,3,UNIONE VENEZIA,2001-02
1,2,UNIONE VENEZIA,away,,,,,6,3,2,PIACENZA,2001-02
2,3,LAZIO,home,,,,,6,3,1,CHIEVOVERONA,2001-02
3,2,CHIEVOVERONA,away,,,,,6,1,3,LAZIO,2001-02
0,0,ATALANTA,home,,,0,0,7,2,0,LAZIO,2001-02
0,0,LAZIO,away,,,0,0,7,0,2,ATALANTA,2001-02
1,1,ROMA,home,,,0,1,7,0,0,PERUGIA,2001-02
1,1,PERUGIA,away,,,1,0,7,0,0,ROMA,2001-02
4,5,CHIEVOVERONA,home,,,0,0,7,2,2,BRESCIA,2001-02
5,4,BRESCIA,away,,,0,0,7,2,2,CHIEVOVERONA,2001-02
3,3,BOLOGNA,home,,,1,0,7,0,1,HELLAS VERONA,2001-02
3,3,HELLAS VERONA,away,,,0,1,7,1,0,BOLOGNA,2001-02
1,6,TORINO,home,,,0,0,7,3,3,JUVENTUS,2001-02
6,1,JUVENTUS,away,,,0,0,7,3,3,TORINO,2001-02
1,1,FIORENTINA,home,,,1,2,7,4,1,LECCE,2001-02
1,1,LECCE,away,,,2,1,7,1,4,FIORENTINA,2001-02
2,3,UNIONE VENEZIA,home,,,0,0,7,1,1,MILAN,2001-02
3,2,MILAN,away,,,0,0,7,1,1,UNIONE VENEZIA,2001-02
1,2,PIACENZA,home,,,0,0,7,2,2,PARMA,2001-02
2,1,PARMA,away,,,0,0,7,2,2,PIACENZA,2001-02
2,2,INTER,home,,,0,1,7,1,1,UDINESE,2001-02
2,2,UDINESE,away,,,1,0,7,1,1,INTER,2001-02
3,2,JUVENTUS,home,,,0,0,8,0,0,BOLOGNA,2001-02
2,3,BOLOGNA,away,,,0,0,8,0,0,JUVENTUS,2001-02
1,1,UDINESE,home,,,1,0,8,1,5,ATALANTA,2001-02
1,1,ATALANTA,away,,,0,1,8,5,1,UDINESE,2001-02
1,1,PARMA,home,,,0,0,8,1,0,CHIEVOVERONA,2001-02
1,1,CHIEVOVERONA,away,,,0,0,8,0,1,PARMA,2001-02
3,2,HELLAS VERONA,home,,,0,0,8,0,2,FIORENTINA,2001-02
2,3,FIORENTINA,away,,,0,0,8,2,0,HELLAS VERONA,2001-02
3,2,MILAN,home,,,0,0,8,2,4,INTER,2001-02
2,3,INTER,away,,,0,0,8,4,2,MILAN,2001-02
3,4,BRESCIA,home,,,0,0,8,0,1,PIACENZA,2001-02
4,3,PIACENZA,away,,,0,0,8,1,0,BRESCIA,2001-02
0,0,LECCE,home,,,0,0,8,5,1,ROMA,2001-02
0,0,ROMA,away,,,0,0,8,1,5,LECCE,2001-02
3,5,PERUGIA,home,,,0,0,8,1,0,TORINO,2001-02
5,3,TORINO,away,,,0,0,8,0,1,PERUGIA,2001-02
1,1,LAZIO,home,,,0,0,8,0,0,UNIONE VENEZIA,2001-02
1,1,UNIONE VENEZIA,away,,,0,0,8,0,0,LAZIO,2001-02
1,4,INTER,home,0,0,,,9,0,0,JUVENTUS,2001-02
4,1,JUVENTUS,away,0,0,,,9,0,0,INTER,2001-02
1,1,LAZIO,home,0,0,,,9,2,0,ROMA,2001-02
1,1,ROMA,away,0,0,,,9,0,2,LAZIO,2001-02
1,1,UNIONE VENEZIA,home,0,1,,,9,3,2,BRESCIA,2001-02
1,1,BRESCIA,away,1,0,,,9,2,3,UNIONE VENEZIA,2001-02
4,1,TORINO,home,0,0,,,9,3,0,CHIEVOVERONA,2001-02
1,4,CHIEVOVERONA,away,0,0,,,9,0,3,TORINO,2001-02
1,4,ATALANTA,home,0,0,,,9,0,2,LECCE,2001-02
4,1,LECCE,away,0,0,,,9,2,0,ATALANTA,2001-02
5,3,BOLOGNA,home,0,0,,,9,0,0,MILAN,2001-02
3,5,MILAN,away,0,0,,,9,0,0,BOLOGNA,2001-02
3,2,HELLAS VERONA,home,0,0,,,9,2,2,PARMA,2001-02
2,3,PARMA,away,0,0,,,9,2,2,HELLAS VERONA,2001-02
3,3,PIACENZA,home,0,2,,,9,1,0,PERUGIA,2001-02
3,3,PERUGIA,away,2,0,,,9,0,1,PIACENZA,2001-02
2,4,FIORENTINA,home,0,0,,,9,1,2,UDINESE,2001-02
4,2,UDINESE,away,0,0,,,9,2,1,FIORENTINA,2001-02
5,6,CHIEVOVERONA,home,0,0,,,10,0,0,UNIONE VENEZIA,2001-02
6,5,UNIONE VENEZIA,away,0,0,,,10,0,0,CHIEVOVERONA,2001-02
3,3,ROMA,home,0,0,,,10,1,1,ATALANTA,2001-02
3,3,ATALANTA,away,0,0,,,10,1,1,ROMA,2001-02
2,4,FIORENTINA,home,0,1,,,10,3,2,BOLOGNA,2001-02
4,2,BOLOGNA,away,1,0,,,10,2,3,FIORENTINA,2001-02
4,1,JUVENTUS,home,0,0,,,10,2,2,HELLAS VERONA,2001-02
1,4,HELLAS VERONA,away,0,0,,,10,2,2,JUVENTUS,2001-02
3,4,LECCE,home,0,0,,,10,2,0,INTER,2001-02
4,3,INTER,away,0,0,,,10,0,2,LECCE,2001-02
1,3,BRESCIA,home,0,1,,,10,5,0,LAZIO,2001-02
3,1,LAZIO,away,1,0,,,10,0,5,BRESCIA,2001-02
3,5,PERUGIA,home,0,1,,,10,2,1,PARMA,2001-02
5,3,PARMA,away,1,0,,,10,1,2,PERUGIA,2001-02
5,2,UDINESE,home,0,0,,,10,1,2,PIACENZA,2001-02
2,5,PIACENZA,away,0,0,,,10,2,1,UDINESE,2001-02
2,6,MILAN,home,0,0,,,10,1,0,TORINO,2001-02
6,2,TORINO,away,0,0,,,10,0,1,MILAN,2001-02
2,3,INTER,home,0,0,0,0,11,0,0,ROMA,2001-02
3,2,ROMA,away,0,0,0,0,11,0,0,INTER,2001-02
1,1,UNIONE VENEZIA,home,0,0,1,1,11,1,0,ATALANTA,2001-02
1,1,ATALANTA,away,0,0,1,1,11,0,1,UNIONE VENEZIA,2001-02
1,3,TORINO,home,0,0,0,0,11,0,0,FIORENTINA,2001-02
3,1,FIORENTINA,away,0,0,0,0,11,0,0,TORINO,2001-02
5,4,CHIEVOVERONA,home,0,0,0,1,11,3,2,HELLAS VERONA,2001-02
4,5,HELLAS VERONA,away,0,0,1,0,11,2,3,CHIEVOVERONA,2001-02
2,3,PARMA,home,0,0,0,1,11,3,1,JUVENTUS,2001-02
3,2,JUVENTUS,away,0,0,1,0,11,1,3,PARMA,2001-02
3,5,BOLOGNA,home,0,0,1,0,11,1,0,LECCE,2001-02
5,3,LECCE,away,0,0,0,1,11,0,1,BOLOGNA,2001-02
1,3,PIACENZA,home,0,1,1,0,11,0,0,MILAN,2001-02
3,1,MILAN,away,1,0,0,1,11,0,0,PIACENZA,2001-02
2,6,BRESCIA,home,0,0,0,0,11,1,1,PERUGIA,2001-02
6,2,PERUGIA,away,0,0,0,0,11,1,1,BRESCIA,2001-02
0,5,LAZIO,home,2,0,0,0,11,1,4,UDINESE,2001-02
5,0,UDINESE,away,0,2,0,0,11,4,1,LAZIO,2001-02
3,2,JUVENTUS,home,0,0,0,0,12,1,0,LAZIO,2001-02
2,3,LAZIO,away,0,0,0,0,12,0,1,JUVENTUS,2001-02
2,2,ROMA,home,0,0,0,0,12,1,3,BOLOGNA,2001-02
2,2,BOLOGNA,away,0,0,0,0,12,3,1,ROMA,2001-02
1,3,UDINESE,home,0,0,0,0,12,2,0,BRESCIA,2001-02
3,1,BRESCIA,away,0,0,0,0,12,0,2,UDINESE,2001-02
2,2,PERUGIA,home,0,1,0,1,12,2,0,CHIEVOVERONA,2001-02
2,2,CHIEVOVERONA,away,1,0,1,0,12,0,2,PERUGIA,2001-02
1,1,FIORENTINA,home,0,0,0,0,12,2,0,INTER,2001-02
1,1,INTER,away,0,0,0,0,12,0,2,FIORENTINA,2001-02
0,1,MILAN,home,0,0,0,1,12,0,1,PARMA,2001-02
1,0,PARMA,away,0,0,1,0,12,1,0,MILAN,2001-02
1,2,ATALANTA,home,1,1,0,0,12,1,2,PIACENZA,2001-02
2,1,PIACENZA,away,1,1,0,0,12,2,1,ATALANTA,2001-02
2,4,HELLAS VERONA,home,0,0,0,1,12,5,1,TORINO,2001-02
4,2,TORINO,away,0,0,1,0,12,1,5,HELLAS VERONA,2001-02
2,3,LECCE,home,0,0,0,0,12,1,1,UNIONE VENEZIA,2001-02
3,2,UNIONE VENEZIA,away,0,0,0,0,12,1,1,LECCE,2001-02
0,2,PERUGIA,home,0,1,0,0,13,2,0,JUVENTUS,2001-02
2,0,JUVENTUS,away,1,0,0,0,13,0,2,PERUGIA,2001-02
3,3,INTER,home,0,0,0,0,13,2,4,ATALANTA,2001-02
3,3,ATALANTA,away,0,0,0,0,13,4,2,INTER,2001-02
4,2,TORINO,home,0,0,0,0,13,1,0,BOLOGNA,2001-02
2,4,BOLOGNA,away,0,0,0,0,13,0,1,TORINO,2001-02
2,1,PIACENZA,home,0,1,0,0,13,1,3,FIORENTINA,2001-02
1,2,FIORENTINA,away,1,0,0,0,13,3,1,PIACENZA,2001-02
0,3,BRESCIA,home,0,0,0,0,13,2,0,HELLAS VERONA,2001-02
3,0,HELLAS VERONA,away,0,0,0,0,13,0,2,BRESCIA,2001-02
1,3,LAZIO,home,1,0,0,0,13,1,2,LECCE,2001-02
3,1,LECCE,away,0,1,0,0,13,2,1,LAZIO,2001-02
0,3,CHIEVOVERONA,home,0,0,0,0,13,3,2,MILAN,2001-02
3,0,MILAN,away,0,0,0,0,13,2,3,CHIEVOVERONA,2001-02
1,1,UNIONE VENEZIA,home,0,0,1,0,13,1,0,ROMA,2001-02
1,1,ROMA,away,0,0,0,1,13,0,1,UNIONE VENEZIA,2001-02
1,2,PARMA,home,0,0,0,0,13,3,2,UDINESE,2001-02
2,1,UDINESE,away,0,0,0,0,13,2,3,PARMA,2001-02
2,2,BOLOGNA,home,0,1,0,0,14,2,0,PIACENZA,2001-02
2,2,PIACENZA,away,1,0,0,0,14,0,2,BOLOGNA,2001-02
2,4,INTER,home,0,0,0,0,14,1,3,BRESCIA,2001-02
4,2,BRESCIA,away,0,0,0,0,14,3,1,INTER,2001-02
2,2,LECCE,home,0,1,0,0,14,2,1,CHIEVOVERONA,2001-02
2,2,CHIEVOVERONA,away,1,0,0,0,14,1,2,LECCE,2001-02
2,3,FIORENTINA,home,0,0,0,1,14,3,0,LAZIO,2001-02
3,2,LAZIO,away,0,0,1,0,14,0,3,FIORENTINA,2001-02
2,1,JUVENTUS,home,0,0,0,0,14,1,1,MILAN,2001-02
1,2,MILAN,away,0,0,0,0,14,1,1,JUVENTUS,2001-02
3,3,ROMA,home,0,0,0,0,14,1,2,PARMA,2001-02
3,3,PARMA,away,0,0,0,0,14,2,1,ROMA,2001-02
2,6,UNIONE VENEZIA,home,0,0,0,0,14,2,0,PERUGIA,2001-02
6,2,PERUGIA,away,0,0,0,0,14,0,2,UNIONE VENEZIA,2001-02
2,1,ATALANTA,home,0,0,1,0,14,1,2,TORINO,2001-02
1,2,TORINO,away,0,0,0,1,14,2,1,ATALANTA,2001-02
3,3,HELLAS VERONA,home,0,0,0,1,14,2,1,UDINESE,2001-02
3,3,UDINESE,away,0,0,1,0,14,1,2,HELLAS VERONA,2001-02
2,2,CHIEVOVERONA,home,,,0,0,15,1,2,INTER,2001-02
2,2,INTER,away,,,0,0,15,2,1,CHIEVOVERONA,2001-02
0,1,PARMA,home,,,0,0,15,4,1,ATALANTA,2001-02
1,0,ATALANTA,away,,,0,0,15,1,4,PARMA,2001-02
2,3,PERUGIA,home,,,0,0,15,2,1,BOLOGNA,2001-02
3,2,BOLOGNA,away,,,0,0,15,1,2,PERUGIA,2001-02
1,2,BRESCIA,home,,,0,0,15,1,0,FIORENTINA,2001-02
2,1,FIORENTINA,away,,,0,0,15,0,1,BRESCIA,2001-02
2,1,LAZIO,home,,,0,1,15,3,1,HELLAS VERONA,2001-02
1,2,HELLAS VERONA,away,,,1,0,15,1,3,LAZIO,2001-02
2,1,PIACENZA,home,,,0,0,15,2,0,JUVENTUS,2001-02
1,2,JUVENTUS,away,,,0,0,15,0,2,PIACENZA,2001-02
2,3,TORINO,home,,,0,0,15,1,1,LECCE,2001-02
3,2,LECCE,away,,,0,0,15,1,1,TORINO,2001-02
2,3,MILAN,home,,,0,0,15,1,0,ROMA,2001-02
3,2,ROMA,away,,,0,0,15,0,1,MILAN,2001-02
4,2,UDINESE,home,,,0,0,15,2,1,UNIONE VENEZIA,2001-02
2,4,UNIONE VENEZIA,away,,,0,0,15,1,2,UDINESE,2001-02
2,3,ROMA,home,0,0,1,1,16,0,3,CHIEVOVERONA,2001-02
3,2,CHIEVOVERONA,away,0,0,1,1,16,3,0,ROMA,2001-02
3,3,BOLOGNA,home,1,0,0,0,16,2,2,LAZIO,2001-02
3,3,LAZIO,away,0,1,0,0,16,2,2,BOLOGNA,2001-02
2,2,JUVENTUS,home,0,0,0,0,16,0,4,BRESCIA,2001-02
2,2,BRESCIA,away,0,0,0,0,16,4,0,JUVENTUS,2001-02
1,3,HELLAS VERONA,home,0,0,0,0,16,2,1,MILAN,2001-02
3,1,MILAN,away,0,0,0,0,16,1,2,HELLAS VERONA,2001-02
0,1,FIORENTINA,home,0,1,0,0,16,2,0,PARMA,2001-02
1,0,PARMA,away,1,0,0,0,16,0,2,FIORENTINA,2001-02
1,1,ATALANTA,home,0,0,0,0,16,2,0,PERUGIA,2001-02
1,1,PERUGIA,away,0,0,0,0,16,0,2,ATALANTA,2001-02
3,2,INTER,home,0,0,2,1,16,2,3,PIACENZA,2001-02
2,3,PIACENZA,away,0,0,1,2,16,3,2,INTER,2001-02
1,3,UNIONE VENEZIA,home,0,0,0,0,16,1,2,TORINO,2001-02
3,1,TORINO,away,0,0,0,0,16,2,1,UNIONE VENEZIA,2001-02
1,3,LECCE,home,0,0,0,0,16,0,1,UDINESE,2001-02
3,1,UDINESE,away,0,0,0,0,16,1,0,LECCE,2001-02
2,1,MILAN,home,0,0,,,17,0,1,LECCE,2001-02
1,2,LECCE,away,0,0,,,17,1,0,MILAN,2001-02
0,1,CHIEVOVERONA,home,0,0,,,17,1,2,ATALANTA,2001-02
1,0,ATALANTA,away,0,0,,,17,2,1,CHIEVOVERONA,2001-02
3,2,BRESCIA,home,0,0,,,17,2,1,BOLOGNA,2001-02
2,3,BOLOGNA,away,0,0,,,17,1,2,BRESCIA,2001-02
2,2,PERUGIA,home,0,1,,,17,1,3,FIORENTINA,2001-02
2,2,FIORENTINA,away,1,0,,,17,3,1,PERUGIA,2001-02
2,2,PIACENZA,home,0,1,,,17,1,0,HELLAS VERONA,2001-02
2,2,HELLAS VERONA,away,1,0,,,17,0,1,PIACENZA,2001-02
2,2,LAZIO,home,0,0,,,17,0,0,INTER,2001-02
2,2,INTER,away,0,0,,,17,0,0,LAZIO,2001-02
0,0,UDINESE,home,0,0,,,17,3,0,JUVENTUS,2001-02
0,0,JUVENTUS,away,0,0,,,17,0,3,UDINESE,2001-02
1,1,TORINO,home,0,0,,,17,1,0,ROMA,2001-02
1,1,ROMA,away,0,0,,,17,0,1,TORINO,2001-02
4,1,PARMA,home,0,1,,,17,3,4,UNIONE VENEZIA,2001-02
1,4,UNIONE VENEZIA,away,1,0,,,17,4,3,PARMA,2001-02
1,2,BOLOGNA,home,1,0,0,1,18,2,2,ATALANTA,2001-02
2,1,ATALANTA,away,0,1,1,0,18,2,2,BOLOGNA,2001-02
1,3,FIORENTINA,home,1,0,0,0,18,2,2,CHIEVOVERONA,2001-02
3,1,CHIEVOVERONA,away,0,1,0,0,18,2,2,FIORENTINA,2001-02
0,0,BRESCIA,home,0,0,0,0,18,0,0,MILAN,2001-02
0,0,MILAN,away,0,0,0,0,18,0,0,BRESCIA,2001-02
2,2,LECCE,home,0,0,0,0,18,1,1,PARMA,2001-02
2,2,PARMA,away,0,0,0,0,18,1,1,LECCE,2001-02
3,3,INTER,home,0,0,0,0,18,0,2,PERUGIA,2001-02
3,3,PERUGIA,away,0,0,0,0,18,2,0,INTER,2001-02
0,0,LAZIO,home,0,0,0,0,18,1,0,PIACENZA,2001-02
0,0,PIACENZA,away,0,0,0,0,18,0,1,LAZIO,2001-02
3,4,HELLAS VERONA,home,0,0,0,0,18,3,2,ROMA,2001-02
4,3,ROMA,away,0,0,0,0,18,2,3,HELLAS VERONA,2001-02
2,3,UDINESE,home,0,0,0,0,18,3,1,TORINO,2001-02
3,2,TORINO,away,0,0,0,0,18,1,3,UDINESE,2001-02
3,0,JUVENTUS,home,0,0,0,0,18,1,2,UNIONE VENEZIA,2001-02
0,3,UNIONE VENEZIA,away,0,0,0,0,18,2,1,JUVENTUS,2001-02
1,3,TORINO,home,0,1,0,0,19,1,2,BRESCIA,2001-02
3,1,BRESCIA,away,1,0,0,0,19,2,1,TORINO,2001-02
1,3,CHIEVOVERONA,home,0,0,0,1,19,3,1,BOLOGNA,2001-02
3,1,BOLOGNA,away,0,0,1,0,19,1,3,CHIEVOVERONA,2001-02
3,2,MILAN,home,0,1,0,0,19,1,1,FIORENTINA,2001-02
2,3,FIORENTINA,away,1,0,0,0,19,1,1,MILAN,2001-02
2,3,UNIONE VENEZIA,home,0,0,0,0,19,1,0,HELLAS VERONA,2001-02
3,2,HELLAS VERONA,away,0,0,0,0,19,0,1,UNIONE VENEZIA,2001-02
0,1,PARMA,home,0,0,0,0,19,2,0,INTER,2001-02
1,0,INTER,away,0,0,0,0,19,0,2,PARMA,2001-02
1,1,ATALANTA,home,0,0,0,0,19,3,0,JUVENTUS,2001-02
1,1,JUVENTUS,away,0,0,0,0,19,0,3,ATALANTA,2001-02
3,1,PERUGIA,home,0,0,0,0,19,5,0,LAZIO,2001-02
1,3,LAZIO,away,0,0,0,0,19,0,5,PERUGIA,2001-02
2,2,PIACENZA,home,0,0,0,0,19,0,0,LECCE,2001-02
2,2,LECCE,away,0,0,0,0,19,0,0,PIACENZA,2001-02
1,3,ROMA,home,0,0,0,0,19,1,1,UDINESE,2001-02
3,1,UDINESE,away,0,0,0,0,19,1,1,ROMA,2001-02
2,2,BOLOGNA,home,0,0,0,1,20,2,1,PARMA,2001-02
2,2,PARMA,away,0,0,1,0,20,1,2,BOLOGNA,2001-02
1,1,FIORENTINA,home,0,0,0,0,20,2,0,ATALANTA,2001-02
1,1,ATALANTA,away,0,0,0,0,20,0,2,FIORENTINA,2001-02
3,3,JUVENTUS,home,0,0,0,0,20,1,3,CHIEVOVERONA,2001-02
3,3,CHIEVOVERONA,away,0,0,0,0,20,3,1,JUVENTUS,2001-02
4,5,BRESCIA,home,0,0,0,0,20,1,3,LECCE,2001-02
5,4,LECCE,away,0,0,0,0,20,3,1,BRESCIA,2001-02
2,4,UDINESE,home,0,0,0,0,20,2,3,MILAN,2001-02
4,2,MILAN,away,0,0,0,0,20,3,2,UDINESE,2001-02
1,2,HELLAS VERONA,home,0,1,0,0,20,3,1,PERUGIA,2001-02
2,1,PERUGIA,away,1,0,0,0,20,1,3,HELLAS VERONA,2001-02
0,3,PIACENZA,home,0,0,0,0,20,2,0,ROMA,2001-02
3,0,ROMA,away,0,0,0,0,20,0,2,PIACENZA,2001-02
2,2,LAZIO,home,0,0,0,0,20,1,0,TORINO,2001-02
2,2,TORINO,away,0,0,0,0,20,0,1,LAZIO,2001-02
1,1,INTER,home,0,0,0,0,20,1,1,UNIONE VENEZIA,2001-02
1,1,UNIONE VENEZIA,away,0,0,0,0,20,1,1,INTER,2001-02
3,3,TORINO,home,0,0,0,0,21,0,0,INTER,2001-02
3,3,INTER,away,0,0,0,0,21,0,0,TORINO,2001-02
2,1,UNIONE VENEZIA,home,0,0,0,0,21,1,1,BOLOGNA,2001-02
