Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario
1,1,3,0,9,8,4,3,4,8,TORINO,away,4,0,4,5,12,16,0,0,0,0,16,15,8,1,5,4,0,15,19,,,1,0,11,12,11,10,2,2,1,0,LAZIO,2006-07,9,6,3,4,,,6,2,0,0,,
2,4,2,2,0,0,0,0,0,0,INTER,home,0,0,3,7,0,0,0,0,0,0,25,9,4,5,5,1,1,0,0,,,0,0,11,9,4,5,3,1,0,0,CAGLIARI,2006-07,8,15,6,11,,,2,4,0,0,,
4,2,2,2,0,0,0,0,0,0,CAGLIARI,away,0,0,7,3,0,0,0,0,0,0,9,25,5,4,5,1,1,0,0,,,0,0,9,11,5,4,1,3,0,0,INTER,2006-07,15,8,11,6,,,4,2,0,0,,
4,3,20,5,0,0,0,0,0,0,CATANIA,home,0,0,8,2,0,0,0,1,0,1,21,19,3,1,5,3,0,0,0,,,1,0,4,6,6,3,1,11,0,0,FIORENTINA,2006-07,23,2,9,1,,,14,1,0,0,,
3,4,5,20,0,0,0,0,0,0,FIORENTINA,away,0,0,2,8,0,0,1,0,1,0,19,21,1,3,5,0,3,0,0,,,0,1,6,4,3,6,11,1,0,0,CATANIA,2006-07,2,23,1,9,,,1,14,0,0,,
2,3,1,1,0,0,0,0,0,0,LIVORNO,home,0,0,5,1,0,0,0,0,0,0,11,11,4,0,5,0,1,0,0,,,0,0,8,11,5,7,5,5,0,0,MESSINA,2006-07,13,10,8,4,,,5,6,0,0,,
3,2,1,1,0,0,0,0,0,0,MESSINA,away,0,0,1,5,0,0,0,0,0,0,11,11,0,4,5,1,0,0,0,,,0,0,11,8,7,5,5,5,0,0,LIVORNO,2006-07,10,13,4,8,,,6,5,0,0,,
0,4,2,2,0,0,0,0,0,0,SIENA,home,0,0,9,2,0,0,0,0,0,0,15,14,3,2,5,0,0,0,0,,,1,0,19,15,17,16,7,9,0,0,MILAN,2006-07,20,11,10,4,,,10,7,0,0,,
4,0,2,2,0,0,0,0,0,0,MILAN,away,0,0,2,9,0,0,0,0,0,0,14,15,2,3,5,0,0,0,0,,,0,1,15,19,16,17,9,7,0,0,SIENA,2006-07,11,20,4,10,,,7,10,0,0,,
1,0,6,3,0,0,0,0,0,0,EMPOLI,home,0,0,4,7,0,0,0,0,0,0,17,15,4,1,5,1,0,0,0,,,0,0,17,18,13,13,2,5,0,0,ROMA,2006-07,13,10,7,8,,,6,2,0,0,,
0,1,3,6,0,0,0,0,0,0,ROMA,away,0,0,7,4,0,0,0,0,0,0,15,17,1,4,5,0,1,0,0,,,0,0,18,17,13,13,5,2,0,0,EMPOLI,2006-07,10,13,8,7,,,2,6,0,0,,
4,3,7,2,0,0,0,0,0,0,PARMA,home,0,0,6,7,0,0,0,1,0,0,18,23,1,0,5,3,2,0,0,,,0,0,8,11,5,4,3,6,0,1,SAMPDORIA,2006-07,15,12,6,7,,,9,5,0,0,,
3,4,2,7,0,0,0,0,0,0,SAMPDORIA,away,0,0,7,6,0,0,1,0,0,0,23,18,0,1,5,2,3,0,0,,,0,0,11,8,4,5,6,3,1,0,PARMA,2006-07,12,15,7,6,,,5,9,0,0,,
3,4,3,0,0,0,0,0,0,0,ASCOLI,home,0,0,5,2,0,0,0,0,0,0,21,23,5,10,5,0,0,0,0,,,0,0,16,13,11,10,0,6,0,0,UDINESE,2006-07,15,4,9,4,,,6,0,0,0,,
4,3,0,3,0,0,0,0,0,0,UDINESE,away,0,0,2,5,0,0,0,0,0,0,23,21,10,5,5,0,0,0,0,,,0,0,13,16,10,11,6,0,0,0,ASCOLI,2006-07,4,15,4,9,,,0,6,0,0,,
1,2,0,0,9,8,5,1,4,7,PALERMO,home,0,2,5,4,13,10,0,0,0,0,25,22,1,1,5,0,1,14,13,,,0,0,12,11,12,14,2,2,0,0,CHIEVOVERONA,2006-07,3,4,1,1,,,2,3,0,0,,
2,1,0,0,8,9,1,5,7,4,CHIEVOVERONA,away,2,0,4,5,10,13,0,0,0,0,22,25,1,1,5,1,0,13,14,,,0,0,11,12,14,12,2,2,0,0,PALERMO,2006-07,4,3,1,1,,,3,2,0,0,,
3,3,3,3,7,2,5,7,7,11,MILAN,home,3,3,1,6,17,24,0,0,0,0,14,7,2,6,6,1,1,5,6,0,0,,,11,12,8,10,5,2,0,0,SAMPDORIA,2006-07,6,7,3,1,,,3,6,0,0,,
3,3,3,3,2,7,7,5,11,7,SAMPDORIA,away,3,3,6,1,24,17,0,0,0,0,7,14,6,2,6,1,1,6,5,0,0,,,12,11,10,8,2,5,0,0,MILAN,2006-07,7,6,1,3,,,6,3,0,0,,
1,2,6,3,0,0,0,0,0,0,MESSINA,home,0,0,6,1,0,0,0,2,1,0,15,18,2,0,6,3,1,0,0,0,0,,,6,4,4,5,0,6,0,1,SIENA,2006-07,15,1,6,0,,,9,1,0,0,,
2,1,3,6,0,0,0,0,0,0,SIENA,away,0,0,1,6,0,0,2,0,0,1,18,15,0,2,6,1,3,0,0,0,0,,,4,6,5,4,6,0,1,0,MESSINA,2006-07,1,15,0,6,,,1,9,0,0,,
5,2,1,2,0,0,0,0,0,0,LIVORNO,home,0,0,3,6,0,0,0,1,0,0,16,16,3,2,6,0,2,0,0,0,0,,,18,7,10,18,2,4,0,0,ASCOLI,2006-07,9,5,5,1,,,4,4,0,0,,
2,5,2,1,0,0,0,0,0,0,ASCOLI,away,0,0,6,3,0,0,1,0,0,0,16,16,2,3,6,2,0,0,0,0,0,,,7,18,18,10,4,2,0,0,LIVORNO,2006-07,5,9,1,5,,,4,4,0,0,,
4,6,2,8,0,0,0,0,0,0,FIORENTINA,home,0,0,3,6,0,0,0,0,0,0,19,16,2,3,6,1,2,0,0,0,0,,,2,5,5,2,7,0,0,0,EMPOLI,2006-07,3,13,2,4,,,1,9,0,0,,
6,4,8,2,0,0,0,0,0,0,EMPOLI,away,0,0,6,3,0,0,0,0,0,0,16,19,3,2,6,2,1,0,0,0,0,,,5,2,2,5,0,7,0,0,FIORENTINA,2006-07,13,3,4,2,,,9,1,0,0,,
1,3,2,2,0,0,0,0,0,0,CATANIA,home,0,0,11,4,0,0,0,0,0,0,14,24,3,4,6,2,1,0,0,0,0,,,8,11,8,11,3,5,1,0,INTER,2006-07,10,6,3,2,,,7,4,0,0,,
3,1,2,2,0,0,0,0,0,0,INTER,away,0,0,4,11,0,0,0,0,0,0,24,14,4,3,6,1,2,0,0,0,0,,,11,8,11,8,5,3,0,1,CATANIA,2006-07,6,10,2,3,,,4,7,0,0,,
2,3,2,0,0,0,0,0,0,0,ATALANTA,home,0,0,2,7,0,0,0,0,0,0,21,16,2,1,6,2,3,0,0,0,0,,,14,3,15,12,7,4,1,0,PALERMO,2006-07,16,15,10,5,,,6,10,0,0,,
3,2,0,2,0,0,0,0,0,0,PALERMO,away,0,0,7,2,0,0,0,0,0,0,16,21,1,2,6,3,2,0,0,0,0,,,3,14,12,15,4,7,0,1,ATALANTA,2006-07,15,16,5,10,,,10,6,0,0,,
2,3,0,2,0,0,0,0,0,0,UDINESE,home,0,0,7,4,0,0,0,0,0,1,21,14,9,1,6,0,3,0,0,0,0,,,7,5,6,5,6,4,0,1,PARMA,2006-07,14,10,10,3,,,4,7,0,0,,
3,2,2,0,0,0,0,0,0,0,PARMA,away,0,0,4,7,0,0,0,0,1,0,14,21,1,9,6,3,0,0,0,0,0,,,5,7,5,6,4,6,1,0,UDINESE,2006-07,10,14,3,10,,,7,4,0,0,,
6,5,1,0,0,0,0,0,0,0,ROMA,home,0,0,8,6,0,0,0,0,0,0,28,24,6,3,6,1,0,0,0,0,0,,,12,8,14,8,4,2,0,0,REGGINA,2006-07,7,11,4,7,,,3,4,0,0,,
5,6,0,1,0,0,0,0,0,0,REGGINA,away,0,0,6,8,0,0,0,0,0,0,24,28,3,6,6,0,1,0,0,0,0,,,8,12,8,14,2,4,0,0,ROMA,2006-07,11,7,7,4,,,4,3,0,0,,
5,1,3,0,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,6,6,0,0,0,0,0,0,14,16,1,4,6,1,0,0,0,0,0,,,9,12,12,10,3,3,0,0,TORINO,2006-07,9,6,5,3,,,4,3,0,0,,
1,5,0,3,0,0,0,0,0,0,TORINO,away,0,0,6,6,0,0,0,0,0,0,16,14,4,1,6,0,1,0,0,0,0,,,12,9,10,12,3,3,0,0,CHIEVOVERONA,2006-07,6,9,3,5,,,3,4,0,0,,
4,1,0,1,4,4,5,3,8,3,CAGLIARI,home,2,2,7,3,12,5,0,0,1,2,13,22,5,6,6,0,0,8,4,0,0,,,21,23,12,17,0,3,1,0,LAZIO,2006-07,6,2,3,2,,,3,0,0,0,,
1,4,1,0,4,4,3,5,3,8,LAZIO,away,2,2,3,7,5,12,0,0,2,1,22,13,6,5,6,0,0,4,8,0,0,,,23,21,17,12,3,0,0,1,CAGLIARI,2006-07,2,6,2,3,,,0,3,0,0,,
3,1,3,2,0,0,0,0,0,0,EMPOLI,home,0,0,3,8,0,0,,,,,15,23,1,2,7,2,2,0,0,0,0,0,1,17,12,7,9,2,2,0,0,MESSINA,2006-07,9,15,5,10,,,4,5,0,0,,
1,3,2,3,0,0,0,0,0,0,MESSINA,away,0,0,8,3,0,0,,,,,23,15,2,1,7,2,2,0,0,0,0,1,0,12,17,9,7,2,2,0,0,EMPOLI,2006-07,15,9,10,5,,,5,4,0,0,,
0,4,1,0,8,2,2,3,10,4,TORINO,home,1,0,9,3,11,7,,,,,19,19,3,4,7,0,0,2,3,0,0,0,0,19,22,17,10,0,4,0,0,CAGLIARI,2006-07,6,2,2,2,,,4,0,0,0,,
4,0,0,1,2,8,3,2,4,10,CAGLIARI,away,0,1,3,9,7,11,,,,,19,19,4,3,7,0,0,3,2,0,0,0,0,22,19,10,17,4,0,0,0,TORINO,2006-07,2,6,2,2,,,0,4,0,0,,
2,5,3,1,0,0,0,0,0,0,SAMPDORIA,home,0,0,6,3,0,0,,,,,25,23,2,7,7,3,2,0,0,0,0,0,0,12,17,15,10,3,2,2,0,ATALANTA,2006-07,13,5,8,0,,,5,5,0,0,,
5,2,1,3,0,0,0,0,0,0,ATALANTA,away,0,0,3,6,0,0,,,,,23,25,7,2,7,2,3,0,0,0,0,0,0,17,12,10,15,2,3,0,2,SAMPDORIA,2006-07,5,13,0,8,,,5,5,0,0,,
3,3,6,2,0,0,0,0,0,0,LAZIO,home,0,0,3,2,0,0,,,,,29,20,2,3,7,3,1,0,0,0,0,0,0,11,18,16,6,0,6,0,0,CATANIA,2006-07,14,8,5,7,,,9,1,0,0,,
3,3,2,6,0,0,0,0,0,0,CATANIA,away,0,0,2,3,0,0,,,,,20,29,3,2,7,1,3,0,0,0,0,0,0,18,11,6,16,6,0,0,0,LAZIO,2006-07,8,14,7,5,,,1,9,0,0,,
2,2,11,7,0,0,0,0,0,0,REGGINA,home,0,0,4,3,0,0,,,,,13,12,3,6,7,3,0,0,0,0,0,0,0,5,8,7,4,1,5,0,0,FIORENTINA,2006-07,11,4,3,3,,,8,1,0,0,,
2,2,7,11,0,0,0,0,0,0,FIORENTINA,away,0,0,3,4,0,0,,,,,12,13,6,3,7,0,3,0,0,0,0,0,0,8,5,4,7,5,1,0,0,REGGINA,2006-07,4,11,3,3,,,1,8,0,0,,
4,2,3,3,0,0,0,0,0,0,SIENA,home,0,0,5,2,0,0,,,,,16,20,1,1,7,0,0,0,0,0,0,0,0,7,4,1,5,6,1,0,0,LIVORNO,2006-07,8,13,7,7,,,1,6,0,0,,
2,4,3,3,0,0,0,0,0,0,LIVORNO,away,0,0,2,5,0,0,,,,,20,16,1,1,7,0,0,0,0,0,0,0,0,4,7,5,1,1,6,0,0,SIENA,2006-07,13,8,7,7,,,6,1,0,0,,
3,2,4,3,0,0,0,0,0,0,ASCOLI,home,0,0,2,4,0,0,,,,,29,25,4,3,7,1,0,0,0,0,0,0,0,8,10,8,9,5,4,0,0,PARMA,2006-07,6,7,1,2,,,5,5,0,0,,
2,3,3,4,0,0,0,0,0,0,PARMA,away,0,0,4,2,0,0,,,,,25,29,3,4,7,0,1,0,0,0,0,0,0,10,8,9,8,4,5,0,0,ASCOLI,2006-07,7,6,2,1,,,5,5,0,0,,
0,2,4,1,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,13,5,0,0,,,,,14,6,4,5,7,1,1,0,0,0,0,0,0,14,11,15,12,3,7,0,0,ROMA,2006-07,22,9,14,5,,,8,4,0,0,,
2,0,1,4,0,0,0,0,0,0,ROMA,away,0,0,5,13,0,0,,,,,6,14,5,4,7,1,1,0,0,0,0,0,0,11,14,12,15,7,3,0,0,CHIEVOVERONA,2006-07,9,22,5,14,,,4,8,0,0,,
2,3,1,0,0,0,0,0,0,0,INTER,home,0,0,5,7,0,0,,,,,22,15,7,3,7,0,0,0,0,0,0,0,0,13,16,17,14,6,2,0,0,UDINESE,2006-07,9,12,7,6,,,2,6,0,0,,
3,2,0,1,0,0,0,0,0,0,UDINESE,away,0,0,7,5,0,0,,,,,15,22,3,7,7,0,0,0,0,0,0,0,0,16,13,14,17,2,6,0,0,INTER,2006-07,12,9,6,7,,,6,2,0,0,,
1,3,2,1,4,2,9,6,11,9,PALERMO,home,0,3,6,1,26,5,,,,,13,10,6,0,7,0,2,9,6,0,0,0,0,21,20,14,19,2,2,0,0,MILAN,2006-07,8,4,6,0,,,2,4,0,0,,
3,1,1,2,2,4,6,9,9,11,MILAN,away,3,0,1,6,5,26,,,,,10,13,0,6,7,2,0,6,9,0,0,0,0,20,21,19,14,2,2,0,0,PALERMO,2006-07,4,8,0,6,,,4,2,0,0,,
3,1,2,4,,,,,,,CAGLIARI,home,,,5,2,,,0,0,0,0,13,19,3,4,8,3,3,,,,,1,0,15,14,16,13,3,2,0,1,ATALANTA,2006-07,13,10,7,4,,,6,6,0,0,,
1,3,4,2,,,,,,,ATALANTA,away,,,2,5,,,0,0,0,0,19,13,4,3,8,3,3,,,,,0,1,14,15,13,16,2,3,1,0,CAGLIARI,2006-07,10,13,4,7,,,6,6,0,0,,
2,2,2,2,,,,,,,MILAN,home,,,7,5,,,0,0,0,0,13,12,0,3,8,0,1,,,,,0,1,10,7,4,1,3,1,0,0,CHIEVOVERONA,2006-07,6,11,5,6,,,1,5,0,0,,
2,2,2,2,,,,,,,CHIEVOVERONA,away,,,5,7,,,0,0,0,0,12,13,3,0,8,1,0,,,,,1,0,7,10,1,4,1,3,0,0,MILAN,2006-07,11,6,6,5,,,5,1,0,0,,
1,4,3,2,,,,,,,UDINESE,home,,,3,2,,,0,0,0,0,22,17,10,5,8,1,1,,,,,0,0,2,12,12,1,3,6,0,0,EMPOLI,2006-07,16,6,9,2,,,7,4,0,0,,
4,1,2,3,,,,,,,EMPOLI,away,,,2,3,,,0,0,0,0,17,22,5,10,8,1,1,,,,,0,0,12,2,1,12,6,3,0,0,UDINESE,2006-07,6,16,2,9,,,4,7,0,0,,
0,2,1,1,,,,,,,LIVORNO,home,,,8,4,,,0,0,0,0,11,12,3,1,8,4,1,,,,,1,0,11,18,11,9,2,6,0,0,INTER,2006-07,15,9,5,6,,,10,3,0,0,,
2,0,1,1,,,,,,,INTER,away,,,4,8,,,0,0,0,0,12,11,1,3,8,1,4,,,,,0,1,18,11,9,11,6,2,0,0,LIVORNO,2006-07,9,15,6,5,,,3,10,0,0,,
2,3,2,2,,,,,,,MESSINA,home,,,4,6,,,0,0,0,0,17,17,1,3,8,2,1,,,,,0,0,8,9,14,13,8,6,1,0,PALERMO,2006-07,14,16,6,7,,,8,9,0,0,,
3,2,2,2,,,,,,,PALERMO,away,,,6,4,,,0,0,0,0,17,17,3,1,8,1,2,,,,,0,0,9,8,13,14,6,8,0,1,MESSINA,2006-07,16,14,7,6,,,9,8,0,0,,
2,4,5,5,,,,,,,PARMA,home,,,1,3,,,1,0,0,1,27,22,1,0,8,3,2,,,,,0,0,13,6,5,7,3,9,0,0,REGGINA,2006-07,16,11,4,6,,,12,5,0,0,,
4,2,5,5,,,,,,,REGGINA,away,,,3,1,,,0,1,1,0,22,27,0,1,8,2,3,,,,,0,0,6,13,7,5,9,3,0,0,PARMA,2006-07,11,16,6,4,,,5,12,0,0,,
1,1,2,2,,,,,,,CATANIA,home,,,3,5,,,0,0,0,0,18,18,1,2,8,1,1,,,,,0,0,8,8,8,8,3,4,0,0,SIENA,2006-07,13,10,8,6,,,5,4,0,0,,
1,1,2,2,,,,,,,SIENA,away,,,5,3,,,0,0,0,0,18,18,2,1,8,1,1,,,,,0,0,8,8,8,8,4,3,0,0,CATANIA,2006-07,10,13,6,8,,,4,5,0,0,,
3,5,4,2,,,,,,,ASCOLI,home,,,9,3,,,0,0,0,0,19,6,6,7,8,2,2,,,,,0,0,20,16,10,15,1,10,1,0,ROMA,2006-07,18,5,6,2,,,12,3,0,0,,
5,3,2,4,,,,,,,ROMA,away,,,3,9,,,0,0,0,0,6,19,7,6,8,2,2,,,,,0,0,16,20,15,10,10,1,0,1,ASCOLI,2006-07,5,18,2,6,,,3,12,0,0,,
2,1,0,0,,,,,,,LAZIO,home,,,6,3,,,0,1,0,1,21,15,5,0,8,2,0,,,,,1,1,11,14,12,7,6,5,1,0,SAMPDORIA,2006-07,16,13,8,6,,,8,7,0,0,,
1,2,0,0,,,,,,,SAMPDORIA,away,,,3,6,,,1,0,1,0,15,21,0,5,8,0,2,,,,,1,1,14,11,7,12,5,6,0,1,LAZIO,2006-07,13,16,6,8,,,7,8,0,0,,
2,1,6,3,,,,,,,FIORENTINA,home,,,7,6,,,0,0,0,0,18,18,1,1,8,0,1,,,,,0,1,12,10,12,11,3,8,0,0,TORINO,2006-07,14,9,6,4,,,8,5,0,0,,
1,2,3,6,,,,,,,TORINO,away,,,6,7,,,0,0,0,0,18,18,1,1,8,1,0,,,,,1,0,10,12,11,12,8,3,0,0,FIORENTINA,2006-07,9,14,4,6,,,5,8,0,0,,
4,3,1,0,0,0,0,0,0,0,ROMA,home,0,0,7,4,0,0,0,0,1,0,12,21,7,3,9,0,1,0,0,0,0,0,0,16,14,23,19,8,3,0,0,UDINESE,2006-07,12,17,9,8,,,3,9,0,0,,
3,4,0,1,0,0,0,0,0,0,UDINESE,away,0,0,4,7,0,0,0,0,0,1,21,12,3,7,9,1,0,0,0,0,0,0,0,14,16,19,23,3,8,0,0,ROMA,2006-07,17,12,8,9,,,9,3,0,0,,
4,4,2,1,5,5,5,3,12,7,INTER,home,0,3,12,0,25,13,0,1,0,0,26,22,3,1,9,3,4,2,5,0,0,0,0,20,20,13,15,0,4,0,0,MILAN,2006-07,11,3,5,0,,,6,3,0,0,,
4,4,1,2,5,5,3,5,7,12,MILAN,away,3,0,0,12,13,25,1,0,0,0,22,26,1,3,9,4,3,5,2,0,0,0,0,20,20,15,13,4,0,0,0,INTER,2006-07,3,11,0,5,,,3,6,0,0,,
4,2,3,2,0,0,0,0,0,0,SIENA,home,0,0,3,4,0,0,1,0,0,1,17,20,2,5,9,0,1,0,0,0,0,0,0,14,7,9,11,2,2,0,0,ASCOLI,2006-07,7,10,5,7,,,2,3,0,0,,
2,4,2,3,0,0,0,0,0,0,ASCOLI,away,0,0,4,3,0,0,0,1,1,0,20,17,5,2,9,1,0,0,0,0,0,0,0,7,14,11,9,2,2,0,0,SIENA,2006-07,10,7,7,5,,,3,2,0,0,,
2,2,1,0,0,0,0,0,0,0,SAMPDORIA,home,0,0,2,2,0,0,0,0,0,0,18,20,2,9,9,1,0,0,0,0,0,0,0,10,9,6,7,0,1,0,0,CAGLIARI,2006-07,5,5,3,5,,,2,0,0,0,,
2,2,0,1,0,0,0,0,0,0,CAGLIARI,away,0,0,2,2,0,0,0,0,0,0,20,18,9,2,9,0,1,0,0,0,0,0,0,9,10,7,6,1,0,0,0,SAMPDORIA,2006-07,5,5,5,3,,,0,2,0,0,,
2,3,2,2,0,0,0,0,0,0,TORINO,home,0,0,0,6,0,0,0,0,1,0,30,24,1,0,9,1,1,0,0,0,0,0,0,10,11,4,10,4,3,1,0,CATANIA,2006-07,11,15,7,10,,,4,5,0,0,,
3,2,2,2,0,0,0,0,0,0,CATANIA,away,0,0,6,0,0,0,0,0,0,1,24,30,0,1,9,1,1,0,0,0,0,0,0,11,10,10,4,3,4,0,1,TORINO,2006-07,15,11,10,7,,,5,4,0,0,,
1,4,9,5,0,0,0,0,0,0,PALERMO,home,0,0,3,2,0,0,0,0,0,0,23,16,3,2,9,2,3,0,0,0,0,1,1,6,5,5,4,1,5,0,0,FIORENTINA,2006-07,16,10,9,5,,,7,5,0,0,,
4,1,5,9,0,0,0,0,0,0,FIORENTINA,away,0,0,2,3,0,0,0,0,0,0,16,23,2,3,9,3,2,0,0,0,0,1,1,5,6,4,5,5,1,0,0,PALERMO,2006-07,10,16,5,9,,,5,7,0,0,,
4,2,3,2,0,0,0,0,0,0,REGGINA,home,0,0,10,2,0,0,1,0,0,0,22,20,2,1,9,0,0,0,0,0,0,0,0,16,20,15,10,3,5,0,0,LAZIO,2006-07,16,8,11,5,,,5,3,0,0,,
2,4,2,3,0,0,0,0,0,0,LAZIO,away,0,0,2,10,0,0,0,1,0,0,20,22,1,2,9,0,0,0,0,0,0,0,0,20,16,10,15,5,3,0,0,REGGINA,2006-07,8,16,5,11,,,3,5,0,0,,
3,4,5,2,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,11,7,0,0,0,0,0,0,20,14,2,2,9,2,1,0,0,0,0,0,0,15,13,8,7,3,8,0,0,MESSINA,2006-07,21,12,11,8,,,10,4,0,0,,
4,3,2,5,0,0,0,0,0,0,MESSINA,away,0,0,7,11,0,0,0,0,0,0,14,20,2,2,9,1,2,0,0,0,0,0,0,13,15,7,8,8,3,0,0,CHIEVOVERONA,2006-07,12,21,8,11,,,4,10,0,0,,
4,2,3,4,0,0,0,0,0,0,ATALANTA,home,0,0,3,8,0,0,0,1,0,0,20,22,2,4,9,3,1,0,0,0,0,0,0,12,5,9,11,3,3,1,0,PARMA,2006-07,11,9,5,5,,,6,4,0,0,,
2,4,4,3,0,0,0,0,0,0,PARMA,away,0,0,8,3,0,0,1,0,0,0,22,20,4,2,9,1,3,0,0,0,0,0,0,5,12,11,9,3,3,0,1,ATALANTA,2006-07,9,11,5,5,,,4,6,0,0,,
1,1,1,1,6,4,3,5,14,5,EMPOLI,home,0,1,5,3,16,10,0,0,0,0,14,21,1,1,9,0,0,12,5,0,0,0,0,17,18,12,10,3,1,0,0,LIVORNO,2006-07,6,3,5,0,,,1,3,0,0,,
1,1,1,1,4,6,5,3,5,14,LIVORNO,away,1,0,3,5,10,16,0,0,0,0,21,14,1,1,9,0,0,5,12,0,0,0,0,18,17,10,12,1,3,0,0,EMPOLI,2006-07,3,6,0,5,,,3,1,0,0,,
3,2,7,3,0,0,0,0,0,0,PARMA,home,0,0,9,6,0,0,0,0,0,0,11,15,6,5,10,2,2,0,0,0,0,0,0,8,7,6,6,3,6,0,0,SIENA,2006-07,12,10,4,5,,,8,5,0,0,,
2,3,3,7,0,0,0,0,0,0,SIENA,away,0,0,6,9,0,0,0,0,0,0,15,11,5,6,10,2,2,0,0,0,0,0,0,7,8,6,6,6,3,0,0,PARMA,2006-07,10,12,5,4,,,5,8,0,0,,
2,2,2,1,5,3,3,7,12,8,CATANIA,home,1,0,6,10,15,12,0,0,0,0,17,25,1,2,10,0,1,3,5,0,0,1,0,16,20,15,7,0,2,0,0,REGGINA,2006-07,7,2,4,1,,,3,1,0,0,,
2,2,1,2,3,5,7,3,8,12,REGGINA,away,0,1,10,6,12,15,0,0,0,0,25,17,2,1,10,1,0,5,3,0,0,0,1,20,16,7,15,2,0,0,0,CATANIA,2006-07,2,7,1,4,,,1,3,0,0,,
1,2,0,1,0,0,0,0,0,0,MILAN,home,0,0,3,13,0,0,0,0,0,0,17,18,4,4,10,2,0,0,0,0,0,0,0,4,9,7,3,2,3,0,0,ATALANTA,2006-07,8,8,3,6,,,5,2,0,0,,
2,1,1,0,0,0,0,0,0,0,ATALANTA,away,0,0,13,3,0,0,0,0,0,0,18,17,4,4,10,0,2,0,0,0,0,0,0,9,4,3,7,3,2,0,0,MILAN,2006-07,8,8,6,3,,,2,5,0,0,,
4,2,0,1,0,0,0,0,0,0,CAGLIARI,home,0,0,6,5,0,0,0,0,0,0,18,19,6,3,10,0,0,0,0,0,0,0,0,14,5,6,6,1,2,0,0,CHIEVOVERONA,2006-07,7,8,5,7,,,2,1,0,0,,
2,4,1,0,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,5,6,0,0,0,0,0,0,19,18,3,6,10,0,0,0,0,0,0,0,0,5,14,6,6,2,1,0,0,CAGLIARI,2006-07,8,7,7,5,,,1,2,0,0,,
1,2,1,2,0,0,0,0,0,0,LAZIO,home,0,0,5,4,0,0,1,0,1,1,19,23,3,3,10,1,1,0,0,0,0,0,0,7,11,7,7,3,4,0,0,EMPOLI,2006-07,12,8,7,4,,,5,4,0,0,,
2,1,2,1,0,0,0,0,0,0,EMPOLI,away,0,0,4,5,0,0,0,1,1,1,23,19,3,3,10,1,1,0,0,0,0,0,0,11,7,7,7,4,3,0,0,LAZIO,2006-07,8,12,4,7,,,4,5,0,0,,
4,2,6,5,0,0,0,0,0,0,ASCOLI,home,0,0,5,8,0,0,0,0,0,0,9,9,10,1,10,2,0,0,0,0,0,0,0,11,14,11,11,4,5,0,1,INTER,2006-07,15,12,9,8,,,6,4,0,0,,
2,4,5,6,0,0,0,0,0,0,INTER,away,0,0,8,5,0,0,0,0,0,0,9,9,1,10,10,0,2,0,0,0,0,0,0,14,11,11,11,5,4,1,0,ASCOLI,2006-07,12,15,8,9,,,4,6,0,0,,
1,3,6,1,0,0,0,0,0,0,UDINESE,home,0,0,7,2,0,0,0,0,0,1,22,20,9,3,10,1,0,0,0,0,0,0,0,6,9,8,2,1,3,0,0,LIVORNO,2006-07,6,5,2,4,,,4,1,0,0,,
3,1,1,6,0,0,0,0,0,0,LIVORNO,away,0,0,2,7,0,0,0,0,1,0,20,22,3,9,10,0,1,0,0,0,0,0,0,9,6,2,8,3,1,0,0,UDINESE,2006-07,5,6,4,2,,,1,4,0,0,,
2,1,3,0,0,0,0,0,0,0,SAMPDORIA,home,0,0,3,4,0,0,0,0,0,1,21,16,4,2,10,2,0,0,0,0,0,0,0,9,6,19,13,4,3,0,0,PALERMO,2006-07,10,10,5,6,,,5,4,0,0,,
1,2,0,3,0,0,0,0,0,0,PALERMO,away,0,0,4,3,0,0,0,0,1,0,16,21,2,4,10,0,2,0,0,0,0,0,0,6,9,13,19,3,4,0,0,SAMPDORIA,2006-07,10,10,6,5,,,4,5,0,0,,
4,5,1,0,0,0,0,0,0,0,MESSINA,home,0,0,11,2,0,0,0,0,0,1,13,22,1,0,10,1,1,0,0,0,0,2,0,10,7,7,10,7,8,0,0,TORINO,2006-07,16,16,5,8,,,11,8,0,0,,
