Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
PIACENZA,away,0,0,5,1,2,LECCE,1993-94
SAMPDORIA,home,0,0,5,0,2,UDINESE,1993-94
UDINESE,away,0,0,5,2,0,SAMPDORIA,1993-94
LAZIO,home,1,1,6,4,1,CAGLIARI,1993-94
CAGLIARI,away,1,1,6,1,4,LAZIO,1993-94
MILAN,home,0,0,6,0,2,CREMONESE,1993-94
CREMONESE,away,0,0,6,2,0,MILAN,1993-94
PIACENZA,home,0,1,6,2,0,INTER,1993-94
INTER,away,1,0,6,0,2,PIACENZA,1993-94
JUVENTUS,home,0,0,6,1,1,LECCE,1993-94
LECCE,away,0,0,6,1,1,JUVENTUS,1993-94
UDINESE,home,0,1,6,2,1,NAPOLI,1993-94
NAPOLI,away,1,0,6,1,2,UDINESE,1993-94
FOGGIA,home,0,1,6,0,0,REGGIANA,1993-94
REGGIANA,away,1,0,6,0,0,FOGGIA,1993-94
ATALANTA,home,0,0,6,2,1,ROMA,1993-94
ROMA,away,0,0,6,1,2,ATALANTA,1993-94
PARMA,home,0,0,6,1,1,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,6,1,1,PARMA,1993-94
GENOA,home,0,0,6,2,0,TORINO,1993-94
TORINO,away,0,0,6,0,2,GENOA,1993-94
SAMPDORIA,home,0,0,7,1,4,ATALANTA,1993-94
ATALANTA,away,0,0,7,4,1,SAMPDORIA,1993-94
REGGIANA,home,1,0,7,0,0,GENOA,1993-94
GENOA,away,0,1,7,0,0,REGGIANA,1993-94
TORINO,home,0,0,7,3,2,JUVENTUS,1993-94
JUVENTUS,away,0,0,7,2,3,TORINO,1993-94
LAZIO,home,0,0,7,0,0,MILAN,1993-94
MILAN,away,0,0,7,0,0,LAZIO,1993-94
INTER,home,0,0,7,0,0,NAPOLI,1993-94
NAPOLI,away,0,0,7,0,0,INTER,1993-94
FOGGIA,home,0,1,7,3,0,PARMA,1993-94
PARMA,away,1,0,7,0,3,FOGGIA,1993-94
CAGLIARI,home,0,0,7,1,1,PIACENZA,1993-94
PIACENZA,away,0,0,7,1,1,CAGLIARI,1993-94
CREMONESE,home,0,0,7,1,2,ROMA,1993-94
ROMA,away,0,0,7,2,1,CREMONESE,1993-94
LECCE,home,0,0,7,2,1,UDINESE,1993-94
UDINESE,away,0,0,7,1,2,LECCE,1993-94
NAPOLI,home,0,0,8,1,2,CAGLIARI,1993-94
CAGLIARI,away,0,0,8,2,1,NAPOLI,1993-94
PARMA,home,1,1,8,0,0,CREMONESE,1993-94
CREMONESE,away,1,1,8,0,0,PARMA,1993-94
MILAN,home,0,0,8,1,1,FOGGIA,1993-94
FOGGIA,away,0,0,8,1,1,MILAN,1993-94
TORINO,home,0,0,8,0,0,INTER,1993-94
INTER,away,0,0,8,0,0,TORINO,1993-94
ATALANTA,home,0,0,8,2,1,JUVENTUS,1993-94
JUVENTUS,away,0,0,8,1,2,ATALANTA,1993-94
PIACENZA,home,2,1,8,1,0,LAZIO,1993-94
LAZIO,away,1,2,8,0,1,PIACENZA,1993-94
GENOA,home,0,0,8,0,0,LECCE,1993-94
LECCE,away,0,0,8,0,0,GENOA,1993-94
UDINESE,home,0,0,8,1,1,REGGIANA,1993-94
REGGIANA,away,0,0,8,1,1,UDINESE,1993-94
ROMA,home,0,0,8,0,1,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,8,1,0,ROMA,1993-94
FOGGIA,home,0,2,9,1,1,ATALANTA,1993-94
ATALANTA,away,2,0,9,1,1,FOGGIA,1993-94
CAGLIARI,home,0,2,9,3,1,CREMONESE,1993-94
CREMONESE,away,2,0,9,1,3,CAGLIARI,1993-94
PIACENZA,home,0,0,9,0,1,GENOA,1993-94
GENOA,away,0,0,9,1,0,PIACENZA,1993-94
JUVENTUS,home,0,0,9,1,1,MILAN,1993-94
MILAN,away,0,0,9,1,1,JUVENTUS,1993-94
LECCE,home,0,0,9,3,1,NAPOLI,1993-94
NAPOLI,away,0,0,9,1,3,LECCE,1993-94
REGGIANA,home,0,0,9,1,0,PARMA,1993-94
PARMA,away,0,0,9,0,1,REGGIANA,1993-94
LAZIO,home,0,0,9,1,1,ROMA,1993-94
ROMA,away,0,0,9,1,1,LAZIO,1993-94
SAMPDORIA,home,0,0,9,2,3,TORINO,1993-94
TORINO,away,0,0,9,3,2,SAMPDORIA,1993-94
INTER,home,1,0,9,0,1,UDINESE,1993-94
UDINESE,away,0,1,9,1,0,INTER,1993-94
TORINO,home,0,0,10,2,1,CAGLIARI,1993-94
CAGLIARI,away,0,0,10,1,2,TORINO,1993-94
CREMONESE,home,0,0,10,1,1,FOGGIA,1993-94
FOGGIA,away,0,0,10,1,1,CREMONESE,1993-94
PARMA,home,1,0,10,3,2,INTER,1993-94
INTER,away,0,1,10,2,3,PARMA,1993-94
GENOA,home,0,1,10,4,0,JUVENTUS,1993-94
JUVENTUS,away,1,0,10,0,4,GENOA,1993-94
UDINESE,home,0,1,10,2,1,LAZIO,1993-94
LAZIO,away,1,0,10,1,2,UDINESE,1993-94
ATALANTA,home,0,1,10,5,1,LECCE,1993-94
LECCE,away,1,0,10,1,5,ATALANTA,1993-94
NAPOLI,home,0,0,10,1,1,PIACENZA,1993-94
PIACENZA,away,0,0,10,1,1,NAPOLI,1993-94
ROMA,home,0,0,10,0,0,REGGIANA,1993-94
REGGIANA,away,0,0,10,0,0,ROMA,1993-94
MILAN,home,0,0,10,3,2,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,10,2,3,MILAN,1993-94
PIACENZA,home,0,0,11,0,0,ATALANTA,1993-94
ATALANTA,away,0,0,11,0,0,PIACENZA,1993-94
LECCE,home,0,0,11,2,1,CREMONESE,1993-94
CREMONESE,away,0,0,11,1,2,LECCE,1993-94
MILAN,home,0,0,11,1,2,INTER,1993-94
INTER,away,0,0,11,2,1,MILAN,1993-94
LAZIO,home,0,0,11,1,2,NAPOLI,1993-94
NAPOLI,away,0,0,11,2,1,LAZIO,1993-94
JUVENTUS,home,0,0,11,2,0,PARMA,1993-94
PARMA,away,0,0,11,0,2,JUVENTUS,1993-94
FOGGIA,home,1,1,11,0,0,ROMA,1993-94
ROMA,away,1,1,11,0,0,FOGGIA,1993-94
CAGLIARI,home,1,0,11,1,2,SAMPDORIA,1993-94
SAMPDORIA,away,0,1,11,2,1,CAGLIARI,1993-94
REGGIANA,home,0,0,11,2,0,TORINO,1993-94
TORINO,away,0,0,11,0,2,REGGIANA,1993-94
GENOA,home,0,1,11,0,4,UDINESE,1993-94
UDINESE,away,1,0,11,4,0,GENOA,1993-94
PARMA,home,0,0,12,0,2,ATALANTA,1993-94
ATALANTA,away,0,0,12,2,0,PARMA,1993-94
SAMPDORIA,home,0,0,12,1,2,FOGGIA,1993-94
FOGGIA,away,0,0,12,2,1,SAMPDORIA,1993-94
INTER,home,0,0,12,1,0,GENOA,1993-94
GENOA,away,0,0,12,0,1,INTER,1993-94
CAGLIARI,home,0,1,12,1,1,JUVENTUS,1993-94
JUVENTUS,away,1,0,12,1,1,CAGLIARI,1993-94
TORINO,home,0,0,12,1,2,LAZIO,1993-94
LAZIO,away,0,0,12,2,1,TORINO,1993-94
ROMA,home,0,0,12,0,2,LECCE,1993-94
LECCE,away,0,0,12,2,0,ROMA,1993-94
NAPOLI,home,0,0,12,2,1,MILAN,1993-94
MILAN,away,0,0,12,1,2,NAPOLI,1993-94
UDINESE,home,0,0,12,0,0,PIACENZA,1993-94
PIACENZA,away,0,0,12,0,0,UDINESE,1993-94
CREMONESE,home,0,1,12,2,0,REGGIANA,1993-94
REGGIANA,away,1,0,12,0,2,CREMONESE,1993-94
ROMA,home,0,0,13,1,1,CAGLIARI,1993-94
CAGLIARI,away,0,0,13,1,1,ROMA,1993-94
JUVENTUS,home,0,1,13,2,2,INTER,1993-94
INTER,away,1,0,13,2,2,JUVENTUS,1993-94
GENOA,home,0,0,13,4,0,LAZIO,1993-94
LAZIO,away,0,0,13,0,4,GENOA,1993-94
REGGIANA,home,0,0,13,5,0,NAPOLI,1993-94
NAPOLI,away,0,0,13,0,5,REGGIANA,1993-94
MILAN,home,0,0,13,0,0,PARMA,1993-94
PARMA,away,0,0,13,0,0,MILAN,1993-94
FOGGIA,home,0,2,13,5,4,PIACENZA,1993-94
PIACENZA,away,2,0,13,4,5,FOGGIA,1993-94
CREMONESE,home,0,0,13,3,1,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,13,1,3,CREMONESE,1993-94
LECCE,home,0,0,13,3,0,TORINO,1993-94
TORINO,away,0,0,13,0,3,LECCE,1993-94
ATALANTA,home,0,0,13,0,0,UDINESE,1993-94
UDINESE,away,0,0,13,0,0,ATALANTA,1993-94
LAZIO,home,0,0,14,1,1,ATALANTA,1993-94
ATALANTA,away,0,0,14,1,1,LAZIO,1993-94
PIACENZA,home,1,2,14,4,0,CREMONESE,1993-94
CREMONESE,away,2,1,14,0,4,PIACENZA,1993-94
UDINESE,home,0,0,14,2,2,FOGGIA,1993-94
FOGGIA,away,0,0,14,2,2,UDINESE,1993-94
SAMPDORIA,home,0,1,14,1,1,GENOA,1993-94
GENOA,away,1,0,14,1,1,SAMPDORIA,1993-94
NAPOLI,home,0,1,14,1,0,JUVENTUS,1993-94
JUVENTUS,away,1,0,14,0,1,NAPOLI,1993-94
INTER,home,0,0,14,1,3,LECCE,1993-94
LECCE,away,0,0,14,3,1,INTER,1993-94
TORINO,home,0,0,14,1,0,MILAN,1993-94
MILAN,away,0,0,14,0,1,TORINO,1993-94
CAGLIARI,home,0,1,14,3,1,REGGIANA,1993-94
REGGIANA,away,1,0,14,1,3,CAGLIARI,1993-94
PARMA,home,0,0,14,2,0,ROMA,1993-94
ROMA,away,0,0,14,0,2,PARMA,1993-94
PARMA,home,0,0,15,0,4,CAGLIARI,1993-94
CAGLIARI,away,0,0,15,4,0,PARMA,1993-94
FOGGIA,home,1,0,15,1,4,GENOA,1993-94
GENOA,away,0,1,15,4,1,FOGGIA,1993-94
SAMPDORIA,home,0,0,15,3,0,INTER,1993-94
INTER,away,0,0,15,0,3,SAMPDORIA,1993-94
JUVENTUS,home,0,0,15,3,1,LAZIO,1993-94
LAZIO,away,0,0,15,1,3,JUVENTUS,1993-94
ATALANTA,home,0,0,15,4,0,NAPOLI,1993-94
NAPOLI,away,0,0,15,0,4,ATALANTA,1993-94
ROMA,home,0,0,15,1,0,PIACENZA,1993-94
PIACENZA,away,0,0,15,0,1,ROMA,1993-94
LECCE,home,0,0,15,1,0,REGGIANA,1993-94
REGGIANA,away,0,0,15,0,1,LECCE,1993-94
CREMONESE,home,0,0,15,1,1,TORINO,1993-94
TORINO,away,0,0,15,1,1,CREMONESE,1993-94
MILAN,home,0,0,15,0,0,UDINESE,1993-94
UDINESE,away,0,0,15,0,0,MILAN,1993-94
GENOA,home,0,0,16,2,1,ATALANTA,1993-94
ATALANTA,away,0,0,16,1,2,GENOA,1993-94
UDINESE,home,0,1,16,1,1,CREMONESE,1993-94
CREMONESE,away,1,0,16,1,1,UDINESE,1993-94
TORINO,home,0,0,16,1,0,FOGGIA,1993-94
FOGGIA,away,0,0,16,0,1,TORINO,1993-94
PIACENZA,home,0,1,16,2,0,JUVENTUS,1993-94
JUVENTUS,away,1,0,16,0,2,PIACENZA,1993-94
LAZIO,home,0,0,16,1,2,LECCE,1993-94
LECCE,away,0,0,16,2,1,LAZIO,1993-94
CAGLIARI,home,0,0,16,2,1,MILAN,1993-94
MILAN,away,0,0,16,1,2,CAGLIARI,1993-94
NAPOLI,home,1,1,16,1,3,PARMA,1993-94
PARMA,away,1,1,16,3,1,NAPOLI,1993-94
INTER,home,0,0,16,1,1,ROMA,1993-94
ROMA,away,0,0,16,1,1,INTER,1993-94
REGGIANA,home,0,0,16,1,0,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,16,0,1,REGGIANA,1993-94
LECCE,home,0,0,17,2,1,CAGLIARI,1993-94
CAGLIARI,away,0,0,17,1,2,LECCE,1993-94
CREMONESE,home,0,0,17,1,0,GENOA,1993-94
GENOA,away,0,0,17,0,1,CREMONESE,1993-94
ATALANTA,home,0,0,17,1,2,INTER,1993-94
INTER,away,0,0,17,2,1,ATALANTA,1993-94
SAMPDORIA,home,0,0,17,1,1,LAZIO,1993-94
LAZIO,away,0,0,17,1,1,SAMPDORIA,1993-94
FOGGIA,home,0,0,17,1,1,NAPOLI,1993-94
NAPOLI,away,0,0,17,1,1,FOGGIA,1993-94
PARMA,home,0,0,17,1,1,PIACENZA,1993-94
PIACENZA,away,0,0,17,1,1,PARMA,1993-94
MILAN,home,0,1,17,0,1,REGGIANA,1993-94
REGGIANA,away,1,0,17,1,0,MILAN,1993-94
ROMA,home,0,0,17,1,1,TORINO,1993-94
TORINO,away,0,0,17,1,1,ROMA,1993-94
JUVENTUS,home,0,0,17,0,3,UDINESE,1993-94
UDINESE,away,0,0,17,3,0,JUVENTUS,1993-94
ATALANTA,home,0,1,18,1,1,CAGLIARI,1993-94
CAGLIARI,away,1,0,18,1,1,ATALANTA,1993-94
JUVENTUS,home,0,0,18,1,1,CREMONESE,1993-94
CREMONESE,away,0,0,18,1,1,JUVENTUS,1993-94
LAZIO,home,0,1,18,4,1,FOGGIA,1993-94
FOGGIA,away,1,0,18,1,4,LAZIO,1993-94
LECCE,home,0,0,18,0,0,MILAN,1993-94
MILAN,away,0,0,18,0,0,LECCE,1993-94
UDINESE,home,0,0,18,0,1,PARMA,1993-94
PARMA,away,0,0,18,1,0,UDINESE,1993-94
INTER,home,0,1,18,1,0,REGGIANA,1993-94
REGGIANA,away,1,0,18,0,1,INTER,1993-94
GENOA,home,0,0,18,1,1,ROMA,1993-94
ROMA,away,0,0,18,1,1,GENOA,1993-94
NAPOLI,home,0,0,18,4,1,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,18,1,4,NAPOLI,1993-94
PIACENZA,home,0,0,18,1,0,TORINO,1993-94
TORINO,away,0,0,18,0,1,PIACENZA,1993-94
TORINO,home,0,0,19,2,2,ATALANTA,1993-94
ATALANTA,away,0,0,19,2,2,TORINO,1993-94
MILAN,home,0,0,19,0,0,GENOA,1993-94
GENOA,away,0,0,19,0,0,MILAN,1993-94
FOGGIA,home,0,0,19,3,1,INTER,1993-94
INTER,away,0,0,19,1,3,FOGGIA,1993-94
ROMA,home,1,1,19,0,0,JUVENTUS,1993-94
JUVENTUS,away,1,1,19,0,0,ROMA,1993-94
REGGIANA,home,0,0,19,2,0,LAZIO,1993-94
LAZIO,away,0,0,19,0,2,REGGIANA,1993-94
PARMA,home,0,0,19,1,1,LECCE,1993-94
LECCE,away,0,0,19,1,1,PARMA,1993-94
CREMONESE,home,0,1,19,2,1,NAPOLI,1993-94
NAPOLI,away,1,0,19,1,2,CREMONESE,1993-94
SAMPDORIA,home,0,0,19,2,1,PIACENZA,1993-94
PIACENZA,away,0,0,19,1,2,SAMPDORIA,1993-94
CAGLIARI,home,0,1,19,1,1,UDINESE,1993-94
UDINESE,away,1,0,19,1,1,CAGLIARI,1993-94
GENOA,home,0,0,20,0,0,CAGLIARI,1993-94
CAGLIARI,away,0,0,20,0,0,GENOA,1993-94
INTER,home,0,0,20,1,4,CREMONESE,1993-94
CREMONESE,away,0,0,20,4,1,INTER,1993-94
LECCE,home,0,1,20,5,0,FOGGIA,1993-94
FOGGIA,away,1,0,20,0,5,LECCE,1993-94
PIACENZA,home,0,0,20,2,0,MILAN,1993-94
MILAN,away,0,0,20,0,2,PIACENZA,1993-94
LAZIO,home,0,0,20,2,0,PARMA,1993-94
PARMA,away,0,0,20,0,2,LAZIO,1993-94
ATALANTA,home,0,0,20,3,0,REGGIANA,1993-94
REGGIANA,away,0,0,20,0,3,ATALANTA,1993-94
UDINESE,home,0,0,20,0,2,ROMA,1993-94
ROMA,away,0,0,20,2,0,UDINESE,1993-94
JUVENTUS,home,0,0,20,1,1,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,20,1,1,JUVENTUS,1993-94
NAPOLI,home,0,0,20,1,1,TORINO,1993-94
TORINO,away,0,0,20,1,1,NAPOLI,1993-94
MILAN,home,0,0,21,0,1,ATALANTA,1993-94
ATALANTA,away,0,0,21,1,0,MILAN,1993-94
PARMA,home,0,0,21,0,4,GENOA,1993-94
GENOA,away,0,0,21,4,0,PARMA,1993-94
CAGLIARI,home,0,0,21,3,3,INTER,1993-94
INTER,away,0,0,21,3,3,CAGLIARI,1993-94
FOGGIA,home,0,0,21,2,0,JUVENTUS,1993-94
JUVENTUS,away,0,0,21,0,2,FOGGIA,1993-94
CREMONESE,home,0,0,21,4,2,LAZIO,1993-94
LAZIO,away,0,0,21,2,4,CREMONESE,1993-94
SAMPDORIA,home,0,0,21,0,3,LECCE,1993-94
LECCE,away,0,0,21,3,0,SAMPDORIA,1993-94
ROMA,home,1,0,21,1,1,NAPOLI,1993-94
NAPOLI,away,0,1,21,1,1,ROMA,1993-94
REGGIANA,home,0,0,21,3,2,PIACENZA,1993-94
PIACENZA,away,0,0,21,2,3,REGGIANA,1993-94
TORINO,home,0,1,21,1,1,UDINESE,1993-94
UDINESE,away,1,0,21,1,1,TORINO,1993-94
FOGGIA,home,0,0,22,1,1,CAGLIARI,1993-94
CAGLIARI,away,0,0,22,1,1,FOGGIA,1993-94
ATALANTA,home,2,2,22,2,0,CREMONESE,1993-94
CREMONESE,away,2,2,22,0,2,ATALANTA,1993-94
LAZIO,home,0,0,22,1,2,INTER,1993-94
INTER,away,0,0,22,2,1,LAZIO,1993-94
PIACENZA,home,0,0,22,1,1,LECCE,1993-94
LECCE,away,0,0,22,1,1,PIACENZA,1993-94
GENOA,home,1,0,22,1,1,NAPOLI,1993-94
NAPOLI,away,0,1,22,1,1,GENOA,1993-94
JUVENTUS,home,0,0,22,0,0,REGGIANA,1993-94
REGGIANA,away,0,0,22,0,0,JUVENTUS,1993-94
MILAN,home,0,0,22,0,2,ROMA,1993-94
ROMA,away,0,0,22,2,0,MILAN,1993-94
UDINESE,home,0,0,22,6,2,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,22,2,6,UDINESE,1993-94
PARMA,home,0,0,22,1,2,TORINO,1993-94
TORINO,away,0,0,22,2,1,PARMA,1993-94
ROMA,home,1,1,23,1,1,ATALANTA,1993-94
ATALANTA,away,1,1,23,1,1,ROMA,1993-94
REGGIANA,home,0,0,23,1,0,FOGGIA,1993-94
FOGGIA,away,0,0,23,0,1,REGGIANA,1993-94
TORINO,home,0,0,23,1,1,GENOA,1993-94
GENOA,away,0,0,23,1,1,TORINO,1993-94
LECCE,home,0,0,23,5,1,JUVENTUS,1993-94
JUVENTUS,away,0,0,23,1,5,LECCE,1993-94
CAGLIARI,home,0,0,23,4,0,LAZIO,1993-94
LAZIO,away,0,0,23,0,4,CAGLIARI,1993-94
CREMONESE,home,0,1,23,1,0,MILAN,1993-94
MILAN,away,1,0,23,0,1,CREMONESE,1993-94
SAMPDORIA,home,0,0,23,2,1,PARMA,1993-94
PARMA,away,0,0,23,1,2,SAMPDORIA,1993-94
INTER,home,0,0,23,2,1,PIACENZA,1993-94
PIACENZA,away,0,0,23,1,2,INTER,1993-94
NAPOLI,home,0,0,23,3,1,UDINESE,1993-94
UDINESE,away,0,0,23,1,3,NAPOLI,1993-94
PIACENZA,home,0,0,24,2,0,CAGLIARI,1993-94
CAGLIARI,away,0,0,24,0,2,PIACENZA,1993-94
ROMA,home,0,0,24,1,1,CREMONESE,1993-94
CREMONESE,away,0,0,24,1,1,ROMA,1993-94
PARMA,home,0,0,24,3,2,FOGGIA,1993-94
FOGGIA,away,0,0,24,2,3,PARMA,1993-94
NAPOLI,home,1,0,24,0,0,INTER,1993-94
INTER,away,0,1,24,0,0,NAPOLI,1993-94
MILAN,home,0,0,24,0,1,LAZIO,1993-94
LAZIO,away,0,0,24,1,0,MILAN,1993-94
UDINESE,home,0,0,24,1,0,LECCE,1993-94
LECCE,away,0,0,24,0,1,UDINESE,1993-94
GENOA,home,0,0,24,1,1,REGGIANA,1993-94
REGGIANA,away,0,0,24,1,1,GENOA,1993-94
ATALANTA,home,0,0,24,3,1,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,24,1,3,ATALANTA,1993-94
JUVENTUS,home,0,1,24,1,1,TORINO,1993-94
TORINO,away,1,0,24,1,1,JUVENTUS,1993-94
JUVENTUS,home,0,0,25,1,3,ATALANTA,1993-94
ATALANTA,away,0,0,25,3,1,JUVENTUS,1993-94
LECCE,home,0,1,25,2,0,GENOA,1993-94
GENOA,away,1,0,25,0,2,LECCE,1993-94
FOGGIA,home,0,1,25,2,1,MILAN,1993-94
MILAN,away,1,0,25,1,2,FOGGIA,1993-94
CAGLIARI,home,0,0,25,1,2,NAPOLI,1993-94
NAPOLI,away,0,0,25,2,1,CAGLIARI,1993-94
CREMONESE,home,0,1,25,2,1,PARMA,1993-94
PARMA,away,1,0,25,1,2,CREMONESE,1993-94
LAZIO,home,0,0,25,1,2,PIACENZA,1993-94
PIACENZA,away,0,0,25,2,1,LAZIO,1993-94
SAMPDORIA,home,0,0,25,0,1,ROMA,1993-94
ROMA,away,0,0,25,1,0,SAMPDORIA,1993-94
INTER,home,0,0,25,2,0,TORINO,1993-94
TORINO,away,0,0,25,0,2,INTER,1993-94
REGGIANA,home,0,1,25,2,1,UDINESE,1993-94
UDINESE,away,1,0,25,1,2,REGGIANA,1993-94
CREMONESE,home,0,0,26,0,0,CAGLIARI,1993-94
CAGLIARI,away,0,0,26,0,0,CREMONESE,1993-94
ATALANTA,home,0,0,26,1,1,FOGGIA,1993-94
FOGGIA,away,0,0,26,1,1,ATALANTA,1993-94
UDINESE,home,0,0,26,1,0,INTER,1993-94
INTER,away,0,0,26,0,1,UDINESE,1993-94
MILAN,home,0,0,26,0,1,JUVENTUS,1993-94
JUVENTUS,away,0,0,26,1,0,MILAN,1993-94
ROMA,home,0,0,26,1,0,LAZIO,1993-94
LAZIO,away,0,0,26,0,1,ROMA,1993-94
NAPOLI,home,0,1,26,0,1,LECCE,1993-94
LECCE,away,1,0,26,1,0,NAPOLI,1993-94
GENOA,home,0,0,26,1,1,PIACENZA,1993-94
PIACENZA,away,0,0,26,1,1,GENOA,1993-94
TORINO,home,0,0,26,1,0,SAMPDORIA,1993-94
SAMPDORIA,away,0,0,26,0,1,TORINO,1993-94
PARMA,home,0,1,26,2,0,REGGIANA,1993-94
REGGIANA,away,1,0,26,0,2,PARMA,1993-94
LECCE,home,0,0,27,3,4,ATALANTA,1993-94
