Ammonizioni,Ammonizioni avversario,Avversaria,Campo,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
0,1,LAZIO,home,0,0,0,0,21,2,2,MILAN,2002-03
1,0,MILAN,away,0,0,0,0,21,2,2,LAZIO,2002-03
1,2,JUVENTUS,home,0,0,0,0,21,1,2,PARMA,2002-03
2,1,PARMA,away,0,0,0,0,21,2,1,JUVENTUS,2002-03
2,3,BOLOGNA,home,0,0,0,0,21,3,1,PIACENZA,2002-03
3,2,PIACENZA,away,0,0,0,0,21,1,3,BOLOGNA,2002-03
1,3,COMO,home,0,0,0,0,21,4,1,REGGINA,2002-03
3,1,REGGINA,away,0,0,0,0,21,1,4,COMO,2002-03
0,2,MODENA,home,0,0,0,0,21,1,1,TORINO,2002-03
2,0,TORINO,away,0,0,0,0,21,1,1,MODENA,2002-03
2,0,JUVENTUS,home,0,0,,,22,1,3,COMO,2002-03
0,2,COMO,away,0,0,,,22,3,1,JUVENTUS,2002-03
1,0,MILAN,home,0,0,,,22,0,3,TORINO,2002-03
0,1,TORINO,away,0,0,,,22,3,0,MILAN,2002-03
4,3,EMPOLI,home,0,0,,,22,2,0,BOLOGNA,2002-03
3,4,BOLOGNA,away,0,0,,,22,0,2,EMPOLI,2002-03
1,3,REGGINA,home,0,0,,,22,2,1,BRESCIA,2002-03
3,1,BRESCIA,away,0,0,,,22,1,2,REGGINA,2002-03
2,2,PIACENZA,home,0,0,,,22,3,1,INTER,2002-03
2,2,INTER,away,0,0,,,22,1,3,PIACENZA,2002-03
1,2,ATALANTA,home,0,0,,,22,0,0,LAZIO,2002-03
2,1,LAZIO,away,0,0,,,22,0,0,ATALANTA,2002-03
3,4,CHIEVOVERONA,home,0,0,,,22,1,0,MODENA,2002-03
4,3,MODENA,away,0,0,,,22,0,1,CHIEVOVERONA,2002-03
2,1,PARMA,home,0,0,,,22,1,2,PERUGIA,2002-03
1,2,PERUGIA,away,0,0,,,22,2,1,PARMA,2002-03
0,2,ROMA,home,0,1,,,22,2,1,UDINESE,2002-03
2,0,UDINESE,away,1,0,,,22,1,2,ROMA,2002-03
2,3,BOLOGNA,home,0,0,1,0,23,0,0,BRESCIA,2002-03
3,2,BRESCIA,away,0,0,0,1,23,0,0,BOLOGNA,2002-03
2,4,MODENA,home,0,0,0,0,23,1,1,PARMA,2002-03
4,2,PARMA,away,0,0,0,0,23,1,1,MODENA,2002-03
0,3,TORINO,home,0,0,0,0,23,3,2,CHIEVOVERONA,2002-03
3,0,CHIEVOVERONA,away,0,0,0,0,23,2,3,TORINO,2002-03
1,2,INTER,home,0,0,0,0,23,3,0,JUVENTUS,2002-03
2,1,JUVENTUS,away,0,0,0,0,23,0,3,INTER,2002-03
1,4,ATALANTA,home,0,0,0,0,23,3,3,MILAN,2002-03
4,1,MILAN,away,0,0,0,0,23,3,3,ATALANTA,2002-03
2,1,LAZIO,home,0,0,0,0,23,2,2,PERUGIA,2002-03
1,2,PERUGIA,away,0,0,0,0,23,2,2,LAZIO,2002-03
2,1,COMO,home,0,0,0,0,23,0,1,PIACENZA,2002-03
1,2,PIACENZA,away,0,0,0,0,23,1,0,COMO,2002-03
3,4,UDINESE,home,0,1,0,0,23,3,2,REGGINA,2002-03
4,3,REGGINA,away,1,0,0,0,23,2,3,UDINESE,2002-03
1,3,EMPOLI,home,0,0,0,0,23,3,1,ROMA,2002-03
3,1,ROMA,away,0,0,0,0,23,1,3,EMPOLI,2002-03
1,5,INTER,home,0,0,1,0,24,1,2,BOLOGNA,2002-03
5,1,BOLOGNA,away,0,0,0,1,24,2,1,INTER,2002-03
3,3,LAZIO,home,0,0,1,1,24,1,1,ROMA,2002-03
3,3,ROMA,away,0,0,1,1,24,1,1,LAZIO,2002-03
0,3,PARMA,home,0,0,0,0,24,0,0,ATALANTA,2002-03
3,0,ATALANTA,away,0,0,0,0,24,0,0,PARMA,2002-03
1,2,BRESCIA,home,0,0,0,0,24,1,1,COMO,2002-03
2,1,COMO,away,0,0,0,0,24,1,1,BRESCIA,2002-03
1,1,PIACENZA,home,0,0,0,0,24,3,1,EMPOLI,2002-03
1,1,EMPOLI,away,0,0,0,0,24,1,3,PIACENZA,2002-03
1,1,CHIEVOVERONA,home,0,0,0,0,24,0,0,MILAN,2002-03
1,1,MILAN,away,0,0,0,0,24,0,0,CHIEVOVERONA,2002-03
0,1,PERUGIA,home,0,0,0,0,24,1,1,MODENA,2002-03
1,0,MODENA,away,0,0,0,0,24,1,1,PERUGIA,2002-03
1,3,REGGINA,home,1,0,0,0,24,1,0,TORINO,2002-03
3,1,TORINO,away,0,1,0,0,24,0,1,REGGINA,2002-03
1,2,JUVENTUS,home,0,0,1,0,24,0,1,UDINESE,2002-03
2,1,UDINESE,away,0,0,0,1,24,1,0,JUVENTUS,2002-03
1,1,MODENA,home,0,0,0,0,25,3,0,JUVENTUS,2002-03
1,1,JUVENTUS,away,0,0,0,0,25,0,3,MODENA,2002-03
2,0,MILAN,home,0,0,1,0,25,0,0,REGGINA,2002-03
0,2,REGGINA,away,0,0,0,1,25,0,0,MILAN,2002-03
3,2,UDINESE,home,0,0,0,0,25,1,0,BOLOGNA,2002-03
2,3,BOLOGNA,away,0,0,0,0,25,0,1,UDINESE,2002-03
1,3,TORINO,home,0,0,0,0,25,1,0,BRESCIA,2002-03
3,1,BRESCIA,away,0,0,0,0,25,0,1,TORINO,2002-03
2,2,PARMA,home,0,1,1,0,25,0,4,CHIEVOVERONA,2002-03
2,2,CHIEVOVERONA,away,1,0,0,1,25,4,0,PARMA,2002-03
1,1,COMO,home,0,0,0,0,25,4,0,INTER,2002-03
1,1,INTER,away,0,0,0,0,25,0,4,COMO,2002-03
1,2,EMPOLI,home,0,0,0,0,25,4,1,LAZIO,2002-03
2,1,LAZIO,away,0,0,0,0,25,1,4,EMPOLI,2002-03
1,2,ROMA,home,0,0,0,0,25,1,0,PERUGIA,2002-03
2,1,PERUGIA,away,0,0,0,0,25,0,1,ROMA,2002-03
3,2,ATALANTA,home,0,0,0,0,25,2,0,PIACENZA,2002-03
2,3,PIACENZA,away,0,0,0,0,25,0,2,ATALANTA,2002-03
3,1,JUVENTUS,home,,,0,0,26,2,1,MILAN,2002-03
1,3,MILAN,away,,,0,0,26,1,2,JUVENTUS,2002-03
2,3,REGGINA,home,,,1,0,26,2,1,MODENA,2002-03
3,2,MODENA,away,,,0,1,26,1,2,REGGINA,2002-03
2,1,CHIEVOVERONA,home,,,0,0,26,1,0,ATALANTA,2002-03
1,2,ATALANTA,away,,,0,0,26,0,1,CHIEVOVERONA,2002-03
0,1,BOLOGNA,home,,,0,0,26,5,1,COMO,2002-03
1,0,COMO,away,,,0,0,26,1,5,BOLOGNA,2002-03
2,2,BRESCIA,home,,,0,0,26,0,0,EMPOLI,2002-03
2,2,EMPOLI,away,,,0,0,26,0,0,BRESCIA,2002-03
1,0,LAZIO,home,,,0,0,26,2,1,PARMA,2002-03
0,1,PARMA,away,,,0,0,26,1,2,LAZIO,2002-03
0,3,PIACENZA,home,,,0,0,26,3,0,ROMA,2002-03
3,0,ROMA,away,,,0,0,26,0,3,PIACENZA,2002-03
3,1,PERUGIA,home,,,0,0,26,2,1,TORINO,2002-03
1,3,TORINO,away,,,0,0,26,1,2,PERUGIA,2002-03
0,1,INTER,home,,,0,0,26,2,1,UDINESE,2002-03
1,0,UDINESE,away,,,0,0,26,1,2,INTER,2002-03
2,2,TORINO,home,0,2,1,1,27,2,0,JUVENTUS,2002-03
2,2,JUVENTUS,away,2,0,1,1,27,0,2,TORINO,2002-03
0,1,MILAN,home,0,0,0,0,27,1,0,PARMA,2002-03
1,0,PARMA,away,0,0,0,0,27,0,1,MILAN,2002-03
0,3,ATALANTA,home,0,0,0,1,27,3,0,BRESCIA,2002-03
3,0,BRESCIA,away,0,0,1,0,27,0,3,ATALANTA,2002-03
0,2,UDINESE,home,0,0,0,0,27,3,0,CHIEVOVERONA,2002-03
2,0,CHIEVOVERONA,away,0,0,0,0,27,0,3,UDINESE,2002-03
0,1,ROMA,home,0,0,0,0,27,3,3,INTER,2002-03
1,0,INTER,away,0,0,0,0,27,3,3,ROMA,2002-03
0,3,COMO,home,0,0,0,0,27,3,0,LAZIO,2002-03
3,0,LAZIO,away,0,0,0,0,27,0,3,COMO,2002-03
1,3,BOLOGNA,home,0,0,0,0,27,1,1,PERUGIA,2002-03
3,1,PERUGIA,away,0,0,0,0,27,1,1,BOLOGNA,2002-03
1,3,MODENA,home,0,0,0,0,27,3,3,PIACENZA,2002-03
3,1,PIACENZA,away,0,0,0,0,27,3,3,MODENA,2002-03
0,3,EMPOLI,home,0,0,0,0,27,1,0,REGGINA,2002-03
3,0,REGGINA,away,0,0,0,0,27,0,1,EMPOLI,2002-03
2,2,PERUGIA,home,,,0,0,28,1,1,COMO,2002-03
2,2,COMO,away,,,0,0,28,1,1,PERUGIA,2002-03
3,3,MILAN,home,,,1,0,28,0,1,INTER,2002-03
3,3,INTER,away,,,0,1,28,1,0,MILAN,2002-03
1,1,REGGINA,home,,,0,0,28,1,1,ATALANTA,2002-03
1,1,ATALANTA,away,,,0,0,28,1,1,REGGINA,2002-03
1,3,JUVENTUS,home,,,0,0,28,2,2,BOLOGNA,2002-03
3,1,BOLOGNA,away,,,0,0,28,2,2,JUVENTUS,2002-03
3,2,CHIEVOVERONA,home,,,0,0,28,2,1,EMPOLI,2002-03
2,3,EMPOLI,away,,,0,0,28,1,2,CHIEVOVERONA,2002-03
4,3,LAZIO,home,,,0,0,28,0,0,MODENA,2002-03
3,4,MODENA,away,,,0,0,28,0,0,LAZIO,2002-03
2,2,PARMA,home,,,0,0,28,2,1,ROMA,2002-03
2,2,ROMA,away,,,0,0,28,1,2,PARMA,2002-03
2,1,PIACENZA,home,,,0,0,28,1,3,TORINO,2002-03
1,2,TORINO,away,,,0,0,28,3,1,PIACENZA,2002-03
3,3,BRESCIA,home,,,0,0,28,0,0,UDINESE,2002-03
3,3,UDINESE,away,,,0,0,28,0,0,BRESCIA,2002-03
4,1,INTER,home,0,1,1,1,29,0,1,BRESCIA,2002-03
1,4,BRESCIA,away,1,0,1,1,29,1,0,INTER,2002-03
5,2,REGGINA,home,0,0,0,0,29,2,1,CHIEVOVERONA,2002-03
2,5,CHIEVOVERONA,away,0,0,0,0,29,1,2,REGGINA,2002-03
3,4,ROMA,home,0,0,0,0,29,2,1,JUVENTUS,2002-03
4,3,JUVENTUS,away,0,0,0,0,29,1,2,ROMA,2002-03
2,2,PIACENZA,home,0,0,0,0,29,2,1,LAZIO,2002-03
2,2,LAZIO,away,0,0,0,0,29,1,2,PIACENZA,2002-03
1,2,EMPOLI,home,0,1,0,0,29,0,1,MILAN,2002-03
2,1,MILAN,away,1,0,0,0,29,1,0,EMPOLI,2002-03
1,0,BOLOGNA,home,0,0,1,0,29,3,2,MODENA,2002-03
0,1,MODENA,away,0,0,0,1,29,2,3,BOLOGNA,2002-03
0,2,TORINO,home,0,0,0,0,29,1,0,PARMA,2002-03
2,0,PARMA,away,0,0,0,0,29,0,1,TORINO,2002-03
1,5,ATALANTA,home,0,0,0,0,29,1,0,PERUGIA,2002-03
5,1,PERUGIA,away,0,0,0,0,29,0,1,ATALANTA,2002-03
1,1,COMO,home,0,0,0,1,29,3,2,UDINESE,2002-03
1,1,UDINESE,away,0,0,1,0,29,2,3,COMO,2002-03
1,1,TORINO,home,,,,,30,2,2,ATALANTA,2002-03
1,1,ATALANTA,away,,,,,30,2,2,TORINO,2002-03
1,2,MILAN,home,,,,,30,2,1,ROMA,2002-03
2,1,ROMA,away,,,,,30,1,2,MILAN,2002-03
4,4,CHIEVOVERONA,home,,,,,30,1,1,BOLOGNA,2002-03
4,4,BOLOGNA,away,,,,,30,1,1,CHIEVOVERONA,2002-03
1,2,MODENA,home,,,,,30,0,0,COMO,2002-03
2,1,COMO,away,,,,,30,0,0,MODENA,2002-03
1,4,UDINESE,home,,,,,30,1,1,EMPOLI,2002-03
4,1,EMPOLI,away,,,,,30,1,1,UDINESE,2002-03
3,0,LAZIO,home,,,,,30,1,1,INTER,2002-03
0,3,INTER,away,,,,,30,1,1,LAZIO,2002-03
0,2,BRESCIA,home,,,,,30,2,1,JUVENTUS,2002-03
2,0,JUVENTUS,away,,,,,30,1,2,BRESCIA,2002-03
0,3,PERUGIA,home,,,,,30,5,1,PIACENZA,2002-03
3,0,PIACENZA,away,,,,,30,1,5,PERUGIA,2002-03
1,1,PARMA,home,,,,,30,0,0,REGGINA,2002-03
1,1,REGGINA,away,,,,,30,0,0,PARMA,2002-03
2,1,INTER,home,,,,,31,1,1,ATALANTA,2002-03
1,2,ATALANTA,away,,,,,31,1,1,INTER,2002-03
3,1,PIACENZA,home,,,,,31,3,1,CHIEVOVERONA,2002-03
1,3,CHIEVOVERONA,away,,,,,31,1,3,PIACENZA,2002-03
1,2,JUVENTUS,home,,,,,31,0,0,LAZIO,2002-03
2,1,LAZIO,away,,,,,31,0,0,JUVENTUS,2002-03
1,2,COMO,home,,,,,31,2,0,MILAN,2002-03
2,1,MILAN,away,,,,,31,0,2,COMO,2002-03
3,2,EMPOLI,home,,,,,31,1,1,MODENA,2002-03
2,3,MODENA,away,,,,,31,1,1,EMPOLI,2002-03
0,0,BOLOGNA,home,,,,,31,1,2,PARMA,2002-03
0,0,PARMA,away,,,,,31,2,1,BOLOGNA,2002-03
0,2,BRESCIA,home,,,,,31,0,0,PERUGIA,2002-03
2,0,PERUGIA,away,,,,,31,0,0,BRESCIA,2002-03
2,2,ROMA,home,,,,,31,2,3,REGGINA,2002-03
2,2,REGGINA,away,,,,,31,3,2,ROMA,2002-03
0,1,UDINESE,home,,,,,31,0,1,TORINO,2002-03
1,0,TORINO,away,,,,,31,1,0,UDINESE,2002-03
1,1,LAZIO,home,0,0,,,32,0,2,BOLOGNA,2002-03
1,1,BOLOGNA,away,0,0,,,32,2,0,LAZIO,2002-03
1,2,MILAN,home,0,0,,,32,1,0,BRESCIA,2002-03
2,1,BRESCIA,away,0,0,,,32,0,1,MILAN,2002-03
1,1,CHIEVOVERONA,home,0,0,,,32,2,4,COMO,2002-03
1,1,COMO,away,0,0,,,32,4,2,CHIEVOVERONA,2002-03
0,2,ATALANTA,home,0,0,,,32,0,0,EMPOLI,2002-03
2,0,EMPOLI,away,0,0,,,32,0,0,ATALANTA,2002-03
3,3,PARMA,home,0,0,,,32,1,1,INTER,2002-03
3,3,INTER,away,0,0,,,32,1,1,PARMA,2002-03
1,3,PERUGIA,home,0,0,,,32,2,2,JUVENTUS,2002-03
3,1,JUVENTUS,away,0,0,,,32,2,2,PERUGIA,2002-03
1,2,REGGINA,home,0,0,,,32,2,2,PIACENZA,2002-03
2,1,PIACENZA,away,0,0,,,32,2,2,REGGINA,2002-03
1,2,TORINO,home,0,0,,,32,3,1,ROMA,2002-03
2,1,ROMA,away,0,0,,,32,1,3,TORINO,2002-03
1,4,MODENA,home,0,1,,,32,2,1,UDINESE,2002-03
4,1,UDINESE,away,1,0,,,32,1,2,MODENA,2002-03
2,2,COMO,home,,,1,0,33,2,1,ATALANTA,2002-03
2,2,ATALANTA,away,,,0,1,33,1,2,COMO,2002-03
1,2,ROMA,home,,,0,0,33,0,0,CHIEVOVERONA,2002-03
2,1,CHIEVOVERONA,away,,,0,0,33,0,0,ROMA,2002-03
2,2,BRESCIA,home,,,0,0,33,3,1,LAZIO,2002-03
2,2,LAZIO,away,,,0,0,33,1,3,BRESCIA,2002-03
1,1,BOLOGNA,home,,,0,0,33,3,1,MILAN,2002-03
1,1,MILAN,away,,,0,0,33,1,3,BOLOGNA,2002-03
1,2,INTER,home,,,0,0,33,0,2,MODENA,2002-03
2,1,MODENA,away,,,0,0,33,2,0,INTER,2002-03
3,0,PIACENZA,home,,,0,0,33,3,2,PARMA,2002-03
0,3,PARMA,away,,,0,0,33,2,3,PIACENZA,2002-03
3,1,UDINESE,home,,,0,0,33,0,2,PERUGIA,2002-03
1,3,PERUGIA,away,,,0,0,33,2,0,UDINESE,2002-03
0,0,JUVENTUS,home,,,0,0,33,2,1,REGGINA,2002-03
0,0,REGGINA,away,,,0,0,33,1,2,JUVENTUS,2002-03
0,0,EMPOLI,home,,,0,0,33,1,1,TORINO,2002-03
0,0,TORINO,away,,,0,0,33,1,1,EMPOLI,2002-03
3,0,REGGINA,home,,,0,0,34,0,2,BOLOGNA,2002-03
0,3,BOLOGNA,away,,,0,0,34,2,0,REGGINA,2002-03
1,1,MODENA,home,,,0,0,34,2,2,BRESCIA,2002-03
1,1,BRESCIA,away,,,0,0,34,2,2,MODENA,2002-03
1,1,TORINO,home,,,0,0,34,1,0,COMO,2002-03
1,1,COMO,away,,,0,0,34,0,1,TORINO,2002-03
0,0,PARMA,home,,,0,0,34,0,2,EMPOLI,2002-03
0,0,EMPOLI,away,,,0,0,34,2,0,PARMA,2002-03
0,2,PERUGIA,home,,,0,0,34,2,2,INTER,2002-03
2,0,INTER,away,,,0,0,34,2,2,PERUGIA,2002-03
1,3,CHIEVOVERONA,home,,,0,1,34,4,3,JUVENTUS,2002-03
3,1,JUVENTUS,away,,,1,0,34,3,4,CHIEVOVERONA,2002-03
2,0,MILAN,home,,,0,0,34,4,2,PIACENZA,2002-03
0,2,PIACENZA,away,,,0,0,34,2,4,MILAN,2002-03
2,2,ATALANTA,home,,,0,0,34,1,2,ROMA,2002-03
2,2,ROMA,away,,,0,0,34,2,1,ATALANTA,2002-03
1,0,LAZIO,home,,,0,0,34,2,1,UDINESE,2002-03
0,1,UDINESE,away,,,0,0,34,1,2,LAZIO,2002-03
