Ammonizioni,Ammonizioni avversario,Avversaria,Campo,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
1,3,BARI,home,0,1,0,0,2,3,1,FIORENTINA,1997-98
3,1,FIORENTINA,away,1,0,0,0,2,1,3,BARI,1997-98
1,2,EMPOLI,home,1,0,0,1,2,2,1,NAPOLI,1997-98
2,1,NAPOLI,away,0,1,1,0,2,1,2,EMPOLI,1997-98
0,3,ATALANTA,home,0,0,0,0,2,2,2,PARMA,1997-98
3,0,PARMA,away,0,0,0,0,2,2,2,ATALANTA,1997-98
2,2,JUVENTUS,home,0,0,0,0,2,0,0,ROMA,1997-98
2,2,ROMA,away,0,0,0,0,2,0,0,JUVENTUS,1997-98
1,3,PIACENZA,home,1,0,0,0,2,3,2,VICENZA,1997-98
3,1,VICENZA,away,0,1,0,0,2,2,3,PIACENZA,1997-98
2,3,SAMPDORIA,home,0,0,0,0,3,0,2,ATALANTA,1997-98
3,2,ATALANTA,away,0,0,0,0,3,2,0,SAMPDORIA,1997-98
1,1,BOLOGNA,home,0,0,0,0,3,0,0,BARI,1997-98
1,1,BARI,away,0,0,0,0,3,0,0,BOLOGNA,1997-98
4,2,LAZIO,home,0,1,0,0,3,1,0,EMPOLI,1997-98
2,4,EMPOLI,away,1,0,0,0,3,0,1,LAZIO,1997-98
2,3,FIORENTINA,home,0,0,0,0,3,3,2,INTER,1997-98
3,2,INTER,away,0,0,0,0,3,2,3,FIORENTINA,1997-98
1,2,BRESCIA,home,0,1,0,0,3,4,0,JUVENTUS,1997-98
2,1,JUVENTUS,away,1,0,0,0,3,0,4,BRESCIA,1997-98
0,2,PARMA,home,1,0,0,0,3,1,3,PIACENZA,1997-98
2,0,PIACENZA,away,0,1,0,0,3,3,1,PARMA,1997-98
0,2,LECCE,home,0,1,1,0,3,3,1,ROMA,1997-98
2,0,ROMA,away,1,0,0,1,3,1,3,LECCE,1997-98
0,1,MILAN,home,0,0,0,0,3,2,1,UDINESE,1997-98
1,0,UDINESE,away,0,0,0,0,3,1,2,MILAN,1997-98
2,5,NAPOLI,home,0,0,0,0,3,1,1,VICENZA,1997-98
5,2,VICENZA,away,0,0,0,0,3,1,1,NAPOLI,1997-98
3,7,BARI,home,0,0,0,1,4,3,2,LAZIO,1997-98
7,3,LAZIO,away,0,0,1,0,4,2,3,BARI,1997-98
3,1,INTER,home,2,0,0,0,4,1,5,LECCE,1997-98
1,3,LECCE,away,0,2,0,0,4,5,1,INTER,1997-98
2,2,UDINESE,home,0,0,0,0,4,4,0,PARMA,1997-98
2,2,PARMA,away,0,0,0,0,4,0,4,UDINESE,1997-98
2,3,JUVENTUS,home,0,1,0,0,4,1,1,SAMPDORIA,1997-98
3,2,SAMPDORIA,away,1,0,0,0,4,1,1,JUVENTUS,1997-98
2,2,ROMA,home,0,1,0,0,4,0,0,BOLOGNA,1997-98
2,2,BOLOGNA,away,1,0,0,0,4,0,0,ROMA,1997-98
2,1,PIACENZA,home,0,1,0,0,4,2,0,BRESCIA,1997-98
1,2,BRESCIA,away,1,0,0,0,4,0,2,PIACENZA,1997-98
2,4,EMPOLI,home,0,0,0,0,4,1,2,FIORENTINA,1997-98
4,2,FIORENTINA,away,0,0,0,0,4,2,1,EMPOLI,1997-98
3,3,VICENZA,home,0,0,0,0,4,0,1,MILAN,1997-98
3,3,MILAN,away,0,0,0,0,4,1,0,VICENZA,1997-98
2,3,ATALANTA,home,0,0,0,0,4,0,1,NAPOLI,1997-98
3,2,NAPOLI,away,0,0,0,0,4,1,0,ATALANTA,1997-98
1,2,BRESCIA,home,0,1,0,0,5,0,1,ATALANTA,1997-98
2,1,ATALANTA,away,1,0,0,0,5,1,0,BRESCIA,1997-98
1,3,MILAN,home,0,0,0,0,5,0,1,EMPOLI,1997-98
3,1,EMPOLI,away,0,0,0,0,5,1,0,MILAN,1997-98
2,5,LAZIO,home,0,0,0,0,5,1,1,INTER,1997-98
5,2,INTER,away,0,0,0,0,5,1,1,LAZIO,1997-98
2,2,FIORENTINA,home,0,0,0,1,5,2,1,JUVENTUS,1997-98
2,2,JUVENTUS,away,0,0,1,0,5,1,2,FIORENTINA,1997-98
3,2,BARI,home,0,0,0,0,5,0,1,LECCE,1997-98
2,3,LECCE,away,0,0,0,0,5,1,0,BARI,1997-98
5,2,BOLOGNA,home,0,0,0,1,5,0,0,PIACENZA,1997-98
2,5,PIACENZA,away,0,0,1,0,5,0,0,BOLOGNA,1997-98
3,2,NAPOLI,home,0,0,0,0,5,6,2,ROMA,1997-98
2,3,ROMA,away,0,0,0,0,5,2,6,NAPOLI,1997-98
1,6,SAMPDORIA,home,0,0,0,1,5,3,2,UDINESE,1997-98
6,1,UDINESE,away,0,0,1,0,5,2,3,SAMPDORIA,1997-98
2,1,PARMA,home,0,0,0,0,5,0,0,VICENZA,1997-98
1,2,VICENZA,away,0,0,0,0,5,0,0,PARMA,1997-98
2,4,ATALANTA,home,0,1,0,0,6,0,2,LAZIO,1997-98
4,2,LAZIO,away,1,0,0,0,6,2,0,ATALANTA,1997-98
3,1,INTER,home,0,0,0,0,6,0,2,NAPOLI,1997-98
1,3,NAPOLI,away,0,0,0,0,6,2,0,INTER,1997-98
1,4,EMPOLI,home,0,1,0,0,6,2,2,UDINESE,1997-98
4,1,UDINESE,away,1,0,0,0,6,2,2,EMPOLI,1997-98
1,1,JUVENTUS,home,1,0,0,0,6,0,5,BARI,1997-98
1,1,BARI,away,0,1,0,0,6,5,0,JUVENTUS,1997-98
2,1,VICENZA,home,0,1,0,0,6,4,0,BRESCIA,1997-98
1,2,BRESCIA,away,1,0,0,0,6,0,4,VICENZA,1997-98
3,4,ROMA,home,0,0,0,0,6,0,0,FIORENTINA,1997-98
4,3,FIORENTINA,away,0,0,0,0,6,0,0,ROMA,1997-98
3,3,LECCE,home,0,0,1,0,6,1,2,MILAN,1997-98
3,3,MILAN,away,0,0,0,1,6,2,1,LECCE,1997-98
2,2,BOLOGNA,home,0,0,0,0,6,2,0,PARMA,1997-98
2,2,PARMA,away,0,0,0,0,6,0,2,BOLOGNA,1997-98
2,2,PIACENZA,home,2,1,1,1,6,3,1,SAMPDORIA,1997-98
2,2,SAMPDORIA,away,1,2,1,1,6,1,3,PIACENZA,1997-98
3,4,PARMA,home,0,0,1,1,7,1,0,INTER,1997-98
4,3,INTER,away,0,0,1,1,7,0,1,PARMA,1997-98
1,3,UDINESE,home,0,0,0,0,7,4,1,JUVENTUS,1997-98
3,1,JUVENTUS,away,0,0,0,0,7,1,4,UDINESE,1997-98
3,3,LAZIO,home,1,0,0,1,7,1,3,ROMA,1997-98
3,3,ROMA,away,0,1,1,0,7,3,1,LAZIO,1997-98
3,5,VICENZA,home,0,0,1,0,7,1,3,ATALANTA,1997-98
5,3,ATALANTA,away,0,0,0,1,7,3,1,VICENZA,1997-98
3,2,NAPOLI,home,0,0,0,1,7,5,1,BOLOGNA,1997-98
2,3,BOLOGNA,away,0,0,1,0,7,1,5,NAPOLI,1997-98
2,4,BARI,home,0,0,0,0,7,2,3,EMPOLI,1997-98
4,2,EMPOLI,away,0,0,0,0,7,3,2,BARI,1997-98
2,2,BRESCIA,home,0,0,0,0,7,2,0,LECCE,1997-98
2,2,LECCE,away,0,0,0,0,7,0,2,BRESCIA,1997-98
2,4,FIORENTINA,home,0,0,0,0,7,0,0,PIACENZA,1997-98
4,2,PIACENZA,away,0,0,0,0,7,0,0,FIORENTINA,1997-98
1,2,MILAN,home,1,0,1,0,7,0,3,SAMPDORIA,1997-98
2,1,SAMPDORIA,away,0,1,0,1,7,3,0,MILAN,1997-98
2,3,INTER,home,1,1,0,0,8,1,2,ATALANTA,1997-98
3,2,ATALANTA,away,1,1,0,0,8,2,1,INTER,1997-98
1,2,ROMA,home,0,0,0,0,8,1,3,BARI,1997-98
2,1,BARI,away,0,0,0,0,8,3,1,ROMA,1997-98
2,2,LECCE,home,0,0,0,1,8,5,0,FIORENTINA,1997-98
2,2,FIORENTINA,away,0,0,1,0,8,0,5,LECCE,1997-98
4,4,SAMPDORIA,home,0,0,0,0,8,3,0,LAZIO,1997-98
4,4,LAZIO,away,0,0,0,0,8,0,3,SAMPDORIA,1997-98
1,3,BRESCIA,home,0,0,0,0,8,2,1,MILAN,1997-98
3,1,MILAN,away,0,0,0,0,8,1,2,BRESCIA,1997-98
4,1,JUVENTUS,home,0,0,0,0,8,1,2,NAPOLI,1997-98
1,4,NAPOLI,away,0,0,0,0,8,2,1,JUVENTUS,1997-98
1,1,EMPOLI,home,0,0,0,0,8,2,0,PARMA,1997-98
1,1,PARMA,away,0,0,0,0,8,0,2,EMPOLI,1997-98
2,3,PIACENZA,home,0,0,0,1,8,2,0,UDINESE,1997-98
3,2,UDINESE,away,0,0,1,0,8,0,2,PIACENZA,1997-98
2,3,BOLOGNA,home,0,1,1,0,8,3,2,VICENZA,1997-98
3,2,VICENZA,away,1,0,0,1,8,2,3,BOLOGNA,1997-98
4,5,MILAN,home,0,0,0,0,9,2,2,INTER,1997-98
5,4,INTER,away,0,0,0,0,9,2,2,MILAN,1997-98
2,1,LAZIO,home,0,0,0,0,9,0,0,PIACENZA,1997-98
1,2,PIACENZA,away,0,0,0,0,9,0,0,LAZIO,1997-98
1,2,FIORENTINA,home,0,0,0,1,9,2,2,BOLOGNA,1997-98
2,1,BOLOGNA,away,0,0,1,0,9,2,2,FIORENTINA,1997-98
3,4,UDINESE,home,1,0,0,0,9,0,4,BRESCIA,1997-98
4,3,BRESCIA,away,0,1,0,0,9,4,0,UDINESE,1997-98
2,4,ATALANTA,home,0,0,0,0,9,1,0,EMPOLI,1997-98
4,2,EMPOLI,away,0,0,0,0,9,0,1,ATALANTA,1997-98
3,4,PARMA,home,0,0,0,0,9,2,2,JUVENTUS,1997-98
4,3,JUVENTUS,away,0,0,0,0,9,2,2,PARMA,1997-98
2,2,NAPOLI,home,0,0,0,0,9,2,0,LECCE,1997-98
2,2,LECCE,away,0,0,0,0,9,0,2,NAPOLI,1997-98
2,4,VICENZA,home,0,0,1,1,9,2,2,ROMA,1997-98
4,2,ROMA,away,0,0,1,1,9,2,2,VICENZA,1997-98
2,4,BARI,home,0,1,1,0,9,1,0,SAMPDORIA,1997-98
4,2,SAMPDORIA,away,1,0,0,1,9,0,1,BARI,1997-98
2,4,LECCE,home,0,0,0,0,10,0,0,ATALANTA,1997-98
4,2,ATALANTA,away,0,0,0,0,10,0,0,LECCE,1997-98
4,5,BRESCIA,home,0,0,0,0,10,2,1,BARI,1997-98
5,4,BARI,away,0,0,0,0,10,1,2,BRESCIA,1997-98
4,2,SAMPDORIA,home,0,0,0,0,10,2,2,BOLOGNA,1997-98
2,4,BOLOGNA,away,0,0,0,0,10,2,2,SAMPDORIA,1997-98
1,3,PIACENZA,home,0,0,0,1,10,2,3,EMPOLI,1997-98
3,1,EMPOLI,away,0,0,1,0,10,3,2,PIACENZA,1997-98
2,2,UDINESE,home,0,0,0,0,10,2,3,LAZIO,1997-98
2,2,LAZIO,away,0,0,0,0,10,3,2,UDINESE,1997-98
1,2,JUVENTUS,home,0,0,0,0,10,1,1,MILAN,1997-98
2,1,MILAN,away,0,0,0,0,10,1,1,JUVENTUS,1997-98
1,3,FIORENTINA,home,1,0,0,0,10,1,1,NAPOLI,1997-98
3,1,NAPOLI,away,0,1,0,0,10,1,1,FIORENTINA,1997-98
3,3,ROMA,home,0,0,0,0,10,0,2,PARMA,1997-98
3,3,PARMA,away,0,0,0,0,10,2,0,ROMA,1997-98
2,2,INTER,home,0,0,0,0,10,1,3,VICENZA,1997-98
2,2,VICENZA,away,0,0,0,0,10,3,1,INTER,1997-98
3,4,LAZIO,home,0,0,0,1,11,2,1,JUVENTUS,1997-98
4,3,JUVENTUS,away,0,0,1,0,11,1,2,LAZIO,1997-98
0,2,INTER,home,0,1,0,0,11,1,1,SAMPDORIA,1997-98
2,0,SAMPDORIA,away,1,0,0,0,11,1,1,INTER,1997-98
3,1,EMPOLI,home,0,0,0,1,11,3,1,BRESCIA,1997-98
1,3,BRESCIA,away,0,0,1,0,11,1,3,EMPOLI,1997-98
3,3,PARMA,home,0,0,0,1,11,1,1,FIORENTINA,1997-98
3,3,FIORENTINA,away,0,0,1,0,11,1,1,PARMA,1997-98
2,3,VICENZA,home,0,0,0,0,11,0,1,LECCE,1997-98
3,2,LECCE,away,0,0,0,0,11,1,0,VICENZA,1997-98
0,0,BARI,home,0,0,0,0,11,2,0,MILAN,1997-98
0,0,MILAN,away,0,0,0,0,11,0,2,BARI,1997-98
3,4,NAPOLI,home,0,0,0,1,11,1,0,PIACENZA,1997-98
4,3,PIACENZA,away,0,0,1,0,11,0,1,NAPOLI,1997-98
2,4,ATALANTA,home,0,0,0,0,11,3,0,ROMA,1997-98
4,2,ROMA,away,0,0,0,0,11,0,3,ATALANTA,1997-98
2,3,BOLOGNA,home,0,1,0,0,11,4,3,UDINESE,1997-98
3,2,UDINESE,away,1,0,0,0,11,3,4,BOLOGNA,1997-98
3,2,MILAN,home,0,0,0,0,12,1,2,ATALANTA,1997-98
2,3,ATALANTA,away,0,0,0,0,12,2,1,MILAN,1997-98
2,0,UDINESE,home,0,0,0,0,12,0,0,BARI,1997-98
0,2,BARI,away,0,0,0,0,12,0,0,UDINESE,1997-98
1,3,LECCE,home,0,0,0,0,12,2,0,BOLOGNA,1997-98
3,1,BOLOGNA,away,0,0,0,0,12,0,2,LECCE,1997-98
2,2,SAMPDORIA,home,0,1,0,0,12,4,1,EMPOLI,1997-98
2,2,EMPOLI,away,1,0,0,0,12,1,4,SAMPDORIA,1997-98
2,3,ROMA,home,0,1,0,1,12,3,0,INTER,1997-98
3,2,INTER,away,1,0,1,0,12,0,3,ROMA,1997-98
3,3,BRESCIA,home,0,0,0,0,12,1,0,LAZIO,1997-98
3,3,LAZIO,away,0,0,0,0,12,0,1,BRESCIA,1997-98
0,2,PARMA,home,1,0,0,0,12,0,4,NAPOLI,1997-98
2,0,NAPOLI,away,0,1,0,0,12,4,0,PARMA,1997-98
4,2,JUVENTUS,home,0,0,0,0,12,1,1,PIACENZA,1997-98
2,4,PIACENZA,away,0,0,0,0,12,1,1,JUVENTUS,1997-98
2,1,FIORENTINA,home,0,0,0,0,12,1,5,VICENZA,1997-98
1,2,VICENZA,away,0,0,0,0,12,5,1,FIORENTINA,1997-98
1,2,PIACENZA,home,0,0,0,0,13,0,0,BARI,1997-98
2,1,BARI,away,0,0,0,0,13,0,0,PIACENZA,1997-98
3,2,ROMA,home,0,0,1,0,13,1,1,BRESCIA,1997-98
2,3,BRESCIA,away,0,0,0,1,13,1,1,ROMA,1997-98
0,2,ATALANTA,home,0,1,0,0,13,5,0,FIORENTINA,1997-98
2,0,FIORENTINA,away,1,0,0,0,13,0,5,ATALANTA,1997-98
0,3,EMPOLI,home,0,0,0,0,13,5,2,JUVENTUS,1997-98
3,0,JUVENTUS,away,0,0,0,0,13,2,5,EMPOLI,1997-98
2,2,VICENZA,home,0,1,0,0,13,4,0,LAZIO,1997-98
2,2,LAZIO,away,1,0,0,0,13,0,4,VICENZA,1997-98
0,1,BOLOGNA,home,0,0,0,0,13,0,0,MILAN,1997-98
1,0,MILAN,away,0,0,0,0,13,0,0,BOLOGNA,1997-98
1,2,LECCE,home,0,0,0,0,13,2,1,PARMA,1997-98
2,1,PARMA,away,0,0,0,0,13,1,2,LECCE,1997-98
1,2,NAPOLI,home,0,0,0,0,13,6,3,SAMPDORIA,1997-98
2,1,SAMPDORIA,away,0,0,0,0,13,3,6,NAPOLI,1997-98
2,1,INTER,home,0,0,0,0,13,1,0,UDINESE,1997-98
1,2,UDINESE,away,0,0,0,0,13,0,1,INTER,1997-98
4,4,PIACENZA,home,0,0,0,0,14,2,2,ATALANTA,1997-98
4,4,ATALANTA,away,0,0,0,0,14,2,2,PIACENZA,1997-98
1,3,BRESCIA,home,0,0,0,0,14,2,1,BOLOGNA,1997-98
3,1,BOLOGNA,away,0,0,0,0,14,1,2,BRESCIA,1997-98
3,2,SAMPDORIA,home,0,0,0,0,14,1,1,FIORENTINA,1997-98
2,3,FIORENTINA,away,0,0,0,0,14,1,1,SAMPDORIA,1997-98
3,4,JUVENTUS,home,0,0,1,0,14,1,0,INTER,1997-98
4,3,INTER,away,0,0,0,1,14,0,1,JUVENTUS,1997-98
2,2,EMPOLI,home,1,1,0,0,14,2,2,LECCE,1997-98
2,2,LECCE,away,1,1,0,0,14,2,2,EMPOLI,1997-98
3,2,MILAN,home,0,0,0,0,14,1,2,NAPOLI,1997-98
2,3,NAPOLI,away,0,0,0,0,14,2,1,MILAN,1997-98
1,3,LAZIO,home,0,1,0,0,14,1,1,PARMA,1997-98
3,1,PARMA,away,1,0,0,0,14,1,1,LAZIO,1997-98
2,2,UDINESE,home,0,1,0,0,14,1,2,ROMA,1997-98
2,2,ROMA,away,1,0,0,0,14,2,1,UDINESE,1997-98
2,3,BARI,home,0,1,1,0,14,1,2,VICENZA,1997-98
3,2,VICENZA,away,1,0,0,1,14,2,1,BARI,1997-98
1,0,ATALANTA,home,0,0,0,0,15,0,0,BARI,1997-98
0,1,BARI,away,0,0,0,0,15,0,0,ATALANTA,1997-98
0,2,FIORENTINA,home,0,0,0,0,15,1,3,BRESCIA,1997-98
2,0,BRESCIA,away,0,0,0,0,15,3,1,FIORENTINA,1997-98
2,2,BOLOGNA,home,0,0,0,0,15,0,0,EMPOLI,1997-98
2,2,EMPOLI,away,0,0,0,0,15,0,0,BOLOGNA,1997-98
2,2,VICENZA,home,0,0,0,0,15,2,0,JUVENTUS,1997-98
2,2,JUVENTUS,away,0,0,0,0,15,0,2,VICENZA,1997-98
1,1,LECCE,home,0,0,0,0,15,4,0,LAZIO,1997-98
1,1,LAZIO,away,0,0,0,0,15,0,4,LECCE,1997-98
1,3,ROMA,home,0,0,0,0,15,0,0,MILAN,1997-98
3,1,MILAN,away,0,0,0,0,15,0,0,ROMA,1997-98
5,3,INTER,home,0,0,1,0,15,0,1,PIACENZA,1997-98
3,5,PIACENZA,away,0,0,0,1,15,1,0,INTER,1997-98
3,3,PARMA,home,0,0,0,0,15,5,2,SAMPDORIA,1997-98
3,3,SAMPDORIA,away,0,0,0,0,15,2,5,PARMA,1997-98
0,5,NAPOLI,home,0,1,0,0,15,1,1,UDINESE,1997-98
5,0,UDINESE,away,1,0,0,0,15,1,1,NAPOLI,1997-98
1,1,UDINESE,home,1,0,0,0,16,1,1,ATALANTA,1997-98
1,1,ATALANTA,away,0,1,0,0,16,1,1,UDINESE,1997-98
1,1,JUVENTUS,home,0,0,0,0,16,1,3,BOLOGNA,1997-98
1,1,BOLOGNA,away,0,0,0,0,16,3,1,JUVENTUS,1997-98
0,5,LAZIO,home,0,0,1,0,16,1,3,FIORENTINA,1997-98
5,0,FIORENTINA,away,0,0,0,1,16,3,1,LAZIO,1997-98
2,5,BARI,home,0,0,0,0,16,0,1,INTER,1997-98
5,2,INTER,away,0,0,0,0,16,1,0,BARI,1997-98
1,2,SAMPDORIA,home,0,0,0,0,16,1,3,LECCE,1997-98
2,1,LECCE,away,0,0,0,0,16,3,1,SAMPDORIA,1997-98
3,2,BRESCIA,home,0,0,1,0,16,0,3,NAPOLI,1997-98
2,3,NAPOLI,away,0,0,0,1,16,3,0,BRESCIA,1997-98
1,1,MILAN,home,0,0,0,0,16,3,1,PARMA,1997-98
1,1,PARMA,away,0,0,0,0,16,1,3,MILAN,1997-98
1,3,PIACENZA,home,0,0,0,0,16,1,1,ROMA,1997-98
3,1,ROMA,away,0,0,0,0,16,1,1,PIACENZA,1997-98
2,1,EMPOLI,home,0,1,0,0,16,1,0,VICENZA,1997-98
1,2,VICENZA,away,1,0,0,0,16,0,1,EMPOLI,1997-98
4,2,NAPOLI,home,,,,,17,2,0,BARI,1997-98
2,4,BARI,away,,,,,17,0,2,NAPOLI,1997-98
2,3,PARMA,home,,,,,17,2,1,BRESCIA,1997-98
3,2,BRESCIA,away,,,,,17,1,2,PARMA,1997-98
2,2,INTER,home,,,,,17,1,1,EMPOLI,1997-98
2,2,EMPOLI,away,,,,,17,1,1,INTER,1997-98
1,4,ATALANTA,home,,,,,17,3,1,JUVENTUS,1997-98
4,1,JUVENTUS,away,,,,,17,1,3,ATALANTA,1997-98
2,3,BOLOGNA,home,,,,,17,1,0,LAZIO,1997-98
3,2,LAZIO,away,,,,,17,0,1,BOLOGNA,1997-98
1,1,FIORENTINA,home,,,,,17,0,2,MILAN,1997-98
1,1,MILAN,away,,,,,17,2,0,FIORENTINA,1997-98
1,5,LECCE,home,,,,,17,1,0,PIACENZA,1997-98
5,1,PIACENZA,away,,,,,17,0,1,LECCE,1997-98
2,1,ROMA,home,,,,,17,1,1,SAMPDORIA,1997-98
1,2,SAMPDORIA,away,,,,,17,1,1,ROMA,1997-98
1,3,VICENZA,home,,,,,17,3,0,UDINESE,1997-98
3,1,UDINESE,away,,,,,17,0,3,VICENZA,1997-98
2,2,ATALANTA,home,,,0,1,18,0,0,BOLOGNA,1997-98
2,2,BOLOGNA,away,,,1,0,18,0,0,ATALANTA,1997-98
1,2,INTER,home,,,0,1,18,0,1,BRESCIA,1997-98
2,1,BRESCIA,away,,,1,0,18,1,0,INTER,1997-98
3,5,UDINESE,home,,,0,0,18,1,0,FIORENTINA,1997-98
5,3,FIORENTINA,away,,,0,0,18,0,1,UDINESE,1997-98
3,2,JUVENTUS,home,,,1,0,18,0,2,LECCE,1997-98
2,3,LECCE,away,,,0,1,18,2,0,JUVENTUS,1997-98
1,2,PIACENZA,home,,,0,0,18,1,0,MILAN,1997-98
2,1,MILAN,away,,,0,0,18,0,1,PIACENZA,1997-98
2,1,LAZIO,home,,,0,0,18,0,0,NAPOLI,1997-98
1,2,NAPOLI,away,,,0,0,18,0,0,LAZIO,1997-98
2,2,BARI,home,,,0,0,18,1,0,PARMA,1997-98
2,2,PARMA,away,,,0,0,18,0,1,BARI,1997-98
2,1,EMPOLI,home,,,0,1,18,4,3,ROMA,1997-98
1,2,ROMA,away,,,1,0,18,3,4,EMPOLI,1997-98
5,2,SAMPDORIA,home,,,0,0,18,1,1,VICENZA,1997-98
2,5,VICENZA,away,,,0,0,18,1,1,SAMPDORIA,1997-98
3,4,PARMA,home,,,1,0,19,0,0,ATALANTA,1997-98
4,3,ATALANTA,away,,,0,1,19,0,0,PARMA,1997-98
1,1,FIORENTINA,home,,,1,0,19,0,1,BARI,1997-98
1,1,BARI,away,,,0,1,19,1,0,FIORENTINA,1997-98
1,4,NAPOLI,home,,,0,0,19,5,0,EMPOLI,1997-98
4,1,EMPOLI,away,,,0,0,19,0,5,NAPOLI,1997-98
1,1,BOLOGNA,home,,,0,1,19,0,1,INTER,1997-98
1,1,INTER,away,,,1,0,19,1,0,BOLOGNA,1997-98
3,1,ROMA,home,,,0,1,19,3,1,JUVENTUS,1997-98
1,3,JUVENTUS,away,,,1,0,19,1,3,ROMA,1997-98
3,4,MILAN,home,,,0,0,19,2,1,LAZIO,1997-98
4,3,LAZIO,away,,,0,0,19,1,2,MILAN,1997-98
2,4,VICENZA,home,,,0,0,19,1,1,PIACENZA,1997-98
4,2,PIACENZA,away,,,0,0,19,1,1,VICENZA,1997-98
1,3,BRESCIA,home,,,0,0,19,2,1,SAMPDORIA,1997-98
3,1,SAMPDORIA,away,,,0,0,19,1,2,BRESCIA,1997-98
0,1,LECCE,home,,,0,0,19,6,0,UDINESE,1997-98
1,0,UDINESE,away,,,0,0,19,0,6,LECCE,1997-98
1,3,BARI,home,,,0,0,20,4,3,BOLOGNA,1997-98
3,1,BOLOGNA,away,,,0,0,20,3,4,BARI,1997-98
3,3,JUVENTUS,home,,,0,0,20,1,1,BRESCIA,1997-98
3,3,BRESCIA,away,,,0,0,20,1,1,JUVENTUS,1997-98
4,3,INTER,home,,,0,0,20,1,1,FIORENTINA,1997-98
3,4,FIORENTINA,away,,,0,0,20,1,1,INTER,1997-98
1,2,EMPOLI,home,,,0,0,20,3,1,LAZIO,1997-98
2,1,LAZIO,away,,,0,0,20,1,3,EMPOLI,1997-98
1,3,ROMA,home,,,0,0,20,1,3,LECCE,1997-98
3,1,LECCE,away,,,0,0,20,3,1,ROMA,1997-98
3,2,UDINESE,home,,,0,0,20,0,0,MILAN,1997-98
2,3,MILAN,away,,,0,0,20,0,0,UDINESE,1997-98
3,3,VICENZA,home,,,0,0,20,2,0,NAPOLI,1997-98
3,3,NAPOLI,away,,,0,0,20,0,2,VICENZA,1997-98
3,3,PIACENZA,home,,,1,0,20,1,1,PARMA,1997-98
3,3,PARMA,away,,,0,1,20,1,1,PIACENZA,1997-98
2,3,ATALANTA,home,,,0,0,20,2,0,SAMPDORIA,1997-98
3,2,SAMPDORIA,away,,,0,0,20,0,2,ATALANTA,1997-98
2,3,NAPOLI,home,,,0,0,21,1,0,ATALANTA,1997-98
3,2,ATALANTA,away,,,0,0,21,0,1,NAPOLI,1997-98
1,2,LAZIO,home,,,0,0,21,0,2,BARI,1997-98
2,1,BARI,away,,,0,0,21,2,0,LAZIO,1997-98
2,2,FIORENTINA,home,,,0,0,21,1,1,EMPOLI,1997-98
2,2,EMPOLI,away,,,0,0,21,1,1,FIORENTINA,1997-98
0,4,LECCE,home,,,0,0,21,5,0,INTER,1997-98
4,0,INTER,away,,,0,0,21,0,5,LECCE,1997-98
1,2,SAMPDORIA,home,,,1,1,21,3,0,JUVENTUS,1997-98
2,1,JUVENTUS,away,,,1,1,21,0,3,SAMPDORIA,1997-98
3,3,BRESCIA,home,,,0,0,21,0,0,PIACENZA,1997-98
