Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
1,2,1,2,1,5,3,6,8,10,PARMA,home,1,1,2,6,7,23,0,0,0,0,22,15,2,3,1,2,2,23,18,2,0,13,6,7,7,4,2,0,0,BOLOGNA,2003-04,9,7,3,2,6,5,0,0
2,1,2,1,5,1,6,3,10,8,BOLOGNA,away,1,1,6,2,23,7,0,0,0,0,15,22,3,2,1,2,2,18,23,0,2,6,13,7,7,2,4,0,0,PARMA,2003-04,7,9,2,3,5,6,0,0
0,2,0,0,0,0,0,0,0,0,MILAN,home,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ANCONA,2003-04,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,ANCONA,away,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,MILAN,2003-04,0,0,0,0,0,0,0,0
2,2,1,1,0,0,0,0,0,0,LAZIO,home,,,7,2,0,0,0,0,0,0,27,24,2,0,2,1,2,0,0,0,0,8,7,9,5,0,0,1,1,SAMPDORIA,2003-04,5,5,2,1,3,4,0,0
2,2,1,1,0,0,0,0,0,0,SAMPDORIA,away,,,2,7,0,0,0,0,0,0,24,27,0,2,2,2,1,0,0,0,0,7,8,5,9,0,0,1,1,LAZIO,2003-04,5,5,1,2,4,3,0,0
0,2,3,0,3,1,4,0,21,7,BOLOGNA,home,,,9,3,38,9,0,0,0,0,17,22,3,1,2,2,1,14,10,1,0,18,11,13,10,0,2,0,0,MILAN,2003-04,11,1,6,1,5,0,0,0
2,0,0,3,1,3,0,4,7,21,MILAN,away,,,3,9,9,38,0,0,0,0,22,17,1,3,2,1,2,10,14,0,1,11,18,10,13,2,0,0,0,BOLOGNA,2003-04,1,11,1,6,0,5,0,0
2,1,1,1,0,0,0,0,0,0,REGGINA,home,,,6,2,0,0,0,0,0,0,23,20,4,1,2,1,1,0,0,0,0,5,4,8,3,0,0,0,0,EMPOLI,2003-04,2,3,0,0,2,3,0,0
1,2,1,1,0,0,0,0,0,0,EMPOLI,away,,,2,6,0,0,0,0,0,0,20,23,1,4,2,1,1,0,0,0,0,4,5,3,8,0,0,0,0,REGGINA,2003-04,3,2,0,0,3,2,0,0
2,3,2,0,0,0,0,0,0,0,ANCONA,home,,,5,4,0,0,0,0,0,0,12,19,2,2,2,3,1,0,0,0,0,14,7,7,13,0,0,0,1,LECCE,2003-04,12,9,7,6,5,3,0,0
3,2,0,2,0,0,0,0,0,0,LECCE,away,,,4,5,0,0,0,0,0,0,19,12,2,2,2,1,3,0,0,0,0,7,14,13,7,0,0,1,0,ANCONA,2003-04,9,12,6,7,3,5,0,0
2,1,0,0,0,0,0,0,0,0,UDINESE,home,,,2,5,0,0,0,1,0,0,13,14,3,1,2,0,1,0,0,0,0,3,3,0,0,0,0,0,1,MODENA,2003-04,9,4,5,2,4,2,0,0
1,2,0,0,0,0,0,0,0,0,MODENA,away,,,5,2,0,0,1,0,0,0,14,13,1,3,2,1,0,0,0,0,0,3,3,0,0,0,0,1,0,UDINESE,2003-04,4,9,2,5,2,4,0,0
1,1,7,3,0,0,0,0,0,0,PERUGIA,home,,,4,9,0,0,0,0,0,0,17,24,3,6,2,3,0,0,0,0,0,4,3,3,4,0,0,1,0,PARMA,2003-04,10,10,3,7,7,3,0,0
1,1,3,7,0,0,0,0,0,0,PARMA,away,,,9,4,0,0,0,0,0,0,24,17,6,3,2,0,3,0,0,0,0,3,4,4,3,0,0,0,1,PERUGIA,2003-04,10,10,7,3,3,7,0,0
3,1,7,8,0,0,0,0,0,0,INTER,home,,,5,5,0,0,0,0,0,0,17,17,3,0,2,0,1,0,0,0,0,9,14,13,12,0,0,0,0,SIENA,2003-04,8,5,3,0,5,5,0,0
1,3,8,7,0,0,0,0,0,0,SIENA,away,,,5,5,0,0,0,0,0,0,17,17,0,3,2,1,0,0,0,0,0,14,9,12,13,0,0,0,0,INTER,2003-04,5,8,0,3,5,5,0,0
0,3,3,1,0,0,0,0,0,0,BRESCIA,home,,,9,5,0,0,0,0,0,0,23,17,2,3,2,5,0,0,0,0,0,9,9,10,14,0,0,1,0,ROMA,2003-04,12,4,5,2,7,2,0,0
3,0,1,3,0,0,0,0,0,0,ROMA,away,,,5,9,0,0,0,0,0,0,17,23,3,2,2,0,5,0,0,0,0,9,9,14,10,0,0,0,1,BRESCIA,2003-04,4,12,2,5,2,7,0,0
3,3,0,0,0,0,0,0,0,0,JUVENTUS,home,,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,CHIEVOVERONA,2003-04,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0,0,0,CHIEVOVERONA,away,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,JUVENTUS,2003-04,0,0,0,0,0,0,0,0
3,0,2,3,0,0,0,0,0,0,EMPOLI,home,0,0,5,8,0,0,0,0,0,1,14,18,2,3,3,4,0,0,0,,,2,4,2,2,0,0,2,0,SIENA,2003-04,10,4,3,2,7,2,0,0
0,3,3,2,0,0,0,0,0,0,SIENA,away,0,0,8,5,0,0,0,0,1,0,18,14,3,2,3,0,4,0,0,,,4,2,2,2,0,0,0,2,EMPOLI,2003-04,4,10,2,3,2,7,0,0
3,0,0,0,0,0,0,0,0,0,MODENA,home,0,0,3,6,0,0,0,0,0,0,20,16,8,1,3,1,1,0,0,,,8,5,4,6,0,0,0,0,ANCONA,2003-04,8,7,5,6,3,1,0,0
0,3,0,0,0,0,0,0,0,0,ANCONA,away,0,0,6,3,0,0,0,0,0,0,16,20,1,8,3,1,1,0,0,,,5,8,6,4,0,0,0,0,MODENA,2003-04,7,8,6,5,1,3,0,0
3,2,3,6,0,0,0,0,0,0,UDINESE,home,0,0,2,3,0,0,0,0,0,0,19,15,2,4,3,2,0,0,0,,,3,0,0,2,0,0,1,0,BOLOGNA,2003-04,7,11,2,6,5,5,0,0
2,3,6,3,0,0,0,0,0,0,BOLOGNA,away,0,0,3,2,0,0,0,0,0,0,15,19,4,2,3,0,2,0,0,,,0,3,2,0,0,0,0,1,UDINESE,2003-04,11,7,6,2,5,5,0,0
3,1,0,0,0,0,0,0,0,0,REGGINA,home,0,0,7,6,0,0,0,0,0,0,19,25,0,1,3,4,4,0,0,,,4,5,5,3,0,0,1,1,BRESCIA,2003-04,14,7,6,1,8,6,0,0
1,3,0,0,0,0,0,0,0,0,BRESCIA,away,0,0,6,7,0,0,0,0,0,0,25,19,1,0,3,4,4,0,0,,,5,4,3,5,0,0,1,1,REGGINA,2003-04,7,14,1,6,6,8,0,0
1,4,1,1,0,0,0,0,0,0,SAMPDORIA,home,0,0,10,2,0,0,0,0,0,0,23,19,0,4,3,0,0,0,0,,,9,3,3,3,0,0,0,0,INTER,2003-04,15,11,8,9,7,2,0,0
4,1,1,1,0,0,0,0,0,0,INTER,away,0,0,2,10,0,0,0,0,0,0,19,23,4,0,3,0,0,0,0,,,3,9,3,3,0,0,0,0,SAMPDORIA,2003-04,11,15,9,8,2,7,0,0
0,4,1,2,0,0,0,0,0,0,PARMA,home,0,0,7,3,0,0,0,0,0,0,15,14,2,0,3,2,3,0,0,,,16,11,13,12,0,0,0,0,LAZIO,2003-04,15,12,7,4,8,8,0,0
4,0,2,1,0,0,0,0,0,0,LAZIO,away,0,0,3,7,0,0,0,0,0,0,14,15,0,2,3,3,2,0,0,,,11,16,12,13,0,0,0,0,PARMA,2003-04,12,15,4,7,8,8,0,0
1,1,1,0,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,3,3,0,0,0,1,0,0,22,24,9,0,3,1,2,0,0,,,11,12,9,8,0,0,0,0,LECCE,2003-04,13,11,9,3,4,8,0,0
1,1,0,1,0,0,0,0,0,0,LECCE,away,0,0,3,3,0,0,1,0,0,0,24,22,0,9,3,2,1,0,0,,,12,11,8,9,0,0,0,0,CHIEVOVERONA,2003-04,11,13,3,9,8,4,0,0
2,1,1,3,0,0,0,0,0,0,MILAN,home,0,0,4,5,0,0,0,1,0,0,16,20,0,2,3,1,1,0,0,,,17,10,11,16,0,0,0,0,PERUGIA,2003-04,8,8,6,4,2,4,0,0
1,2,3,1,0,0,0,0,0,0,PERUGIA,away,0,0,5,4,0,0,1,0,0,0,20,16,2,0,3,1,1,0,0,,,10,17,16,11,0,0,0,0,MILAN,2003-04,8,8,4,6,4,2,0,0
1,3,2,3,1,8,5,5,11,12,ROMA,home,1,3,3,9,17,10,0,0,0,0,24,15,1,2,3,2,2,7,6,,,9,7,11,8,1,2,0,0,JUVENTUS,2003-04,7,3,3,2,4,1,0,0
3,1,3,2,8,1,5,5,12,11,JUVENTUS,away,3,1,9,3,10,17,0,0,0,0,15,24,2,1,3,2,2,6,7,,,7,9,8,11,2,1,0,0,ROMA,2003-04,3,7,2,3,1,4,0,0
0,1,3,3,0,0,0,0,0,0,JUVENTUS,home,0,0,9,0,0,0,1,0,0,0,20,15,2,3,4,0,2,0,0,,,7,4,9,7,0,0,0,0,REGGINA,2003-04,12,8,7,2,5,6,0,0
1,0,3,3,0,0,0,0,0,0,REGGINA,away,0,0,0,9,0,0,0,1,0,0,15,20,3,2,4,2,0,0,0,,,4,7,7,9,0,0,0,0,JUVENTUS,2003-04,8,12,2,7,6,5,0,0
3,3,0,0,5,2,5,3,15,9,INTER,home,1,1,7,4,24,9,0,0,1,1,14,23,3,0,4,0,0,10,7,,,7,12,18,17,1,1,1,0,UDINESE,2003-04,5,2,4,1,1,1,0,0
3,3,0,0,2,5,3,5,9,15,UDINESE,away,1,1,4,7,9,24,0,0,1,1,23,14,0,3,4,0,0,7,10,,,12,7,17,18,1,1,0,1,INTER,2003-04,2,5,1,4,1,1,0,0
4,4,1,0,0,0,0,0,0,0,PERUGIA,home,0,0,8,2,0,0,0,0,0,0,16,13,1,5,4,4,1,0,0,,,7,9,8,6,0,0,1,0,CHIEVOVERONA,2003-04,12,7,5,6,7,1,0,0
4,4,0,1,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,2,8,0,0,0,0,0,0,13,16,5,1,4,1,4,0,0,,,9,7,6,8,0,0,0,1,PERUGIA,2003-04,7,12,6,5,1,7,0,0
1,3,0,0,0,0,0,0,0,0,LECCE,home,0,0,7,4,0,0,0,0,0,0,24,15,1,3,4,3,0,0,0,,,8,6,7,12,0,0,0,0,MILAN,2003-04,17,6,8,4,9,2,0,0
3,1,0,0,0,0,0,0,0,0,MILAN,away,0,0,4,7,0,0,0,0,0,0,15,24,3,1,4,0,3,0,0,,,6,8,12,7,0,0,0,0,LECCE,2003-04,6,17,4,8,2,9,0,0
2,2,1,0,0,0,0,0,0,0,BOLOGNA,home,0,0,3,5,0,0,0,0,0,0,18,22,3,4,4,2,0,0,0,,,13,10,6,11,0,0,0,0,MODENA,2003-04,8,11,3,6,5,5,0,0
2,2,0,1,0,0,0,0,0,0,MODENA,away,0,0,5,3,0,0,0,0,0,0,22,18,4,3,4,0,2,0,0,,,10,13,11,6,0,0,0,0,BOLOGNA,2003-04,11,8,6,3,5,5,0,0
3,3,4,1,0,0,0,0,0,0,SIENA,home,0,0,4,2,0,0,0,0,0,0,13,14,1,6,4,1,1,0,0,,,2,3,4,1,0,0,0,0,PARMA,2003-04,9,6,2,2,7,4,0,0
3,3,1,4,0,0,0,0,0,0,PARMA,away,0,0,2,4,0,0,0,0,0,0,14,13,6,1,4,1,1,0,0,,,3,2,1,4,0,0,0,0,SIENA,2003-04,6,9,2,2,4,7,0,0
2,1,6,1,0,0,0,0,0,0,ANCONA,home,0,0,7,3,0,0,0,0,0,0,20,15,4,1,4,3,0,0,0,,,8,12,14,8,0,0,0,0,ROMA,2003-04,15,3,7,3,8,0,0,0
1,2,1,6,0,0,0,0,0,0,ROMA,away,0,0,3,7,0,0,0,0,0,0,15,20,1,4,4,0,3,0,0,,,12,8,8,14,0,0,0,0,ANCONA,2003-04,3,15,3,7,0,8,0,0
1,3,2,2,0,0,0,0,0,0,BRESCIA,home,0,0,12,4,0,0,0,1,0,0,27,21,4,2,4,2,1,0,0,,,4,6,5,6,0,0,1,0,SAMPDORIA,2003-04,8,3,2,0,6,3,0,0
3,1,2,2,0,0,0,0,0,0,SAMPDORIA,away,0,0,4,12,0,0,1,0,0,0,21,27,2,4,4,1,2,0,0,,,6,4,6,5,0,0,0,1,BRESCIA,2003-04,3,8,0,2,3,6,0,0
2,1,2,0,0,0,0,0,0,0,LAZIO,home,0,0,1,16,0,0,0,0,0,0,17,17,4,1,4,2,2,0,0,,,7,8,5,1,0,0,0,0,EMPOLI,2003-04,10,9,6,3,4,6,0,0
1,2,0,2,0,0,0,0,0,0,EMPOLI,away,0,0,16,1,0,0,0,0,0,0,17,17,1,4,4,2,2,0,0,,,8,7,1,5,0,0,0,0,LAZIO,2003-04,9,10,3,6,6,4,0,0
4,0,4,4,0,0,0,0,0,0,UDINESE,home,0,0,6,3,0,0,0,0,0,0,19,21,4,4,5,0,3,0,0,0,0,7,8,5,7,0,0,0,0,ANCONA,2003-04,12,12,3,4,9,8,0,0
0,4,4,4,0,0,0,0,0,0,ANCONA,away,0,0,3,6,0,0,0,0,0,0,21,19,4,4,5,3,0,0,0,0,0,8,7,7,5,0,0,0,0,UDINESE,2003-04,12,12,4,3,8,9,0,0
0,2,0,0,0,0,0,0,0,0,MODENA,home,0,0,5,4,0,0,0,0,1,1,14,21,13,2,5,0,3,0,0,0,0,4,5,3,2,0,0,0,1,EMPOLI,2003-04,10,7,6,2,4,5,0,0
2,0,0,0,0,0,0,0,0,0,EMPOLI,away,0,0,4,5,0,0,0,0,1,1,21,14,2,13,5,3,0,0,0,0,0,5,4,2,3,0,0,1,0,MODENA,2003-04,7,10,2,6,5,4,0,0
2,5,3,1,0,0,0,0,0,0,BOLOGNA,home,0,0,12,4,0,0,0,0,0,0,25,24,2,1,5,2,1,0,0,0,0,9,7,6,6,0,0,1,1,JUVENTUS,2003-04,17,3,10,1,7,2,0,0
5,2,1,3,0,0,0,0,0,0,JUVENTUS,away,0,0,4,12,0,0,0,0,0,0,24,25,1,2,5,1,2,0,0,0,0,7,9,6,6,0,0,1,1,BOLOGNA,2003-04,3,17,1,10,2,7,0,0
1,2,3,2,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,10,2,0,0,1,0,0,0,18,21,3,2,5,1,0,0,0,0,0,16,9,9,9,0,0,0,0,LAZIO,2003-04,14,10,7,5,7,5,0,0
2,1,2,3,0,0,0,0,0,0,LAZIO,away,0,0,2,10,0,0,0,1,0,0,21,18,2,3,5,0,1,0,0,0,0,9,16,9,9,0,0,0,0,CHIEVOVERONA,2003-04,10,14,5,7,5,7,0,0
3,0,0,5,0,0,0,0,0,0,BRESCIA,home,0,0,4,4,0,0,0,0,1,1,17,21,3,3,5,1,4,0,0,0,0,15,7,7,12,0,0,0,0,LECCE,2003-04,12,10,6,4,6,6,0,0
0,3,5,0,0,0,0,0,0,0,LECCE,away,0,0,4,4,0,0,0,0,1,1,21,17,3,3,5,4,1,0,0,0,0,7,15,12,7,0,0,0,0,BRESCIA,2003-04,10,12,4,6,6,6,0,0
2,0,2,1,0,0,0,0,0,0,SAMPDORIA,home,0,0,10,6,0,0,0,0,0,0,18,21,2,5,5,1,0,0,0,0,0,5,1,7,5,0,0,0,0,PARMA,2003-04,8,13,2,6,6,7,0,0
0,2,1,2,0,0,0,0,0,0,PARMA,away,0,0,6,10,0,0,0,0,0,0,21,18,5,2,5,0,1,0,0,0,0,1,5,5,7,0,0,0,0,SAMPDORIA,2003-04,13,8,6,2,7,6,0,0
5,1,1,2,0,0,0,0,0,0,ROMA,home,0,0,3,10,0,0,0,0,0,0,20,27,5,4,5,0,0,0,0,0,0,14,16,7,6,0,0,0,0,SIENA,2003-04,5,9,4,5,1,4,0,0
1,5,2,1,0,0,0,0,0,0,SIENA,away,0,0,10,3,0,0,0,0,0,0,27,20,4,5,5,0,0,0,0,0,0,16,14,6,7,0,0,0,0,ROMA,2003-04,9,5,5,4,4,1,0,0
1,4,0,3,0,0,0,0,0,0,REGGINA,home,0,0,4,1,0,0,1,0,0,1,20,15,3,0,5,0,0,0,0,0,0,5,3,5,3,0,0,0,0,PERUGIA,2003-04,12,3,10,2,2,1,0,0
4,1,3,0,0,0,0,0,0,0,PERUGIA,away,0,0,1,4,0,0,0,1,1,0,15,20,0,3,5,0,0,0,0,0,0,3,5,3,5,0,0,0,0,REGGINA,2003-04,3,12,2,10,1,2,0,0
3,2,1,3,3,6,9,6,7,13,MILAN,home,1,4,2,1,18,12,0,0,0,0,19,17,2,5,5,1,3,11,7,1,0,13,10,17,15,5,1,0,0,INTER,2003-04,6,12,3,5,3,7,0,0
2,3,3,1,6,3,6,9,13,7,INTER,away,4,1,1,2,12,18,0,0,0,0,17,19,5,2,5,3,1,7,11,0,1,10,13,15,17,1,5,0,0,MILAN,2003-04,12,6,5,3,7,3,0,0
0,0,3,2,0,0,0,0,0,0,INTER,home,0,0,1,7,0,0,0,0,0,0,17,10,2,2,6,2,2,0,0,0,0,9,9,4,3,0,0,0,1,BRESCIA,2003-04,5,11,2,5,3,6,0,0
0,0,2,3,0,0,0,0,0,0,BRESCIA,away,0,0,7,1,0,0,0,0,0,0,10,17,2,2,6,2,2,0,0,0,0,9,9,3,4,0,0,1,0,INTER,2003-04,11,5,5,2,6,3,0,0
4,0,4,4,0,0,0,0,0,0,JUVENTUS,home,0,0,3,9,0,0,0,0,0,0,13,15,6,3,6,2,3,0,0,0,0,7,11,6,7,0,0,0,0,ANCONA,2003-04,11,12,5,6,6,6,0,0
0,4,4,4,0,0,0,0,0,0,ANCONA,away,0,0,9,3,0,0,0,0,0,0,15,13,3,6,6,3,2,0,0,0,0,11,7,7,6,0,0,0,0,JUVENTUS,2003-04,12,11,6,5,6,6,0,0
2,4,5,5,0,0,0,0,0,0,PERUGIA,home,0,0,3,1,0,0,0,0,0,0,26,25,1,2,6,2,2,0,0,0,0,5,4,4,5,0,0,0,0,BOLOGNA,2003-04,9,6,1,3,8,3,0,0
4,2,5,5,0,0,0,0,0,0,BOLOGNA,away,0,0,1,3,0,0,0,0,0,0,25,26,2,1,6,2,2,0,0,0,0,4,5,5,4,0,0,0,0,PERUGIA,2003-04,6,9,3,1,3,8,0,0
2,4,0,0,0,0,0,0,0,0,SAMPDORIA,home,0,0,2,3,0,0,0,0,0,0,25,29,0,6,6,1,1,0,0,0,0,4,5,0,1,0,0,0,0,CHIEVOVERONA,2003-04,11,9,5,5,6,4,0,0
4,2,0,0,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,3,2,0,0,0,0,0,0,29,25,6,0,6,1,1,0,0,0,0,5,4,1,0,0,0,0,0,SAMPDORIA,2003-04,9,11,5,5,4,6,0,0
1,4,3,1,0,0,0,0,0,0,LECCE,home,0,0,5,3,0,0,0,1,0,0,22,19,3,3,6,2,0,0,0,0,0,7,3,5,7,0,0,0,0,MODENA,2003-04,10,2,4,1,6,1,0,0
4,1,1,3,0,0,0,0,0,0,MODENA,away,0,0,3,5,0,0,1,0,0,0,19,22,3,3,6,0,2,0,0,0,0,3,7,7,5,0,0,0,0,LECCE,2003-04,2,10,1,4,1,6,0,0
3,4,2,0,0,0,0,0,0,0,SIENA,home,0,0,4,9,0,0,0,1,0,0,25,19,0,3,6,2,1,0,0,0,0,9,5,4,9,0,0,0,0,REGGINA,2003-04,10,8,5,3,5,5,0,0
4,3,0,2,0,0,0,0,0,0,REGGINA,away,0,0,9,4,0,0,1,0,0,0,19,25,3,0,6,1,2,0,0,0,0,5,9,9,4,0,0,0,0,SIENA,2003-04,8,10,3,5,5,5,0,0
3,1,4,3,0,0,0,0,0,0,PARMA,home,0,0,7,2,0,0,0,0,0,0,17,16,3,3,6,2,0,0,0,0,0,18,12,10,12,0,0,0,0,ROMA,2003-04,12,5,5,3,7,2,0,0
1,3,3,4,0,0,0,0,0,0,ROMA,away,0,0,2,7,0,0,0,0,0,0,16,17,3,3,6,0,2,0,0,0,0,12,18,12,10,0,0,0,0,PARMA,2003-04,5,12,3,5,2,7,0,0
1,5,5,0,0,0,0,0,0,0,EMPOLI,home,0,0,3,4,0,0,0,0,0,0,20,12,5,2,6,2,0,0,0,0,0,10,8,8,10,0,0,0,0,UDINESE,2003-04,13,6,5,2,8,4,0,0
5,1,0,5,0,0,0,0,0,0,UDINESE,away,0,0,4,3,0,0,0,0,0,0,12,20,2,5,6,0,2,0,0,0,0,8,10,10,8,0,0,0,0,EMPOLI,2003-04,6,13,2,5,4,8,0,0
1,2,0,0,6,3,5,3,10,6,LAZIO,home,3,1,8,3,19,24,0,0,0,0,14,16,0,1,6,1,0,10,12,1,0,14,10,12,15,2,2,0,0,MILAN,2003-04,5,5,1,3,4,2,0,0
2,1,0,0,3,6,3,5,6,10,MILAN,away,1,3,3,8,24,19,0,0,0,0,16,14,1,0,6,0,1,12,10,0,1,10,14,15,12,2,2,0,0,LAZIO,2003-04,5,5,3,1,2,4,0,0
5,2,4,0,0,0,0,0,0,0,LECCE,home,0,0,2,3,0,0,,,0,0,24,25,3,3,7,2,1,0,0,0,0,16,5,7,6,0,0,0,0,SIENA,2003-04,12,7,6,3,6,4,0,0
2,5,0,4,0,0,0,0,0,0,SIENA,away,0,0,3,2,0,0,,,0,0,25,24,3,3,7,1,2,0,0,0,0,5,16,6,7,0,0,0,0,LECCE,2003-04,7,12,3,6,4,6,0,0
2,4,0,1,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,4,3,0,0,,,0,0,29,24,5,1,7,0,1,0,0,0,0,7,8,7,5,0,0,0,0,EMPOLI,2003-04,6,7,3,2,3,5,0,0
4,2,1,0,0,0,0,0,0,0,EMPOLI,away,0,0,3,4,0,0,,,0,0,24,29,1,5,7,1,0,0,0,0,0,8,7,5,7,0,0,0,0,CHIEVOVERONA,2003-04,7,6,2,3,5,3,0,0
2,1,2,0,0,0,0,0,0,0,BRESCIA,home,0,0,5,3,0,0,,,0,0,12,15,2,5,7,2,0,0,0,0,0,9,9,8,7,0,0,0,1,JUVENTUS,2003-04,11,5,4,3,7,2,0,0
1,2,0,2,0,0,0,0,0,0,JUVENTUS,away,0,0,3,5,0,0,,,0,0,15,12,5,2,7,0,2,0,0,0,0,9,9,7,8,0,0,1,0,BRESCIA,2003-04,5,11,3,4,2,7,0,0
3,3,5,0,0,0,0,0,0,0,BOLOGNA,home,0,0,6,1,0,0,,,0,0,23,20,3,0,7,2,1,0,0,0,0,7,11,14,3,0,0,0,0,LAZIO,2003-04,16,4,9,1,7,3,0,0
3,3,0,5,0,0,0,0,0,0,LAZIO,away,0,0,1,6,0,0,,,0,0,20,23,0,3,7,1,2,0,0,0,0,11,7,3,14,0,0,0,0,BOLOGNA,2003-04,4,16,1,9,3,7,0,0
