Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
3,1,9,5,0,0,0,0,0,0,MODENA,home,0,0,6,3,0,0,,,0,1,22,22,7,0,7,3,0,0,0,0,0,3,3,3,3,0,0,0,0,PARMA,2003-04,8,6,2,4,6,2,0,0
1,3,5,9,0,0,0,0,0,0,PARMA,away,0,0,3,6,0,0,,,1,0,22,22,0,7,7,0,3,0,0,0,0,3,3,3,3,0,0,0,0,MODENA,2003-04,6,8,4,2,2,6,0,0
3,3,1,2,0,0,0,0,0,0,UDINESE,home,0,0,6,2,0,0,,,0,0,23,21,5,2,7,3,3,0,0,0,0,8,11,11,7,0,0,0,0,PERUGIA,2003-04,13,13,7,5,6,8,0,0
3,3,2,1,0,0,0,0,0,0,PERUGIA,away,0,0,2,6,0,0,,,0,0,21,23,2,5,7,3,3,0,0,0,0,11,8,7,11,0,0,0,0,UDINESE,2003-04,13,13,5,7,8,6,0,0
1,2,0,0,0,0,0,0,0,0,ANCONA,home,0,0,5,2,0,0,,,0,0,24,18,2,1,7,0,0,0,0,0,0,6,14,14,6,0,0,0,0,REGGINA,2003-04,9,4,5,3,4,1,0,0
2,1,0,0,0,0,0,0,0,0,REGGINA,away,0,0,2,5,0,0,,,0,0,18,24,1,2,7,0,0,0,0,0,0,14,6,6,14,0,0,0,0,ANCONA,2003-04,4,9,3,5,1,4,0,0
2,1,1,2,0,0,0,0,0,0,MILAN,home,0,0,2,12,0,0,,,0,0,13,16,4,2,7,0,3,0,0,0,0,5,3,6,5,0,0,0,0,SAMPDORIA,2003-04,9,11,5,4,4,7,0,0
1,2,2,1,0,0,0,0,0,0,SAMPDORIA,away,0,0,12,2,0,0,,,0,0,16,13,2,4,7,3,0,0,0,0,0,3,5,5,6,0,0,0,0,MILAN,2003-04,11,9,4,5,7,4,0,0
1,1,1,3,3,7,3,3,8,6,ROMA,home,0,2,4,3,15,9,,,0,0,28,21,3,3,7,0,0,11,14,1,0,10,14,15,16,1,2,0,0,INTER,2003-04,4,5,1,4,3,1,0,0
1,1,3,1,7,3,3,3,6,8,INTER,away,2,0,3,4,9,15,,,0,0,21,28,3,3,7,0,0,14,11,0,1,14,10,16,15,2,1,0,0,ROMA,2003-04,5,4,4,1,1,3,0,0
1,1,0,1,0,0,0,0,0,0,LAZIO,home,0,0,5,6,0,0,,,0,0,15,12,2,7,8,1,2,0,0,,,11,10,10,11,0,0,0,0,UDINESE,2003-04,11,9,6,4,5,5,0,0
1,1,1,0,0,0,0,0,0,0,UDINESE,away,0,0,6,5,0,0,,,0,0,12,15,7,2,8,2,1,0,0,,,10,11,11,10,0,0,0,0,LAZIO,2003-04,9,11,4,6,5,5,0,0
1,1,2,3,1,3,5,5,9,9,JUVENTUS,home,1,0,1,6,17,25,,,0,0,19,24,2,0,8,1,1,21,10,,,16,13,19,21,2,1,0,0,MILAN,2003-04,3,2,1,0,2,2,0,0
1,1,3,2,3,1,5,5,9,9,MILAN,away,0,1,6,1,25,17,,,0,0,24,19,0,2,8,1,1,10,21,,,13,16,21,19,1,2,0,0,JUVENTUS,2003-04,2,3,0,1,2,2,0,0
1,2,1,1,0,0,0,0,0,0,SIENA,home,0,0,11,4,0,0,,,0,0,21,15,1,1,8,0,0,0,0,,,4,6,8,4,0,0,0,0,ANCONA,2003-04,12,9,6,5,6,4,0,0
2,1,1,1,0,0,0,0,0,0,ANCONA,away,0,0,4,11,0,0,,,0,0,15,21,1,1,8,0,0,0,0,,,6,4,4,8,0,0,0,0,SIENA,2003-04,9,12,5,6,4,6,0,0
1,4,4,12,0,0,0,0,0,0,SAMPDORIA,home,0,0,7,6,0,0,,,0,0,20,27,1,1,8,0,1,0,0,,,9,1,2,8,0,0,0,0,BOLOGNA,2003-04,8,11,4,4,4,7,0,0
4,1,12,4,0,0,0,0,0,0,BOLOGNA,away,0,0,6,7,0,0,,,0,0,27,20,1,1,8,1,0,0,0,,,1,9,8,2,0,0,0,0,SAMPDORIA,2003-04,11,8,4,4,7,4,0,0
1,1,4,2,0,0,0,0,0,0,PARMA,home,0,0,3,9,0,0,,,1,1,20,21,3,4,8,2,3,0,0,,,11,6,9,11,0,0,0,0,BRESCIA,2003-04,13,12,8,5,5,7,0,0
1,1,2,4,0,0,0,0,0,0,BRESCIA,away,0,0,9,3,0,0,,,1,1,21,20,4,3,8,3,2,0,0,,,6,11,11,9,0,0,0,0,PARMA,2003-04,12,13,5,8,7,5,0,0
2,2,2,0,0,0,0,0,0,0,EMPOLI,home,0,0,5,3,0,0,,,0,1,22,22,7,5,8,2,1,0,0,,,13,19,15,11,0,0,1,0,LECCE,2003-04,15,8,6,4,9,4,0,0
2,2,0,2,0,0,0,0,0,0,LECCE,away,0,0,3,5,0,0,,,1,0,22,22,5,7,8,1,2,0,0,,,19,13,11,15,0,0,0,1,EMPOLI,2003-04,8,15,4,6,4,9,0,0
2,3,1,0,0,0,0,0,0,0,PERUGIA,home,0,0,2,10,0,0,,,0,0,25,17,4,3,8,1,0,0,0,,,15,13,9,7,0,0,0,0,MODENA,2003-04,4,9,0,4,4,5,0,0
3,2,0,1,0,0,0,0,0,0,MODENA,away,0,0,10,2,0,0,,,0,0,17,25,3,4,8,0,1,0,0,,,13,15,7,9,0,0,0,0,PERUGIA,2003-04,9,4,4,0,5,4,0,0
2,1,10,3,0,0,0,0,0,0,REGGINA,home,0,0,5,3,0,0,,,0,0,12,25,1,3,8,2,0,0,0,,,23,20,14,17,0,0,0,0,ROMA,2003-04,13,13,3,8,10,5,0,0
1,2,3,10,0,0,0,0,0,0,ROMA,away,0,0,3,5,0,0,,,0,0,25,12,3,1,8,0,2,0,0,,,20,23,17,14,0,0,0,0,REGGINA,2003-04,13,13,8,3,5,10,0,0
3,3,1,2,0,0,0,0,0,0,INTER,home,0,0,4,3,0,0,,,1,0,15,21,2,4,8,0,2,0,0,,,5,14,13,12,0,0,0,0,CHIEVOVERONA,2003-04,8,14,5,6,3,8,0,0
3,3,2,1,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,3,4,0,0,,,0,1,21,15,4,2,8,2,0,0,0,,,14,5,12,13,0,0,0,0,INTER,2003-04,14,8,6,5,8,3,0,0
1,1,2,1,,,,,,,EMPOLI,home,,,9,4,,,0,0,0,0,18,19,5,3,9,2,0,,,,,8,8,6,5,,,0,0,SAMPDORIA,2003-04,13,9,5,4,8,5,0,0
1,1,1,2,,,,,,,SAMPDORIA,away,,,4,9,,,0,0,0,0,19,18,3,5,9,0,2,,,,,8,8,5,6,,,0,0,EMPOLI,2003-04,9,13,4,5,5,8,0,0
1,3,8,2,,,,,,,BOLOGNA,home,,,9,4,,,0,0,0,0,26,18,3,1,9,0,0,,,,,8,5,8,7,,,0,0,BRESCIA,2003-04,12,6,6,4,6,2,0,0
3,1,2,8,,,,,,,BRESCIA,away,,,4,9,,,0,0,0,0,18,26,1,3,9,0,0,,,,,5,8,7,8,,,0,0,BOLOGNA,2003-04,6,12,4,6,2,6,0,0
1,2,5,1,,,,,,,ANCONA,home,,,9,6,,,0,0,0,0,23,13,2,8,9,3,0,,,,,5,4,12,3,,,0,0,INTER,2003-04,19,7,8,5,11,2,0,0
2,1,1,5,,,,,,,INTER,away,,,6,9,,,0,0,0,0,13,23,8,2,9,0,3,,,,,4,5,3,12,,,0,0,ANCONA,2003-04,7,19,5,8,2,11,0,0
1,2,3,1,,,,,,,UDINESE,home,,,13,5,,,0,0,0,0,17,8,4,5,9,4,1,,,,,6,10,7,5,,,1,1,JUVENTUS,2003-04,23,10,14,8,9,2,0,0
2,1,1,3,,,,,,,JUVENTUS,away,,,5,13,,,0,0,0,0,8,17,5,4,9,1,4,,,,,10,6,5,7,,,1,1,UDINESE,2003-04,10,23,8,14,2,9,0,0
2,1,4,8,,,,,,,MILAN,home,,,4,10,,,0,0,0,0,17,28,2,5,9,0,0,,,,,2,4,4,2,,,0,0,PARMA,2003-04,8,14,4,7,4,7,0,0
1,2,8,4,,,,,,,PARMA,away,,,10,4,,,0,0,0,0,28,17,5,2,9,0,0,,,,,4,2,2,4,,,0,0,MILAN,2003-04,14,8,7,4,7,4,0,0
4,2,1,0,,,,,,,LECCE,home,,,3,5,,,0,0,0,0,22,15,4,1,9,2,2,,,,,12,11,8,7,,,0,0,PERUGIA,2003-04,10,9,3,5,7,4,0,0
2,4,0,1,,,,,,,PERUGIA,away,,,5,3,,,0,0,0,0,15,22,1,4,9,2,2,,,,,11,12,7,8,,,0,0,LECCE,2003-04,9,10,5,3,4,7,0,0
3,5,2,1,,,,,,,MODENA,home,,,3,6,,,0,0,0,0,20,14,4,3,9,1,1,,,,,8,9,9,8,,,0,0,REGGINA,2003-04,8,6,6,3,2,3,0,0
5,3,1,2,,,,,,,REGGINA,away,,,6,3,,,0,0,0,0,14,20,3,4,9,1,1,,,,,9,8,8,9,,,0,0,MODENA,2003-04,6,8,3,6,3,2,0,0
2,2,0,0,,,,,,,CHIEVOVERONA,home,,,4,2,,,0,1,0,1,19,24,5,1,9,1,2,,,,,6,6,2,2,,,1,0,SIENA,2003-04,16,4,12,2,4,2,0,0
2,2,0,0,,,,,,,SIENA,away,,,2,4,,,1,0,1,0,24,19,1,5,9,2,1,,,,,6,6,2,2,,,0,1,CHIEVOVERONA,2003-04,4,16,2,12,2,4,0,0
2,4,0,0,,,,,,,LAZIO,home,,,0,0,,,0,0,0,0,0,0,0,0,9,2,0,,,,,0,0,0,0,,,0,0,ROMA,2003-04,2,0,0,0,2,0,0,0
4,2,0,0,,,,,,,ROMA,away,,,0,0,,,0,0,0,0,0,0,0,0,9,0,2,,,,,0,0,0,0,,,0,0,LAZIO,2003-04,0,2,0,0,0,2,0,0
2,0,1,0,0,0,0,0,0,0,JUVENTUS,home,,,3,4,0,0,,,0,0,14,19,2,5,10,0,2,0,0,,,5,3,6,6,0,0,0,0,MODENA,2003-04,10,9,7,4,3,5,0,0
0,2,0,1,0,0,0,0,0,0,MODENA,away,,,4,3,0,0,,,0,0,19,14,5,2,10,2,0,0,0,,,3,5,6,6,0,0,0,0,JUVENTUS,2003-04,9,10,4,7,5,3,0,0
2,1,3,1,1,4,4,5,17,10,REGGINA,home,,,5,7,8,13,,,0,0,9,16,1,7,10,6,0,17,14,,,33,23,24,28,2,4,0,0,INTER,2003-04,12,3,4,1,8,2,0,0
1,2,1,3,4,1,5,4,10,17,INTER,away,,,7,5,13,8,,,0,0,16,9,7,1,10,0,6,14,17,,,23,33,28,24,4,2,0,0,REGGINA,2003-04,3,12,1,4,2,8,0,0
1,4,4,4,0,0,0,0,0,0,BRESCIA,home,,,8,0,0,0,,,0,0,21,23,2,2,10,1,1,0,0,,,11,20,15,7,0,0,0,0,ANCONA,2003-04,16,7,6,2,10,5,0,0
4,1,4,4,0,0,0,0,0,0,ANCONA,away,,,0,8,0,0,,,0,0,23,21,2,2,10,1,1,0,0,,,20,11,7,15,0,0,0,0,BRESCIA,2003-04,7,16,2,6,5,10,0,0
1,0,0,1,0,0,0,0,0,0,ROMA,home,,,3,3,0,0,,,0,0,16,16,1,4,10,0,4,0,0,,,6,3,4,6,0,0,0,0,BOLOGNA,2003-04,6,17,4,6,2,11,0,0
0,1,1,0,0,0,0,0,0,0,BOLOGNA,away,,,3,3,0,0,,,0,0,16,16,4,1,10,4,0,0,0,,,3,6,6,4,0,0,0,0,ROMA,2003-04,17,6,6,4,11,2,0,0
2,0,3,2,0,0,0,0,0,0,PARMA,home,,,4,8,0,0,,,0,0,24,14,5,4,10,1,0,0,0,,,13,16,10,10,0,0,0,0,EMPOLI,2003-04,11,9,6,6,5,3,0,0
0,2,2,3,0,0,0,0,0,0,EMPOLI,away,,,8,4,0,0,,,0,0,14,24,4,5,10,0,1,0,0,,,16,13,10,10,0,0,0,0,PARMA,2003-04,9,11,6,6,3,5,0,0
2,3,7,2,0,0,0,0,0,0,PERUGIA,home,,,2,5,0,0,,,1,3,20,16,3,0,10,3,1,0,0,,,12,12,8,13,0,0,0,0,LAZIO,2003-04,13,11,9,6,4,5,0,0
3,2,2,7,0,0,0,0,0,0,LAZIO,away,,,5,2,0,0,,,3,1,16,20,0,3,10,1,3,0,0,,,12,12,13,8,0,0,0,0,PERUGIA,2003-04,11,13,6,9,5,4,0,0
1,3,2,0,0,0,0,0,0,0,SAMPDORIA,home,,,3,2,0,0,,,0,0,19,25,1,1,10,0,0,0,0,,,14,12,13,11,0,0,0,0,LECCE,2003-04,11,6,8,5,3,1,0,0
3,1,0,2,0,0,0,0,0,0,LECCE,away,,,2,3,0,0,,,0,0,25,19,1,1,10,0,0,0,0,,,12,14,11,13,0,0,0,0,SAMPDORIA,2003-04,6,11,5,8,1,3,0,0
1,5,3,3,0,0,0,0,0,0,SIENA,home,,,10,4,0,0,,,0,0,22,10,2,3,10,1,1,0,0,,,9,6,6,9,0,0,0,0,UDINESE,2003-04,15,10,8,4,7,6,0,0
5,1,3,3,0,0,0,0,0,0,UDINESE,away,,,4,10,0,0,,,0,0,10,22,3,2,10,1,1,0,0,,,6,9,9,6,0,0,0,0,SIENA,2003-04,10,15,4,8,6,7,0,0
3,1,2,3,0,0,0,0,0,0,MILAN,home,,,5,6,0,0,,,0,0,12,24,0,5,10,0,2,0,0,,,16,19,11,13,0,0,0,0,CHIEVOVERONA,2003-04,6,15,3,8,3,7,0,0
1,3,3,2,0,0,0,0,0,0,CHIEVOVERONA,away,,,6,5,0,0,,,0,0,24,12,5,0,10,2,0,0,0,,,19,16,13,11,0,0,0,0,MILAN,2003-04,15,6,8,3,7,3,0,0
3,1,1,0,0,0,0,0,0,0,LAZIO,home,,,7,3,0,0,,,0,1,16,27,2,4,11,3,0,0,0,,,20,16,5,7,0,0,0,0,SIENA,2003-04,13,9,2,5,11,4,0,0
1,3,0,1,0,0,0,0,0,0,SIENA,away,,,3,7,0,0,,,1,0,27,16,4,2,11,0,3,0,0,,,16,20,7,5,0,0,0,0,LAZIO,2003-04,9,13,5,2,4,11,0,0
4,3,2,2,2,3,2,2,12,13,INTER,home,,,3,3,23,5,,,0,0,22,17,7,4,11,1,3,10,14,,,10,5,7,13,2,1,0,0,JUVENTUS,2003-04,5,5,3,1,2,4,0,0
3,4,2,2,3,2,2,2,13,12,JUVENTUS,away,,,3,3,5,23,,,0,0,17,22,4,7,11,3,1,14,10,,,5,10,13,7,1,2,0,0,INTER,2003-04,5,5,1,3,4,2,0,0
0,1,5,1,0,0,0,0,0,0,MODENA,home,,,8,1,0,0,,,0,0,15,21,6,4,11,2,0,0,0,,,4,7,5,3,0,0,0,0,MILAN,2003-04,9,5,4,1,5,4,0,0
1,0,1,5,0,0,0,0,0,0,MILAN,away,,,1,8,0,0,,,0,0,21,15,4,6,11,0,2,0,0,,,7,4,3,5,0,0,0,0,MODENA,2003-04,5,9,1,4,4,5,0,0
2,4,13,6,0,0,0,0,0,0,CHIEVOVERONA,home,,,2,6,0,0,,,0,0,20,23,7,1,11,3,1,0,0,,,4,6,6,4,0,0,1,0,PARMA,2003-04,11,9,4,5,7,4,0,0
4,2,6,13,0,0,0,0,0,0,PARMA,away,,,6,2,0,0,,,0,0,23,20,1,7,11,1,3,0,0,,,6,4,4,6,0,0,0,1,CHIEVOVERONA,2003-04,9,11,5,4,4,7,0,0
2,2,3,2,0,0,0,0,0,0,EMPOLI,home,,,9,2,0,0,,,1,0,21,19,7,3,11,1,1,0,0,,,22,15,19,18,0,0,1,0,PERUGIA,2003-04,17,8,5,6,12,2,0,0
2,2,2,3,0,0,0,0,0,0,PERUGIA,away,,,2,9,0,0,,,0,1,19,21,3,7,11,1,1,0,0,,,15,22,18,19,0,0,0,1,EMPOLI,2003-04,8,17,6,5,2,12,0,0
2,6,0,0,0,0,0,0,0,0,BOLOGNA,home,,,4,3,0,0,,,0,0,22,30,5,1,11,0,0,0,0,,,19,9,9,19,0,0,0,0,REGGINA,2003-04,13,4,10,3,3,1,0,0
6,2,0,0,0,0,0,0,0,0,REGGINA,away,,,3,4,0,0,,,0,0,30,22,1,5,11,0,0,0,0,,,9,19,19,9,0,0,0,0,BOLOGNA,2003-04,4,13,3,10,1,3,0,0
0,3,9,2,0,0,0,0,0,0,LECCE,home,,,5,6,0,0,,,0,0,20,20,1,3,11,3,1,0,0,,,14,7,25,15,0,0,0,0,ROMA,2003-04,16,9,9,5,7,4,0,0
3,0,2,9,0,0,0,0,0,0,ROMA,away,,,6,5,0,0,,,0,0,20,20,3,1,11,1,3,0,0,,,7,14,15,25,0,0,0,0,LECCE,2003-04,9,16,5,9,4,7,0,0
2,5,3,1,0,0,0,0,0,0,ANCONA,home,,,4,2,0,0,,,0,0,19,14,4,0,11,2,0,0,0,,,10,10,7,6,0,0,0,0,SAMPDORIA,2003-04,13,4,7,3,6,1,0,0
5,2,1,3,0,0,0,0,0,0,SAMPDORIA,away,,,2,4,0,0,,,0,0,14,19,0,4,11,0,2,0,0,,,10,10,6,7,0,0,0,0,ANCONA,2003-04,4,13,3,7,1,6,0,0
2,1,5,1,0,0,0,0,0,0,UDINESE,home,,,4,1,0,0,,,0,0,39,20,1,2,11,1,2,0,0,,,14,7,14,13,0,0,0,0,BRESCIA,2003-04,12,8,5,4,7,4,0,0
1,2,1,5,0,0,0,0,0,0,BRESCIA,away,,,1,4,0,0,,,0,0,20,39,2,1,11,2,1,0,0,,,7,14,13,14,0,0,0,0,UDINESE,2003-04,8,12,4,5,4,7,0,0
1,2,0,1,0,0,0,0,0,0,MILAN,home,,,2,7,0,0,0,0,0,0,14,23,2,7,12,0,1,0,0,,,4,18,16,22,0,0,0,0,EMPOLI,2003-04,4,10,3,6,1,4,0,0
2,1,1,0,0,0,0,0,0,0,EMPOLI,away,,,7,2,0,0,0,0,0,0,23,14,7,2,12,1,0,0,0,,,18,4,22,16,0,0,0,0,MILAN,2003-04,10,4,6,3,4,1,0,0
0,1,2,0,3,2,2,5,7,9,JUVENTUS,home,,,3,7,14,7,0,0,0,0,15,20,6,5,12,2,0,12,19,,,5,6,9,9,1,0,0,0,LAZIO,2003-04,4,3,2,2,2,1,0,0
1,0,0,2,2,3,5,2,9,7,LAZIO,away,,,7,3,7,14,0,0,0,0,20,15,5,6,12,0,2,19,12,,,6,5,9,9,0,1,0,0,JUVENTUS,2003-04,3,4,2,2,1,2,0,0
2,2,5,3,0,0,0,0,0,0,ANCONA,home,,,4,4,0,0,0,1,0,0,24,20,3,5,12,3,2,0,0,,,2,6,6,2,0,0,0,0,BOLOGNA,2003-04,5,10,2,5,3,5,0,0
2,2,3,5,0,0,0,0,0,0,BOLOGNA,away,,,4,4,0,0,1,0,0,0,20,24,5,3,12,2,3,0,0,,,6,2,2,6,0,0,0,0,ANCONA,2003-04,10,5,5,2,5,3,0,0
1,2,3,1,0,0,0,0,0,0,PERUGIA,home,,,0,7,0,0,0,0,0,0,19,25,3,3,12,2,1,0,0,,,5,6,5,4,0,0,0,0,INTER,2003-04,13,12,6,6,7,6,0,0
2,1,1,3,0,0,0,0,0,0,INTER,away,,,7,0,0,0,0,0,0,0,25,19,3,3,12,1,2,0,0,,,6,5,4,5,0,0,0,0,PERUGIA,2003-04,12,13,6,6,6,7,0,0
2,3,0,3,0,0,0,0,0,0,PARMA,home,,,2,3,0,0,0,0,1,0,24,25,6,0,12,1,2,0,0,,,11,24,15,9,0,0,1,1,LECCE,2003-04,9,11,6,7,3,4,0,0
3,2,3,0,0,0,0,0,0,0,LECCE,away,,,3,2,0,0,0,0,0,1,25,24,0,6,12,2,1,0,0,,,24,11,9,15,0,0,1,1,PARMA,2003-04,11,9,7,6,4,3,0,0
0,1,1,4,0,0,0,0,0,0,BRESCIA,home,,,1,4,0,0,0,0,0,0,19,17,2,2,12,1,1,0,0,,,7,0,1,3,0,0,0,0,MODENA,2003-04,10,16,6,9,4,7,0,0
1,0,4,1,0,0,0,0,0,0,MODENA,away,,,4,1,0,0,0,0,0,0,17,19,2,2,12,1,1,0,0,,,0,7,3,1,0,0,0,0,BRESCIA,2003-04,16,10,9,6,7,4,0,0
2,3,4,0,0,0,0,0,0,0,SIENA,home,,,6,4,0,0,1,0,0,0,21,22,2,2,12,2,1,0,0,,,8,12,8,5,0,0,0,0,SAMPDORIA,2003-04,14,11,6,6,8,5,0,0
3,2,0,4,0,0,0,0,0,0,SAMPDORIA,away,,,4,6,0,0,0,1,0,0,22,21,2,2,12,1,2,0,0,,,12,8,5,8,0,0,0,0,SIENA,2003-04,11,14,6,6,5,8,0,0
2,3,1,1,0,0,0,0,0,0,REGGINA,home,,,3,0,0,0,0,0,0,0,21,25,3,0,12,1,0,0,0,,,11,9,9,11,0,0,0,0,UDINESE,2003-04,11,6,8,3,3,3,0,0
3,2,1,1,0,0,0,0,0,0,UDINESE,away,,,0,3,0,0,0,0,0,0,25,21,0,3,12,0,1,0,0,,,9,11,11,9,0,0,0,0,REGGINA,2003-04,6,11,3,8,3,3,0,0
3,2,1,5,0,0,0,0,0,0,ROMA,home,,,3,4,0,0,0,0,0,0,22,22,0,0,12,0,3,0,0,,,2,5,5,5,0,0,0,0,CHIEVOVERONA,2003-04,5,10,2,3,3,7,0,0
2,3,5,1,0,0,0,0,0,0,CHIEVOVERONA,away,,,4,3,0,0,0,0,0,0,22,22,0,0,12,3,0,0,0,,,5,2,5,5,0,0,0,0,ROMA,2003-04,10,5,3,2,7,3,0,0
0,2,2,0,0,0,0,0,0,0,LECCE,home,,,3,7,0,0,,,,,16,15,5,1,13,1,0,0,0,,,18,11,24,18,0,0,0,0,UDINESE,2003-04,13,6,10,5,3,1,0,0
2,0,0,2,0,0,0,0,0,0,UDINESE,away,,,7,3,0,0,,,,,15,16,1,5,13,0,1,0,0,,,11,18,18,24,0,0,0,0,LECCE,2003-04,6,13,5,10,1,3,0,0
3,1,5,5,0,0,0,0,0,0,SAMPDORIA,home,,,2,8,0,0,,,,,22,17,0,0,13,3,3,0,0,,,16,8,16,18,0,0,0,0,PERUGIA,2003-04,13,18,8,7,5,11,0,0
1,3,5,5,0,0,0,0,0,0,PERUGIA,away,,,8,2,0,0,,,,,17,22,0,0,13,3,3,0,0,,,8,16,18,16,0,0,0,0,SAMPDORIA,2003-04,18,13,7,8,11,5,0,0
3,2,1,0,0,0,0,0,0,0,LAZIO,home,,,7,4,0,0,,,,,19,19,1,5,13,0,1,0,0,,,6,6,6,7,0,0,0,0,ANCONA,2003-04,15,4,7,1,8,3,0,0
2,3,0,1,0,0,0,0,0,0,ANCONA,away,,,4,7,0,0,,,,,19,19,5,1,13,1,0,0,0,,,6,6,7,6,0,0,0,0,LAZIO,2003-04,4,15,1,7,3,8,0,0
1,1,4,4,0,0,0,0,0,0,INTER,home,,,9,10,0,0,,,,,25,10,6,4,13,0,2,0,0,,,10,13,9,5,0,0,0,0,BOLOGNA,2003-04,15,13,7,8,8,5,0,0
1,1,4,4,0,0,0,0,0,0,BOLOGNA,away,,,10,9,0,0,,,,,10,25,4,6,13,2,0,0,0,,,13,10,5,9,0,0,0,0,INTER,2003-04,13,15,8,7,5,8,0,0
3,0,4,2,0,0,0,0,0,0,EMPOLI,home,,,3,4,0,0,,,,,14,22,5,3,13,2,0,0,0,,,20,14,21,15,0,0,0,0,BRESCIA,2003-04,9,6,4,2,5,4,0,0
0,3,2,4,0,0,0,0,0,0,BRESCIA,away,,,4,3,0,0,,,,,22,14,3,5,13,0,2,0,0,,,14,20,15,21,0,0,0,0,EMPOLI,2003-04,6,9,2,4,4,5,0,0
0,0,5,0,0,0,0,0,0,0,PARMA,home,,,2,1,0,0,,,,,18,12,4,7,13,4,0,0,0,,,8,12,9,7,0,0,0,0,JUVENTUS,2003-04,13,6,6,4,7,2,0,0
0,0,0,5,0,0,0,0,0,0,JUVENTUS,away,,,1,2,0,0,,,,,12,18,7,4,13,0,4,0,0,,,12,8,7,9,0,0,0,0,PARMA,2003-04,6,13,4,6,2,7,0,0
2,3,0,0,0,0,0,0,0,0,CHIEVOVERONA,home,,,9,1,0,0,,,,,37,28,4,2,13,0,0,0,0,,,17,9,6,11,0,0,0,0,REGGINA,2003-04,10,6,5,4,5,2,0,0
3,2,0,0,0,0,0,0,0,0,REGGINA,away,,,1,9,0,0,,,,,28,37,2,4,13,0,0,0,0,,,9,17,11,6,0,0,0,0,CHIEVOVERONA,2003-04,6,10,4,5,2,5,0,0
1,4,2,0,4,4,2,0,7,10,MODENA,home,,,8,7,14,10,,,,,21,16,1,0,13,1,0,11,8,,,14,10,16,9,2,2,1,0,ROMA,2003-04,5,4,2,2,3,2,0,0
4,1,0,2,4,4,0,2,10,7,ROMA,away,,,7,8,10,14,,,,,16,21,0,1,13,0,1,8,11,,,10,14,9,16,2,2,0,1,MODENA,2003-04,4,5,2,2,2,3,0,0
1,6,2,0,0,0,0,0,0,0,SIENA,home,,,13,5,0,0,,,,,24,16,6,2,13,2,1,0,0,,,5,4,10,6,0,0,0,1,MILAN,2003-04,15,6,3,2,12,4,0,0
6,1,0,2,0,0,0,0,0,0,MILAN,away,,,5,13,0,0,,,,,16,24,2,6,13,1,2,0,0,,,4,5,6,10,0,0,1,0,SIENA,2003-04,6,15,2,3,4,12,0,0
2,2,4,6,0,0,0,0,0,0,REGGINA,home,0,0,8,9,0,0,1,0,0,0,15,26,1,2,14,1,2,0,0,,,5,2,2,2,0,0,1,0,PARMA,2003-04,12,10,4,3,8,7,0,0
2,2,6,4,0,0,0,0,0,0,PARMA,away,0,0,9,8,0,0,0,1,0,0,26,15,2,1,14,2,1,0,0,,,2,5,2,2,0,0,0,1,REGGINA,2003-04,10,12,3,4,7,8,0,0
5,2,8,3,0,0,0,0,0,0,ROMA,home,0,0,5,6,0,0,0,0,0,0,21,20,5,3,14,0,2,0,0,,,20,24,25,20,0,0,0,1,EMPOLI,2003-04,12,5,9,2,3,3,0,0
2,5,3,8,0,0,0,0,0,0,EMPOLI,away,0,0,6,5,0,0,0,0,0,0,20,21,3,5,14,2,0,0,0,,,24,20,20,25,0,0,1,0,ROMA,2003-04,5,12,2,9,3,3,0,0
1,2,1,2,0,0,0,0,0,0,ANCONA,home,0,0,6,3,0,0,0,0,0,0,20,11,5,2,14,1,0,0,0,,,1,1,0,1,0,0,0,1,CHIEVOVERONA,2003-04,13,2,5,1,8,1,0,0
2,1,2,1,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,3,6,0,0,0,0,0,0,11,20,2,5,14,0,1,0,0,,,1,1,1,0,0,0,1,0,ANCONA,2003-04,2,13,1,5,1,8,0,0
2,0,1,0,0,0,0,0,0,0,JUVENTUS,home,0,0,2,11,0,0,0,0,0,1,11,29,6,0,14,1,1,0,0,,,11,24,13,9,0,0,0,0,LECCE,2003-04,8,19,5,10,3,9,0,0
0,2,0,1,0,0,0,0,0,0,LECCE,away,0,0,11,2,0,0,0,0,1,0,29,11,0,6,14,1,1,0,0,,,24,11,9,13,0,0,0,0,JUVENTUS,2003-04,19,8,10,5,9,3,0,0
