Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
HELLAS VERONA,away,1,0,6,1,0,MILAN,1987-88
JUVENTUS,home,0,0,6,2,1,INTER,1987-88
INTER,away,0,0,6,1,2,JUVENTUS,1987-88
SAMPDORIA,home,0,0,6,0,0,PESCARA,1987-88
PESCARA,away,0,0,6,0,0,SAMPDORIA,1987-88
NAPOLI,home,0,2,6,1,1,ROMA,1987-88
ROMA,away,2,0,6,1,1,NAPOLI,1987-88
FIORENTINA,home,0,0,6,2,1,TORINO,1987-88
TORINO,away,0,0,6,1,2,FIORENTINA,1987-88
HELLAS VERONA,home,,,7,1,1,ASCOLI,1987-88
ASCOLI,away,,,7,1,1,HELLAS VERONA,1987-88
PESCARA,home,,,7,4,0,FIORENTINA,1987-88
FIORENTINA,away,,,7,0,4,PESCARA,1987-88
AVELLINO,home,,,7,3,0,JUVENTUS,1987-88
JUVENTUS,away,,,7,0,3,AVELLINO,1987-88
TORINO,home,,,7,0,0,MILAN,1987-88
MILAN,away,,,7,0,0,TORINO,1987-88
EMPOLI,home,,,7,2,1,NAPOLI,1987-88
NAPOLI,away,,,7,1,2,EMPOLI,1987-88
INTER,home,,,7,2,1,PISA,1987-88
PISA,away,,,7,1,2,INTER,1987-88
COMO,home,,,7,3,1,ROMA,1987-88
ROMA,away,,,7,1,3,COMO,1987-88
CESENA,home,,,7,4,1,SAMPDORIA,1987-88
SAMPDORIA,away,,,7,1,4,CESENA,1987-88
SAMPDORIA,home,,,8,1,2,AVELLINO,1987-88
AVELLINO,away,,,8,2,1,SAMPDORIA,1987-88
FIORENTINA,home,,,8,1,0,CESENA,1987-88
CESENA,away,,,8,0,1,FIORENTINA,1987-88
NAPOLI,home,,,8,0,0,COMO,1987-88
COMO,away,,,8,0,0,NAPOLI,1987-88
ROMA,home,,,8,2,1,EMPOLI,1987-88
EMPOLI,away,,,8,1,2,ROMA,1987-88
ASCOLI,home,,,8,2,2,INTER,1987-88
INTER,away,,,8,2,2,ASCOLI,1987-88
MILAN,home,,,8,0,2,PESCARA,1987-88
PESCARA,away,,,8,2,0,MILAN,1987-88
JUVENTUS,home,,,8,1,2,PISA,1987-88
PISA,away,,,8,2,1,JUVENTUS,1987-88
HELLAS VERONA,home,,,8,1,1,TORINO,1987-88
TORINO,away,,,8,1,1,HELLAS VERONA,1987-88
PISA,home,0,0,9,2,2,ASCOLI,1987-88
ASCOLI,away,0,0,9,2,2,PISA,1987-88
EMPOLI,home,0,0,9,3,2,COMO,1987-88
COMO,away,0,0,9,2,3,EMPOLI,1987-88
SAMPDORIA,home,0,0,9,1,1,FIORENTINA,1987-88
FIORENTINA,away,0,0,9,1,1,SAMPDORIA,1987-88
PESCARA,home,0,0,9,2,0,HELLAS VERONA,1987-88
HELLAS VERONA,away,0,0,9,0,2,PESCARA,1987-88
CESENA,home,0,0,9,0,2,JUVENTUS,1987-88
JUVENTUS,away,0,0,9,2,0,CESENA,1987-88
AVELLINO,home,0,0,9,3,0,MILAN,1987-88
MILAN,away,0,0,9,0,3,AVELLINO,1987-88
TORINO,home,0,0,9,3,1,NAPOLI,1987-88
NAPOLI,away,0,0,9,1,3,TORINO,1987-88
INTER,home,1,1,9,3,2,ROMA,1987-88
ROMA,away,1,1,9,2,3,INTER,1987-88
COMO,home,1,0,10,1,1,AVELLINO,1987-88
AVELLINO,away,0,1,10,1,1,COMO,1987-88
HELLAS VERONA,home,0,0,10,1,0,CESENA,1987-88
CESENA,away,0,0,10,0,1,HELLAS VERONA,1987-88
MILAN,home,0,0,10,0,0,EMPOLI,1987-88
EMPOLI,away,0,0,10,0,0,MILAN,1987-88
NAPOLI,home,0,0,10,1,1,INTER,1987-88
INTER,away,0,0,10,1,1,NAPOLI,1987-88
ASCOLI,home,0,0,10,1,0,JUVENTUS,1987-88
JUVENTUS,away,0,0,10,0,1,ASCOLI,1987-88
TORINO,home,0,0,10,2,2,PESCARA,1987-88
PESCARA,away,0,0,10,2,2,TORINO,1987-88
FIORENTINA,home,0,1,10,2,1,PISA,1987-88
PISA,away,1,0,10,1,2,FIORENTINA,1987-88
ROMA,home,1,0,10,0,0,SAMPDORIA,1987-88
SAMPDORIA,away,0,1,10,0,0,ROMA,1987-88
COMO,home,0,0,11,3,0,CESENA,1987-88
CESENA,away,0,0,11,0,3,COMO,1987-88
INTER,home,0,0,11,1,2,FIORENTINA,1987-88
FIORENTINA,away,0,0,11,2,1,INTER,1987-88
PISA,home,2,0,11,0,0,HELLAS VERONA,1987-88
HELLAS VERONA,away,0,2,11,0,0,PISA,1987-88
ROMA,home,0,0,11,0,2,MILAN,1987-88
MILAN,away,0,0,11,2,0,ROMA,1987-88
JUVENTUS,home,0,0,11,2,1,NAPOLI,1987-88
NAPOLI,away,0,0,11,1,2,JUVENTUS,1987-88
AVELLINO,home,0,0,11,2,0,PESCARA,1987-88
PESCARA,away,0,0,11,0,2,AVELLINO,1987-88
ASCOLI,home,0,0,11,2,0,SAMPDORIA,1987-88
SAMPDORIA,away,0,0,11,0,2,ASCOLI,1987-88
EMPOLI,home,0,0,11,0,1,TORINO,1987-88
TORINO,away,0,0,11,1,0,EMPOLI,1987-88
FIORENTINA,home,,,12,3,0,ASCOLI,1987-88
ASCOLI,away,,,12,0,3,FIORENTINA,1987-88
TORINO,home,,,12,0,0,COMO,1987-88
COMO,away,,,12,0,0,TORINO,1987-88
CESENA,home,,,12,2,2,EMPOLI,1987-88
EMPOLI,away,,,12,2,2,CESENA,1987-88
MILAN,home,,,12,0,1,INTER,1987-88
INTER,away,,,12,1,0,MILAN,1987-88
SAMPDORIA,home,,,12,1,1,JUVENTUS,1987-88
JUVENTUS,away,,,12,1,1,SAMPDORIA,1987-88
HELLAS VERONA,home,,,12,4,1,NAPOLI,1987-88
NAPOLI,away,,,12,1,4,HELLAS VERONA,1987-88
AVELLINO,home,,,12,0,0,PISA,1987-88
PISA,away,,,12,0,0,AVELLINO,1987-88
PESCARA,home,,,12,5,1,ROMA,1987-88
ROMA,away,,,12,1,5,PESCARA,1987-88
ASCOLI,home,0,0,13,1,1,AVELLINO,1987-88
AVELLINO,away,0,0,13,1,1,ASCOLI,1987-88
PISA,home,0,0,13,1,1,CESENA,1987-88
CESENA,away,0,0,13,1,1,PISA,1987-88
ROMA,home,1,0,13,1,0,FIORENTINA,1987-88
FIORENTINA,away,0,1,13,0,1,ROMA,1987-88
EMPOLI,home,0,1,13,1,0,HELLAS VERONA,1987-88
HELLAS VERONA,away,1,0,13,0,1,EMPOLI,1987-88
NAPOLI,home,0,0,13,4,1,MILAN,1987-88
MILAN,away,0,0,13,1,4,NAPOLI,1987-88
COMO,home,0,0,13,2,0,PESCARA,1987-88
PESCARA,away,0,0,13,0,2,COMO,1987-88
INTER,home,0,0,13,1,1,SAMPDORIA,1987-88
SAMPDORIA,away,0,0,13,1,1,INTER,1987-88
JUVENTUS,home,0,0,13,2,2,TORINO,1987-88
TORINO,away,0,0,13,2,2,JUVENTUS,1987-88
PESCARA,home,,,14,2,1,ASCOLI,1987-88
ASCOLI,away,,,14,1,2,PESCARA,1987-88
HELLAS VERONA,home,,,14,1,1,COMO,1987-88
COMO,away,,,14,1,1,HELLAS VERONA,1987-88
AVELLINO,home,,,14,0,0,EMPOLI,1987-88
EMPOLI,away,,,14,0,0,AVELLINO,1987-88
CESENA,home,,,14,2,0,INTER,1987-88
INTER,away,,,14,0,2,CESENA,1987-88
MILAN,home,,,14,0,1,JUVENTUS,1987-88
JUVENTUS,away,,,14,1,0,MILAN,1987-88
FIORENTINA,home,,,14,4,0,NAPOLI,1987-88
NAPOLI,away,,,14,0,4,FIORENTINA,1987-88
SAMPDORIA,home,,,14,0,1,PISA,1987-88
PISA,away,,,14,1,0,SAMPDORIA,1987-88
TORINO,home,,,14,1,1,ROMA,1987-88
ROMA,away,,,14,1,1,TORINO,1987-88
INTER,home,0,0,15,1,3,AVELLINO,1987-88
AVELLINO,away,0,0,15,3,1,INTER,1987-88
ASCOLI,home,0,0,15,1,0,CESENA,1987-88
CESENA,away,0,0,15,0,1,ASCOLI,1987-88
JUVENTUS,home,0,0,15,1,1,FIORENTINA,1987-88
FIORENTINA,away,0,0,15,1,1,JUVENTUS,1987-88
ROMA,home,0,0,15,0,1,HELLAS VERONA,1987-88
HELLAS VERONA,away,0,0,15,1,0,ROMA,1987-88
COMO,home,1,0,15,5,0,MILAN,1987-88
MILAN,away,0,1,15,0,5,COMO,1987-88
EMPOLI,home,0,1,15,0,0,PESCARA,1987-88
PESCARA,away,1,0,15,0,0,EMPOLI,1987-88
NAPOLI,home,0,0,15,0,1,SAMPDORIA,1987-88
SAMPDORIA,away,0,0,15,1,0,NAPOLI,1987-88
PISA,home,0,0,15,3,1,TORINO,1987-88
TORINO,away,0,0,15,1,3,PISA,1987-88
JUVENTUS,home,0,0,16,1,1,COMO,1987-88
COMO,away,0,0,16,1,1,JUVENTUS,1987-88
SAMPDORIA,home,0,0,16,2,2,EMPOLI,1987-88
EMPOLI,away,0,0,16,2,2,SAMPDORIA,1987-88
FIORENTINA,home,0,0,16,1,0,HELLAS VERONA,1987-88
HELLAS VERONA,away,0,0,16,0,1,FIORENTINA,1987-88
PISA,home,0,1,16,1,0,MILAN,1987-88
MILAN,away,1,0,16,0,1,PISA,1987-88
CESENA,home,0,0,16,2,0,NAPOLI,1987-88
NAPOLI,away,0,0,16,0,2,CESENA,1987-88
INTER,home,0,0,16,1,1,PESCARA,1987-88
PESCARA,away,0,0,16,1,1,INTER,1987-88
ASCOLI,home,0,0,16,3,0,ROMA,1987-88
ROMA,away,0,0,16,0,3,ASCOLI,1987-88
AVELLINO,home,0,0,16,0,0,TORINO,1987-88
TORINO,away,0,0,16,0,0,AVELLINO,1987-88
NAPOLI,home,0,0,17,1,3,ASCOLI,1987-88
ASCOLI,away,0,0,17,3,1,NAPOLI,1987-88
HELLAS VERONA,home,0,0,17,1,0,AVELLINO,1987-88
AVELLINO,away,0,0,17,0,1,HELLAS VERONA,1987-88
ROMA,home,1,0,17,0,0,CESENA,1987-88
CESENA,away,0,1,17,0,0,ROMA,1987-88
MILAN,home,0,1,17,1,1,FIORENTINA,1987-88
FIORENTINA,away,1,0,17,1,1,MILAN,1987-88
COMO,home,0,0,17,1,0,INTER,1987-88
INTER,away,0,0,17,0,1,COMO,1987-88
EMPOLI,home,0,0,17,4,0,JUVENTUS,1987-88
JUVENTUS,away,0,0,17,0,4,EMPOLI,1987-88
PESCARA,home,0,0,17,2,0,PISA,1987-88
PISA,away,0,0,17,0,2,PESCARA,1987-88
TORINO,home,0,0,17,1,1,SAMPDORIA,1987-88
SAMPDORIA,away,0,0,17,1,1,TORINO,1987-88
FIORENTINA,home,0,0,18,1,0,COMO,1987-88
COMO,away,0,0,18,0,1,FIORENTINA,1987-88
INTER,home,0,1,18,1,1,EMPOLI,1987-88
EMPOLI,away,1,0,18,1,1,INTER,1987-88
SAMPDORIA,home,0,0,18,3,1,HELLAS VERONA,1987-88
HELLAS VERONA,away,0,0,18,1,3,SAMPDORIA,1987-88
CESENA,home,0,0,18,3,0,MILAN,1987-88
MILAN,away,0,0,18,0,3,CESENA,1987-88
PISA,home,0,0,18,2,1,NAPOLI,1987-88
NAPOLI,away,0,0,18,1,2,PISA,1987-88
JUVENTUS,home,0,0,18,2,0,PESCARA,1987-88
PESCARA,away,0,0,18,0,2,JUVENTUS,1987-88
AVELLINO,home,0,1,18,0,0,ROMA,1987-88
ROMA,away,1,0,18,0,0,AVELLINO,1987-88
ASCOLI,home,0,0,18,2,1,TORINO,1987-88
TORINO,away,0,0,18,1,2,ASCOLI,1987-88
MILAN,home,1,1,19,1,1,ASCOLI,1987-88
ASCOLI,away,1,1,19,1,1,MILAN,1987-88
PESCARA,home,0,0,19,0,1,CESENA,1987-88
CESENA,away,0,0,19,1,0,PESCARA,1987-88
EMPOLI,home,0,0,19,0,0,FIORENTINA,1987-88
FIORENTINA,away,0,0,19,0,0,EMPOLI,1987-88
TORINO,home,0,0,19,0,1,INTER,1987-88
INTER,away,0,0,19,1,0,TORINO,1987-88
HELLAS VERONA,home,0,0,19,0,0,JUVENTUS,1987-88
JUVENTUS,away,0,0,19,0,0,HELLAS VERONA,1987-88
AVELLINO,home,0,0,19,4,0,NAPOLI,1987-88
NAPOLI,away,0,0,19,0,4,AVELLINO,1987-88
ROMA,home,0,0,19,1,1,PISA,1987-88
PISA,away,0,0,19,1,1,ROMA,1987-88
COMO,home,0,0,19,3,0,SAMPDORIA,1987-88
SAMPDORIA,away,0,0,19,0,3,COMO,1987-88
FIORENTINA,home,0,0,20,1,1,AVELLINO,1987-88
AVELLINO,away,0,0,20,1,1,FIORENTINA,1987-88
PISA,home,0,0,20,0,0,COMO,1987-88
COMO,away,0,0,20,0,0,PISA,1987-88
ASCOLI,home,0,0,20,2,0,EMPOLI,1987-88
EMPOLI,away,0,0,20,0,2,ASCOLI,1987-88
INTER,home,1,0,20,1,1,HELLAS VERONA,1987-88
HELLAS VERONA,away,0,1,20,1,1,INTER,1987-88
SAMPDORIA,home,0,0,20,2,1,MILAN,1987-88
MILAN,away,0,0,20,1,2,SAMPDORIA,1987-88
NAPOLI,home,0,0,20,0,1,PESCARA,1987-88
PESCARA,away,0,0,20,1,0,NAPOLI,1987-88
JUVENTUS,home,0,0,20,2,0,ROMA,1987-88
ROMA,away,0,0,20,0,2,JUVENTUS,1987-88
CESENA,home,0,0,20,2,2,TORINO,1987-88
TORINO,away,0,0,20,2,2,CESENA,1987-88
COMO,home,0,0,21,0,0,ASCOLI,1987-88
ASCOLI,away,0,0,21,0,0,COMO,1987-88
AVELLINO,home,0,1,21,1,1,CESENA,1987-88
CESENA,away,1,0,21,1,1,AVELLINO,1987-88
TORINO,home,0,0,21,1,0,FIORENTINA,1987-88
FIORENTINA,away,0,0,21,0,1,TORINO,1987-88
INTER,home,0,0,21,1,0,JUVENTUS,1987-88
JUVENTUS,away,0,0,21,0,1,INTER,1987-88
HELLAS VERONA,home,0,0,21,0,0,MILAN,1987-88
MILAN,away,0,0,21,0,0,HELLAS VERONA,1987-88
ROMA,home,0,0,21,1,2,NAPOLI,1987-88
NAPOLI,away,0,0,21,2,1,ROMA,1987-88
EMPOLI,home,0,0,21,0,0,PISA,1987-88
PISA,away,0,0,21,0,0,EMPOLI,1987-88
PESCARA,home,0,0,21,2,1,SAMPDORIA,1987-88
SAMPDORIA,away,0,0,21,1,2,PESCARA,1987-88
JUVENTUS,home,0,0,22,1,0,AVELLINO,1987-88
AVELLINO,away,0,0,22,0,1,JUVENTUS,1987-88
SAMPDORIA,home,0,0,22,2,0,CESENA,1987-88
CESENA,away,0,0,22,0,2,SAMPDORIA,1987-88
ROMA,home,0,0,22,0,1,COMO,1987-88
COMO,away,0,0,22,1,0,ROMA,1987-88
NAPOLI,home,0,0,22,0,0,EMPOLI,1987-88
EMPOLI,away,0,0,22,0,0,NAPOLI,1987-88
ASCOLI,home,0,1,22,2,1,HELLAS VERONA,1987-88
HELLAS VERONA,away,1,0,22,1,2,ASCOLI,1987-88
PISA,home,0,0,22,2,1,INTER,1987-88
INTER,away,0,0,22,1,2,PISA,1987-88
FIORENTINA,home,0,0,22,1,1,PESCARA,1987-88
PESCARA,away,0,0,22,1,1,FIORENTINA,1987-88
MILAN,home,0,0,22,1,1,TORINO,1987-88
TORINO,away,0,0,22,1,1,MILAN,1987-88
INTER,home,1,1,23,2,1,ASCOLI,1987-88
ASCOLI,away,1,1,23,1,2,INTER,1987-88
CESENA,home,0,0,23,3,1,FIORENTINA,1987-88
FIORENTINA,away,0,0,23,1,3,CESENA,1987-88
TORINO,home,0,0,23,0,2,HELLAS VERONA,1987-88
HELLAS VERONA,away,0,0,23,2,0,TORINO,1987-88
PISA,home,0,0,23,2,1,JUVENTUS,1987-88
JUVENTUS,away,0,0,23,1,2,PISA,1987-88
PESCARA,home,0,0,23,2,0,MILAN,1987-88
MILAN,away,0,0,23,0,2,PESCARA,1987-88
COMO,home,0,0,23,3,0,NAPOLI,1987-88
NAPOLI,away,0,0,23,0,3,COMO,1987-88
EMPOLI,home,0,0,23,1,0,ROMA,1987-88
ROMA,away,0,0,23,0,1,EMPOLI,1987-88
AVELLINO,home,0,0,23,2,0,SAMPDORIA,1987-88
SAMPDORIA,away,0,0,23,0,2,AVELLINO,1987-88
MILAN,home,,,24,0,0,AVELLINO,1987-88
AVELLINO,away,,,24,0,0,MILAN,1987-88
JUVENTUS,home,,,24,0,0,CESENA,1987-88
CESENA,away,,,24,0,0,JUVENTUS,1987-88
COMO,home,,,24,1,1,EMPOLI,1987-88
EMPOLI,away,,,24,1,1,COMO,1987-88
ROMA,home,,,24,4,2,INTER,1987-88
INTER,away,,,24,2,4,ROMA,1987-88
HELLAS VERONA,home,,,24,3,0,PESCARA,1987-88
PESCARA,away,,,24,0,3,HELLAS VERONA,1987-88
ASCOLI,home,,,24,1,1,PISA,1987-88
PISA,away,,,24,1,1,ASCOLI,1987-88
FIORENTINA,home,,,24,1,0,SAMPDORIA,1987-88
SAMPDORIA,away,,,24,0,1,FIORENTINA,1987-88
NAPOLI,home,,,24,0,0,TORINO,1987-88
TORINO,away,,,24,0,0,NAPOLI,1987-88
JUVENTUS,home,0,0,25,1,1,ASCOLI,1987-88
ASCOLI,away,0,0,25,1,1,JUVENTUS,1987-88
AVELLINO,home,0,0,25,0,0,COMO,1987-88
COMO,away,0,0,25,0,0,AVELLINO,1987-88
PISA,home,0,0,25,0,0,FIORENTINA,1987-88
FIORENTINA,away,0,0,25,0,0,PISA,1987-88
CESENA,home,1,1,25,0,1,HELLAS VERONA,1987-88
HELLAS VERONA,away,1,1,25,1,0,CESENA,1987-88
EMPOLI,home,0,0,25,1,0,MILAN,1987-88
MILAN,away,0,0,25,0,1,EMPOLI,1987-88
INTER,home,0,0,25,1,0,NAPOLI,1987-88
NAPOLI,away,0,0,25,0,1,INTER,1987-88
SAMPDORIA,home,0,0,25,0,2,ROMA,1987-88
ROMA,away,0,0,25,2,0,SAMPDORIA,1987-88
PESCARA,home,0,0,25,2,0,TORINO,1987-88
TORINO,away,0,0,25,0,2,PESCARA,1987-88
SAMPDORIA,home,0,0,26,1,1,ASCOLI,1987-88
ASCOLI,away,0,0,26,1,1,SAMPDORIA,1987-88
PESCARA,home,0,0,26,1,1,AVELLINO,1987-88
AVELLINO,away,0,0,26,1,1,PESCARA,1987-88
CESENA,home,0,0,26,2,0,COMO,1987-88
COMO,away,0,0,26,0,2,CESENA,1987-88
TORINO,home,0,0,26,0,0,EMPOLI,1987-88
EMPOLI,away,0,0,26,0,0,TORINO,1987-88
FIORENTINA,home,0,0,26,3,0,INTER,1987-88
INTER,away,0,0,26,0,3,FIORENTINA,1987-88
NAPOLI,home,1,0,26,3,1,JUVENTUS,1987-88
JUVENTUS,away,0,1,26,1,3,NAPOLI,1987-88
HELLAS VERONA,home,0,0,26,0,0,PISA,1987-88
PISA,away,0,0,26,0,0,HELLAS VERONA,1987-88
MILAN,home,0,0,26,0,2,ROMA,1987-88
ROMA,away,0,0,26,2,0,MILAN,1987-88
PISA,home,,,27,1,0,AVELLINO,1987-88
AVELLINO,away,,,27,0,1,PISA,1987-88
EMPOLI,home,,,27,1,1,CESENA,1987-88
CESENA,away,,,27,1,1,EMPOLI,1987-88
ASCOLI,home,,,27,1,0,FIORENTINA,1987-88
FIORENTINA,away,,,27,0,1,ASCOLI,1987-88
NAPOLI,home,,,27,1,1,HELLAS VERONA,1987-88
HELLAS VERONA,away,,,27,1,1,NAPOLI,1987-88
INTER,home,,,27,2,0,MILAN,1987-88
MILAN,away,,,27,0,2,INTER,1987-88
ROMA,home,,,27,0,0,PESCARA,1987-88
PESCARA,away,,,27,0,0,ROMA,1987-88
JUVENTUS,home,,,27,2,2,SAMPDORIA,1987-88
SAMPDORIA,away,,,27,2,2,JUVENTUS,1987-88
COMO,home,,,27,1,1,TORINO,1987-88
TORINO,away,,,27,1,1,COMO,1987-88
AVELLINO,home,0,1,28,2,0,ASCOLI,1987-88
ASCOLI,away,1,0,28,0,2,AVELLINO,1987-88
PESCARA,home,0,0,28,2,1,COMO,1987-88
COMO,away,0,0,28,1,2,PESCARA,1987-88
HELLAS VERONA,home,0,0,28,1,0,EMPOLI,1987-88
EMPOLI,away,0,0,28,0,1,HELLAS VERONA,1987-88
SAMPDORIA,home,0,0,28,3,1,INTER,1987-88
INTER,away,0,0,28,1,3,SAMPDORIA,1987-88
TORINO,home,0,0,28,2,1,JUVENTUS,1987-88
JUVENTUS,away,0,0,28,1,2,TORINO,1987-88
MILAN,home,0,0,28,2,3,NAPOLI,1987-88
NAPOLI,away,0,0,28,3,2,MILAN,1987-88
CESENA,home,0,1,28,1,0,PISA,1987-88
PISA,away,1,0,28,0,1,CESENA,1987-88
FIORENTINA,home,0,0,28,2,1,ROMA,1987-88
ROMA,away,0,0,28,1,2,FIORENTINA,1987-88
EMPOLI,home,0,0,29,1,0,AVELLINO,1987-88
AVELLINO,away,0,0,29,0,1,EMPOLI,1987-88
INTER,home,0,0,29,2,2,CESENA,1987-88
CESENA,away,0,0,29,2,2,INTER,1987-88
NAPOLI,home,1,0,29,3,2,FIORENTINA,1987-88
FIORENTINA,away,0,1,29,2,3,NAPOLI,1987-88
COMO,home,1,0,29,0,1,HELLAS VERONA,1987-88
HELLAS VERONA,away,0,1,29,1,0,COMO,1987-88
JUVENTUS,home,0,0,29,0,0,MILAN,1987-88
MILAN,away,0,0,29,0,0,JUVENTUS,1987-88
ASCOLI,home,0,0,29,0,0,PESCARA,1987-88
PESCARA,away,0,0,29,0,0,ASCOLI,1987-88
PISA,home,0,0,29,0,0,SAMPDORIA,1987-88
SAMPDORIA,away,0,0,29,0,0,PISA,1987-88
ROMA,home,0,0,29,2,0,TORINO,1987-88
TORINO,away,0,0,29,0,2,ROMA,1987-88
CESENA,home,0,0,30,0,0,ASCOLI,1987-88
ASCOLI,away,0,0,30,0,0,CESENA,1987-88
MILAN,home,0,0,30,1,1,COMO,1987-88
COMO,away,0,0,30,1,1,MILAN,1987-88
PESCARA,home,0,0,30,3,2,EMPOLI,1987-88
EMPOLI,away,0,0,30,2,3,PESCARA,1987-88
AVELLINO,home,1,1,30,1,1,INTER,1987-88
INTER,away,1,1,30,1,1,AVELLINO,1987-88
FIORENTINA,home,0,0,30,1,2,JUVENTUS,1987-88
JUVENTUS,away,0,0,30,2,1,FIORENTINA,1987-88
SAMPDORIA,home,0,0,30,1,2,NAPOLI,1987-88
