Avversaria,Campo,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
ROMA,home,0,0,8,0,2,CAGLIARI,1995-96
CAGLIARI,away,0,0,8,2,0,ROMA,1995-96
BARI,home,0,0,8,3,2,FIORENTINA,1995-96
FIORENTINA,away,0,0,8,2,3,BARI,1995-96
MILAN,home,0,0,8,1,1,INTER,1995-96
INTER,away,0,0,8,1,1,MILAN,1995-96
JUVENTUS,home,0,0,8,4,0,LAZIO,1995-96
LAZIO,away,0,0,8,0,4,JUVENTUS,1995-96
CREMONESE,home,0,0,8,0,0,NAPOLI,1995-96
NAPOLI,away,0,0,8,0,0,CREMONESE,1995-96
SAMPDORIA,home,0,1,8,1,1,PADOVA,1995-96
PADOVA,away,1,0,8,1,1,SAMPDORIA,1995-96
PIACENZA,home,0,1,8,3,2,PARMA,1995-96
PARMA,away,1,0,8,2,3,PIACENZA,1995-96
VICENZA,home,0,0,8,1,0,TORINO,1995-96
TORINO,away,0,0,8,0,1,VICENZA,1995-96
ATALANTA,home,0,0,9,1,3,BARI,1995-96
BARI,away,0,0,9,3,1,ATALANTA,1995-96
PARMA,home,0,0,9,0,2,CREMONESE,1995-96
CREMONESE,away,0,0,9,2,0,PARMA,1995-96
LAZIO,home,0,0,9,2,0,FIORENTINA,1995-96
FIORENTINA,away,0,0,9,0,2,LAZIO,1995-96
CAGLIARI,home,0,0,9,3,2,MILAN,1995-96
MILAN,away,0,0,9,2,3,CAGLIARI,1995-96
PADOVA,home,1,0,9,2,0,ROMA,1995-96
ROMA,away,0,1,9,0,2,PADOVA,1995-96
INTER,home,1,0,9,0,0,SAMPDORIA,1995-96
SAMPDORIA,away,0,1,9,0,0,INTER,1995-96
NAPOLI,home,0,0,9,0,0,TORINO,1995-96
TORINO,away,0,0,9,0,0,NAPOLI,1995-96
JUVENTUS,home,0,0,9,1,0,UDINESE,1995-96
UDINESE,away,0,0,9,0,1,JUVENTUS,1995-96
PIACENZA,home,0,0,9,1,1,VICENZA,1995-96
VICENZA,away,0,0,9,1,1,PIACENZA,1995-96
SAMPDORIA,home,0,1,10,3,2,ATALANTA,1995-96
ATALANTA,away,1,0,10,2,3,SAMPDORIA,1995-96
TORINO,home,0,0,10,1,0,CAGLIARI,1995-96
CAGLIARI,away,0,0,10,0,1,TORINO,1995-96
UDINESE,home,0,0,10,2,1,INTER,1995-96
INTER,away,0,0,10,1,2,UDINESE,1995-96
FIORENTINA,home,0,0,10,1,0,JUVENTUS,1995-96
JUVENTUS,away,0,0,10,0,1,FIORENTINA,1995-96
CREMONESE,home,0,0,10,2,1,LAZIO,1995-96
LAZIO,away,0,0,10,1,2,CREMONESE,1995-96
VICENZA,home,0,1,10,1,1,NAPOLI,1995-96
NAPOLI,away,1,0,10,1,1,VICENZA,1995-96
BARI,home,0,1,10,3,0,PADOVA,1995-96
PADOVA,away,1,0,10,0,3,BARI,1995-96
MILAN,home,0,0,10,0,0,PARMA,1995-96
PARMA,away,0,0,10,0,0,MILAN,1995-96
ROMA,home,1,1,10,1,0,PIACENZA,1995-96
PIACENZA,away,1,1,10,0,1,ROMA,1995-96
NAPOLI,home,0,1,11,2,0,CAGLIARI,1995-96
CAGLIARI,away,1,0,11,0,2,NAPOLI,1995-96
PADOVA,home,0,0,11,2,1,CREMONESE,1995-96
CREMONESE,away,0,0,11,1,2,PADOVA,1995-96
INTER,home,0,0,11,1,1,FIORENTINA,1995-96
FIORENTINA,away,0,0,11,1,1,INTER,1995-96
PIACENZA,home,0,0,11,3,0,MILAN,1995-96
MILAN,away,0,0,11,0,3,PIACENZA,1995-96
JUVENTUS,home,0,0,11,1,1,PARMA,1995-96
PARMA,away,0,0,11,1,1,JUVENTUS,1995-96
BARI,home,0,0,11,2,1,ROMA,1995-96
ROMA,away,0,0,11,1,2,BARI,1995-96
UDINESE,home,0,0,11,1,0,SAMPDORIA,1995-96
SAMPDORIA,away,0,0,11,0,1,UDINESE,1995-96
ATALANTA,home,2,1,11,0,1,TORINO,1995-96
TORINO,away,1,2,11,1,0,ATALANTA,1995-96
LAZIO,home,0,0,11,1,0,VICENZA,1995-96
VICENZA,away,0,0,11,0,1,LAZIO,1995-96
VICENZA,home,0,0,12,3,1,ATALANTA,1995-96
ATALANTA,away,0,0,12,1,3,VICENZA,1995-96
SAMPDORIA,home,0,0,12,1,3,BARI,1995-96
BARI,away,0,0,12,3,1,SAMPDORIA,1995-96
CREMONESE,home,1,1,12,2,0,INTER,1995-96
INTER,away,1,1,12,0,2,CREMONESE,1995-96
TORINO,home,0,0,12,5,0,JUVENTUS,1995-96
JUVENTUS,away,0,0,12,0,5,TORINO,1995-96
MILAN,home,0,0,12,0,1,LAZIO,1995-96
LAZIO,away,0,0,12,1,0,MILAN,1995-96
PARMA,home,0,0,12,1,1,NAPOLI,1995-96
NAPOLI,away,0,0,12,1,1,PARMA,1995-96
FIORENTINA,home,1,0,12,0,1,PADOVA,1995-96
PADOVA,away,0,1,12,1,0,FIORENTINA,1995-96
CAGLIARI,home,0,0,12,1,1,PIACENZA,1995-96
PIACENZA,away,0,0,12,1,1,CAGLIARI,1995-96
ROMA,home,0,0,12,1,1,UDINESE,1995-96
UDINESE,away,0,0,12,1,1,ROMA,1995-96
ATALANTA,home,0,0,13,2,0,CAGLIARI,1995-96
CAGLIARI,away,0,0,13,0,2,ATALANTA,1995-96
BARI,home,0,0,13,7,1,CREMONESE,1995-96
CREMONESE,away,0,0,13,1,7,BARI,1995-96
UDINESE,home,0,0,13,3,0,FIORENTINA,1995-96
FIORENTINA,away,0,0,13,0,3,UDINESE,1995-96
NAPOLI,home,0,0,13,0,0,MILAN,1995-96
MILAN,away,0,0,13,0,0,NAPOLI,1995-96
INTER,home,1,0,13,2,1,PADOVA,1995-96
PADOVA,away,0,1,13,1,2,INTER,1995-96
LAZIO,home,0,0,13,2,1,PARMA,1995-96
PARMA,away,0,0,13,1,2,LAZIO,1995-96
VICENZA,home,0,1,13,1,1,ROMA,1995-96
ROMA,away,1,0,13,1,1,VICENZA,1995-96
JUVENTUS,home,0,0,13,2,0,SAMPDORIA,1995-96
SAMPDORIA,away,0,0,13,0,2,JUVENTUS,1995-96
PIACENZA,home,0,0,13,4,2,TORINO,1995-96
TORINO,away,0,0,13,2,4,PIACENZA,1995-96
FIORENTINA,home,0,0,14,1,3,ATALANTA,1995-96
ATALANTA,away,0,0,14,3,1,FIORENTINA,1995-96
PARMA,home,0,1,14,1,1,BARI,1995-96
BARI,away,1,0,14,1,1,PARMA,1995-96
INTER,home,0,0,14,1,0,JUVENTUS,1995-96
JUVENTUS,away,0,0,14,0,1,INTER,1995-96
SAMPDORIA,home,0,0,14,6,3,LAZIO,1995-96
LAZIO,away,0,0,14,3,6,SAMPDORIA,1995-96
TORINO,home,0,1,14,1,1,MILAN,1995-96
MILAN,away,1,0,14,1,1,TORINO,1995-96
ROMA,home,0,1,14,0,2,NAPOLI,1995-96
NAPOLI,away,1,0,14,2,0,ROMA,1995-96
CREMONESE,home,0,1,14,2,1,PIACENZA,1995-96
PIACENZA,away,1,0,14,1,2,CREMONESE,1995-96
PADOVA,home,0,0,14,3,1,UDINESE,1995-96
UDINESE,away,0,0,14,1,3,PADOVA,1995-96
CAGLIARI,home,0,0,14,0,1,VICENZA,1995-96
VICENZA,away,0,0,14,1,0,CAGLIARI,1995-96
TORINO,home,0,0,15,1,1,CREMONESE,1995-96
CREMONESE,away,0,0,15,1,1,TORINO,1995-96
MILAN,home,0,0,15,2,2,FIORENTINA,1995-96
FIORENTINA,away,0,0,15,2,2,MILAN,1995-96
CAGLIARI,home,1,1,15,4,0,INTER,1995-96
INTER,away,1,1,15,0,4,CAGLIARI,1995-96
ROMA,home,0,1,15,0,2,JUVENTUS,1995-96
JUVENTUS,away,1,0,15,2,0,ROMA,1995-96
ATALANTA,home,0,0,15,5,1,LAZIO,1995-96
LAZIO,away,0,0,15,1,5,ATALANTA,1995-96
PIACENZA,home,0,0,15,1,1,PADOVA,1995-96
PADOVA,away,0,0,15,1,1,PIACENZA,1995-96
VICENZA,home,0,0,15,0,1,PARMA,1995-96
PARMA,away,0,0,15,1,0,VICENZA,1995-96
NAPOLI,home,0,0,15,2,2,SAMPDORIA,1995-96
SAMPDORIA,away,0,0,15,2,2,NAPOLI,1995-96
BARI,home,0,0,15,1,2,UDINESE,1995-96
UDINESE,away,0,0,15,2,1,BARI,1995-96
JUVENTUS,home,1,0,16,0,1,ATALANTA,1995-96
ATALANTA,away,0,1,16,1,0,JUVENTUS,1995-96
INTER,home,0,1,16,4,1,BARI,1995-96
BARI,away,1,0,16,1,4,INTER,1995-96
PADOVA,home,0,0,16,0,1,CAGLIARI,1995-96
CAGLIARI,away,0,0,16,1,0,PADOVA,1995-96
SAMPDORIA,home,0,0,16,3,0,MILAN,1995-96
MILAN,away,0,0,16,0,3,SAMPDORIA,1995-96
LAZIO,home,1,1,16,1,0,NAPOLI,1995-96
NAPOLI,away,1,1,16,0,1,LAZIO,1995-96
UDINESE,home,0,0,16,0,2,PIACENZA,1995-96
PIACENZA,away,0,0,16,2,0,UDINESE,1995-96
FIORENTINA,home,0,0,16,2,2,ROMA,1995-96
ROMA,away,0,0,16,2,2,FIORENTINA,1995-96
PARMA,home,1,0,16,2,2,TORINO,1995-96
TORINO,away,0,1,16,2,2,PARMA,1995-96
CREMONESE,home,0,0,16,1,0,VICENZA,1995-96
VICENZA,away,0,0,16,0,1,CREMONESE,1995-96
MILAN,home,0,0,17,0,0,CREMONESE,1995-96
CREMONESE,away,0,0,17,0,0,MILAN,1995-96
PIACENZA,home,0,0,17,2,1,FIORENTINA,1995-96
FIORENTINA,away,0,0,17,1,2,PIACENZA,1995-96
ROMA,home,0,1,17,2,0,INTER,1995-96
INTER,away,1,0,17,0,2,ROMA,1995-96
BARI,home,1,0,17,1,1,JUVENTUS,1995-96
JUVENTUS,away,0,1,17,1,1,BARI,1995-96
TORINO,home,0,0,17,1,1,LAZIO,1995-96
LAZIO,away,0,0,17,1,1,TORINO,1995-96
ATALANTA,home,0,1,17,3,2,PADOVA,1995-96
PADOVA,away,1,0,17,2,3,ATALANTA,1995-96
CAGLIARI,home,1,0,17,4,0,PARMA,1995-96
PARMA,away,0,1,17,0,4,CAGLIARI,1995-96
VICENZA,home,0,0,17,2,2,SAMPDORIA,1995-96
SAMPDORIA,away,0,0,17,2,2,VICENZA,1995-96
NAPOLI,home,0,0,17,3,2,UDINESE,1995-96
UDINESE,away,0,0,17,2,3,NAPOLI,1995-96
UDINESE,home,0,1,18,4,1,CAGLIARI,1995-96
CAGLIARI,away,1,0,18,1,4,UDINESE,1995-96
JUVENTUS,home,0,0,18,3,3,CREMONESE,1995-96
CREMONESE,away,0,0,18,3,3,JUVENTUS,1995-96
PADOVA,home,0,0,18,1,0,MILAN,1995-96
MILAN,away,0,0,18,0,1,PADOVA,1995-96
BARI,home,0,0,18,1,0,NAPOLI,1995-96
NAPOLI,away,0,0,18,0,1,BARI,1995-96
ATALANTA,home,0,0,18,2,0,PARMA,1995-96
PARMA,away,0,0,18,0,2,ATALANTA,1995-96
LAZIO,home,0,0,18,2,1,PIACENZA,1995-96
PIACENZA,away,0,0,18,1,2,LAZIO,1995-96
SAMPDORIA,home,1,1,18,3,1,ROMA,1995-96
ROMA,away,1,1,18,1,3,SAMPDORIA,1995-96
FIORENTINA,home,0,1,18,0,3,TORINO,1995-96
TORINO,away,1,0,18,3,0,FIORENTINA,1995-96
INTER,home,0,0,18,1,1,VICENZA,1995-96
VICENZA,away,0,0,18,1,1,INTER,1995-96
ROMA,home,,,19,2,1,ATALANTA,1995-96
ATALANTA,away,,,19,1,2,ROMA,1995-96
TORINO,home,,,19,2,2,BARI,1995-96
BARI,away,,,19,2,2,TORINO,1995-96
VICENZA,home,,,19,1,1,FIORENTINA,1995-96
FIORENTINA,away,,,19,1,1,VICENZA,1995-96
PARMA,home,,,19,1,1,INTER,1995-96
INTER,away,,,19,1,1,PARMA,1995-96
PIACENZA,home,,,19,2,0,JUVENTUS,1995-96
JUVENTUS,away,,,19,0,2,PIACENZA,1995-96
CAGLIARI,home,,,19,4,0,LAZIO,1995-96
LAZIO,away,,,19,0,4,CAGLIARI,1995-96
NAPOLI,home,,,19,4,2,PADOVA,1995-96
PADOVA,away,,,19,2,4,NAPOLI,1995-96
CREMONESE,home,,,19,2,0,SAMPDORIA,1995-96
SAMPDORIA,away,,,19,0,2,CREMONESE,1995-96
MILAN,home,,,19,0,2,UDINESE,1995-96
UDINESE,away,,,19,2,0,MILAN,1995-96
FIORENTINA,home,0,0,20,0,0,CAGLIARI,1995-96
CAGLIARI,away,0,0,20,0,0,FIORENTINA,1995-96
UDINESE,home,0,0,20,2,2,CREMONESE,1995-96
CREMONESE,away,0,0,20,2,2,UDINESE,1995-96
BARI,home,0,1,20,4,3,LAZIO,1995-96
LAZIO,away,1,0,20,3,4,BARI,1995-96
ROMA,home,0,0,20,3,1,MILAN,1995-96
MILAN,away,0,0,20,1,3,ROMA,1995-96
ATALANTA,home,1,0,20,2,0,NAPOLI,1995-96
NAPOLI,away,0,1,20,0,2,ATALANTA,1995-96
SAMPDORIA,home,0,0,20,1,0,PARMA,1995-96
PARMA,away,0,0,20,0,1,SAMPDORIA,1995-96
INTER,home,1,0,20,1,0,PIACENZA,1995-96
PIACENZA,away,0,1,20,0,1,INTER,1995-96
PADOVA,home,0,0,20,2,0,TORINO,1995-96
TORINO,away,0,0,20,0,2,PADOVA,1995-96
JUVENTUS,home,1,1,20,2,1,VICENZA,1995-96
VICENZA,away,1,1,20,1,2,JUVENTUS,1995-96
MILAN,home,0,1,21,0,1,ATALANTA,1995-96
ATALANTA,away,1,0,21,1,0,MILAN,1995-96
PIACENZA,home,0,0,21,0,0,BARI,1995-96
BARI,away,0,0,21,0,0,PIACENZA,1995-96
PARMA,home,0,0,21,1,0,FIORENTINA,1995-96
FIORENTINA,away,0,0,21,0,1,PARMA,1995-96
NAPOLI,home,0,1,21,4,0,INTER,1995-96
INTER,away,1,0,21,0,4,NAPOLI,1995-96
CAGLIARI,home,0,0,21,4,1,JUVENTUS,1995-96
JUVENTUS,away,0,0,21,1,4,CAGLIARI,1995-96
VICENZA,home,0,0,21,3,2,PADOVA,1995-96
PADOVA,away,0,0,21,2,3,VICENZA,1995-96
CREMONESE,home,0,0,21,3,0,ROMA,1995-96
ROMA,away,0,0,21,0,3,CREMONESE,1995-96
TORINO,home,0,0,21,1,0,SAMPDORIA,1995-96
SAMPDORIA,away,0,0,21,0,1,TORINO,1995-96
LAZIO,home,0,0,21,1,1,UDINESE,1995-96
UDINESE,away,0,0,21,1,1,LAZIO,1995-96
SAMPDORIA,home,0,0,22,3,0,CAGLIARI,1995-96
CAGLIARI,away,0,0,22,0,3,SAMPDORIA,1995-96
FIORENTINA,home,1,0,22,0,0,CREMONESE,1995-96
CREMONESE,away,0,1,22,0,0,FIORENTINA,1995-96
ROMA,home,1,0,22,1,0,LAZIO,1995-96
LAZIO,away,0,1,22,0,1,ROMA,1995-96
BARI,home,0,0,22,3,2,MILAN,1995-96
MILAN,away,0,0,22,2,3,BARI,1995-96
JUVENTUS,home,0,0,22,0,1,NAPOLI,1995-96
NAPOLI,away,0,0,22,1,0,JUVENTUS,1995-96
PADOVA,home,0,0,22,2,1,PARMA,1995-96
PARMA,away,0,0,22,1,2,PADOVA,1995-96
ATALANTA,home,0,1,22,2,2,PIACENZA,1995-96
PIACENZA,away,1,0,22,2,2,ATALANTA,1995-96
INTER,home,0,0,22,0,1,TORINO,1995-96
TORINO,away,0,0,22,1,0,INTER,1995-96
UDINESE,home,0,0,22,0,1,VICENZA,1995-96
VICENZA,away,0,0,22,1,0,UDINESE,1995-96
VICENZA,home,0,0,23,0,2,BARI,1995-96
BARI,away,0,0,23,2,0,VICENZA,1995-96
CAGLIARI,home,0,1,23,3,1,CREMONESE,1995-96
CREMONESE,away,1,0,23,1,3,CAGLIARI,1995-96
NAPOLI,home,0,0,23,3,0,FIORENTINA,1995-96
FIORENTINA,away,0,0,23,0,3,NAPOLI,1995-96
ATALANTA,home,0,1,23,1,0,INTER,1995-96
INTER,away,1,0,23,0,1,ATALANTA,1995-96
MILAN,home,0,0,23,1,1,JUVENTUS,1995-96
JUVENTUS,away,0,0,23,1,1,MILAN,1995-96
LAZIO,home,1,1,23,1,3,PADOVA,1995-96
PADOVA,away,1,1,23,3,1,LAZIO,1995-96
TORINO,home,1,1,23,1,0,ROMA,1995-96
ROMA,away,1,1,23,0,1,TORINO,1995-96
PIACENZA,home,0,0,23,3,0,SAMPDORIA,1995-96
SAMPDORIA,away,0,0,23,0,3,PIACENZA,1995-96
PARMA,home,0,0,23,0,0,UDINESE,1995-96
UDINESE,away,0,0,23,0,0,PARMA,1995-96
VICENZA,home,0,0,24,4,0,MILAN,1995-96
MILAN,away,0,0,24,0,4,VICENZA,1995-96
JUVENTUS,home,0,1,24,0,5,PADOVA,1995-96
PADOVA,away,1,0,24,5,0,JUVENTUS,1995-96
ROMA,home,1,1,24,1,1,PARMA,1995-96
PARMA,away,1,1,24,1,1,ROMA,1995-96
CREMONESE,home,0,1,24,1,1,ATALANTA,1995-96
ATALANTA,away,1,0,24,1,1,CREMONESE,1995-96
BARI,home,0,1,24,4,2,CAGLIARI,1995-96
CAGLIARI,away,1,0,24,2,4,BARI,1995-96
SAMPDORIA,home,0,0,24,2,2,FIORENTINA,1995-96
FIORENTINA,away,0,0,24,2,2,SAMPDORIA,1995-96
INTER,home,0,0,24,0,1,LAZIO,1995-96
LAZIO,away,0,0,24,1,0,INTER,1995-96
PIACENZA,home,0,0,24,0,0,NAPOLI,1995-96
NAPOLI,away,0,0,24,0,0,PIACENZA,1995-96
UDINESE,home,0,0,24,2,0,TORINO,1995-96
TORINO,away,0,0,24,0,2,UDINESE,1995-96
FIORENTINA,home,0,0,25,1,1,BARI,1995-96
BARI,away,0,0,25,1,1,FIORENTINA,1995-96
NAPOLI,home,0,0,25,1,1,CREMONESE,1995-96
CREMONESE,away,0,0,25,1,1,NAPOLI,1995-96
LAZIO,home,0,1,25,4,2,JUVENTUS,1995-96
JUVENTUS,away,1,0,25,2,4,LAZIO,1995-96
INTER,home,0,0,25,0,1,MILAN,1995-96
MILAN,away,0,0,25,1,0,INTER,1995-96
PARMA,home,0,0,25,2,1,PIACENZA,1995-96
PIACENZA,away,0,0,25,1,2,PARMA,1995-96
CAGLIARI,home,0,0,25,1,1,ROMA,1995-96
ROMA,away,0,0,25,1,1,CAGLIARI,1995-96
PADOVA,home,0,0,25,3,1,SAMPDORIA,1995-96
SAMPDORIA,away,0,0,25,1,3,PADOVA,1995-96
ATALANTA,home,0,0,25,3,0,UDINESE,1995-96
UDINESE,away,0,0,25,0,3,ATALANTA,1995-96
TORINO,home,0,0,25,2,1,VICENZA,1995-96
VICENZA,away,0,0,25,1,2,TORINO,1995-96
BARI,home,0,1,26,1,2,ATALANTA,1995-96
ATALANTA,away,1,0,26,2,1,BARI,1995-96
MILAN,home,0,0,26,1,2,CAGLIARI,1995-96
CAGLIARI,away,0,0,26,2,1,MILAN,1995-96
SAMPDORIA,home,0,1,26,0,2,INTER,1995-96
INTER,away,1,0,26,2,0,SAMPDORIA,1995-96
UDINESE,home,1,0,26,2,1,JUVENTUS,1995-96
JUVENTUS,away,0,1,26,1,2,UDINESE,1995-96
FIORENTINA,home,0,1,26,4,0,LAZIO,1995-96
LAZIO,away,1,0,26,0,4,FIORENTINA,1995-96
TORINO,home,1,1,26,1,0,NAPOLI,1995-96
NAPOLI,away,1,1,26,0,1,TORINO,1995-96
ROMA,home,0,0,26,1,2,PADOVA,1995-96
PADOVA,away,0,0,26,2,1,ROMA,1995-96
CREMONESE,home,0,1,26,2,0,PARMA,1995-96
PARMA,away,1,0,26,0,2,CREMONESE,1995-96
VICENZA,home,0,1,26,0,1,PIACENZA,1995-96
PIACENZA,away,1,0,26,1,0,VICENZA,1995-96
PADOVA,home,0,0,27,2,1,BARI,1995-96
BARI,away,0,0,27,1,2,PADOVA,1995-96
LAZIO,home,0,0,27,2,1,CREMONESE,1995-96
CREMONESE,away,0,0,27,1,2,LAZIO,1995-96
