Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario
4,2,2,2,0,0,0,0,0,0,REGGINA,home,0,0,4,8,0,0,0,0,1,0,14,11,4,4,1,2,1,0,0,0,0,0,0,15,8,5,6,2,4,1,1,CHIEVOVERONA,2008-09,10,6,4,3,,,6,3,0,0,,
2,4,2,2,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,8,4,0,0,0,0,0,1,11,14,4,4,1,1,2,0,0,0,0,0,0,8,15,6,5,4,2,1,1,REGGINA,2008-09,6,10,3,4,,,3,6,0,0,,
2,3,7,1,0,0,0,0,0,0,BOLOGNA,home,0,0,3,1,0,0,0,0,0,0,11,18,2,1,1,1,2,0,0,0,0,0,0,9,10,12,12,1,10,0,0,MILAN,2008-09,20,9,10,6,,,10,3,0,0,,
3,2,1,7,0,0,0,0,0,0,MILAN,away,0,0,1,3,0,0,0,0,0,0,18,11,1,2,1,2,1,0,0,0,0,0,0,10,9,12,12,10,1,0,0,BOLOGNA,2008-09,9,20,6,10,,,3,10,0,0,,
2,1,2,1,0,0,0,0,0,0,NAPOLI,home,0,0,6,8,0,0,0,1,0,0,21,14,3,0,1,1,1,0,0,0,0,0,0,13,12,10,11,5,6,0,0,ROMA,2008-09,10,11,3,5,,,7,6,0,0,,
1,2,1,2,0,0,0,0,0,0,ROMA,away,0,0,8,6,0,0,1,0,0,0,14,21,0,3,1,1,1,0,0,0,0,0,0,12,13,11,10,6,5,0,0,NAPOLI,2008-09,11,10,5,3,,,6,7,0,0,,
1,3,1,0,0,0,0,0,0,0,LECCE,home,0,0,6,6,0,0,0,0,0,0,16,9,2,3,1,3,0,0,0,0,0,0,2,13,6,8,8,4,4,1,0,TORINO,2008-09,11,14,4,8,,,7,6,0,0,,
3,1,0,1,0,0,0,0,0,0,TORINO,away,0,0,6,6,0,0,0,0,0,0,9,16,3,2,1,0,3,0,0,0,0,2,0,6,13,8,8,4,4,0,1,LECCE,2008-09,14,11,8,4,,,6,7,0,0,,
1,4,0,1,5,5,7,9,9,9,JUVENTUS,home,2,5,3,3,18,14,1,0,0,0,22,16,4,4,1,1,1,17,9,0,0,0,0,27,25,14,19,2,1,0,0,FIORENTINA,2008-09,4,6,2,3,,,2,3,0,0,,
4,1,1,0,5,5,9,7,9,9,FIORENTINA,away,5,2,3,3,14,18,0,1,0,0,16,22,4,4,1,1,1,9,17,0,0,0,0,25,27,19,14,1,2,0,0,JUVENTUS,2008-09,6,4,3,2,,,3,2,0,0,,
1,2,2,2,0,0,0,0,0,0,ROMA,home,0,0,5,3,0,0,,,0,0,10,19,1,3,2,3,1,0,0,,,0,1,10,12,6,8,7,5,0,0,PALERMO,2008-09,14,15,6,6,0,0,8,9,0,0,,
2,1,2,2,0,0,0,0,0,0,PALERMO,away,0,0,3,5,0,0,,,0,0,19,10,3,1,2,1,3,0,0,,,1,0,12,10,8,6,5,7,0,0,ROMA,2008-09,15,14,6,6,0,0,9,8,0,0,,
2,5,2,0,17,8,15,2,9,8,CATANIA,home,3,0,8,5,22,7,,,1,0,25,13,0,2,2,2,1,8,8,,,0,0,25,11,20,19,0,4,0,0,INTER,2008-09,11,1,6,0,0,1,5,1,0,0,,
5,2,0,2,8,17,2,15,8,9,INTER,away,0,3,5,8,7,22,,,0,1,13,25,2,0,2,1,2,8,8,,,0,0,11,25,19,20,4,0,0,0,CATANIA,2008-09,1,11,0,6,1,0,1,5,0,0,,
2,6,1,0,0,0,0,0,0,0,ATALANTA,home,0,0,7,5,0,0,,,0,0,17,15,4,2,2,0,1,0,0,,,0,1,8,5,2,8,1,2,0,0,BOLOGNA,2008-09,6,10,4,7,0,0,2,3,0,0,,
6,2,0,1,0,0,0,0,0,0,BOLOGNA,away,0,0,5,7,0,0,,,0,0,15,17,2,4,2,1,0,0,0,,,1,0,5,8,8,2,2,1,0,0,ATALANTA,2008-09,10,6,7,4,0,0,3,2,0,0,,
2,4,1,0,0,0,0,0,0,0,MILAN,home,0,0,6,6,0,0,,,0,0,14,10,3,2,2,2,0,0,0,,,0,0,8,23,13,16,5,5,1,0,GENOA,2008-09,12,12,5,7,0,0,7,5,0,0,,
4,2,0,1,0,0,0,0,0,0,GENOA,away,0,0,6,6,0,0,,,0,0,10,14,2,3,2,0,2,0,0,,,0,0,23,8,16,13,5,5,0,1,MILAN,2008-09,12,12,7,5,0,0,5,7,0,0,,
0,2,2,1,0,0,0,0,0,0,SAMPDORIA,home,0,0,5,11,0,0,,,0,0,19,9,2,4,2,2,0,0,0,,,0,0,12,16,14,9,2,1,0,0,LAZIO,2008-09,7,6,4,4,0,0,3,2,0,0,,
2,0,1,2,0,0,0,0,0,0,LAZIO,away,0,0,11,5,0,0,,,0,0,9,19,4,2,2,0,2,0,0,,,0,0,16,12,9,14,1,2,0,0,SAMPDORIA,2008-09,6,7,4,4,0,0,2,3,0,0,,
2,2,3,2,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,3,5,0,0,,,0,0,21,20,12,0,2,2,0,0,0,,,0,0,14,21,12,7,1,1,0,0,LECCE,2008-09,9,10,6,9,0,0,3,1,0,0,,
2,2,2,3,0,0,0,0,0,0,LECCE,away,0,0,5,3,0,0,,,0,0,20,21,0,12,2,0,2,0,0,,,0,0,21,14,7,12,1,1,0,0,CHIEVOVERONA,2008-09,10,9,9,6,0,0,1,3,0,0,,
3,3,3,1,0,0,0,0,0,0,FIORENTINA,home,0,0,4,3,0,0,,,0,0,7,12,1,2,2,2,1,0,0,,,1,1,6,2,8,3,4,3,0,0,NAPOLI,2008-09,12,9,6,3,0,0,6,6,0,0,,
3,3,1,3,0,0,0,0,0,0,NAPOLI,away,0,0,3,4,0,0,,,0,0,12,7,2,1,2,1,2,0,0,,,1,1,2,6,3,8,3,4,0,0,FIORENTINA,2008-09,9,12,3,6,0,0,6,6,0,0,,
3,2,3,0,0,0,0,0,0,0,TORINO,home,0,0,9,4,0,0,,,0,0,23,23,3,5,2,1,1,0,0,,,2,0,16,10,8,15,3,2,0,0,REGGINA,2008-09,10,6,6,2,0,0,4,4,0,0,,
2,3,0,3,0,0,0,0,0,0,REGGINA,away,0,0,4,9,0,0,,,0,0,23,23,5,3,2,1,1,0,0,,,0,2,10,16,15,8,2,3,0,0,TORINO,2008-09,6,10,2,6,0,0,4,4,0,0,,
3,3,1,0,0,0,0,0,0,0,CAGLIARI,home,0,0,7,5,0,0,,,0,0,5,7,1,1,2,2,0,0,0,,,1,0,7,5,5,4,5,2,0,0,SIENA,2008-09,6,7,1,2,0,0,5,5,0,0,,
3,3,0,1,0,0,0,0,0,0,SIENA,away,0,0,5,7,0,0,,,0,0,7,5,1,1,2,0,2,0,0,,,0,1,5,7,4,5,2,5,0,0,CAGLIARI,2008-09,7,6,2,1,0,0,5,5,0,0,,
0,1,1,0,12,5,11,2,13,5,UDINESE,home,1,0,7,2,22,5,,,0,0,14,16,4,4,2,1,0,15,16,,,1,0,10,12,23,9,1,3,0,0,JUVENTUS,2008-09,10,2,5,1,0,0,5,1,0,0,,
1,0,0,1,5,12,2,11,5,13,JUVENTUS,away,0,1,2,7,5,22,,,0,0,16,14,4,4,2,0,1,16,15,,,0,1,12,10,9,23,3,1,0,0,UDINESE,2008-09,2,10,1,5,0,0,1,5,0,0,,
1,1,2,2,0,0,0,0,0,0,ATALANTA,home,0,0,4,5,0,0,0,0,0,0,10,24,2,3,3,1,0,0,0,0,0,1,0,26,20,13,19,5,1,0,0,CATANIA,2008-09,7,17,4,12,,,3,5,0,0,,
1,1,2,2,0,0,0,0,0,0,CATANIA,away,0,0,5,4,0,0,0,0,0,0,24,10,3,2,3,0,1,0,0,0,0,0,1,20,26,19,13,1,5,0,0,ATALANTA,2008-09,17,7,12,4,,,5,3,0,0,,
0,2,1,0,4,3,9,5,10,6,REGGINA,home,5,5,9,3,13,11,0,0,0,0,15,16,8,3,3,3,0,19,23,0,0,0,0,18,24,18,7,0,4,0,0,ROMA,2008-09,6,1,0,1,,,6,0,0,0,,
2,0,0,1,3,4,5,9,6,10,ROMA,away,5,5,3,9,11,13,0,0,0,0,16,15,3,8,3,0,3,23,19,0,0,0,0,24,18,7,18,4,0,0,0,REGGINA,2008-09,1,6,1,0,,,0,6,0,0,,
1,1,0,4,0,0,0,0,0,0,JUVENTUS,home,0,0,3,6,0,0,0,0,0,0,22,8,3,2,3,0,1,0,0,0,0,0,0,9,11,3,5,4,6,0,0,CAGLIARI,2008-09,9,12,3,7,,,6,5,0,0,,
1,1,4,0,0,0,0,0,0,0,CAGLIARI,away,0,0,6,3,0,0,0,0,0,0,8,22,2,3,3,1,0,0,0,0,0,0,0,11,9,5,3,6,4,0,0,JUVENTUS,2008-09,12,9,7,3,,,5,6,0,0,,
3,1,2,0,0,0,0,0,0,0,BOLOGNA,home,0,0,4,4,0,0,0,0,0,0,10,21,4,4,3,1,0,0,0,0,0,2,0,8,5,5,3,3,6,0,0,FIORENTINA,2008-09,18,5,9,2,,,9,3,0,0,,
1,3,0,2,0,0,0,0,0,0,FIORENTINA,away,0,0,4,4,0,0,0,0,0,0,21,10,4,4,3,0,1,0,0,0,0,0,2,5,8,3,5,6,3,0,0,BOLOGNA,2008-09,5,18,2,9,,,3,9,0,0,,
3,4,2,2,0,0,0,0,0,0,SIENA,home,0,0,5,6,0,0,0,0,0,0,22,17,5,2,3,1,1,0,0,0,0,0,0,20,17,14,12,2,3,0,0,LECCE,2008-09,7,8,3,5,,,4,3,0,0,,
4,3,2,2,0,0,0,0,0,0,LECCE,away,0,0,6,5,0,0,0,0,0,0,17,22,2,5,3,1,1,0,0,0,0,0,0,17,20,12,14,3,2,0,0,SIENA,2008-09,8,7,5,3,,,3,4,0,0,,
1,3,1,1,0,0,0,0,0,0,GENOA,home,0,0,4,4,0,0,0,0,0,0,23,18,6,2,3,2,1,0,0,0,0,0,1,14,13,11,9,2,4,0,0,PALERMO,2008-09,10,9,4,5,,,6,4,0,0,,
3,1,1,1,0,0,0,0,0,0,PALERMO,away,0,0,4,4,0,0,0,0,0,0,18,23,2,6,3,1,2,0,0,0,0,1,0,13,14,9,11,4,2,0,0,GENOA,2008-09,9,10,5,4,,,4,6,0,0,,
2,2,2,1,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,5,0,0,0,0,0,0,0,17,21,9,4,3,1,1,0,0,0,0,1,0,18,16,15,15,2,2,0,0,SAMPDORIA,2008-09,10,5,6,2,,,4,3,0,0,,
2,2,1,2,0,0,0,0,0,0,SAMPDORIA,away,0,0,0,5,0,0,0,0,0,0,21,17,4,9,3,1,1,0,0,0,0,0,1,16,18,15,15,2,2,0,0,CHIEVOVERONA,2008-09,5,10,2,6,,,3,4,0,0,,
3,1,1,1,0,0,0,0,0,0,INTER,home,0,0,7,0,0,0,0,0,0,0,16,13,4,3,3,1,3,0,0,0,0,1,0,16,14,17,13,3,5,0,0,TORINO,2008-09,12,7,5,2,,,7,5,0,0,,
1,3,1,1,0,0,0,0,0,0,TORINO,away,0,0,0,7,0,0,0,0,0,0,13,16,3,4,3,3,1,0,0,0,0,0,1,14,16,13,17,5,3,0,0,INTER,2008-09,7,12,2,5,,,5,7,0,0,,
2,2,0,0,0,0,0,0,0,0,NAPOLI,home,0,0,6,3,0,0,0,1,0,0,22,16,1,2,3,0,0,0,0,0,0,1,1,15,15,16,14,3,5,0,0,UDINESE,2008-09,14,11,8,7,,,6,4,0,0,,
2,2,0,0,0,0,0,0,0,0,UDINESE,away,0,0,3,6,0,0,1,0,0,0,16,22,2,1,3,0,0,0,0,0,0,1,1,15,15,14,16,5,3,0,0,NAPOLI,2008-09,11,14,7,8,,,4,6,0,0,,
3,1,2,2,5,3,11,5,6,7,LAZIO,home,3,0,7,5,14,9,0,0,0,0,10,20,2,3,3,4,1,6,5,0,0,1,0,16,19,14,11,1,4,0,0,MILAN,2008-09,9,1,2,0,,,7,1,0,0,,
1,3,2,2,3,5,5,11,7,6,MILAN,away,0,3,5,7,9,14,0,0,0,0,20,10,3,2,3,1,4,5,6,0,0,0,1,19,16,11,14,4,1,0,0,LAZIO,2008-09,1,9,0,2,,,1,7,0,0,,
1,3,1,1,,,,,,,CAGLIARI,home,,,6,3,,,0,0,0,0,15,23,0,7,4,1,0,,,,,0,0,10,5,7,6,3,6,0,0,ATALANTA,2008-09,14,5,7,2,,,7,3,0,0,,
3,1,1,1,,,,,,,ATALANTA,away,,,3,6,,,0,0,0,0,23,15,7,0,4,0,1,,,,,0,0,5,10,6,7,6,3,0,0,CAGLIARI,2008-09,5,14,2,7,,,3,7,0,0,,
3,2,2,7,,,,,,,UDINESE,home,,,2,7,,,0,0,1,0,27,15,0,4,4,0,3,,,,,1,1,19,14,12,18,0,0,0,1,BOLOGNA,2008-09,8,13,7,9,,,1,4,0,0,,
2,3,7,2,,,,,,,BOLOGNA,away,,,7,2,,,0,0,0,1,15,27,4,0,4,3,0,,,,,1,1,14,19,18,12,0,0,1,0,UDINESE,2008-09,13,8,9,7,,,4,1,0,0,,
4,2,3,0,,,,,,,TORINO,home,,,8,3,,,0,0,0,1,18,12,3,10,4,1,1,,,,,0,0,10,6,5,2,2,5,0,1,CHIEVOVERONA,2008-09,12,9,6,6,,,6,3,0,0,,
2,4,0,3,,,,,,,CHIEVOVERONA,away,,,3,8,,,0,0,1,0,12,18,10,3,4,1,1,,,,,0,0,6,10,2,5,5,2,1,0,TORINO,2008-09,9,12,6,6,,,3,6,0,0,,
3,5,3,0,,,,,,,ROMA,home,,,4,4,,,0,1,0,0,18,14,5,3,4,3,1,,,,,0,0,16,16,11,15,3,3,0,0,GENOA,2008-09,12,12,6,8,,,6,4,0,0,,
5,3,0,3,,,,,,,GENOA,away,,,4,4,,,1,0,0,0,14,18,3,5,4,1,3,,,,,0,0,16,16,15,11,3,3,0,0,ROMA,2008-09,12,12,8,6,,,4,6,0,0,,
2,1,0,0,,,,,,,LECCE,home,,,6,2,,,0,0,0,0,14,11,0,2,4,1,0,,,,,1,0,12,6,6,11,3,2,0,0,INTER,2008-09,9,5,5,2,,,4,3,0,0,,
1,2,0,0,,,,,,,INTER,away,,,2,6,,,0,0,0,0,11,14,2,0,4,0,1,,,,,0,1,6,12,11,6,2,3,0,0,LECCE,2008-09,5,9,2,5,,,3,4,0,0,,
0,4,3,1,,,,,,,CATANIA,home,,,5,3,,,0,0,0,0,21,13,2,3,4,1,1,,,,,2,0,7,14,14,7,3,6,0,0,JUVENTUS,2008-09,15,6,6,2,,,9,4,0,0,,
4,0,1,3,,,,,,,JUVENTUS,away,,,3,5,,,0,0,0,0,13,21,3,2,4,1,1,,,,,0,2,14,7,7,14,6,3,0,0,CATANIA,2008-09,6,15,2,6,,,4,9,0,0,,
2,3,6,0,,,,,,,FIORENTINA,home,,,7,6,,,0,0,0,0,15,17,3,4,4,3,0,,,,,1,0,17,19,15,14,1,8,0,0,LAZIO,2008-09,19,7,7,6,,,12,1,0,0,,
3,2,0,6,,,,,,,LAZIO,away,,,6,7,,,0,0,0,0,17,15,4,3,4,0,3,,,,,0,1,19,17,14,15,8,1,0,0,FIORENTINA,2008-09,7,19,6,7,,,1,12,0,0,,
2,3,2,0,,,,,,,PALERMO,home,,,1,6,,,0,0,0,0,16,14,0,5,4,2,1,,,,,1,0,7,4,8,7,4,1,0,1,NAPOLI,2008-09,8,10,4,5,,,4,5,0,0,,
3,2,0,2,,,,,,,NAPOLI,away,,,6,1,,,0,0,0,0,14,16,5,0,4,1,2,,,,,0,1,4,7,7,8,1,4,1,0,PALERMO,2008-09,10,8,5,4,,,5,4,0,0,,
1,4,2,1,,,,,,,MILAN,home,,,3,1,,,0,0,0,0,26,22,3,3,4,1,2,,,,,0,0,18,15,12,11,2,5,0,0,REGGINA,2008-09,12,8,6,4,,,6,4,0,0,,
4,1,1,2,,,,,,,REGGINA,away,,,1,3,,,0,0,0,0,22,26,3,3,4,2,1,,,,,0,0,15,18,11,12,5,2,0,0,MILAN,2008-09,8,12,4,6,,,4,6,0,0,,
2,2,0,0,,,,,,,SAMPDORIA,home,,,2,6,,,0,0,0,0,12,14,1,2,4,0,0,,,,,0,0,10,9,5,7,3,0,0,0,SIENA,2008-09,2,5,2,2,,,0,3,0,0,,
2,2,0,0,,,,,,,SIENA,away,,,6,2,,,0,0,0,0,14,12,2,1,4,0,0,,,,,0,0,9,10,7,5,0,3,0,0,SAMPDORIA,2008-09,5,2,2,2,,,3,0,0,0,,
2,2,1,0,0,0,0,0,0,0,JUVENTUS,home,0,0,10,2,0,0,0,0,0,0,19,9,5,0,5,0,0,0,0,0,0,0,0,8,13,9,8,2,1,0,0,SAMPDORIA,2008-09,9,7,8,5,,,1,2,0,0,,
2,2,0,1,0,0,0,0,0,0,SAMPDORIA,away,0,0,2,10,0,0,0,0,0,0,9,19,0,5,5,0,0,0,0,0,0,0,0,13,8,8,9,1,2,0,0,JUVENTUS,2008-09,7,9,5,8,,,2,1,0,0,,
5,4,2,1,1,4,4,3,10,2,GENOA,home,1,1,7,5,7,5,0,0,0,0,29,16,3,2,5,1,0,7,5,0,0,0,0,15,25,17,11,1,1,0,0,FIORENTINA,2008-09,6,1,3,0,,,3,1,0,0,,
4,5,1,2,4,1,3,4,2,10,FIORENTINA,away,1,1,5,7,5,7,0,0,0,0,16,29,2,3,5,0,1,5,7,0,0,0,0,25,15,11,17,1,1,0,0,GENOA,2008-09,1,6,0,3,,,1,3,0,0,,
2,1,1,2,0,0,0,0,0,0,NAPOLI,home,0,0,8,8,0,0,0,0,0,0,18,12,1,1,5,0,1,0,0,0,0,0,0,10,6,9,13,2,2,0,0,BOLOGNA,2008-09,9,6,7,3,,,2,3,0,0,,
1,2,2,1,0,0,0,0,0,0,BOLOGNA,away,0,0,8,8,0,0,0,0,0,0,12,18,1,1,5,1,0,0,0,0,0,0,0,6,10,13,9,2,2,0,0,NAPOLI,2008-09,6,9,3,7,,,3,2,0,0,,
3,0,0,0,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,4,5,0,0,0,1,0,0,9,16,10,1,5,1,0,0,0,0,0,0,1,22,22,21,18,8,2,0,0,CATANIA,2008-09,13,12,10,3,,,3,9,0,0,,
0,3,0,0,0,0,0,0,0,0,CATANIA,away,0,0,5,4,0,0,1,0,0,0,16,9,1,10,5,0,1,0,0,0,0,1,0,22,22,18,21,2,8,0,0,CHIEVOVERONA,2008-09,12,13,3,10,,,9,3,0,0,,
3,2,2,1,0,0,0,0,0,0,CAGLIARI,home,0,0,0,8,0,0,0,0,0,0,17,13,6,2,5,2,0,0,0,0,0,0,0,21,15,10,14,3,3,0,0,LECCE,2008-09,11,9,6,6,,,5,3,0,0,,
2,3,1,2,0,0,0,0,0,0,LECCE,away,0,0,8,0,0,0,0,0,0,0,13,17,2,6,5,0,2,0,0,0,0,0,0,15,21,14,10,3,3,0,0,CAGLIARI,2008-09,9,11,6,6,,,3,5,0,0,,
1,3,2,2,0,0,0,0,0,0,REGGINA,home,0,0,5,3,0,0,0,0,0,0,21,17,3,2,5,1,0,0,0,0,0,0,0,32,30,25,17,1,0,0,0,PALERMO,2008-09,6,3,5,2,,,1,1,0,0,,
3,1,2,2,0,0,0,0,0,0,PALERMO,away,0,0,3,5,0,0,0,0,0,0,17,21,2,3,5,0,1,0,0,0,0,0,0,30,32,17,25,0,1,0,0,REGGINA,2008-09,3,6,2,5,,,1,1,0,0,,
2,2,1,1,0,0,0,0,0,0,ATALANTA,home,0,0,3,4,0,0,0,0,0,0,10,23,8,2,5,2,0,0,0,0,0,0,0,10,14,17,8,0,3,0,0,ROMA,2008-09,8,4,4,4,,,4,0,0,0,,
2,2,1,1,0,0,0,0,0,0,ROMA,away,0,0,4,3,0,0,0,0,0,0,23,10,2,8,5,0,2,0,0,0,0,0,0,14,10,8,17,3,0,0,0,ATALANTA,2008-09,4,8,4,4,,,0,4,0,0,,
3,2,0,0,0,0,0,0,0,0,LAZIO,home,0,0,1,2,0,0,1,0,1,0,22,17,2,3,5,1,3,0,0,0,0,1,1,7,9,5,4,5,2,1,1,TORINO,2008-09,9,13,5,4,,,4,9,0,0,,
2,3,0,0,0,0,0,0,0,0,TORINO,away,0,0,2,1,0,0,0,1,0,1,17,22,3,2,5,3,1,0,0,0,0,1,1,9,7,4,5,2,5,1,1,LAZIO,2008-09,13,9,4,5,,,9,4,0,0,,
0,2,3,0,0,0,0,0,0,0,SIENA,home,0,0,7,5,0,0,0,0,0,0,18,13,8,2,5,2,1,0,0,0,0,0,1,12,10,19,12,3,5,0,0,UDINESE,2008-09,11,10,4,5,,,7,5,0,0,,
2,0,0,3,0,0,0,0,0,0,UDINESE,away,0,0,5,7,0,0,0,0,0,0,13,18,2,8,5,1,2,0,0,0,0,1,0,10,12,12,19,5,3,0,0,SIENA,2008-09,10,11,5,4,,,5,7,0,0,,
2,4,1,1,8,6,7,3,4,4,INTER,home,4,0,5,2,11,12,0,1,0,0,14,16,5,5,5,1,0,13,14,0,0,0,0,30,32,19,23,1,3,0,0,MILAN,2008-09,6,4,2,3,,,4,1,0,0,,
4,2,1,1,6,8,3,7,4,4,MILAN,away,0,4,2,5,12,11,1,0,0,0,16,14,5,5,5,0,1,14,13,0,0,0,0,32,30,23,19,3,1,0,0,INTER,2008-09,4,6,3,2,,,1,4,0,0,,
2,5,2,1,0,0,0,0,0,0,LECCE,home,0,0,10,3,0,0,0,0,0,0,27,10,2,2,6,1,1,0,0,,,0,0,15,8,8,11,2,5,0,0,LAZIO,2008-09,13,4,7,1,,,6,3,0,0,,
5,2,1,2,0,0,0,0,0,0,LAZIO,away,0,0,3,10,0,0,0,0,0,0,10,27,2,2,6,1,1,0,0,,,0,0,8,15,11,8,5,2,0,0,LECCE,2008-09,4,13,1,7,,,3,6,0,0,,
2,2,2,0,2,5,5,6,14,3,BOLOGNA,home,3,1,11,5,16,5,0,0,0,0,8,14,4,0,6,2,1,6,10,,,1,0,17,27,21,15,0,3,1,0,INTER,2008-09,6,1,1,0,,,5,1,0,0,,
2,2,0,2,5,2,6,5,3,14,INTER,away,1,3,5,11,5,16,0,0,0,0,14,8,0,4,6,1,2,10,6,,,0,1,27,17,15,21,3,0,0,1,BOLOGNA,2008-09,1,6,0,1,,,1,5,0,0,,
3,3,4,0,0,0,0,0,0,0,SAMPDORIA,home,0,0,5,2,0,0,0,1,0,1,23,11,1,3,6,4,2,0,0,,,0,0,5,6,8,3,1,7,0,1,ATALANTA,2008-09,15,4,4,1,,,11,3,0,0,,
3,3,0,4,0,0,0,0,0,0,ATALANTA,away,0,0,2,5,0,0,1,0,1,0,11,23,3,1,6,2,4,0,0,,,0,0,6,5,3,8,7,1,1,0,SAMPDORIA,2008-09,4,15,1,4,,,3,11,0,0,,
3,2,1,3,0,0,0,0,0,0,FIORENTINA,home,0,0,5,4,0,0,0,0,1,0,15,16,3,7,6,0,2,0,0,,,0,2,7,3,4,4,3,3,0,0,CHIEVOVERONA,2008-09,5,9,2,2,,,3,7,0,0,,
2,3,3,1,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,4,5,0,0,0,0,0,1,16,15,7,3,6,2,0,0,0,,,2,0,3,7,4,4,3,3,0,0,FIORENTINA,2008-09,9,5,2,2,,,7,3,0,0,,
1,3,3,1,0,0,0,0,0,0,NAPOLI,home,0,0,8,3,0,0,1,0,1,0,21,21,2,1,6,3,2,0,0,,,0,0,8,11,11,15,3,3,0,0,GENOA,2008-09,8,9,2,4,,,6,5,0,0,,
