Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario
3,1,1,3,0,0,0,0,0,0,GENOA,away,0,0,3,8,0,0,0,1,0,1,21,21,1,2,6,2,3,0,0,,,0,0,11,8,15,11,3,3,0,0,NAPOLI,2008-09,9,8,4,2,,,5,6,0,0,,
2,2,0,0,0,0,0,0,0,0,PALERMO,home,0,0,3,2,0,0,1,0,0,0,22,10,1,10,6,1,2,0,0,,,0,0,12,6,6,12,1,2,0,0,JUVENTUS,2008-09,9,6,6,3,,,3,3,0,0,,
2,2,0,0,0,0,0,0,0,0,JUVENTUS,away,0,0,2,3,0,0,0,1,0,0,10,22,10,1,6,2,1,0,0,,,0,0,6,12,12,6,2,1,0,0,PALERMO,2008-09,6,9,3,6,,,3,3,0,0,,
3,3,4,0,0,0,0,0,0,0,CATANIA,home,0,0,17,5,0,0,0,1,0,0,22,15,2,2,6,1,1,0,0,,,1,0,11,9,8,10,1,6,0,0,REGGINA,2008-09,21,8,13,6,,,8,2,0,0,,
3,3,0,4,0,0,0,0,0,0,REGGINA,away,0,0,5,17,0,0,1,0,0,0,15,22,2,2,6,1,1,0,0,,,0,1,9,11,10,8,6,1,0,0,CATANIA,2008-09,8,21,6,13,,,2,8,0,0,,
3,1,4,1,0,0,0,0,0,0,ROMA,home,0,0,3,4,0,0,0,2,0,0,10,11,3,4,6,1,0,0,0,,,0,0,7,11,10,4,5,4,0,0,SIENA,2008-09,8,8,3,3,,,5,5,0,0,,
1,3,1,4,0,0,0,0,0,0,SIENA,away,0,0,4,3,0,0,2,0,0,0,11,10,4,3,6,0,1,0,0,,,0,0,11,7,4,10,4,5,0,0,ROMA,2008-09,8,8,3,3,,,5,5,0,0,,
2,4,0,1,0,0,0,0,0,0,TORINO,home,0,0,3,4,0,0,0,0,0,0,19,13,3,2,6,2,0,0,0,,,0,1,14,12,13,12,3,0,0,0,UDINESE,2008-09,9,4,7,1,,,2,3,0,0,,
4,2,1,0,0,0,0,0,0,0,UDINESE,away,0,0,4,3,0,0,0,0,0,0,13,19,2,3,6,0,2,0,0,,,1,0,12,14,12,13,0,3,0,0,TORINO,2008-09,4,9,1,7,,,3,2,0,0,,
3,3,1,1,5,2,3,4,7,10,MILAN,home,0,1,5,5,15,11,0,0,0,0,15,22,11,0,6,0,0,8,4,,,0,0,20,22,16,12,1,1,0,0,CAGLIARI,2008-09,5,4,4,3,,,1,1,0,0,,
3,3,1,1,2,5,4,3,10,7,CAGLIARI,away,1,0,5,5,11,15,0,0,0,0,22,15,0,11,6,0,0,4,8,,,0,0,22,20,12,16,1,1,0,0,MILAN,2008-09,4,5,3,4,,,1,1,0,0,,
1,1,0,0,0,0,0,0,0,0,REGGINA,home,0,0,13,4,0,0,0,0,0,1,15,19,3,1,7,3,0,0,0,,,0,0,6,10,10,6,2,11,1,0,FIORENTINA,2008-09,23,4,9,2,,,14,2,0,0,,
1,1,0,0,0,0,0,0,0,0,FIORENTINA,away,0,0,4,13,0,0,0,0,1,0,19,15,1,3,7,0,3,0,0,,,0,0,10,6,6,10,11,2,0,1,REGGINA,2008-09,4,23,2,9,,,2,14,0,0,,
3,4,2,1,7,2,10,5,10,6,JUVENTUS,home,2,1,2,4,18,10,0,0,0,0,22,13,0,4,7,2,1,5,1,,,0,0,19,22,16,12,2,2,0,0,NAPOLI,2008-09,5,8,1,4,,,4,4,0,0,,
4,3,1,2,2,7,5,10,6,10,NAPOLI,away,1,2,4,2,10,18,0,0,0,0,13,22,4,0,7,1,2,1,5,,,0,0,22,19,12,16,2,2,0,0,JUVENTUS,2008-09,8,5,4,1,,,4,4,0,0,,
4,4,3,2,0,0,0,0,0,0,LAZIO,home,0,0,5,7,0,0,0,0,0,0,24,30,4,4,7,3,1,0,0,,,0,0,12,22,21,12,4,1,0,0,BOLOGNA,2008-09,5,10,1,5,,,4,5,0,0,,
4,4,2,3,0,0,0,0,0,0,BOLOGNA,away,0,0,7,5,0,0,0,0,0,0,30,24,4,4,7,1,3,0,0,,,0,0,22,12,12,21,1,4,0,0,LAZIO,2008-09,10,5,5,1,,,5,4,0,0,,
1,1,1,0,0,0,0,0,0,0,PALERMO,home,0,0,3,7,0,0,0,1,0,0,11,17,1,2,7,2,0,0,0,,,0,0,9,14,4,7,5,3,1,0,CATANIA,2008-09,16,11,11,6,,,5,5,0,0,,
1,1,0,1,0,0,0,0,0,0,CATANIA,away,0,0,7,3,0,0,1,0,0,0,17,11,2,1,7,0,2,0,0,,,0,0,14,9,7,4,3,5,0,1,PALERMO,2008-09,11,16,6,11,,,5,5,0,0,,
1,2,1,1,0,0,0,0,0,0,ATALANTA,home,0,0,12,7,0,0,0,0,0,0,11,12,12,8,7,1,1,0,0,,,0,0,11,8,6,7,3,2,0,0,CHIEVOVERONA,2008-09,5,7,2,3,,,3,4,0,0,,
2,1,1,1,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,7,12,0,0,0,0,0,0,12,11,8,12,7,1,1,0,0,,,0,0,8,11,7,6,2,3,0,0,ATALANTA,2008-09,7,5,3,2,,,4,3,0,0,,
2,2,5,0,0,0,0,0,0,0,SIENA,home,0,0,4,6,0,0,0,0,0,0,7,11,7,2,7,1,0,0,0,,,0,1,13,8,8,8,2,7,0,0,GENOA,2008-09,13,4,5,1,,,8,3,0,0,,
2,2,0,5,0,0,0,0,0,0,GENOA,away,0,0,6,4,0,0,0,0,0,0,11,7,2,7,7,0,1,0,0,,,1,0,8,13,8,8,7,2,0,0,SIENA,2008-09,4,13,1,5,,,3,8,0,0,,
4,3,1,2,0,0,0,0,0,0,UDINESE,home,0,0,5,4,0,0,0,0,0,0,18,23,0,0,7,2,2,0,0,,,0,1,19,15,6,13,7,2,0,0,LECCE,2008-09,6,18,2,8,,,4,10,0,0,,
3,4,2,1,0,0,0,0,0,0,LECCE,away,0,0,4,5,0,0,0,0,0,0,23,18,0,0,7,2,2,0,0,,,1,0,15,19,13,6,2,7,0,0,UDINESE,2008-09,18,6,8,2,,,10,4,0,0,,
2,2,2,1,0,0,0,0,0,0,SAMPDORIA,home,0,0,5,4,0,0,0,1,0,0,14,25,1,3,7,3,0,0,0,,,0,0,10,6,6,6,2,4,1,0,MILAN,2008-09,11,6,4,4,,,7,2,0,0,,
2,2,1,2,0,0,0,0,0,0,MILAN,away,0,0,4,5,0,0,1,0,0,0,25,14,3,1,7,0,3,0,0,,,0,0,6,10,6,6,4,2,0,1,SAMPDORIA,2008-09,6,11,4,4,,,2,7,0,0,,
2,4,3,1,0,0,0,0,0,0,CAGLIARI,home,0,0,7,8,0,0,0,0,0,0,9,18,3,3,7,0,1,0,0,,,0,1,12,14,8,9,2,6,0,0,TORINO,2008-09,10,5,4,1,,,6,4,0,0,,
4,2,1,3,0,0,0,0,0,0,TORINO,away,0,0,8,7,0,0,0,0,0,0,18,9,3,3,7,1,0,0,0,,,1,0,14,12,9,8,6,2,0,0,CAGLIARI,2008-09,5,10,1,4,,,4,6,0,0,,
1,1,1,3,2,8,7,6,12,6,INTER,home,1,9,9,10,9,6,0,0,0,0,15,12,4,8,7,0,4,5,7,,,0,1,27,19,11,20,2,1,0,0,ROMA,2008-09,6,7,5,3,,,1,4,0,0,,
1,1,3,1,8,2,6,7,6,12,ROMA,away,9,1,10,9,6,9,0,0,0,0,12,15,8,4,7,4,0,7,5,,,1,0,19,27,20,11,1,2,0,0,INTER,2008-09,7,6,3,5,,,4,1,0,0,,
2,1,4,0,0,0,0,0,0,0,CATANIA,home,0,0,14,3,0,0,0,0,0,0,12,10,3,3,8,1,1,0,0,,,0,0,7,8,7,2,1,13,0,1,SIENA,2008-09,21,4,7,2,,,14,2,0,0,,
1,2,0,4,0,0,0,0,0,0,SIENA,away,0,0,3,14,0,0,0,0,0,0,10,12,3,3,8,1,1,0,0,,,0,0,8,7,2,7,13,1,1,0,CATANIA,2008-09,4,21,2,7,,,2,14,0,0,,
2,3,0,0,6,10,9,4,3,5,TORINO,home,0,3,7,5,8,8,0,0,0,0,23,17,4,4,8,1,0,12,21,,,0,0,19,11,21,16,0,2,0,0,JUVENTUS,2008-09,3,3,0,3,,,3,0,0,0,,
3,2,0,0,10,6,4,9,5,3,JUVENTUS,away,3,0,5,7,8,8,0,0,0,0,17,23,4,4,8,0,1,21,12,,,0,0,11,19,16,21,2,0,0,0,TORINO,2008-09,3,3,3,0,,,0,3,0,0,,
3,4,0,1,0,0,0,0,0,0,MILAN,home,0,0,2,0,0,0,0,0,0,0,24,21,2,8,8,0,1,0,0,,,0,0,5,10,20,12,0,6,0,0,ATALANTA,2008-09,10,4,4,3,,,6,1,0,0,,
4,3,1,0,0,0,0,0,0,0,ATALANTA,away,0,0,0,2,0,0,0,0,0,0,21,24,8,2,8,1,0,0,0,,,0,0,10,5,12,20,6,0,0,0,MILAN,2008-09,4,10,3,4,,,1,6,0,0,,
3,4,3,1,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,4,3,0,0,0,0,0,0,23,21,11,2,8,2,0,0,0,,,0,0,9,12,6,3,0,4,0,0,CAGLIARI,2008-09,6,4,1,4,,,5,0,0,0,,
4,3,1,3,0,0,0,0,0,0,CAGLIARI,away,0,0,3,4,0,0,0,0,0,0,21,23,2,11,8,0,2,0,0,,,0,0,12,9,3,6,4,0,0,0,CHIEVOVERONA,2008-09,4,6,4,1,,,0,5,0,0,,
4,3,2,1,0,0,0,0,0,0,GENOA,home,0,0,6,2,0,0,0,1,0,0,16,14,3,4,8,0,0,0,0,,,0,0,7,9,5,2,6,4,0,0,INTER,2008-09,16,9,12,3,,,4,6,0,0,,
3,4,1,2,0,0,0,0,0,0,INTER,away,0,0,2,6,0,0,1,0,0,0,14,16,4,3,8,0,0,0,0,,,0,0,9,7,2,5,4,6,0,0,GENOA,2008-09,9,16,3,12,,,6,4,0,0,,
4,1,2,1,0,0,0,0,0,0,NAPOLI,home,0,0,3,4,0,0,0,0,0,0,13,23,1,1,8,0,1,0,0,,,1,1,14,9,9,16,2,3,0,0,LAZIO,2008-09,9,5,5,2,,,4,3,0,0,,
1,4,1,2,0,0,0,0,0,0,LAZIO,away,0,0,4,3,0,0,0,0,0,0,23,13,1,1,8,1,0,0,0,,,1,1,9,14,16,9,3,2,0,0,NAPOLI,2008-09,5,9,2,5,,,3,4,0,0,,
2,3,2,0,0,0,0,0,0,0,LECCE,home,0,0,8,4,0,0,0,0,0,0,21,15,2,2,8,2,0,0,0,,,0,0,9,10,5,5,3,1,2,0,REGGINA,2008-09,6,7,3,4,,,3,3,0,0,,
3,2,0,2,0,0,0,0,0,0,REGGINA,away,0,0,4,8,0,0,0,0,0,0,15,21,2,2,8,0,2,0,0,,,0,0,10,9,5,5,1,3,0,2,LECCE,2008-09,7,6,4,3,,,3,3,0,0,,
2,2,4,1,0,0,0,0,0,0,BOLOGNA,home,0,0,9,6,0,0,0,0,0,0,22,15,4,1,8,2,0,0,0,,,1,0,7,8,12,8,2,8,0,0,SAMPDORIA,2008-09,18,4,9,2,,,9,2,0,0,,
2,2,1,4,0,0,0,0,0,0,SAMPDORIA,away,0,0,6,9,0,0,0,0,0,0,15,22,1,4,8,0,2,0,0,,,0,1,8,7,8,12,8,2,0,0,BOLOGNA,2008-09,4,18,2,9,,,2,9,0,0,,
4,4,1,0,0,0,0,0,0,0,ROMA,home,0,0,2,9,0,0,0,0,0,0,13,21,6,0,8,3,1,0,0,,,1,0,15,16,16,11,8,5,1,1,UDINESE,2008-09,10,17,1,8,,,9,9,0,0,,
4,4,0,1,0,0,0,0,0,0,UDINESE,away,0,0,9,2,0,0,0,0,0,0,21,13,0,6,8,1,3,0,0,,,0,1,16,15,11,16,5,8,1,1,ROMA,2008-09,17,10,8,1,,,9,9,0,0,,
2,1,1,2,4,6,5,2,9,10,FIORENTINA,home,4,5,5,7,13,12,0,0,0,0,20,9,6,11,8,1,3,7,12,,,0,1,20,18,9,12,1,3,0,0,PALERMO,2008-09,8,8,4,3,,,4,5,0,0,,
1,2,2,1,6,4,2,5,10,9,PALERMO,away,5,4,7,5,12,13,0,0,0,0,9,20,11,6,8,3,1,12,7,,,1,0,18,20,12,9,3,1,0,0,FIORENTINA,2008-09,8,8,3,4,,,5,4,0,0,,
3,1,1,2,,,,,,,JUVENTUS,home,,,4,7,,,0,0,0,0,23,17,4,2,9,1,2,,,,,0,1,14,13,8,12,4,2,0,0,BOLOGNA,2008-09,7,14,4,7,,,3,7,0,0,,
1,3,2,1,,,,,,,BOLOGNA,away,,,7,4,,,0,0,0,0,17,23,2,4,9,2,1,,,,,1,0,13,14,12,8,2,4,0,0,JUVENTUS,2008-09,14,7,7,4,,,7,3,0,0,,
3,4,0,0,,,,,,,UDINESE,home,,,2,1,,,0,0,0,0,17,18,1,2,9,0,2,,,,,1,0,19,15,15,16,4,9,0,0,CATANIA,2008-09,19,11,9,5,,,10,6,0,0,,
4,3,0,0,,,,,,,CATANIA,away,,,1,2,,,0,0,0,0,18,17,2,1,9,2,0,,,,,0,1,15,19,16,15,9,4,0,0,UDINESE,2008-09,11,19,5,9,,,6,10,0,0,,
3,2,0,0,,,,,,,LAZIO,home,,,6,6,,,0,0,0,0,12,17,3,4,9,1,2,,,,,0,0,4,2,7,1,2,3,0,0,CHIEVOVERONA,2008-09,9,8,5,5,,,4,3,0,0,,
2,3,0,0,,,,,,,CHIEVOVERONA,away,,,6,6,,,0,0,0,0,17,12,4,3,9,2,1,,,,,0,0,2,4,1,7,3,2,0,0,LAZIO,2008-09,8,9,5,5,,,3,4,0,0,,
1,1,3,1,,,,,,,INTER,home,,,1,7,,,0,0,0,0,15,16,0,6,9,0,0,,,,,0,0,10,8,5,3,2,9,0,0,FIORENTINA,2008-09,16,7,7,5,,,9,2,0,0,,
1,1,1,3,,,,,,,FIORENTINA,away,,,7,1,,,0,0,0,0,16,15,6,0,9,0,0,,,,,0,0,8,10,3,5,9,2,0,0,INTER,2008-09,7,16,5,7,,,2,9,0,0,,
5,3,1,0,,,,,,,CAGLIARI,home,,,4,2,,,0,1,0,0,14,22,3,1,9,2,1,,,,,0,1,18,14,14,13,4,4,0,0,GENOA,2008-09,9,13,3,7,,,6,6,0,0,,
3,5,0,1,,,,,,,GENOA,away,,,2,4,,,1,0,0,0,22,14,1,3,9,1,2,,,,,1,0,14,18,13,14,4,4,0,0,CAGLIARI,2008-09,13,9,7,3,,,6,6,0,0,,
1,3,1,2,,,,,,,PALERMO,home,,,7,1,,,1,0,0,0,21,18,8,2,9,1,1,,,,,0,0,19,22,11,9,1,0,0,0,LECCE,2008-09,4,7,3,5,,,1,2,0,0,,
3,1,2,1,,,,,,,LECCE,away,,,1,7,,,0,1,0,0,18,21,2,8,9,1,1,,,,,0,0,22,19,9,11,0,1,0,0,PALERMO,2008-09,7,4,5,3,,,2,1,0,0,,
1,3,2,0,,,,,,,SIENA,home,,,6,6,,,0,0,0,0,20,6,13,2,9,2,1,,,,,1,0,5,8,7,4,3,4,1,0,MILAN,2008-09,13,10,6,6,,,7,4,0,0,,
3,1,0,2,,,,,,,MILAN,away,,,6,6,,,0,0,0,0,6,20,2,13,9,1,2,,,,,0,1,8,5,4,7,4,3,0,1,SIENA,2008-09,10,13,6,6,,,4,7,0,0,,
2,2,3,0,,,,,,,REGGINA,home,,,4,1,,,0,0,0,0,19,17,0,1,9,3,0,,,,,0,0,9,8,5,1,1,2,0,0,NAPOLI,2008-09,11,2,6,1,,,5,1,0,0,,
2,2,0,3,,,,,,,NAPOLI,away,,,1,4,,,0,0,0,0,17,19,1,0,9,0,3,,,,,0,0,8,9,1,5,2,1,0,0,REGGINA,2008-09,2,11,1,6,,,1,5,0,0,,
4,3,1,0,,,,,,,ATALANTA,home,,,4,2,,,0,0,0,0,21,26,8,3,9,2,1,,,,,0,0,12,17,11,6,2,5,0,0,TORINO,2008-09,8,9,2,6,,,6,3,0,0,,
3,4,0,1,,,,,,,TORINO,away,,,2,4,,,0,0,0,0,26,21,3,8,9,1,2,,,,,0,0,17,12,6,11,5,2,0,0,ATALANTA,2008-09,9,8,6,2,,,3,6,0,0,,
2,3,0,0,,,,,,,SAMPDORIA,home,,,0,2,,,0,0,0,0,2,1,0,0,9,2,0,,,,,0,0,2,1,1,1,0,0,0,0,ROMA,2008-09,0,1,0,1,,,0,0,0,0,,
3,2,0,0,,,,,,,ROMA,away,,,2,0,,,0,0,0,0,1,2,0,0,9,0,2,,,,,0,0,1,2,1,1,0,0,0,0,SAMPDORIA,2008-09,1,0,1,0,,,0,0,0,0,,
2,1,1,5,0,0,0,0,0,0,INTER,home,0,0,4,2,0,0,0,0,0,0,19,24,3,2,10,2,3,0,0,0,0,0,1,12,14,11,10,5,3,0,0,REGGINA,2008-09,12,18,7,9,,,5,9,0,0,0,0
1,2,5,1,0,0,0,0,0,0,REGGINA,away,0,0,2,4,0,0,0,0,0,0,24,19,2,3,10,3,2,0,0,0,0,1,0,14,12,10,11,3,5,0,0,INTER,2008-09,18,12,9,7,,,9,5,0,0,0,0
0,2,1,0,4,5,6,2,12,6,ROMA,home,0,0,11,6,13,15,0,0,0,0,10,15,4,7,10,2,0,10,21,0,0,0,0,18,25,16,11,0,2,0,0,JUVENTUS,2008-09,5,3,2,3,,,3,0,0,0,0,0
2,0,0,1,5,4,2,6,6,12,JUVENTUS,away,0,0,6,11,15,13,0,0,0,0,15,10,7,4,10,0,2,21,10,0,0,0,0,25,18,11,16,2,0,0,0,ROMA,2008-09,3,5,3,2,,,0,3,0,0,0,0
1,2,1,1,0,0,0,0,0,0,LECCE,home,0,0,4,4,0,0,0,0,1,0,15,11,1,6,10,0,0,0,0,0,0,0,0,16,7,8,8,6,1,0,0,ATALANTA,2008-09,5,12,4,6,,,1,6,0,0,0,0
2,1,1,1,0,0,0,0,0,0,ATALANTA,away,0,0,4,4,0,0,0,0,0,1,11,15,6,1,10,0,0,0,0,0,0,0,0,7,16,8,8,1,6,0,0,LECCE,2008-09,12,5,6,4,,,6,1,0,0,0,0
1,2,4,1,0,0,0,0,0,0,BOLOGNA,home,0,0,9,2,0,0,0,0,0,0,21,15,3,3,10,5,1,0,0,0,0,0,0,14,18,12,5,0,9,0,0,CAGLIARI,2008-09,20,4,6,3,,,14,1,0,0,0,0
2,1,1,4,0,0,0,0,0,0,CAGLIARI,away,0,0,2,9,0,0,0,0,0,0,15,21,3,3,10,1,5,0,0,0,0,0,0,18,14,5,12,9,0,0,0,BOLOGNA,2008-09,4,20,3,6,,,1,14,0,0,0,0
4,2,3,0,0,0,0,0,0,0,CATANIA,home,0,0,7,2,0,0,0,0,0,0,21,9,4,1,10,1,0,0,0,0,0,0,0,25,21,14,18,1,8,0,0,LAZIO,2008-09,15,3,6,2,,,9,1,0,0,0,0
2,4,0,3,0,0,0,0,0,0,LAZIO,away,0,0,2,7,0,0,0,0,0,0,9,21,1,4,10,0,1,0,0,0,0,0,0,21,25,18,14,8,1,0,0,CATANIA,2008-09,3,15,2,6,,,1,9,0,0,0,0
1,2,0,3,0,0,0,0,0,0,CHIEVOVERONA,home,0,0,5,7,0,0,1,0,0,0,14,19,8,2,10,3,0,0,0,0,0,0,0,17,17,17,12,5,1,1,0,PALERMO,2008-09,10,14,6,9,,,4,5,0,0,0,0
2,1,3,0,0,0,0,0,0,0,PALERMO,away,0,0,7,5,0,0,0,1,0,0,19,14,2,8,10,0,3,0,0,0,0,0,0,17,17,12,17,1,5,0,1,CHIEVOVERONA,2008-09,14,10,9,6,,,5,4,0,0,0,0
1,1,4,3,0,0,0,0,0,0,FIORENTINA,home,0,0,5,2,0,0,0,0,0,0,15,9,6,6,10,1,0,0,0,0,0,0,0,4,5,4,5,8,4,0,0,SIENA,2008-09,10,11,5,4,,,5,7,0,0,0,0
1,1,3,4,0,0,0,0,0,0,SIENA,away,0,0,2,5,0,0,0,0,0,0,9,15,6,6,10,0,1,0,0,0,0,0,0,5,4,5,4,4,8,0,0,FIORENTINA,2008-09,11,10,4,5,,,7,5,0,0,0,0
1,3,1,1,0,0,0,0,0,0,TORINO,home,0,0,8,2,0,0,0,0,0,0,21,16,8,1,10,1,0,0,0,0,0,0,1,20,15,9,12,3,3,0,0,SAMPDORIA,2008-09,11,7,7,3,,,4,4,0,0,0,0
3,1,1,1,0,0,0,0,0,0,SAMPDORIA,away,0,0,2,8,0,0,0,0,0,0,16,21,1,8,10,0,1,0,0,0,0,1,0,15,20,12,9,3,3,0,0,TORINO,2008-09,7,11,3,7,,,4,4,0,0,0,0
2,2,1,1,0,0,0,0,0,0,GENOA,home,0,0,5,6,0,0,0,0,0,0,24,19,2,1,10,2,2,0,0,0,0,0,0,16,14,18,14,6,4,1,1,UDINESE,2008-09,11,17,5,9,,,6,8,0,0,0,0
2,2,1,1,0,0,0,0,0,0,UDINESE,away,0,0,6,5,0,0,0,0,0,0,19,24,1,2,10,2,2,0,0,0,0,0,0,14,16,14,18,4,6,1,1,GENOA,2008-09,17,11,9,5,,,8,6,0,0,0,0
2,2,1,0,10,2,15,4,5,4,NAPOLI,home,1,1,14,2,16,8,0,1,0,0,17,27,6,0,10,1,0,4,9,0,0,1,0,13,18,19,18,2,3,1,0,MILAN,2008-09,6,3,2,1,,,4,2,0,0,2,0
2,2,0,1,2,10,4,15,4,5,MILAN,away,1,1,2,14,8,16,1,0,0,0,27,17,0,6,10,0,1,9,4,0,0,0,1,18,13,18,19,3,2,0,1,NAPOLI,2008-09,3,6,1,2,,,2,4,0,0,0,2
3,2,1,0,0,0,0,0,0,0,PALERMO,home,0,0,5,4,0,0,0,0,0,1,13,10,2,2,11,1,0,0,0,,,2,1,11,10,13,11,2,5,0,0,TORINO,2008-09,16,8,8,5,,,8,3,0,0,,
2,3,0,1,0,0,0,0,0,0,TORINO,away,0,0,4,5,0,0,0,0,1,0,10,13,2,2,11,0,1,0,0,,,1,2,10,11,11,13,5,2,0,0,PALERMO,2008-09,8,16,5,8,,,3,8,0,0,,
2,2,0,0,4,3,5,2,2,6,ROMA,home,1,1,4,2,8,9,0,0,0,0,11,19,4,2,11,1,1,6,8,,,0,0,24,21,12,16,1,1,0,0,BOLOGNA,2008-09,3,4,2,2,,,1,2,0,0,,
2,2,0,0,3,4,2,5,6,2,BOLOGNA,away,1,1,2,4,9,8,0,0,0,0,19,11,2,4,11,1,1,8,6,,,0,0,21,24,16,12,1,1,0,0,ROMA,2008-09,4,3,2,2,,,2,1,0,0,,
4,4,0,1,0,0,0,0,0,0,CAGLIARI,home,0,0,4,6,0,0,0,0,0,0,18,21,3,2,11,2,1,0,0,,,0,0,21,10,8,14,3,1,0,0,CATANIA,2008-09,9,8,6,4,,,3,4,0,0,,
4,4,1,0,0,0,0,0,0,0,CATANIA,away,0,0,6,4,0,0,0,0,0,0,21,18,2,3,11,1,2,0,0,,,0,0,10,21,14,8,1,3,0,0,CAGLIARI,2008-09,8,9,4,6,,,4,3,0,0,,
5,4,2,0,0,0,0,0,0,0,JUVENTUS,home,0,0,2,3,0,0,0,0,0,0,15,10,12,4,11,0,2,0,0,,,0,1,9,9,10,5,4,0,0,1,CHIEVOVERONA,2008-09,4,10,4,3,,,0,7,0,0,,
4,5,0,2,0,0,0,0,0,0,CHIEVOVERONA,away,0,0,3,2,0,0,0,0,0,0,10,15,4,12,11,2,0,0,0,,,1,0,9,9,5,10,0,4,1,0,JUVENTUS,2008-09,10,4,3,4,,,7,0,0,0,,
2,3,1,1,0,0,0,0,0,0,ATALANTA,home,0,0,5,0,0,0,0,0,0,0,17,27,5,4,11,2,1,0,0,,,2,0,9,5,4,4,3,2,0,1,FIORENTINA,2008-09,11,8,5,4,,,6,4,0,0,,
3,2,1,1,0,0,0,0,0,0,FIORENTINA,away,0,0,0,5,0,0,0,0,0,0,27,17,4,5,11,1,2,0,0,,,0,2,5,9,4,4,2,3,1,0,ATALANTA,2008-09,8,11,4,5,,,4,6,0,0,,
3,1,3,0,0,0,0,0,0,0,REGGINA,home,0,0,7,3,0,0,0,1,0,0,15,19,2,1,11,4,0,0,0,,,1,0,9,10,11,11,2,3,1,0,GENOA,2008-09,15,9,7,7,,,8,2,0,0,,
1,3,0,3,0,0,0,0,0,0,GENOA,away,0,0,3,7,0,0,1,0,0,0,19,15,1,2,11,0,4,0,0,,,0,1,10,9,11,11,3,2,0,1,REGGINA,2008-09,9,15,7,7,,,2,8,0,0,,
2,3,0,0,0,0,0,0,0,0,UDINESE,home,0,0,9,5,0,0,0,0,0,0,11,17,0,3,11,1,0,0,0,,,1,0,9,7,6,2,3,5,0,0,INTER,2008-09,10,6,3,3,,,7,3,0,0,,
3,2,0,0,0,0,0,0,0,0,INTER,away,0,0,5,9,0,0,0,0,0,0,17,11,3,0,11,0,1,0,0,,,0,1,7,9,2,6,5,3,0,0,UDINESE,2008-09,6,10,3,3,,,3,7,0,0,,
1,1,2,4,0,0,0,0,0,0,SIENA,home,0,0,6,5,0,0,0,0,0,0,16,9,5,4,11,3,0,0,0,,,0,0,20,18,17,12,5,2,0,0,LAZIO,2008-09,9,11,4,6,,,5,5,0,0,,
1,1,4,2,0,0,0,0,0,0,LAZIO,away,0,0,5,6,0,0,0,0,0,0,9,16,4,5,11,0,3,0,0,,,0,0,18,20,12,17,2,5,0,0,SIENA,2008-09,11,9,6,4,,,5,5,0,0,,
4,5,2,0,0,0,0,0,0,0,SAMPDORIA,home,0,0,4,5,0,0,0,0,0,0,18,21,1,4,11,2,0,0,0,,,0,0,8,3,6,4,4,1,0,0,NAPOLI,2008-09,7,8,4,4,,,3,4,0,0,,
5,4,0,2,0,0,0,0,0,0,NAPOLI,away,0,0,5,4,0,0,0,0,0,0,21,18,4,1,11,0,2,0,0,,,0,0,3,8,4,6,1,4,0,0,SAMPDORIA,2008-09,8,7,4,4,,,4,3,0,0,,
4,2,0,2,2,4,0,4,7,8,MILAN,home,5,0,3,4,4,16,0,0,0,0,13,15,3,1,11,1,1,9,10,,,0,0,18,10,7,14,0,0,0,0,LECCE,2008-09,2,11,1,10,,,1,1,0,0,,
2,4,2,0,4,2,4,0,8,7,LECCE,away,0,5,4,3,16,4,0,0,0,0,15,13,1,3,11,1,1,10,9,,,0,0,10,18,14,7,0,0,0,0,MILAN,2008-09,11,2,10,1,,,1,1,0,0,,
0,2,3,0,0,0,0,0,0,0,GENOA,home,0,0,7,5,0,0,0,0,0,0,21,10,2,8,12,4,1,0,0,0,0,,,13,8,9,6,0,3,0,1,JUVENTUS,2008-09,12,8,6,7,,,6,1,0,0,,
2,0,0,3,0,0,0,0,0,0,JUVENTUS,away,0,0,5,7,0,0,0,0,0,0,10,21,8,2,12,1,4,0,0,0,0,,,8,13,6,9,3,0,1,0,GENOA,2008-09,8,12,7,6,,,1,6,0,0,,
